Orthogroup	Euclidium_syriacum	Cochlearia_excelsa
OG0000009	ESY13_g56734_DN1_SP0_c0.t1	g35969
OG0000009	ESY2_g36311_DN2_SP0_c0.t1	g36187, g39720, g39344, g179, g5747, g29717, g34209, g30767
OG0000011	ESY12_g51066_DN2_SP0_c0.t1, ESY1_g9462_DN1_SP0_c0.t1	g6794, g51199, g2482, g2714, g11450, g46138, g50714
OG0000011	ESY5_g2565_DN1_SP0_c0.t1	g18071, g2721, g42559, g4725, g47538
OG0000011	ESY8_g60782_DN3_SP0_c0.t1	g48, g50936, g24216, g17795, g16517, g46209, g52302, g50725, g9756, g40322, g40680, g46208, g46628, g28265, g45606, g286, g36844, g27603
OG0000011	ESY7_g17507_DN3_SP0_c53.t1	g450, g26627, g32634
OG0000011	ESY6_g46861_DN2_SP0_c63.t1	g24975
OG0000011	ESY1_g7474_DN3_SP0_c30.t1, ESY24_g33175_DN3_SP0_c2.t1, ESY15_g64553_DN3_SP0_c0.t1, ESY10_g15897_DN1_SP0_c0.t1, ESY10_g15896_DN3_SP0_c0.t1, ESY18_g63631_DN3_SP0_c0.t1, ESY9_g42816_DN3_SP0_c48.t1, ESY5_g2564_DN2_SP0_c0.t1, ESY5_g2563_DN2_SP0_c0.t1, ESY8_g60783_DN3_SP0_c0.t1, ESY6_g48254_DN3_SP0_c48.t1	g40612, g43706, g49, g52670, g3241
OG0000015	ESY7_g16245_DN2_SP0_c0.t1	g35711
OG0000015	ESY4_g23102_DN1_SP0_c100.t1	g36461, g634, g23355
OG0000015	ESY14_g21116_DN2_SP0_c1.t1	g42908, g43716, g41967
OG0000015	ESY17_g40192_DN2_SP0_c0.t1, ESY13_g57357_DN1_SP0_c0.t1	g53814, g952, g32985, g12170, g24863, g14880, g26256, g5557, g43592, g35813, g36776
OG0000015	ESY5_g676_DN2_SP0_c0.t1	g27727
OG0000015	ESY4_g23838_DN1_SP0_c0.t1	g24865
OG0000015	ESY3_g29176_DN1_SP0_c0.t1	g38797
OG0000015	ESY2_g38598_DN3_SP0_c0.t1	g43580
OG0000015	ESY6_g46006_DN2_SP0_c14.t1	g41971, g39565, g4758, g26125, g35684, g3315, g8210, g24633, g8709, g3775, g53218, g42134, g3753, g42171, g26614
OG0000015	ESY10_g14906_DN2_SP0_c0.t1, ESY4_g24528_DN1_SP0_c0.t1, ESY13_g56278_DN1_SP0_c1.t1	g40286, g1778
OG0000015	ESY11_g53315_DN2_SP0_c0.t1	g23998, g2048, g25181, g50053, g44770, g53467, g40288, g5196, g37977
OG0000016	ESY40_g12601_DN2_SP0_c0.t1	g48491
OG0000016	ESY1_g8220_DN1_SP0_c0.t1	g42778
OG0000016	ESY1_g9010_DN1_SP0_c0.t1	g53235, g6385, g43402, g14661, g3657
OG0000020	ESY18_g63699_DN3_SP0_c0.t1, ESY9_g44479_DN2_SP0_c0.t1, ESY17_g39372_DN3_SP0_c44.t1, ESY11_g52417_DN3_SP0_c0.t1	g32689, g14805, g33390, g4583, g39315, g14557, g17020, g24610, g21115, g9914, g35675, g23910, g6802, g46328, g31759, g51013, g17279, g1555, g19143, g35267, g34284, g46224, g6170, g31341, g4158, g25001, g4232, g46949, g53154, g2974, g49408, g25430, g25192, g31804, g43284, g49587, g36899, g2975, g3672, g27829, g32994, g1556, g34853, g4345, g51012, g19142, g14558, g53153, g29187, g49407, g42003, g43352, g14036, g52007, g15607, g14750, g7898, g33120, g4343, g3057, g52970, g51052, g47797, g32655, g44074, g50650, g43479, g2953, g41998, g23595, g2979, g33121, g41997, g6214, g3359, g14581
OG0000020	ESY13_g56796_DN1_SP0_c0.t1	g3669
OG0000020	ESY4_g22336_DN1_SP0_c100.t1, ESY6_g46671_DN2_SP0_c83.t1, ESY23_g73_DN3_SP0_c0.t1	g4186
OG0000021	ESY2_g36897_DN3_SP0_c0.t1, ESY1_g8553_DN3_SP0_c0.t1, ESY2_g36889_DN2_SP0_c0.t1, ESY5_g1040_DN3_SP0_c0.t1, ESY4_g26006_DN3_SP0_c0.t1, ESY7_g17537_DN3_SP0_c0.t1, ESY1_g9704_DN3_SP0_c0.t1, ESY6_g48613_DN3_SP0_c0.t1, ESY6_g47610_DN3_SP0_c0.t1, ESY4_g25933_DN3_SP0_c0.t1, ESY9_g43848_DN3_SP0_c0.t1, ESY10_g15845_DN3_SP0_c0.t1, ESY1_g8552_DN3_SP0_c0.t1, ESY3_g30023_DN2_SP0_c0.t1, ESY19_g41697_DN3_SP0_c0.t1, ESY6_g45922_DN3_SP0_c0.t1, ESY5_g1354_DN3_SP0_c0.t1, ESY6_g47609_DN3_SP0_c0.t1, ESY6_g48612_DN3_SP0_c0.t1, ESY11_g54587_DN3_SP0_c0.t1, ESY6_g47608_DN3_SP0_c0.t1, ESY9_g43847_DN3_SP0_c0.t1, ESY15_g65477_DN3_SP0_c0.t1	g43760, g4386, g34956, g53077, g43442, g33130, g45148, g29629, g14568, g25751, g49590, g27681, g2213, g37069, g2331
OG0000021	ESY9_g43840_DN2_SP0_c0.t1, ESY9_g43986_DN3_SP0_c0.t1	g33125, g14567, g25750
OG0000021	ESY10_g14065_DN3_SP0_c0.t1, ESY14_g21238_DN3_SP0_c0.t1	g33471
OG0000023	ESY11_g53222_DN2_SP0_c100.t1	g26541, g3778, g4713, g35116, g35131, g35362, g42903, g35499, g15662, g32787, g14801, g15067, g15076, g42216, g42233, g26587, g42217, g52731, g52732, g53561, g9298, g15121, g32788, g15663, g15066, g14800, g3441, g44912, g15122, g3443, g34449, g34444
OG0000024	ESY7_g16494_DN2_SP0_c0.t1, ESY1_g12041_DN3_SP0_c0.t1, ESY8_g58334_DN1_SP0_c0.t1, ESY2_g33352_DN2_SP0_c0.t1, ESY2_g33350_DN2_SP0_c0.t1, ESY7_g19344_DN3_SP0_c0.t1, ESY1_g11290_DN3_SP0_c0.t1, ESY12_g51910_DN2_SP0_c0.t1, ESY12_g51907_DN2_SP0_c40.t1, ESY12_g51878_DN2_SP0_c0.t1	g43450
OG0000024	ESY4_g26389_DN2_SP0_c0.t1, ESY7_g18150_DN2_SP0_c0.t1, ESY1_g10652_DN1_SP0_c0.t1, ESY11_g54749_DN3_SP0_c0.t1, ESY8_g58303_DN2_SP0_c0.t1	g22601
OG0000024	ESY12_g51217_DN2_SP0_c0.t1	g53087, g43467
OG0000024	ESY12_g51909_DN2_SP0_c0.t1, ESY2_g33351_DN3_SP0_c0.t1, ESY5_g1897_DN2_SP0_c0.t1, ESY12_g51218_DN3_SP0_c0.t1, ESY20_g13272_DN2_SP0_c0.t1	g43469
OG0000026	ESY4_g24970_DN3_SP0_c0.t1, ESY11_g52546_DN2_SP0_c0.t1, ESY15_g65549_DN2_SP0_c0.t1, ESY13_g56315_DN1_SP0_c55.t1, ESY18_g64157_DN2_SP0_c0.t1, ESY21_g55910_DN1_SP0_c17.t1, ESY13_g56316_DN1_SP0_c0.t1, ESY1_g7853_DN1_SP0_c0.t1	g36073
OG0000026	ESY8_g58625_DN1_SP0_c0.t1	g28599
OG0000027	ESY9_g42764_DN3_SP0_c0.t1	g48949
OG0000027	ESY23_g71_DN1_SP0_c28.t1	g23101
OG0000030	ESY5_g3960_DN3_SP0_c0.t1, ESY4_g24700_DN2_SP0_c0.t1, ESY16_g62047_DN2_SP0_c0.t1, ESY5_g3539_DN1_SP0_c0.t1, ESY9_g43210_DN3_SP0_c0.t1, ESY5_g4903_DN2_SP0_c0.t1, ESY1_g12127_DN1_SP0_c0.t1, ESY11_g54038_DN2_SP0_c0.t1, ESY10_g15292_DN3_SP0_c0.t1, ESY9_g42993_DN2_SP0_c0.t1	g38367, g38376, g38372, g38380
OG0000030	ESY3_g29392_DN3_SP0_c0.t1	g13799, g13797
OG0000030	ESY11_g54853_DN3_SP0_c0.t1	g13193, g13194
OG0000030	ESY3_g30317_DN3_SP0_c0.t1, ESY3_g30319_DN3_SP0_c0.t1, ESY2_g38589_DN3_SP0_c0.t1, ESY7_g17512_DN3_SP0_c0.t1, ESY2_g33562_DN1_SP0_c0.t1, ESY5_g4904_DN2_SP0_c0.t1, ESY9_g42497_DN1_SP0_c0.t1, ESY3_g30190_DN1_SP0_c0.t1, ESY23_g305_DN3_SP0_c0.t1, ESY9_g42524_DN2_SP0_c0.t1, ESY3_g32449_DN2_SP0_c0.t1, ESY9_g42572_DN2_SP0_c0.t1, ESY3_g30320_DN1_SP0_c0.t1, ESY3_g30284_DN2_SP0_c0.t1	g44631
OG0000031	ESY23_g31_DN2_SP0_c0.t1	g39351, g7244, g17718, g41293
OG0000032	ESY11_g52738_DN2_SP0_c0.t1	g8719
OG0000032	ESY15_g65701_DN1_SP0_c88.t1	g35299
OG0000032	ESY3_g28065_DN2_SP0_c0.t1	g5355, g32774, g16031, g31992, g27854, g8229, g4385, g15955, g34339, g35327, g35065, g32781
OG0000032	ESY5_g4084_DN3_SP0_c0.t1	g43754
OG0000032	ESY22_g40386_DN3_SP0_c42.t1	g15954
OG0000036	ESY7_g17009_DN2_SP0_c60.t1	g8477, g30214, g48816, g30475, g34839, g34840, g33230, g21984, g16000, g35137, g9058, g4380, g30519, g8346, g33830, g38626, g4487, g49132, g54128, g24109, g4103, g22579, g8579, g30480, g20846, g33290, g33253, g25308, g32832, g53230, g35113, g20845, g32828, g3518, g10962, g23261, g30474, g34226, g22545, g42388, g53094, g53667, g43025, g15493, g26494, g52468, g30175, g4601, g21499, g20704, g36781, g3789, g43272, g52632, g30035, g14982, g35819, g43735, g25768, g37998, g8470, g48265, g16429, g21124, g19889, g21848, g43096, g14799, g15775, g33195, g52331, g8571, g15508, g51041, g8557, g40028, g36925, g16880, g22186, g21447, g39194, g16046, g20639, g33192, g44883, g26279, g42486, g22322, g15579, g20568, g9184, g53403, g30370, g48086, g30042, g36305, g16721, g34235, g34240, g30365, g21386, g48199, g4453, g38610, g42983, g32805, g23934, g44461, g42451, g48833, g42011, g3481, g14595, g40873, g4722, g19432, g26148, g35495, g26444, g48197, g43275, g52414, g35408, g30006, g3590, g52630, g24606, g8537, g15797, g15471, g33826, g5036, g9019, g52454, g49241, g34829, g21441, g3781, g48817, g8596, g3594, g9041, g22566, g22571, g48063, g39212, g41988, g48890, g42991, g43566, g20895, g20282, g15739, g25183, g53205, g49049, g26398, g53256, g53454, g44995, g47596, g32764, g52871, g9211, g13928, g35134, g34889, g53147, g21534, g30502, g42837, g42850, g42879, g54401, g54408, g8791, g8796, g52453, g3593, g52629, g32829, g15494, g38627, g33772, g41663, g43194, g22574, g39945, g35836, g2951, g37862, g53162, g8562, g3621, g21982, g3535, g8184, g34249, g52841, g52848, g52830, g34220, g15932, g3610, g28586, g16657, g4890, g43728, g33601, g25944, g45198, g15609, g35888, g32794, g42492, g16586, g20697, g52658, g19972, g612, g15222, g3806, g3520, g556, g34922, g3531, g27040, g9162, g15745, g21617, g8325, g3516, g20638, g14983, g12232, g48263, g3592, g52628, g32830, g26399, g49242, g15472, g15738, g52327, g52413, g26495, g23262, g5035, g15613, g13929, g52872, g38592, g14944, g21981, g24110, g3517, g12231, g53212, g8538, g53668, g20928, g9042, g50317, g53093, g15610, g41989, g54129, g35835, g9210, g24605, g18471, g33294, g20894, g30377, g47597, g34830, g30174, g22565, g35939, g14834, g20844, g16430, g22578, g8597, g17427, g52829, g20553, g35138, g35135, g43276, g3589, g25945, g8347, g15842, g33387, g42569, g33158, g33161, g48659, g35581, g33616, g15846, g3497, g22573, g22570, g53862, g42491, g32843, g43273, g52466, g52473, g19971, g32806, g20847, g3534
OG0000038	ESY21_g55792_DN2_SP0_c0.t1	g27140, g23925, g51223, g44428, g9976, g51224, g38104
OG0000040	ESY2_g38709_DN3_SP0_c0.t1, ESY9_g43776_DN1_SP0_c0.t1, ESY8_g60365_DN2_SP0_c0.t1, ESY5_g2557_DN3_SP0_c0.t1	g49152
OG0000040	ESY7_g16531_DN2_SP0_c0.t1	g12385
OG0000040	ESY4_g25086_DN1_SP0_c0.t1	g26735
OG0000041	ESY6_g46303_DN3_SP0_c0.t1	g49411, g40677, g12224
OG0000041	ESY14_g19727_DN2_SP0_c0.t1	g147, g45167, g24813
OG0000041	ESY6_g47885_DN2_SP0_c0.t1	g28504, g28412, g26640, g45389, g13756, g29232, g14427, g4881, g19458, g46776
OG0000041	ESY8_g61336_DN1_SP0_c0.t1	g46641
OG0000041	ESY1_g6062_DN3_SP0_c100.t1	g17744, g146, g46623, g23029, g39982, g37529, g2399, g11002, g36193, g23611, g45305, g17752, g35246, g25631, g52028, g44112, g376, g47861, g12095, g19466, g36505, g6602, g22934, g32343, g7174, g919, g27324, g24163, g3137, g46399, g49352, g50524, g46729, g28511, g1087, g47181, g54100, g829, g18721, g29231, g45388, g14428, g28413, g13757, g46775, g3861, g44857, g32168, g43896, g24458, g6376, g12068, g19448, g4749, g6871, g36846, g47037, g23483, g11656, g27986, g5166, g12226, g50226, g46640, g41551, g45877, g11828, g41708, g839, g6204, g4882, g54105, g19084, g12227, g51517, g45168, g27877, g45435, g46801, g7668, g53419, g39804, g44227, g36235, g49353, g43914, g11652
OG0000042	ESY1_g9008_DN2_SP0_c16.t1	g41465, g35926, g44522, g52187, g7355, g38829, g20859, g48552, g53555, g47921
OG0000042	ESY19_g41790_DN1_SP0_c0.t1, ESY4_g25239_DN1_SP0_c95.t1	g8527, g6175
OG0000042	ESY17_g39785_DN1_SP0_c100.t1	g50559, g3768
OG0000042	ESY11_g53669_DN2_SP0_c100.t1, ESY11_g52866_DN2_SP0_c100.t1	g6340, g16111, g37181, g6307, g53556, g54342, g16927, g32521, g27960, g26692, g47920, g599, g13492, g35927, g43602, g51339
OG0000043	ESY4_g23863_DN2_SP0_c100.t1	g17574, g26273, g32581, g25935, g6093, g50828, g38190, g41487, g54206, g37824, g17258, g53614, g49526, g36920, g23518, g50147, g54117, g53495, g823, g9695, g7844, g12264, g1397, g32976, g16363, g43554, g38500, g21290, g3846, g20451, g31368, g1398, g32975, g7022, g9694, g49667, g7846, g12262, g36270, g25656, g34289, g52680, g50195, g34809, g16434, g34290, g36380, g26266, g6284, g36271, g16303, g14499, g52886, g31367, g38501, g7845, g6015, g50701, g47671, g49147, g45898, g27089, g2884, g36624, g31230, g25655, g25290, g45657, g41011, g7365, g27084, g45147, g53496, g52677, g41215, g12586, g49668, g44739, g51696, g43133, g54203, g37825, g2882, g36623, g36921, g23517, g17259, g53258, g12603, g48335, g32580, g17864, g11388, g16325, g50585, g18242, g35546, g43537, g43528, g43532, g53399, g13162, g50196, g46746, g14780, g13371, g23535, g12602, g6014, g44990, g14419, g52052, g38502, g20449, g13019, g18797, g41214, g17678, g48334, g31229, g24493, g12585, g3844, g50586, g2114, g13306, g43527, g43530, g43534, g54041
OG0000046	ESY5_g2589_DN3_SP0_c0.t1	g14749, g15027, g17910, g17917, g16165, g31981, g5572, g43446, g4490
OG0000046	ESY14_g21426_DN1_SP0_c0.t1	g3382, g2931
OG0000046	ESY15_g65758_DN2_SP0_c100.t1	g36166, g26196, g11589, g33267
OG0000048	ESY3_g32465_DN3_SP0_c0.t1, ESY3_g32507_DN1_SP0_c0.t1, ESY9_g42836_DN3_SP0_c0.t1, ESY3_g32518_DN2_SP0_c0.t1, ESY3_g32027_DN2_SP0_c0.t1	g51285
OG0000048	ESY8_g58424_DN3_SP0_c0.t1, ESY8_g58362_DN3_SP0_c0.t1, ESY8_g58304_DN1_SP0_c0.t1	g3814
OG0000048	ESY3_g32505_DN1_SP0_c0.t1, ESY3_g32506_DN1_SP0_c0.t1	g51286
OG0000050	ESY7_g16182_DN3_SP0_c92.t1, ESY3_g28010_DN1_SP0_c0.t1, ESY7_g19195_DN2_SP0_c0.t1, ESY4_g22483_DN2_SP0_c0.t1	g32289
OG0000050	ESY3_g27061_DN1_SP0_c0.t1	g4074
OG0000050	ESY1_g9981_DN2_SP0_c0.t1, ESY7_g19658_DN2_SP0_c17.t1, ESY3_g29149_DN1_SP0_c0.t1, ESY9_g45386_DN2_SP0_c0.t1, ESY21_g55697_DN2_SP0_c0.t1, ESY10_g15754_DN1_SP0_c0.t1	g44060, g31395
OG0000050	ESY3_g27878_DN2_SP0_c0.t1	g44252, g3
OG0000050	ESY10_g14358_DN2_SP0_c0.t1, ESY6_g47795_DN2_SP0_c0.t1, ESY5_g1710_DN1_SP0_c25.t1, ESY26_g42314_DN2_SP0_c0.t1, ESY13_g57122_DN3_SP0_c0.t1, ESY11_g53171_DN2_SP0_c0.t1, ESY3_g30031_DN2_SP0_c0.t1, ESY2_g38601_DN2_SP0_c0.t1, ESY12_g51134_DN1_SP0_c0.t1, ESY22_g40713_DN1_SP0_c0.t1, ESY6_g47477_DN1_SP0_c0.t1, ESY3_g32118_DN1_SP0_c0.t1, ESY4_g26261_DN1_SP0_c0.t1	g182
OG0000051	ESY5_g2706_DN3_SP0_c11.t1	g37450
OG0000052	ESY2_g35343_DN2_SP0_c0.t1, ESY16_g61527_DN1_SP0_c0.t1, ESY11_g54151_DN1_SP0_c0.t1	g10535
OG0000052	ESY1_g10445_DN3_SP0_c0.t1	g19225
OG0000055	ESY2_g35826_DN2_SP0_c0.t1	g27361
OG0000055	ESY2_g35556_DN3_SP0_c0.t1	g50182, g50184, g50186
OG0000056	ESY2_g33762_DN3_SP0_c0.t1	g40991, g44205
OG0000056	ESY3_g31686_DN3_SP0_c0.t1	g44206
OG0000056	ESY2_g33671_DN2_SP0_c0.t1	g40901
OG0000058	ESY15_g65727_DN2_SP0_c85.t1	g3196
OG0000058	ESY13_g56710_DN1_SP0_c0.t1	g33000, g41178, g43966, g49100
OG0000059	ESY11_g53896_DN3_SP0_c0.t1	g1329
OG0000059	ESY8_g60186_DN3_SP0_c0.t1, ESY10_g15827_DN1_SP0_c0.t1, ESY3_g29655_DN3_SP0_c0.t1, ESY4_g22922_DN2_SP0_c0.t1, ESY8_g60955_DN2_SP0_c0.t1	g48001, g54246, g18941, g1179
OG0000059	ESY1_g9125_DN2_SP0_c0.t1	g43705, g16122
OG0000060	ESY1_g11061_DN3_SP0_c0.t1, ESY7_g19007_DN3_SP0_c0.t1, ESY6_g48855_DN3_SP0_c0.t1, ESY8_g58877_DN3_SP0_c0.t1, ESY3_g31636_DN3_SP0_c0.t1, ESY6_g48811_DN3_SP0_c0.t1, ESY5_g4491_DN3_SP0_c0.t1, ESY6_g48808_DN3_SP0_c0.t1, ESY6_g48809_DN3_SP0_c0.t1, ESY9_g44877_DN3_SP0_c0.t1, ESY1_g11058_DN3_SP0_c0.t1, ESY8_g58878_DN3_SP0_c0.t1, ESY5_g4464_DN2_SP0_c0.t1	g37221, g2918, g28784, g49595, g27015, g1296, g28756, g31080, g39226, g51647
OG0000061	ESY10_g14355_DN2_SP0_c0.t1	g23667
OG0000062	ESY14_g20663_DN3_SP0_c36.t1	g44326, g2819, g44187
OG0000063	ESY17_g40075_DN1_SP0_c10.t1	g14671, g42271, g4478, g12636, g24835, g53004, g4524, g36431, g37872, g53739, g34381, g32907, g19812, g42270, g19531, g26056, g44457, g37180, g44169, g42155, g42170, g42556, g16420, g14674, g14670, g3225, g25089, g23755, g37179, g45814, g2810, g53169, g14689, g12637, g17169, g30940, g52993, g53005, g39776, g7327, g45038, g3107, g17168, g14688, g53170, g31405, g24215, g18404, g25742, g50268, g46262, g45401, g3397, g46693, g52815, g32214, g16019, g49776, g34414, g40702, g19357, g2701, g43502, g42120, g25862, g4523, g23754, g41779, g40701, g48300
OG0000065	ESY1_g11993_DN3_SP0_c13.t1	g46717
OG0000066	ESY23_g163_DN2_SP0_c0.t1	g9719
OG0000066	ESY7_g18023_DN3_SP0_c0.t1, ESY11_g54349_DN3_SP0_c0.t1	g29501, g45535
OG0000066	ESY2_g36068_DN3_SP8_c0.t1	g5393
OG0000067	ESY3_g28898_DN3_SP0_c0.t1	g50177, g28467, g4320, g11965, g45362, g3105, g53480, g35778, g4908, g10849, g36778, g4057, g37253, g1473, g50533, g36233, g40648, g14017, g1600, g17625, g38613, g9048, g25950, g51908, g51362, g36935, g14554, g2942, g25473, g27561, g41540, g28657, g32593, g13831, g12900, g53765, g43703, g25474, g28245, g45296, g49160, g47659, g12886, g5123, g51086, g690, g27871, g37081, g11557, g4664, g33349, g12885, g12881, g7910, g3384, g17624, g3851, g3852, g51126, g3385, g51838, g1262, g51839, g3386, g46383, g48919, g38489, g40040, g14490, g12581, g53576, g51242, g33370, g49161, g33482, g53764, g27953, g24768, g45363, g3853, g51127, g41217, g37480, g4319, g10848, g26115, g14016, g28468, g43700, g18660, g44830, g11964, g42772, g51326, g11374
