Orthogroup	Alyssum_gmelinii	Cardamine_glauca
OG0000053	Ag003G279130	Cg001G027560, Cg008G306580, Cg001G031950, Cg007G254370, Cg004G134350
OG0000054	Ag002G142440, Ag001G038950, Ag008G708750, Ag008G708710, Ag007G634740, Ag006G513370, Ag001G062410, Ag004G350340, Ag004G360080	Cg005G189800, Cg005G189790
OG0000055	Ag004G382900	Cg007G248480
OG0000055	Ag002G180760, Ag003G281400, Ag003G282390	Cg007G248540, Cg007G248530
OG0000056	Ag001G076880, Ag002G181330, Ag008G680730	Cg007G265440, Cg006G204190
OG0000056	Ag002G121000, Ag006G542770	Cg001G036070, Cg004G146250, Cg006G204780, Cg003G097370, Cg005G181880, Cg005G186560, Cg005G187160, Cg003G100780, Cg005G180320, Cg001G029590, Cg003G086110, Cg003G090290
OG0000057	Ag005G459490	Cg004G133200
OG0000057	Ag005G459920	Cg004G133930
OG0000058	Ag007G619930, Ag003G293710, Ag008G700490, Ag004G386780, Ag007G613110	Cg007G261210
OG0000058	Ag004G332280, Ag001G061500, Ag003G293700, Ag008G700500, Ag005G463800, Ag004G321970, Ag001G027690, Ag007G619950, Ag004G386790	Cg005G189250
OG0000058	Ag006G516660	Cg006G215030, Cg003G077990
OG0000058	Ag003G229160	Cg005G185810
OG0000061	Ag004G339650	Cg003G083990, Cg008G318200
OG0000061	Ag001G084230, Ag008G700010, Ag004G317040, Ag003G230430, Ag001G038510, Ag002G170370, Ag001G089330, Ag005G461020, Ag003G283680, Ag002G182710, Ag007G637720	Cg007G263690, Cg007G267630
OG0000063	Ag007G586340	Cg005G168940
OG0000063	Ag004G307570	Cg006G238240
OG0000064	Ag003G295980	Cg001G000750
OG0000064	Ag002G170580, Ag007G593140, Ag007G593150, Ag002G113130, Ag002G109120, Ag003G276120, Ag003G276160, Ag003G276060, Ag004G378360, Ag007G593160, Ag002G115080, Ag002G104660, Ag003G272600, Ag001G030100	Cg008G325030
OG0000065	Ag009G735570	Cg001G020190
OG0000066	Ag003G225470	Cg007G276160, Cg014G331850, Cg002G064640, Cg003G077790, Cg002G064590, Cg007G254880
OG0000066	Ag003G293060	Cg001G001880
OG0000066	Ag007G606120	Cg008G291450
OG0000066	Ag007G604700	Cg008G290840
OG0000066	Ag002G125900	Cg008G290850, Cg003G113360
OG0000067	Ag003G291740, Ag003G293500, Ag005G466230, Ag003G291820	Cg004G154470
OG0000067	Ag004G385490, Ag006G500760, Ag008G714910, Ag008G707340	Cg007G270520
OG0000067	Ag003G227540	Cg008G318950
OG0000071	Ag006G563870, Ag005G485090, Ag002G107730, Ag002G139550, Ag005G451770, Ag005G451710	Cg005G184980
OG0000071	Ag004G389390	Cg003G105610
OG0000072	Ag005G487550, Ag005G428140, Ag004G338760, Ag004G343840, Ag004G379550, Ag010G739530, Ag004G328310, Ag004G366340, Ag002G206610, Ag001G061570, Ag005G425640, Ag004G328300, Ag007G617420, Ag004G389340, Ag004G394320	Cg008G307960, Cg001G029810, Cg001G029820, Cg008G307970
OG0000073	Ag002G116910	Cg008G315120
OG0000074	Ag005G402710	Cg006G222160
OG0000074	Ag004G378820	Cg006G222230, Cg006G222200, Cg006G222240, Cg006G222220
OG0000074	Ag006G514000	Cg006G222190
OG0000075	Ag006G502200, Ag006G502100, Ag006G501950, Ag006G502230, Ag006G501990, Ag006G502110, Ag006G502180, Ag007G604630, Ag007G604580, Ag007G604560, Ag007G604640	Cg003G083750, Cg005G174740, Cg008G291500, Cg008G290800, Cg008G290770
OG0000075	Ag006G510790	Cg001G042020, Cg008G318380, Cg001G041980, Cg007G251300
OG0000075	Ag004G319650, Ag004G319660, Ag004G320140, Ag004G319070, Ag004G319080, Ag004G320150, Ag003G276440, Ag004G320110, Ag002G111120, Ag002G107550, Ag001G078420	Cg008G323300
OG0000075	Ag004G320420, Ag004G320400, Ag004G320390, Ag004G320380, Ag004G320410, Ag004G320330, Ag004G320350, Ag004G320470, Ag006G555240, Ag006G543310, Ag006G544200, Ag006G543080, Ag006G544500	Cg006G218700
OG0000075	Ag002G191710, Ag002G191700, Ag002G191680	Cg008G301210
OG0000076	Ag008G717410, Ag008G717440, Ag008G717430, Ag008G717330, Ag008G717300	Cg007G272900
OG0000076	Ag001G002030	Cg002G071650
OG0000077	Ag006G569300	Cg004G151030
OG0000079	Ag001G089410, Ag006G550580, Ag003G233720, Ag006G550570	Cg002G047470
OG0000079	Ag001G089520, Ag001G089530, Ag001G089500, Ag006G550440	Cg001G038080
OG0000079	Ag001G071340	Cg007G249140
OG0000079	Ag001G089510, Ag001G089390, Ag001G071210, Ag001G071240, Ag001G089380, Ag001G089370	Cg008G310600, Cg008G310560, Cg008G308930
OG0000080	Ag007G610550, Ag007G610520	Cg004G150150
OG0000080	Ag007G593170, Ag007G596330, Ag007G593310, Ag007G593270, Ag007G593210	Cg005G177050, Cg005G176650, Cg005G177060
OG0000081	Ag007G628420	Cg008G298360
OG0000083	Ag005G483950, Ag005G483960	Cg005G178780
OG0000084	Ag008G724370	Cg005G189580
OG0000087	Ag008G723440	Cg008G303510
OG0000087	Ag007G593840	Cg005G177380
OG0000087	Ag007G609260	Cg008G292710
OG0000087	Ag002G161340	Cg005G171830
OG0000087	Ag002G127940	Cg008G320640
OG0000087	Ag006G562620	Cg001G020160
OG0000087	Ag003G224140	Cg007G276340
OG0000088	Ag007G581970	Cg005G181240
OG0000088	Ag008G717820	Cg001G039390, Cg008G300920
OG0000089	Ag007G603320	Cg008G290150
OG0000089	Ag005G453100	Cg004G135460
OG0000089	Ag005G471710	Cg004G127880
OG0000089	Ag002G172950, Ag001G073120	Cg005G168860
OG0000089	Ag008G712440, Ag008G708620	Cg002G060740, Cg003G107020
OG0000090	Ag004G333760	Cg006G225800
OG0000090	Ag003G223190	Cg007G276570, Cg001G034690, Cg001G034670, Cg001G034700
OG0000090	Ag001G023950, Ag001G024020, Ag001G023830, Ag001G020200, Ag001G020270, Ag001G020040, Ag001G021760, Ag001G021770, Ag001G024010, Ag001G023940	Cg006G200830, Cg006G200820, Cg006G200840, Cg006G200440, Cg006G200850
OG0000090	Ag005G471750, Ag001G092010, Ag001G091920, Ag001G091930	Cg001G005770
OG0000090	Ag002G185460	Cg002G074060
OG0000093	Ag001G087540	Cg002G047960
OG0000093	Ag001G087410	Cg002G047970
OG0000093	Ag001G087200, Ag020G743290, Ag001G087240	Cg004G145440, Cg004G145260
OG0000093	Ag001G083700, Ag001G087310	Cg002G048030
OG0000093	Ag001G086770, Ag001G086780, Ag001G086760, Ag001G086540, Ag001G086510	Cg002G048080
OG0000093	Ag001G086700, Ag001G086880, Ag001G086860, Ag001G086840	Cg002G048040
OG0000096	Ag001G024200, Ag001G016650, Ag005G460360	Cg002G073910, Cg002G073940, Cg002G073930
OG0000096	Ag002G103250	Cg008G322180
OG0000097	Ag002G130220, Ag002G132530, Ag002G129480	Cg003G079780, Cg003G094240
OG0000097	Ag002G129560, Ag002G130470, Ag002G129510, Ag002G129570, Ag002G129580, Ag002G129500, Ag002G129590, Ag002G129620, Ag002G130320, Ag002G130290, Ag002G130330, Ag002G129450	Cg003G079770, Cg003G094250
OG0000097	Ag002G128740	Cg003G079730, Cg003G094300
OG0000097	Ag002G128960	Cg003G094290, Cg003G079740
OG0000099	Ag004G395880, Ag004G394290, Ag004G391580	Cg007G246280, Cg007G246260, Cg007G246270
OG0000099	Ag004G383560, Ag004G391560, Ag004G397390, Ag004G397340, Ag004G396040, Ag004G396160, Ag004G391480, Ag004G397400, Ag004G397370, Ag004G397520, Ag004G397560, Ag004G391550, Ag004G396180, Ag004G395980, Ag004G391600, Ag004G397310, Ag004G391420, Ag004G396010, Ag004G397440, Ag004G389320, Ag004G394310, Ag004G394390, Ag004G389410, Ag004G390870, Ag004G390890, Ag004G390900, Ag004G395530, Ag004G390720, Ag004G390710, Ag004G390740, Ag004G390940, Ag004G390780, Ag004G390920, Ag004G390770, Ag004G391150, Ag004G391000, Ag004G391130, Ag004G390970, Ag004G395610, Ag004G395780, Ag004G391250, Ag004G391340, Ag004G391360, Ag004G395820, Ag004G391310, Ag004G391330, Ag004G395840, Ag004G396600, Ag004G396870, Ag004G391030, Ag004G396100, Ag004G395920, Ag004G391570, Ag004G396210, Ag015G742140, Ag015G742240, Ag004G391040	Cg007G249510
OG0000100	Ag004G376980, Ag002G156660	Cg006G202960, Cg007G265000
OG0000100	Ag002G132470	Cg008G316000
OG0000102	Ag004G328280	Cg001G040220
OG0000104	Ag004G307220	Cg006G238510
OG0000104	Ag007G594880, Ag007G594830	Cg005G178080
OG0000104	Ag007G594810	Cg005G177940, Cg005G177960, Cg005G177980, Cg005G177930
OG0000104	Ag001G010320	Cg006G200560
OG0000104	Ag005G441940	Cg004G138340
OG0000104	Ag001G010180, Ag001G010190	Cg006G197960, Cg006G197910
OG0000107	Ag005G481150	Cg005G182320
OG0000107	Ag005G446760	Cg004G136910
OG0000107	Ag005G446740, Ag005G446750	Cg004G136920
OG0000108	Ag005G459590, Ag008G727840	Cg008G306430
OG0000108	Ag003G269110, Ag003G269200	Cg004G146470
OG0000108	Ag005G414040	Cg007G245680, Cg007G245670
OG0000109	Ag001G018050, Ag002G147800, Ag005G414580, Ag004G372360, Ag004G337320, Ag006G543970, Ag002G162420, Ag003G261280, Ag004G349840, Ag007G593090, Ag001G059110, Ag005G411230, Ag011G740860, Ag003G294760, Ag002G133440, Ag004G303880, Ag004G330170, Ag006G547030, Ag005G455810, Ag008G716250	Cg006G209370, Cg002G061660
OG0000109	Ag003G215310, Ag004G367180, Ag004G395250, Ag004G351540, Ag007G578520, Ag003G262230, Ag002G199280, Ag006G563280, Ag007G622830, Ag006G517090, Ag002G104980	Cg002G064440
OG0000109	Ag003G272950, Ag005G461920, Ag006G532070, Ag002G124770, Ag001G038010, Ag001G026000, Ag002G191910	Cg006G218300, Cg006G206180
OG0000110	Ag001G090130	Cg002G047270
OG0000110	Ag001G090120	Cg002G047280
OG0000110	Ag001G090270, Ag001G090260, Ag001G090170, Ag001G090700	Cg002G047240
OG0000110	Ag003G287900, Ag001G089820, Ag001G089800, Ag001G089810, Ag001G077870, Ag004G376010	Cg002G047300, Cg002G047310, Cg005G186820
OG0000110	Ag001G090290, Ag001G090300, Ag001G090310	Cg007G269260
OG0000113	Ag005G453300, Ag004G396680, Ag007G597560, Ag003G219180, Ag004G390150, Ag004G389940, Ag004G394920, Ag004G389960, Ag004G396880, Ag004G396660, Ag004G387080, Ag004G389950	Cg007G253910
OG0000114	Ag005G486530, Ag007G607050, Ag007G607020, Ag003G284630	Cg008G318090
OG0000117	Ag006G549560	Cg006G208080
OG0000117	Ag003G251430	Cg004G155040, Cg014G333100, Cg005G179380, Cg001G030950
OG0000117	Ag002G174540	Cg006G206330, Cg006G206270, Cg016G334370, Cg003G095540
OG0000119	Ag005G433280, Ag007G606060, Ag008G734240, Ag005G486140, Ag002G179560, Ag005G477370, Ag003G228580, Ag003G279350, Ag005G409220	Cg007G255080, Cg002G068550, Cg003G107770, Cg002G060400, Cg001G039470, Cg001G029640, Cg007G255680
OG0000120	Ag004G373700, Ag001G094910	Cg007G250010, Cg007G249930
OG0000120	Ag003G277400, Ag003G279310, Ag003G275890	Cg008G308250, Cg008G308040, Cg008G308890, Cg008G310540
OG0000120	Ag006G498650, Ag006G498600, Ag006G498610	Cg008G285500
OG0000122	Ag008G698890	Cg003G086890, Cg003G103770
OG0000122	Ag008G699060	Cg003G103810
OG0000123	Ag007G583620	Cg006G218510, Cg006G218490
OG0000123	Ag001G067540	Cg001G014410
OG0000123	Ag004G318570	Cg006G232300
OG0000124	Ag006G527550, Ag008G658090	Cg002G063920, Cg003G086460
OG0000125	Ag002G172470, Ag001G072990	Cg002G052860
OG0000125	Ag005G477020	Cg008G283340
OG0000125	Ag008G713670	Cg008G302630
OG0000125	Ag004G307540	Cg006G238270
OG0000125	Ag007G595180	Cg005G178390
OG0000126	Ag008G691850	Cg007G271870, Cg008G305740, Cg007G255150
OG0000127	Ag006G492220	Cg008G282750
OG0000127	Ag004G381140	Cg008G282740
OG0000127	Ag006G492230	Cg007G262300, Cg007G263860
OG0000127	Ag005G477990	Cg004G124780
OG0000127	Ag004G313220, Ag004G313200, Ag004G313180, Ag004G313170, Ag007G620490, Ag004G313150, Ag004G313210, Ag004G313190, Ag004G313250, Ag004G313260, Ag002G187590	Cg007G262280
OG0000128	Ag007G642840	Cg008G315740
OG0000128	Ag003G264610, Ag003G264920	Cg001G020220
OG0000133	Ag004G387440	Cg007G269340
OG0000135	Ag007G610770	Cg004G138210
OG0000137	Ag002G163620, Ag008G688150	Cg001G031800
OG0000138	Ag005G453140, Ag008G725320	Cg001G039000
OG0000140	Ag008G706820, Ag008G706850, Ag008G707550, Ag008G706830	Cg003G106450
OG0000140	Ag001G080460, Ag008G707780	Cg003G106810, Cg008G324860, Cg003G096950
OG0000142	Ag007G594480	Cg005G177670
OG0000142	Ag004G307050	Cg005G177630
OG0000144	Ag005G434100	Cg005G182040
OG0000145	Ag002G117940, Ag003G273300	Cg008G324160, Cg008G308910, Cg001G039950, Cg003G096580, Cg001G035820
OG0000146	Ag008G695350	Cg003G102600
OG0000146	Ag002G188250	Cg003G098470, Cg003G098480
OG0000146	Ag008G695470, Ag008G695460	Cg003G102620
OG0000146	Ag008G695380	Cg003G102610
OG0000147	Ag005G408700	Cg004G155250
OG0000147	Ag003G261030	Cg001G010340
OG0000147	Ag008G702420	Cg003G104960
OG0000147	Ag003G209560	Cg007G280860
OG0000147	Ag001G041550	Cg001G032760
OG0000149	Ag006G570510, Ag006G570440, Ag006G570460	Cg002G060900
OG0000149	Ag008G709340	Cg003G107300, Cg003G107310
OG0000149	Ag008G709420	Cg003G107320, Cg003G107330, Cg003G107340
OG0000149	Ag008G709260	Cg001G028530
OG0000149	Ag008G709330	Cg003G107280
OG0000150	Ag006G518460, Ag007G625710	Cg002G064460
OG0000150	Ag001G092600	Cg002G061890
OG0000151	Ag008G685810	Cg003G100170
OG0000151	Ag003G253050	Cg001G012710
OG0000151	Ag005G478640	Cg004G124340
OG0000151	Ag005G417580	Cg004G152640
OG0000151	Ag008G698280	Cg003G103430
OG0000151	Ag004G398050	Cg007G246070
OG0000152	Ag003G223230, Ag002G132980	Cg006G206580
OG0000154	Ag004G324480	Cg006G229860
OG0000154	Ag005G471090	Cg004G128290
OG0000154	Ag005G477170	Cg004G125060
OG0000154	Ag006G493360	Cg008G283240
OG0000154	Ag006G507750, Ag006G508580, Ag006G493020	Cg008G283230
OG0000155	Ag006G564870	Cg001G019650
OG0000155	Ag005G471860	Cg004G127780
OG0000156	Ag002G201900	Cg005G160250
OG0000158	Ag005G443310, Ag005G444520, Ag005G443260	Cg008G283250
OG0000158	Ag005G476710	Cg005G184100
OG0000160	Ag005G472280, Ag008G719090	Cg007G264990, Cg006G202970
OG0000160	Ag007G632320, Ag005G447810	Cg003G091850
OG0000161	Ag007G588370	Cg007G261690, Cg007G262070, Cg007G264010, Cg006G215310
OG0000161	Ag007G588360	Cg007G261320
OG0000161	Ag007G601560, Ag007G601540, Ag007G601790	Cg007G257190
OG0000162	Ag001G092940	Cg005G178220
OG0000162	Ag001G092930	Cg002G046140
OG0000162	Ag002G200850, Ag002G200800	Cg005G160860
OG0000165	Ag004G356120, Ag007G623920, Ag006G522660, Ag001G100400, Ag006G498640, Ag007G624740	Cg009G325660
OG0000165	Ag001G093340, Ag003G208890	Cg001G034730, Cg004G147530
OG0000167	Ag006G570230	Cg001G021130
OG0000167	Ag006G570320	Cg001G021160
OG0000171	Ag008G670170	Cg002G044340
OG0000171	Ag004G345150	Cg007G270890
OG0000171	Ag007G614710	Cg008G294880
OG0000172	Ag002G179650, Ag001G097540, Ag001G097520	Cg002G052400
OG0000172	Ag001G089440	Cg002G060680, Cg002G060150
OG0000175	Ag005G414670, Ag001G067410	Cg002G055540
OG0000176	Ag007G611080, Ag007G599330, Ag007G599310, Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060, Ag006G501180, Ag006G500850, Ag001G031780	Cg006G215620
OG0000177	Ag001G004480, Ag005G418600	Cg007G261230
OG0000178	Ag006G515970, Ag008G690070, Ag004G348000, Ag001G051680, Ag006G568830, Ag002G116410	Cg002G069730, Cg002G066500
OG0000180	Ag003G207330	Cg007G269630
OG0000181	Ag003G251860	Cg004G121590, Cg005G191690, Cg001G038210, Cg005G186330
OG0000184	Ag001G075930, Ag006G520200	Cg006G215550
OG0000185	Ag002G183070	Cg003G098770
OG0000187	Ag003G270250, Ag002G167770	Cg001G008920
OG0000189	Ag003G296450	Cg004G151040
OG0000189	Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270	Cg001G007520
OG0000189	Ag003G260770, Ag003G290210	Cg002G073510
OG0000189	Ag006G563600	Cg001G002260, Cg001G002250
OG0000190	Ag002G140140	Cg003G080590, Cg003G080580
OG0000190	Ag002G128880	Cg006G210720
OG0000190	Ag002G128820	Cg006G210710
OG0000190	Ag002G140040, Ag002G139950	Cg003G080530, Cg003G087120, Cg003G087200
OG0000191	Ag005G457490, Ag005G457480	Cg004G153150, Cg004G153270
OG0000192	Ag004G336350	Cg006G224780
OG0000192	Ag004G336320	Cg006G224800
OG0000192	Ag004G336340, Ag004G336360, Ag004G336330	Cg006G224790, Cg006G224760
OG0000195	Ag001G082920	Cg002G049520, Cg005G164920
OG0000195	Ag007G646090	Cg001G036760, Cg007G265630
OG0000196	Ag004G304260, Ag004G304230	Cg006G202640, Cg006G217620, Cg006G240790
OG0000196	Ag004G304250	Cg006G217600, Cg006G202630
OG0000196	Ag004G304270, Ag004G304220, Ag004G304240	Cg006G240780
OG0000196	Ag004G304870	Cg006G237980
OG0000197	Ag002G146040, Ag006G538160, Ag006G565760, Ag007G581790, Ag002G192030, Ag006G565850, Ag004G326930	Cg001G041590
OG0000201	Ag005G439850	Cg004G139100, Cg004G139090, Cg004G139080
OG0000202	Ag005G458980	Cg004G133650
OG0000202	Ag003G215780, Ag005G457800	Cg004G134030
OG0000203	Ag006G519280, Ag005G485370, Ag005G485380	Cg004G120290
OG0000203	Ag005G485200, Ag004G387230, Ag004G392530, Ag005G485880	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080
OG0000204	Ag005G471780, Ag005G471790	Cg004G142490, Cg004G140470
OG0000204	Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980	Cg006G200670
OG0000205	Ag005G439370	Cg003G098990, Cg003G098960, Cg003G098910
OG0000209	Ag004G398980, Ag004G398780, Ag004G398970	Cg007G246040
OG0000210	Ag003G280570, Ag003G273400	Cg002G073630, Cg002G073600, Cg002G073620
OG0000210	Ag007G588470	Cg005G173490
OG0000213	Ag003G288980	Cg005G191770, Cg005G191730
OG0000214	Ag006G510210	Cg003G078170
OG0000216	Ag006G554130	Cg001G018780
OG0000218	Ag004G322150	Cg006G230920, Cg006G230900, Cg006G230890
OG0000218	Ag004G318250, Ag006G542090, Ag006G547060	Cg002G072370
OG0000218	Ag005G439660, Ag008G718790, Ag008G689600, Ag002G177290	Cg002G075340
OG0000219	Ag004G357760	Cg007G266520, Cg007G266510
OG0000219	Ag007G593670	Cg005G177180
OG0000219	Ag006G565670	Cg003G095240, Cg003G111060
OG0000220	Ag002G179690	Cg003G103090
OG0000221	Ag002G190080, Ag004G396450	Cg005G182530
OG0000224	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450	Cg007G278180, Cg007G278170, Cg007G278160
OG0000224	Ag003G270550	Cg001G008870, Cg001G017640
OG0000224	Ag004G383650	Cg007G247160
OG0000226	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670	Cg004G128760, Cg006G218020
OG0000228	Ag004G341460	Cg008G307350, Cg006G222750, Cg006G222760
OG0000228	Ag004G379170	Cg002G069120
OG0000228	Ag004G344170	Cg007G271280
OG0000229	Ag003G260760	Cg007G270440, Cg007G270650, Cg007G261570, Cg002G059180
OG0000232	Ag005G474030	Cg004G149550
OG0000234	Ag001G076970	Cg002G051400
OG0000234	Ag001G076940	Cg002G051410
OG0000234	Ag001G076930	Cg002G051420
OG0000234	Ag007G612020	Cg008G293710
OG0000235	Ag005G452990, Ag005G453010, Ag005G460460	Cg006G213560
OG0000235	Ag004G314680	Cg006G202900, Cg006G202870, Cg006G202910, Cg006G202830
OG0000236	Ag008G716730, Ag008G716740, Ag008G716760	Cg003G086380
OG0000238	Ag005G407390	Cg002G071780
OG0000239	Ag007G588290, Ag002G178990	Cg005G173350
