Orthogroup	Brassica_oleracea	Brassica_rapa
OG0000003	XP_013617795.1	XP_018510870.2
OG0000003	XP_013601835.1	XP_033138005.1, XP_033136248.1
OG0000003	XP_013600128.1, XP_013633271.1, XP_013595102.1, XP_013589262.1	XP_033129527.1
OG0000003	XP_013639646.1, XP_013608327.1, XP_013608171.1, XP_013617581.1	XP_009136045.1
OG0000003	XP_013632772.1	XP_033134345.1
OG0000003	XP_013616902.1, XP_013627293.1, XP_013639645.1, XP_013583424.1	XP_009132643.2
OG0000003	XP_013614573.1	XP_033129372.1
OG0000003	XP_013607513.1, XP_013614042.1, XP_013589034.1, XP_013601599.1	XP_033131787.1
OG0000003	XP_013613468.1, XP_013617596.1, XP_013617356.1	XP_033129393.1
OG0000003	XP_013627043.1	XP_009107616.2
OG0000003	XP_013617494.1, XP_013632789.1, XP_013601566.1, XP_013639497.1, XP_013624636.1, XP_013614100.1	XP_009138649.2
OG0000003	XP_013632720.1, XP_013639355.1, XP_013588945.1, XP_013632709.1, XP_013583280.1, XP_013601339.1	XP_033133979.1
OG0000003	XP_013639556.1, XP_013617158.1	XP_033141128.1
OG0000003	XP_013594697.1	XP_009119170.2
OG0000003	XP_013633631.1, XP_013601807.1	XP_009102097.1
OG0000003	XP_013594768.1	XP_033129330.1
OG0000003	XP_013607484.1	XP_033129452.1
OG0000003	XP_013601145.1	XP_018512128.2
OG0000003	XP_013617846.1, XP_013632539.1	XP_009118886.2
OG0000003	XP_013630775.1	XP_033141698.1
OG0000003	XP_013617246.1, XP_013601220.1	XP_033136094.1
OG0000003	XP_013617855.1	XP_033146211.1
OG0000003	XP_013608127.1	XP_033146253.1
OG0000003	XP_013608302.1	XP_009113517.1
OG0000004	XP_013639674.1, XP_013607775.1	XP_033142309.1
OG0000004	XP_013624852.1, XP_013624387.1, XP_013633000.1	XP_033141775.1, XP_033140426.1, XP_033141600.1, XP_033131490.1, XP_033129333.1
OG0000004	XP_013620525.1, XP_013639090.1, XP_013617768.1, XP_013634238.1, XP_013594179.1	XP_033145979.1
OG0000004	XP_013594371.1, XP_013595201.1	XP_033148872.1, XP_033133487.1
OG0000004	XP_013602945.1, XP_013601532.1, XP_013623778.1	XP_033132457.1
OG0000004	XP_013607655.1	XP_033132962.1
OG0000004	XP_013633089.1	XP_033139502.1, XP_033139347.1, XP_033139509.1
OG0000004	XP_013616947.1	XP_033142456.1
OG0000004	XP_013639729.1	XP_033139403.1, XP_033134206.1
OG0000004	XP_013583420.1	XP_033129935.1, XP_033139196.1
OG0000004	XP_013639281.1	XP_033131609.1
OG0000005	XP_013624326.1	XP_033147058.1
OG0000005	XP_013601863.1	XP_033144892.1
OG0000005	XP_013626656.1, XP_013589417.1, XP_013639462.1	XP_033148793.1
OG0000005	XP_013607867.1, XP_013615207.1	XP_018511976.2
OG0000005	XP_013624390.1	XP_033148226.1
OG0000005	XP_013624698.1	XP_033147287.1
OG0000005	XP_013601267.1, XP_013624493.1, XP_013607686.1, XP_013589115.1, XP_013632587.1, XP_013617697.1, XP_013617299.1, XP_013624966.1, XP_013601292.1	XP_018514447.1
OG0000005	XP_013614903.1	XP_033145199.1, XP_033138856.1, XP_033139537.1
OG0000005	XP_013639562.1, XP_013594450.1	XP_033138922.1
OG0000005	XP_013624602.1	XP_033139286.1
OG0000005	XP_013632581.1	XP_033134418.1
OG0000005	XP_013613865.1	XP_033139316.1
OG0000005	XP_013624597.1	XP_033139380.1, XP_033139140.1
OG0000005	XP_013601164.1	XP_033139222.1, XP_033139526.1, XP_033139499.1, XP_033139354.1, XP_033139287.1, XP_033139242.1, XP_033138902.1, XP_033139528.1, XP_033141136.1, XP_033139289.1, XP_033139427.1, XP_033139424.1, XP_033139498.1, XP_033139368.1
OG0000005	XP_013628485.1, XP_013624301.1	XP_033134337.1
OG0000007	XP_013632977.1, XP_013623353.1, XP_013633146.1, XP_013639247.1, XP_013614053.1	XP_033132504.1
OG0000007	XP_013601509.1	XP_033137354.1, XP_033148175.1, XP_009151426.1
OG0000007	XP_013596032.1, XP_013617093.1, XP_013589320.1, XP_013608313.1, XP_013624232.1, XP_013634404.1, XP_013639187.1	XP_033146627.1
OG0000007	XP_013632862.1	XP_033133985.1, XP_033143316.1, XP_033138798.1, XP_033141235.1, XP_033133974.1, XP_033141172.1, XP_033145248.1, XP_033143243.1
OG0000007	XP_013639373.1	XP_033145376.1, XP_033147221.1, XP_033128792.1, XP_018509939.2
OG0000007	XP_013595054.1	XP_033132046.1
OG0000007	XP_013589618.1	XP_018509717.2, XP_033143434.1, XP_033144206.1, XP_009107562.2, XP_033134788.1, XP_033131027.1, XP_033132428.1, XP_033133980.1, XP_033134568.1, XP_009120419.2, XP_033138143.1, XP_009113464.2, XP_009130602.2, XP_033133922.1, XP_009110769.2, XP_033148269.1, XP_033135997.1, XP_033135405.1
OG0000008	XP_013639167.1, XP_013615146.1, XP_013612199.1	XP_033147955.1
OG0000008	XP_013617143.1	XP_033129403.1, XP_033143620.1
OG0000008	XP_013633025.1	XP_033138365.1
OG0000008	XP_013594960.1, XP_013639786.1, XP_013601568.1	XP_033147243.1
OG0000008	XP_013614821.1	XP_033145226.1
OG0000008	XP_013608259.1	XP_033139890.1, XP_033129084.1, XP_033145197.1
OG0000008	XP_013584735.1	XP_018513989.2
OG0000008	XP_013639639.1	XP_033129879.1, XP_033140569.1, XP_033140184.1
OG0000008	XP_013624474.1	XP_033142381.1
OG0000008	XP_013615301.1	XP_033143622.1
OG0000008	XP_013601615.1	XP_009115858.3
OG0000008	XP_013615550.1	XP_033131438.1
OG0000008	XP_013624694.1	XP_033131793.1
OG0000008	XP_013632335.1	XP_033131838.1
OG0000009	XP_013616938.1	XP_009142536.1, XP_009111228.2
OG0000009	XP_013608210.1	XP_033141077.1
OG0000009	XP_013617184.1	XP_033146099.1, XP_009137100.1
OG0000009	XP_013595190.1	XP_018515469.2
OG0000009	XP_013600965.1	XP_018510720.2
OG0000009	XP_013623859.1	XP_009148188.2
OG0000009	XP_013613667.1	XP_009105597.2, XP_033130816.1
OG0000009	XP_013608471.1	XP_009140970.1
OG0000009	XP_013624783.1, XP_013639114.1, XP_013588892.1, XP_013595202.1	XP_033134456.1
OG0000009	XP_013614431.1	XP_033128715.1, XP_018515150.1
OG0000009	XP_013608016.1	XP_009107743.1
OG0000009	XP_013633379.1, XP_013607967.1	XP_009127063.3
OG0000009	XP_013632569.1	XP_033131915.1
OG0000009	XP_013589538.1, XP_013624124.1	XP_009135908.2
OG0000009	XP_013601475.1, XP_013601681.1	XP_033138834.1, XP_009121250.1, XP_033145276.1
OG0000009	XP_013588939.1, XP_013624310.1, XP_013601424.1	XP_033128722.1
OG0000009	XP_013625016.1	XP_033141202.1
OG0000009	XP_013608517.1	XP_009102787.1
OG0000009	XP_013601013.1	XP_033131910.1
OG0000009	XP_013627264.1	XP_033139816.1
OG0000009	XP_013633284.1	XP_009117702.1, XP_009147334.1
OG0000009	XP_013589640.1, XP_013617979.1, XP_013608540.1, XP_013595158.1	XP_009135550.2, XP_033134013.1
OG0000009	XP_013589654.1	XP_009113005.2
OG0000009	XP_013601782.1, XP_013588992.1	XP_033131870.1, XP_009102722.2
OG0000009	XP_013633488.1	XP_009124848.1, XP_009140864.1, XP_009139318.2, XP_018509100.1, XP_009146774.1
OG0000009	XP_013616789.1, XP_013617492.1, XP_013624812.1	XP_009109961.2
OG0000009	XP_013607654.1	XP_033148561.1, XP_009139324.1
OG0000009	XP_013639216.1	XP_009139341.2
OG0000009	XP_013589238.1	XP_009152173.2
OG0000009	XP_013589005.1, XP_013608331.1	XP_009117699.2
OG0000009	XP_013595149.1, XP_013639361.1, XP_013601764.1	XP_033144437.1
OG0000009	XP_013616754.1	XP_009142128.2
OG0000009	XP_013615524.1	XP_009147176.2, XP_009152175.2, XP_018513613.1
OG0000011	XP_013586656.1	XP_033130854.1
OG0000011	XP_013616817.1	XP_033144009.1
OG0000011	XP_013639582.1	XP_033128807.1
OG0000011	XP_013627832.1	XP_018509279.1
OG0000011	XP_013615711.1	XP_033141867.1
OG0000011	XP_013591119.1	XP_018511928.1
OG0000011	XP_013596669.1, XP_013607541.1, XP_013607552.1	XP_033135200.1, XP_033139375.1
OG0000011	XP_013594896.1	XP_009124475.1, XP_009117181.1, XP_018509802.2, XP_033148528.1
OG0000011	XP_013607551.1	XP_033139088.1, XP_033131994.1, XP_033139376.1
OG0000011	XP_013601186.1	XP_033143559.1, XP_033143864.1
OG0000011	XP_013594913.1, XP_013639515.1	XP_033136826.1
OG0000011	XP_013624987.1	XP_033128834.1, XP_033130890.1
OG0000011	XP_013610312.1	XP_033143497.1, XP_033129499.1, XP_018513221.2
OG0000011	XP_013624126.1	XP_033148218.1
OG0000011	XP_013608203.1	XP_018514420.1
OG0000011	XP_013615036.1	XP_009138607.1, XP_033134171.1
OG0000011	XP_013632920.1, XP_013617587.1, XP_013633062.1	XP_018511598.1, XP_009144754.1
OG0000011	XP_013622528.1	XP_009121335.1, XP_009119519.1
OG0000011	XP_013607728.1	XP_009152174.1, XP_033146667.1
OG0000011	XP_013589498.1	XP_033131097.1
OG0000011	XP_013632628.1, XP_013633248.1	XP_033133861.1, XP_018512770.1
OG0000011	XP_013601270.1	XP_033134218.1
OG0000011	XP_013633251.1	XP_033140102.1
OG0000012	XP_013626733.1	XP_009107541.1
OG0000012	XP_013624299.1, XP_013624561.1	XP_033131678.1
OG0000012	XP_013589468.1, XP_013632839.1, XP_013617712.1, XP_013632406.1, XP_013624874.1, XP_013601001.1, XP_013624747.1, XP_013601114.1, XP_013607586.1, XP_013589385.1, XP_013607529.1, XP_013600651.1, XP_013616890.1, XP_013623900.1, XP_013589412.1, XP_013594746.1	XP_033147573.1
OG0000012	XP_013614616.1, XP_013589476.1	XP_033137992.1
OG0000012	XP_013601622.1, XP_013607812.1, XP_013607760.1, XP_013607871.1, XP_013601396.1	XP_033145249.1
OG0000012	XP_013624899.1, XP_013615219.1, XP_013589030.1, XP_013624901.1, XP_013624711.1, XP_013601366.1, XP_013617850.1, XP_013632873.1, XP_013617433.1, XP_013614555.1, XP_013595035.1, XP_013608334.1, XP_013632509.1, XP_013632737.1, XP_013595071.1, XP_013594774.1	XP_009133163.1
OG0000012	XP_013625577.1, XP_013589568.1, XP_013589219.1, XP_013594946.1	XP_018515508.1
OG0000012	XP_013617311.1	XP_033148485.1, XP_033129464.1, XP_033142991.1
OG0000012	XP_013633380.1, XP_013617905.1, XP_013633195.1, XP_013589495.1, XP_013624371.1, XP_013589324.1, XP_013594626.1, XP_013616810.1, XP_013601384.1, XP_013607609.1, XP_013624196.1, XP_013624162.1, XP_013624137.1, XP_013639852.1, XP_013589446.1, XP_013615322.1, XP_013624918.1, XP_013639160.1	XP_033143244.1
OG0000012	XP_013601474.1, XP_013594401.1, XP_013617958.1, XP_013616931.1, XP_013608215.1	XP_018512230.2, XP_033145320.1
OG0000012	XP_013617313.1, XP_013639496.1, XP_013607597.1, XP_013633158.1, XP_013589431.1, XP_013601007.1, XP_013633295.1, XP_013624353.1, XP_013607750.1, XP_013632893.1	XP_009130444.2
OG0000012	XP_013600999.1, XP_013624439.1	XP_009139681.1
OG0000012	XP_013614778.1, XP_013588899.1, XP_013601161.1, XP_013607652.1, XP_013624688.1, XP_013614655.1	XP_033132935.1
OG0000012	XP_013589438.1, XP_013601311.1, XP_013594004.1, XP_013639324.1, XP_013594716.1, XP_013608513.1, XP_013589531.1, XP_013623942.1, XP_013601548.1, XP_013633347.1, XP_013633008.1, XP_013623653.1, XP_013616871.1, XP_013633036.1, XP_013594810.1, XP_013607496.1	XP_018512892.1
OG0000012	XP_013594605.1, XP_013624714.1, XP_013601355.1, XP_013583467.1, XP_013624002.1, XP_013624342.1, XP_013583393.1	XP_033145505.1
OG0000012	XP_013639372.1, XP_013624793.1, XP_013613506.1, XP_013623455.1, XP_013626439.1, XP_013611088.1, XP_013612972.1, XP_013594278.1, XP_013608173.1, XP_013617074.1, XP_013632853.1, XP_013632664.1, XP_013583440.1, XP_013608356.1	XP_033134396.1
OG0000012	XP_013594808.1, XP_013632621.1, XP_013624069.1, XP_013589134.1, XP_013617725.1, XP_013617879.1, XP_013632620.1, XP_013589147.1, XP_013594932.1, XP_013607434.1, XP_013632771.1, XP_013632776.1, XP_013633419.1, XP_013584775.1, XP_013608370.1, XP_013589462.1, XP_013631748.1, XP_013601625.1, XP_013624348.1, XP_013639143.1, XP_013608057.1, XP_013624389.1, XP_013617337.1, XP_013623757.1, XP_013617763.1, XP_013632469.1, XP_013617104.1, XP_013624952.1	XP_009140434.1, XP_009124217.1
OG0000012	XP_013633088.1, XP_013616799.1, XP_013617880.1, XP_013594971.1, XP_013639268.1	XP_033131635.1
OG0000012	XP_013632980.1, XP_013617543.1, XP_013639263.1, XP_013623879.1, XP_013615145.1, XP_013632658.1, XP_013601976.1, XP_013594568.1, XP_013617695.1, XP_013607950.1, XP_013608186.1	XP_033131837.1
OG0000012	XP_013595015.1, XP_013601499.1	XP_009150017.2
OG0000014	XP_013595642.1, XP_013639554.1	XP_033138101.1
OG0000014	XP_013624494.1	XP_033136960.1, XP_033131254.1, XP_033136067.1, XP_033143499.1
OG0000014	XP_013594557.1	XP_033136253.1
OG0000014	XP_013624744.1	XP_033134222.1
OG0000014	XP_013607986.1	XP_033133348.1
OG0000014	XP_013594427.1	XP_033133951.1, XP_033148585.1
OG0000014	XP_013632760.1, XP_013631670.1	XP_033138488.1, XP_033140198.1
OG0000014	XP_013613442.1, XP_013613790.1, XP_013608098.1	XP_033137204.1
OG0000014	XP_013608075.1	XP_033143861.1
OG0000014	XP_013616976.1	XP_033138986.1
OG0000015	XP_013594359.1, XP_013624634.1, XP_013632449.1	XP_033131600.1
OG0000015	XP_013608444.1	XP_033130405.1
OG0000015	XP_013614071.1	XP_009113103.2, XP_033138269.1
OG0000015	XP_013617083.1, XP_013615209.1	XP_033139829.1
OG0000015	XP_013617324.1	XP_033146229.1
OG0000015	XP_013613391.1, XP_013614315.1, XP_013634793.1, XP_013594601.1, XP_013615211.1, XP_013615599.1, XP_013615204.1	XP_033143451.1
OG0000015	XP_013601204.1	XP_033143581.1, XP_018509525.1
OG0000015	XP_013594602.1	XP_018509062.1, XP_009118914.1
OG0000016	XP_013633483.1	XP_033140973.1
OG0000016	XP_013594817.1	XP_033139070.1, XP_033138857.1
OG0000016	XP_013639478.1	XP_033143392.1
OG0000016	XP_013589577.1	XP_033138858.1
OG0000016	XP_013601273.1	XP_033139447.1
OG0000016	XP_013589195.1	XP_033139193.1, XP_033134304.1
OG0000016	XP_013588937.1, XP_013639541.1	XP_033139069.1, XP_033139019.1
OG0000018	XP_013632952.1	XP_033139921.1
OG0000018	XP_013594978.1	XP_033144627.1
OG0000018	XP_013632971.1, XP_013594680.1, XP_013589039.1, XP_013617837.1	XP_009151556.2
OG0000018	XP_013602970.1	XP_033147468.1
OG0000018	XP_013639843.1	XP_033136031.1, XP_033147168.1, XP_033137222.1, XP_033132105.1
OG0000020	XP_013632401.1	XP_033128598.1, XP_033128603.1
OG0000020	XP_013624672.1, XP_013594657.1, XP_013601111.1, XP_013613669.1, XP_013589042.1	XP_033141176.1, XP_033131231.1, XP_033144078.1, XP_033148833.1, XP_033139110.1, XP_033136846.1, XP_009128749.2, XP_033133948.1
OG0000020	XP_013626814.1	XP_033146804.1
OG0000020	XP_013601623.1	XP_033148581.1
OG0000020	XP_013617516.1, XP_013624895.1	XP_033133950.1, XP_033139108.1, XP_033144661.1
OG0000020	XP_013624224.1, XP_013591412.1	XP_033132628.1
OG0000020	XP_013617648.1, XP_013589099.1	XP_033134397.1, XP_009144112.2, XP_018510172.2, XP_033137868.1, XP_033139322.1, XP_033137097.1, XP_033131911.1, XP_033144538.1, XP_033131263.1, XP_033128364.1, XP_018511251.2, XP_033129018.1
OG0000020	XP_013631792.1, XP_013639770.1	XP_033146803.1, XP_033138241.1, XP_033134460.1, XP_033147772.1
OG0000021	XP_013608093.1	XP_033148520.1
OG0000021	XP_013624295.1	XP_033129353.1
OG0000021	XP_013632740.1, XP_013632330.1	XP_033131843.1
OG0000021	XP_013594600.1, XP_013624087.1	XP_009123464.1
OG0000021	XP_013624037.1	XP_033133955.1, XP_033145227.1, XP_033136601.1
OG0000021	XP_013635359.1, XP_013624942.1, XP_013639781.1	XP_033129522.1
OG0000021	XP_013639694.1	XP_033136202.1
OG0000021	XP_013633321.1, XP_013617328.1, XP_013633276.1	XP_018513563.2
OG0000021	XP_013583343.1	XP_033129361.1
OG0000021	XP_013624309.1, XP_013625589.1	XP_009119482.2
OG0000021	XP_013589433.1	XP_009124449.2
OG0000021	XP_013594522.1	XP_033141768.1
OG0000021	XP_013608090.1	XP_033139918.1
OG0000021	XP_013599600.1	XP_009113298.1
OG0000021	XP_013589650.1	XP_033135948.1
OG0000021	XP_013633047.1	XP_033145970.1
OG0000021	XP_013613761.1	XP_009108738.3, XP_033145198.1, XP_033128732.1, XP_033141182.1
OG0000021	XP_013639394.1, XP_013601657.1, XP_013615573.1, XP_013608056.1, XP_013583415.1	XP_033129326.1
OG0000022	XP_013590021.1	XP_009142868.1
OG0000022	XP_013611057.1	XP_009121467.1
OG0000022	XP_013613247.1	XP_009112950.1
OG0000022	XP_013606456.1	XP_009112698.1
OG0000022	XP_013606166.1	XP_009112701.1
OG0000022	XP_013601047.1	XP_033134453.1
OG0000022	XP_013601836.1	XP_009118036.2
OG0000022	XP_013600826.1	XP_009118081.1
OG0000022	XP_013600508.1	XP_009110632.1
OG0000022	XP_013601046.1, XP_013599992.1	XP_033135466.1
OG0000022	XP_013603447.1	XP_009118532.1
OG0000022	XP_013635968.1	XP_009140073.1
OG0000022	XP_013609571.1	XP_009114567.1
OG0000023	XP_013608330.1	XP_009107618.1
OG0000023	XP_013639689.1	XP_033134273.1
OG0000023	XP_013630282.1	XP_033146615.1
OG0000023	XP_013633092.1	XP_033128492.1
OG0000023	XP_013632474.1	XP_009139567.2, XP_018513679.2
OG0000023	XP_013630371.1	XP_033139160.1, XP_033139271.1
OG0000023	XP_013617615.1, XP_013631991.1	XP_018509908.2
OG0000023	XP_013639746.1, XP_013589351.1	XP_033132919.1
OG0000023	XP_013607989.1, XP_013589200.1	XP_033130737.1
OG0000023	XP_013613476.1, XP_013607705.1	XP_033148526.1
OG0000023	XP_013620254.1	XP_033131417.1
OG0000023	XP_013639572.1	XP_033140796.1, XP_033147063.1
OG0000024	XP_013597425.1	XP_018512901.1
OG0000024	XP_013589185.1	XP_018510040.1
OG0000024	XP_013627670.1	XP_009109039.2
OG0000024	XP_013632478.1	XP_009144063.2, XP_018514372.2, XP_033148397.1
OG0000024	XP_013605203.1	XP_009116539.1
OG0000024	XP_013624897.1	XP_033132209.1
OG0000025	XP_013617956.1	XP_033129969.1
OG0000025	XP_013624743.1, XP_013624373.1, XP_013601470.1, XP_013608415.1	XP_033137033.1, XP_009110149.2, XP_033131742.1, XP_033137869.1, XP_009130346.2, XP_009115087.2, XP_009132281.2, XP_009104408.1, XP_033147758.1, XP_033139323.1, XP_033138425.1
OG0000025	XP_013624803.1, XP_013617279.1	XP_033130697.1, XP_009113561.2
OG0000025	XP_013589093.1	XP_033141132.1
OG0000025	XP_013624057.1	XP_033139909.1
OG0000025	XP_013613890.1, XP_013615021.1, XP_013631055.1	XP_033131820.1
OG0000025	XP_013639470.1	XP_033134321.1
OG0000025	XP_013624796.1	XP_033134331.1
OG0000025	XP_013608134.1	XP_033135247.1
OG0000025	XP_013622540.1	XP_009150041.2
OG0000025	XP_013607923.1, XP_013617624.1, XP_013623937.1	XP_009149632.2
OG0000025	XP_013625401.1	XP_033133949.1
OG0000025	XP_013633137.1, XP_013617519.1	XP_009113566.2
OG0000025	XP_013624655.1, XP_013624950.1	XP_033141177.1
OG0000025	XP_013617179.1, XP_013594903.1	XP_033133947.1, XP_033131885.1, XP_033143428.1, XP_033139107.1, XP_009115887.2
OG0000025	XP_013626805.1	XP_033134459.1
OG0000025	XP_013632787.1, XP_013617500.1, XP_013633014.1, XP_013589304.1, XP_013589043.1, XP_013607489.1, XP_013601110.1	XP_033130671.1, XP_033136819.1
OG0000025	XP_013633381.1	XP_009108648.2
OG0000025	XP_013617480.1	XP_033129312.1
OG0000026	XP_013624845.1	XP_033148678.1
OG0000026	XP_013617677.1	XP_033129369.1
OG0000026	XP_013639735.1	XP_033138371.1
OG0000026	XP_013614002.1, XP_013608308.1	XP_033145901.1
OG0000027	XP_013623631.1	XP_009134240.1
OG0000027	XP_013608654.1	XP_033142038.1
OG0000027	XP_013624060.1	XP_033142132.1
OG0000027	XP_013598807.1	XP_009136778.1
OG0000027	XP_013598703.1, XP_013598794.1, XP_013598729.1	XP_033143898.1
OG0000027	XP_013595256.1	XP_009137329.1
OG0000027	XP_013595247.1	XP_033143991.1
OG0000027	XP_013598658.1	XP_009136911.1
OG0000027	XP_013595250.1	XP_009137326.1
OG0000027	XP_013631155.1	XP_009139620.1
OG0000027	XP_013626010.1	XP_033132923.1
OG0000027	XP_013626677.1	XP_009108600.1
OG0000027	XP_013595103.1	XP_009137325.1
OG0000027	XP_013625142.1	XP_033144191.1
OG0000027	XP_013617506.1	XP_009108162.1
OG0000027	XP_013608656.1	XP_009108168.1
OG0000027	XP_013599945.1	XP_009136374.2
OG0000027	XP_013623158.1	XP_033143803.1, XP_033132924.1, XP_009108593.2
OG0000027	XP_013588839.1	XP_009114807.1
OG0000027	XP_013598637.1	XP_009136791.2
OG0000027	XP_013595104.1	XP_009137330.1
OG0000028	XP_013597573.1, XP_013621193.1	XP_009101849.2, XP_033129787.1
OG0000028	XP_013608141.1	XP_033138374.1
OG0000028	XP_013629713.1, XP_013626427.1	XP_033132412.1
OG0000028	XP_013624984.1, XP_013624985.1, XP_013609443.1, XP_013625644.1	XP_033132404.1
OG0000028	XP_013629798.1	XP_009107001.1
OG0000028	XP_013619743.1, XP_013619793.1	XP_033140818.1, XP_009127105.2
OG0000028	XP_013617023.1	XP_009127106.1
OG0000028	XP_013636546.1	XP_033140823.1
OG0000028	XP_013614694.1, XP_013624781.1, XP_013626875.1	XP_009148196.2
OG0000028	XP_013624780.1	XP_018509211.2
OG0000028	XP_013625541.1	XP_009133872.1
OG0000028	XP_013589427.1	XP_009105560.1
OG0000028	XP_013589428.1	XP_009105561.1
OG0000028	XP_013589429.1, XP_013615643.1, XP_013614785.1	XP_009102299.1
OG0000028	XP_013626289.1	XP_009133873.1
OG0000028	XP_013617015.1, XP_013617014.1	XP_033140827.1, XP_033140822.1
OG0000029	XP_013607940.1	XP_009103430.1
OG0000029	XP_013594529.1	XP_009103792.1, XP_033136629.1
OG0000029	XP_013617164.1, XP_013617163.1	XP_009105534.2
OG0000029	XP_013632483.1, XP_013601217.1	XP_033129358.1
OG0000029	XP_013617192.1	XP_009128619.2
OG0000029	XP_013613525.1	XP_009102786.1
OG0000029	XP_013607906.1, XP_013624878.1, XP_013632925.1, XP_013633078.1	XP_009106480.1
OG0000029	XP_013615203.1, XP_013624064.1, XP_013623917.1, XP_013624131.1	XP_009118510.1
OG0000029	XP_013607525.1, XP_013639568.1	XP_033147848.1
OG0000029	XP_013614066.1	XP_033133924.1
OG0000029	XP_013597550.1	XP_009124763.2, XP_009113849.2, XP_009146105.1
