Orthogroup	Alyssum_gmelinii	Capsella_rubella
OG0000021	Ag013G1488900, Ag031G3408800	XP_023634269.1, XP_023637241.1, XP_023637954.1, XP_006303531.2, XP_023644562.1, XP_023641377.1, XP_023638098.1, XP_023633350.1, XP_023634149.1, XP_023640318.1, XP_023634347.1, XP_023644512.1, XP_023636053.1, XP_006285455.2, XP_023638958.1, XP_023645856.1, XP_023634319.1, XP_023641905.1, XP_023638482.1, XP_023634354.1, XP_023634431.1, XP_023644454.1, XP_023641962.1, XP_023641378.1, XP_023637243.1, XP_023642574.1
OG0000022	Ag034G3829100	XP_006306232.1
OG0000022	Ag024G2896000	XP_023643559.1, XP_006302132.1
OG0000022	Ag006G0805800, Ag058G4977300, Ag022G2695300	XP_023635463.1
OG0000022	Ag014G2040000	XP_006297483.1
OG0000024	Ag052G4846900	XP_023644529.1
OG0000024	Ag013G1754200	XP_023632980.1, XP_023632975.1, XP_023632970.1, XP_023633004.1, XP_023639207.1
OG0000025	Ag015G2255100	XP_023636962.1
OG0000025	Ag067G5188200, Ag030G3132300	XP_023636110.1
OG0000025	Ag002G0276000, Ag054G4878700, Ag011G1115100, Ag066G5134600, Ag066G5170900	XP_023641784.1, XP_023644446.1, XP_023636071.1
OG0000027	Ag021G2619200	XP_023635857.1, XP_023635858.1, XP_006289355.2, XP_006286462.1
OG0000027	Ag021G2619800	XP_006287218.1
OG0000027	Ag021G2619900	XP_023635866.1
OG0000027	Ag077G5324400	XP_006284983.1
OG0000027	Ag077G5325100, Ag033G3496300, Ag033G3642400	XP_023634683.1
OG0000027	Ag077G5325900	XP_023634688.1
OG0000027	Ag093G5459600	XP_006285954.1
OG0000027	Ag021G2618400	XP_006287240.1
OG0000027	Ag033G3496400	XP_023634702.1
OG0000028	Ag078G5387500	XP_006281712.1
OG0000029	Ag002G0180900, Ag022G2648100	XP_023633422.1, XP_023644241.1, XP_023638860.1, XP_023634002.1, XP_023644242.1, XP_023644257.1, XP_023638123.1, XP_023633373.1, XP_023633615.1, XP_023641909.1, XP_023636106.1, XP_023644249.1, XP_023638859.1
OG0000030	Ag014G2144800, Ag014G2145600, Ag014G2146200, Ag014G2146400, Ag014G2146900, Ag014G2147100, Ag014G2147000, Ag014G2146700, Ag014G2145800, Ag014G2145100, Ag014G2144300, Ag014G2147700	XP_023642658.1, XP_023641336.1, XP_006296044.1, XP_023644289.1, XP_006297884.1
OG0000030	Ag014G1952600, Ag014G1958800, Ag014G1958700, Ag014G1965000, Ag042G4396900, Ag042G4397700, Ag042G4398200, Ag014G1952300, Ag014G1952400	XP_006303634.1, XP_023632886.1, XP_023632793.1
OG0000030	Ag014G2099300, Ag027G3062200, Ag014G1975300	XP_006293126.1
OG0000030	Ag013G1357800	XP_006297854.1, XP_006297862.1, XP_006300177.2
OG0000031	Ag014G2001300, Ag025G2974400, Ag067G5204400, Ag016G2379700, Ag064G5091800, Ag014G2046100, Ag002G0264600, Ag021G2582900, Ag026G3000600, Ag073G5260500, Ag034G3746100, Ag067G5192300	XP_023635342.1
OG0000032	Ag005G0786000	XP_023632591.1
OG0000034	Ag093G5459200, Ag033G3498700	XP_006283285.1
OG0000034	Ag093G5459500, Ag033G3498900	XP_023634692.1
OG0000034	Ag033G3477100, Ag052G4847100	XP_006285944.1
OG0000034	Ag048G4579800	XP_023634856.1
OG0000034	Ag093G5459900, Ag033G3499600, Ag033G3499900, Ag093G5460300, Ag033G3500000	XP_006301684.1, XP_006283297.1
OG0000034	Ag033G3496000, Ag077G5324500	XP_006283145.1, XP_006283273.1, XP_023634701.1
OG0000034	Ag033G3500200, Ag093G5460400	XP_023635576.1
OG0000035	Ag061G5042200, Ag007G0851700, Ag007G0851600, Ag015G2256800, Ag031G3385600	XP_023633542.1, XP_023633652.1, XP_023639706.1
OG0000040	Ag038G4173200	XP_023640353.1
OG0000042	Ag046G4535300, Ag066G5171000, Ag024G2870100, Ag007G0876900, Ag096G5474100, Ag011G1070700, Ag015G2214400, Ag011G1070600, Ag013G1341100	XP_023634283.1
OG0000042	Ag023G2817300, Ag039G4253700, Ag002G0154100	XP_023644481.1
OG0000043	Ag036G4114100, Ag014G1940100, Ag078G5353500, Ag027G3068600, Ag002G0228700, Ag011G1124700, Ag004G0651000, Ag003G0322200	XP_006299187.2
OG0000044	Ag016G2313400	XP_023638545.1
OG0000046	Ag004G0691700	XP_023641942.1, XP_023640348.1, XP_023636067.1, XP_006289233.2, XP_023638196.1
OG0000048	Ag039G4227200, Ag039G4227400, Ag039G4227300	XP_023640388.1
OG0000048	Ag013G1657300, Ag013G1657200, Ag013G1657100, Ag013G1657000, Ag013G1657400, Ag013G1658600, Ag013G1658500, Ag013G1651500, Ag013G1657700, Ag022G2632300	XP_023640514.1
OG0000048	Ag062G5058500	XP_023632757.1
OG0000048	Ag032G3445200, Ag048G4573000	XP_023643230.1, XP_023643229.1, XP_023636083.1, XP_006289868.2
OG0000049	Ag061G5034500	XP_023634626.1
OG0000050	Ag016G2298800, Ag034G3860900, Ag015G2213900, Ag020G2565400, Ag003G0365400, Ag022G2666500, Ag013G1429800, Ag023G2797800, Ag078G5357100, Ag088G5430600, Ag006G0803400, Ag034G3970700, Ag066G5153700	XP_006299955.2
OG0000050	Ag027G3020100, Ag013G1440200, Ag022G2649500, Ag066G5147200, Ag001G0043200, Ag024G2885900	XP_023643276.1
OG0000051	Ag034G3687900	XP_006304062.1
OG0000051	Ag003G0386800	XP_023640868.1
OG0000051	Ag003G0385100, Ag003G0385000, Ag003G0384900	XP_023640424.1
OG0000055	Ag034G4065400	XP_006299228.1, XP_006300113.1
OG0000055	Ag014G2041700	XP_023641570.1, XP_023642764.1
OG0000055	Ag014G2041600	XP_006292584.2, XP_023634515.1
OG0000056	Ag002G0158500	XP_006301460.1
OG0000056	Ag039G4248400	XP_006302254.2
OG0000056	Ag002G0180000	XP_006292456.1
OG0000058	Ag007G0902800, Ag002G0124000, Ag002G0117600, Ag027G3030700, Ag004G0691500	XP_023633448.1, XP_023636066.1, XP_023636060.1, XP_023640345.1, XP_023636058.1, XP_023640315.1, XP_023643584.1, XP_023640320.1, XP_023634265.1, XP_023644147.1, XP_023644470.1, XP_023634034.1, XP_023638869.1
OG0000061	Ag025G2916200, Ag025G2916400, Ag025G2916000, Ag025G2915500, Ag025G2917200, Ag025G2915700, Ag025G2913000, Ag002G0098300	XP_006307356.2, XP_023645797.1
OG0000061	Ag034G4019600, Ag002G0211100, Ag048G4647300, Ag013G1624000, Ag013G1628000, Ag013G1629700, Ag013G1630400, Ag013G1630000, Ag013G1629500, Ag013G1629400, Ag013G1628500, Ag013G1600300, Ag013G1627700, Ag013G1626500, Ag013G1627000	XP_023640452.1
OG0000062	Ag033G3580500, Ag033G3643400, Ag090G5454300, Ag043G4453100, Ag023G2814500, Ag045G4510200	XP_023633725.1
OG0000062	Ag035G4080000, Ag066G5159400, Ag002G0144600, Ag003G0364100, Ag011G1174400	XP_023633353.1, XP_023634169.1
OG0000065	Ag016G2372900, Ag016G2372400	XP_023643076.1, XP_023643066.1, XP_023644283.1, XP_023643077.1, XP_006279179.2, XP_023643067.1
OG0000066	Ag004G0438400, Ag013G1525900, Ag013G1525800, Ag016G2348500, Ag034G3765900, Ag034G3780100	XP_006301260.2, XP_006304637.1, XP_006292533.1
OG0000066	Ag048G4702700	XP_006284727.1, XP_006288773.2, XP_006284722.1, XP_006302978.1
OG0000067	Ag041G4373900, Ag010G1017800	XP_023638931.1
OG0000067	Ag007G0854100, Ag013G1533000	XP_023634337.1
OG0000068	Ag011G1073300, Ag011G1073200, Ag014G1989500, Ag011G1073900	XP_006289028.2, XP_006289556.2, XP_023637280.1
OG0000069	Ag048G4574700, Ag048G4708100, Ag034G3920200, Ag048G4553800, Ag048G4563500	XP_023642292.1
OG0000070	Ag039G4215000	XP_006305612.2, XP_006292236.1, XP_006292951.2, XP_006290298.1, XP_006292400.1, XP_006291986.1, XP_006292823.1, XP_006292249.1, XP_006292597.1, XP_006291940.1
OG0000070	Ag034G3976800	XP_006304273.1
OG0000070	Ag048G4685000	XP_006302938.1
OG0000070	Ag025G2960200, Ag025G2959800, Ag025G2962600, Ag025G2962700, Ag025G2947000, Ag025G2946300, Ag025G2959700, Ag025G2959400, Ag025G2974100, Ag025G2973400, Ag025G2973600, Ag025G2946200, Ag025G2946900	XP_023637735.1, XP_006295429.1
OG0000072	Ag039G4320700	XP_006282913.2, XP_023638967.1
OG0000072	Ag067G5173800, Ag020G2570900, Ag011G1215000, Ag022G2752500, Ag011G1246100, Ag001G0081500, Ag033G3527000, Ag011G1215100, Ag039G4238000, Ag055G4918900, Ag039G4305000, Ag068G5225100	XP_023644542.1, XP_006290241.2, XP_023637455.1
OG0000073	Ag077G5319300	XP_023644828.1
OG0000073	Ag028G3078200	XP_023644313.1
OG0000074	Ag004G0773100, Ag004G0661200, Ag029G3097800	XP_023641911.1
OG0000074	Ag025G2969700	XP_023636039.1
OG0000075	Ag011G1157100, Ag011G1157200, Ag011G1157900, Ag011G1158100, Ag011G1157500, Ag011G1157400, Ag011G1157700, Ag011G1157800, Ag011G1157600, Ag048G4682200, Ag011G1050300, Ag011G1158000	XP_006285279.1
OG0000075	Ag011G1133100, Ag022G2654400	XP_023635517.1
OG0000075	Ag021G2601300	XP_006283916.1
OG0000075	Ag011G1050500	XP_006296170.1
OG0000075	Ag011G1119800, Ag011G1120100, Ag011G1120000	XP_023634488.1
OG0000076	Ag011G1037000	XP_023634774.1
OG0000076	Ag031G3285200, Ag031G3285100, Ag031G3285000, Ag011G1144200, Ag011G1144100, Ag006G0793600, Ag011G1036500, Ag011G1036300, Ag006G0792700, Ag034G3899200, Ag034G3899100	XP_006286831.1
OG0000076	Ag013G1400700	XP_006281621.1
OG0000077	Ag033G3566700	XP_006280897.2
OG0000077	Ag034G3937600, Ag034G3937000, Ag001G0019700, Ag025G2944900	XP_006292755.1, XP_006292566.2, XP_006292626.2, XP_006300965.2, XP_006290374.2, XP_023638325.1
OG0000077	Ag034G3775500	XP_006303212.2
OG0000077	Ag006G0838600	XP_006281861.1
OG0000078	Ag014G1810600	XP_006300074.1
OG0000078	Ag014G1809300, Ag014G1810300	XP_006296650.2, XP_006298876.1
OG0000078	Ag014G1810500	XP_006298992.1
OG0000078	Ag014G1810400	XP_006300092.1
OG0000079	Ag018G2444300, Ag022G2658800	XP_023644218.1, XP_023645325.1
OG0000081	Ag034G4022300	XP_023638026.1, XP_023634808.1
OG0000081	Ag019G2512100, Ag066G5159500, Ag002G0249600, Ag043G4447600, Ag014G2017300	XP_023634311.1
OG0000082	Ag061G5051200	XP_023639594.1
OG0000086	Ag036G4084000	XP_023644121.1, XP_006302648.1, XP_023644277.1, XP_006302616.1
OG0000089	Ag004G0519800	XP_006287738.1
OG0000089	Ag055G4906500, Ag004G0479400	XP_006292748.1, XP_006291122.1
OG0000089	Ag013G1621300	XP_006294210.1
OG0000089	Ag013G1488000	XP_006289933.1
OG0000089	Ag016G2360800	XP_006281513.1
OG0000089	Ag033G3591100	XP_006283733.1
OG0000089	Ag048G4693300	XP_006302256.1
OG0000091	Ag004G0570300	XP_023636467.1
OG0000095	Ag016G2362700, Ag016G2305100, Ag024G2851600, Ag006G0800000, Ag016G2308200, Ag006G0799900	XP_006295555.1, XP_006294228.1
OG0000096	Ag002G0154900	XP_023640363.1, XP_006296370.1, XP_006296007.1, XP_006301737.1
OG0000098	Ag011G1254000, Ag011G1253500	XP_023641898.1, XP_006297881.1
OG0000098	Ag040G4345100	XP_006292655.1
OG0000098	Ag004G0482500, Ag004G0482700, Ag014G2044400	XP_006305026.1
OG0000100	Ag002G0106500	XP_023641940.1
OG0000102	Ag016G2365600	XP_006288400.1
OG0000102	Ag016G2365900, Ag016G2370500, Ag016G2369900	XP_006288542.1
OG0000102	Ag016G2392700, Ag016G2377000, Ag016G2370800	XP_006288252.1
OG0000102	Ag016G2368300	XP_023633387.1
OG0000105	Ag011G1082400	XP_023639286.1
OG0000105	Ag048G4578200	XP_006284602.1, XP_006285182.1
OG0000105	Ag002G0105300, Ag002G0104800, Ag063G5087100, Ag025G2961900	XP_023639256.1
OG0000106	Ag014G1942900, Ag862G5518700, Ag001G0029000, Ag013G1729500, Ag034G3929600, Ag033G3563600, Ag006G0804600, Ag078G5342100, Ag006G0794900	XP_023646042.1, XP_023644298.1
OG0000107	Ag014G2149500	XP_006299861.1
OG0000107	Ag014G2149100	XP_006300030.1, XP_006297457.1
OG0000107	Ag027G3070400, Ag014G2171000	XP_006297444.1
OG0000107	Ag014G2150100	XP_006289895.1, XP_006297460.1
OG0000107	Ag048G4609500	XP_006290930.1
OG0000107	Ag014G2149200	XP_006299064.2
OG0000108	Ag031G3385800, Ag039G4307100	XP_006291303.1, XP_006294425.1
OG0000108	Ag004G0614200, Ag004G0644200	XP_006282193.1, XP_006291307.1
OG0000108	Ag014G1944700	XP_006297921.1
OG0000108	Ag013G1537900	XP_006287952.1
OG0000108	Ag014G2095200	XP_006297920.1
OG0000108	Ag025G2965600	XP_006305090.1
OG0000108	Ag003G0396500	XP_006295441.1, XP_006295821.1
OG0000109	Ag029G3099600	XP_023641886.1, XP_023633619.1, XP_023643495.1, XP_023633300.1, XP_023637389.1, XP_023634490.1, XP_023634624.1, XP_023633613.1
OG0000110	Ag029G3103900, Ag001G0067200, Ag060G5005400, Ag010G1016200	XP_023644523.1, XP_023640339.1, XP_023633349.1, XP_023633346.1, XP_023644458.1, XP_023642819.1
OG0000117	Ag019G2506600, Ag018G2460700	XP_006306513.2
OG0000117	Ag018G2454400, Ag018G2459300	XP_006304377.2, XP_006306553.1
OG0000117	Ag018G2459400	XP_023632777.1
OG0000117	Ag088G5431700	XP_023632781.1
OG0000117	Ag022G2713800, Ag018G2459500, Ag018G2459700, Ag078G5340800, Ag011G1218200, Ag033G3621900, Ag078G5340900	XP_006304618.2, XP_023644792.1
OG0000118	Ag078G5395500, Ag034G4070400, Ag002G0250500	XP_006290039.1, XP_023640365.1, XP_023634338.1
OG0000118	Ag072G5253200	XP_006300909.1, XP_006301359.2, XP_006290202.1
OG0000119	Ag004G0623100, Ag004G0623400	XP_023633433.1
OG0000119	Ag034G3967000	XP_023638901.1
OG0000119	Ag019G2548800, Ag013G1361500	XP_006292836.2, XP_006292499.2, XP_023638877.1
OG0000119	Ag031G3224900	XP_023638900.1
OG0000119	Ag013G1505800	XP_023638772.1
OG0000120	Ag001G0032000	XP_023640343.1, XP_023640331.1, XP_023644467.1
OG0000121	Ag002G0199500, Ag026G2979400	XP_006286839.2, XP_023636075.1, XP_006285607.2
OG0000121	Ag001G0038000, Ag013G1486800, Ag034G3979800, Ag075G5293000, Ag034G3918700, Ag012G1325100, Ag048G4615600, Ag022G2667600, Ag013G1657600, Ag033G3603300, Ag088G5429800, Ag004G0527800, Ag004G0752500, Ag032G3454000, Ag013G1348300, Ag034G4049200, Ag034G4062600, Ag013G1643800, Ag004G0663600, Ag011G1257700, Ag042G4409800, Ag050G4765300, Ag025G2939600, Ag033G3480100, Ag066G5155600, Ag048G4631500, Ag002G0194900, Ag039G4332100, Ag074G5275500, Ag013G1525700	XP_006305928.1
OG0000121	Ag020G2575400, Ag058G4990100, Ag040G4352400, Ag036G4114000, Ag004G0594400, Ag020G2574400, Ag013G1341000, Ag013G1341700, Ag048G4606800, Ag021G2626200, Ag030G3125100, Ag022G2663000, Ag013G1681600, Ag022G2636200	XP_006294233.2
OG0000121	Ag039G4328200	XP_023633443.1, XP_023636052.1
OG0000121	Ag031G3397300, Ag063G5069400, Ag013G1536100, Ag038G4148800, Ag002G0147900	XP_023638959.1
OG0000122	Ag011G1267200, Ag004G0720700, Ag004G0718500	XP_023633416.1
OG0000124	Ag049G4732800	XP_023644078.1
OG0000125	Ag013G1613200	XP_006296171.1
OG0000125	Ag013G1613100, Ag013G1613000	XP_006296547.2
OG0000125	Ag034G3743800	XP_023645280.1
OG0000125	Ag001G0065100	XP_023645616.1
OG0000125	Ag001G0066100	XP_023645225.1, XP_006306741.1
OG0000125	Ag027G3062400	XP_023643521.1, XP_006299926.1
OG0000127	Ag004G0605400	XP_006289049.1
OG0000127	Ag013G1609800	XP_006281264.1, XP_006292858.1, XP_006292010.1
OG0000128	Ag031G3245400, Ag031G3245300, Ag031G3245200	XP_023639093.1
OG0000128	Ag031G3245700, Ag031G3245600	XP_006291075.1
OG0000128	Ag031G3246800, Ag031G3247000, Ag031G3246900	XP_006290900.1
OG0000128	Ag031G3246700	XP_006291045.1
OG0000128	Ag031G3249200, Ag031G3249100, Ag031G3248800, Ag031G3351900, Ag031G3350800, Ag031G3350000, Ag031G3350700, Ag002G0204500, Ag031G3349900	XP_006302146.1, XP_006282595.1
OG0000129	Ag013G1553100, Ag013G1550500, Ag013G1552900, Ag016G2401500, Ag013G1550300	XP_023644190.1
OG0000129	Ag013G1673500, Ag013G1673600	XP_023644195.1
OG0000130	Ag006G0840700	XP_023641922.1
OG0000132	Ag039G4243000, Ag039G4243200, Ag039G4241900	XP_006283852.1, XP_023634364.1
OG0000132	Ag048G4639100, Ag022G2700300	XP_023634360.1
OG0000137	Ag004G0742000	XP_023637930.1, XP_006281726.2
OG0000137	Ag004G0742300	XP_006281991.1
OG0000137	Ag004G0742500, Ag004G0742600	XP_006281729.1
OG0000137	Ag039G4193200	XP_006280772.1
OG0000138	Ag031G3253900	XP_023639085.1
OG0000138	Ag033G3506400, Ag078G5363200	XP_006292673.2
OG0000138	Ag031G3253700, Ag031G3403500	XP_023639081.1
OG0000138	Ag031G3182800	XP_006291171.1
OG0000138	Ag031G3182200, Ag031G3182000, Ag039G4256800	XP_006304853.2, XP_006292487.1
OG0000140	Ag011G1144500	XP_023633812.1
OG0000151	Ag031G3356400	XP_006290668.1
OG0000151	Ag031G3356700	XP_006292545.1
OG0000151	Ag039G4248200	XP_006295608.1
OG0000151	Ag031G3356800	XP_006292248.1
OG0000151	Ag031G3389200	XP_006290640.1
OG0000151	Ag039G4314300	XP_006295587.1
OG0000151	Ag013G1463800	XP_006287124.2
OG0000153	Ag013G1616400	XP_006294819.1
OG0000153	Ag013G1615400	XP_023639769.1
OG0000154	Ag001G0045800	XP_006306278.1, XP_023644539.1, XP_023635872.1
OG0000154	Ag053G4872200	XP_023633661.1
OG0000154	Ag001G0045900	XP_006303205.1
OG0000154	Ag001G0045400, Ag001G0045500, Ag001G0045200, Ag001G0045100, Ag001G0045300, Ag001G0049100, Ag002G0262200	XP_023632549.1, XP_023632830.1, XP_006303641.1, XP_023645184.1, XP_006306758.1
OG0000157	Ag013G1747900, Ag014G2127200	XP_006281807.1
OG0000158	Ag011G1191200	XP_023635458.1
OG0000158	Ag011G1092000	XP_006285768.2
OG0000158	Ag014G1900800	XP_006289701.2, XP_006289843.2, XP_006286216.2
OG0000160	Ag042G4405700	XP_006296920.1
OG0000160	Ag068G5221600	XP_006282542.1
OG0000160	Ag004G0692900	XP_006282289.1
OG0000160	Ag048G4572800	XP_023643729.1
OG0000161	Ag015G2193300, Ag055G4906800	XP_023634397.1, XP_023636868.1, XP_023636056.1, XP_023635040.1, XP_023632737.1, XP_023642374.1, XP_023645930.1, XP_023639647.1
OG0000162	Ag011G1165200, Ag011G1165400, Ag011G1163300, Ag011G1163400, Ag011G1167300, Ag011G1167100, Ag011G1166900, Ag011G1222300	XP_023638032.1, XP_006292794.1
OG0000162	Ag014G2098100	XP_006299665.1
OG0000162	Ag013G1672600	XP_006295600.1, XP_006296378.1
OG0000164	Ag060G5011600, Ag086G5422700	XP_023642220.1, XP_023645695.1
OG0000165	Ag014G1928400	XP_006284720.1
OG0000170	Ag031G3214400	XP_006293280.2
OG0000170	Ag031G3214600	XP_006292819.2
OG0000170	Ag003G0319700, Ag003G0319800, Ag003G0320300, Ag003G0320600, Ag003G0320500, Ag003G0320200	XP_023641004.1, XP_006307271.1
OG0000170	Ag003G0320000	XP_023639945.1
OG0000171	Ag020G2575200	XP_006281266.1
OG0000171	Ag044G4495800	XP_006298751.1
OG0000171	Ag004G0721800	XP_006281239.2
OG0000171	Ag014G1883300	XP_023641832.1, XP_006298742.1
OG0000171	Ag010G1018000	XP_006284700.1
OG0000173	Ag011G1059500	XP_006284898.2, XP_023644326.1
OG0000173	Ag014G1845700, Ag014G1846300, Ag014G1846000	XP_023641380.1, XP_023641239.1
OG0000173	Ag068G5224200, Ag068G5224000, Ag011G1085700	XP_023634627.1, XP_006289268.1
OG0000173	Ag033G3597600	XP_023637961.1
OG0000174	Ag025G2929800	XP_023639187.1, XP_023634312.1, XP_023640329.1, XP_023644479.1, XP_006281259.1
OG0000175	Ag013G1441100	XP_023635842.1
OG0000176	Ag014G1823200, Ag014G1822800, Ag014G1822900, Ag014G1823300, Ag014G1822700	XP_006293700.1, XP_006293701.1, XP_023639559.1, XP_006295969.1
OG0000176	Ag014G1833000	XP_006299638.1
OG0000177	Ag034G3998900, Ag034G3998500, Ag034G3998600	XP_006303914.1, XP_006306853.1
OG0000177	Ag034G3998400	XP_006303693.1
OG0000177	Ag034G3998800	XP_006306845.1
OG0000178	Ag066G5142800	XP_006289433.1
OG0000178	Ag016G2366900, Ag016G2366600	XP_006286464.1
OG0000178	Ag016G2366000, Ag016G2366700	XP_006286371.1
OG0000178	Ag066G5144100, Ag066G5143400	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1, XP_023635847.1, XP_006289234.1, XP_006286467.1, XP_006286468.1
OG0000179	Ag003G0391500	XP_006300699.2
OG0000183	Ag061G5037800	XP_006302967.1, XP_006284698.1
OG0000183	Ag031G3311200	XP_023641020.1, XP_006290285.1
OG0000183	Ag013G1588300	XP_006294957.1, XP_023639142.1, XP_006286601.1
OG0000184	Ag027G3048800	XP_006299261.1
OG0000184	Ag027G3048100	XP_006299457.1, XP_023642625.1
OG0000184	Ag027G3047400	XP_006298376.1, XP_023641852.1
OG0000184	Ag027G3047200, Ag027G3046800	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1
OG0000185	Ag032G3420100	XP_006305431.1, XP_023645963.1, XP_006305370.1
OG0000186	Ag039G4226500	XP_006279057.2, XP_023643827.1, XP_023643232.1
OG0000186	Ag031G3213700	XP_023632799.1
OG0000187	Ag034G3783000	XP_023640855.1, XP_006295478.1, XP_023640375.1, XP_006296294.1, XP_023640377.1, XP_023640926.1, XP_023644474.1, XP_006295737.1
OG0000188	Ag063G5067000, Ag002G0125500, Ag014G1815800	XP_006289243.1, XP_006289137.1, XP_006286705.1
OG0000189	Ag011G1112900	XP_006296623.1
OG0000189	Ag044G4495700	XP_006282726.1
OG0000189	Ag048G4687900	XP_006302850.1, XP_006305647.1
OG0000193	Ag014G2035100, Ag014G2034500, Ag014G2034300, Ag014G2034200	XP_006299089.1, XP_006300124.1, XP_006299335.1, XP_006300121.1, XP_006299527.1, XP_023642703.1
OG0000193	Ag014G2096100, Ag014G2096200, Ag014G2036800, Ag034G3813900	XP_006304962.1
OG0000195	Ag004G0622100	XP_006299848.1
OG0000195	Ag004G0630200	XP_006281429.1
OG0000195	Ag004G0631000	XP_023644268.1, XP_006301244.1
OG0000197	Ag001G0061800, Ag032G3452100, Ag033G3647000, Ag033G3646800	XP_023635153.1, XP_023644224.1, XP_006282799.2, XP_006285566.1
OG0000197	Ag033G3647600, Ag033G3647500	XP_023634326.1
OG0000198	Ag039G4275700	XP_006291995.1
OG0000198	Ag034G3876100, Ag034G3875700, Ag034G3875800, Ag034G3876300, Ag034G3876400	XP_023632818.1
OG0000198	Ag034G3875600	XP_006305966.2, XP_006306087.1
OG0000198	Ag034G3844000, Ag033G3487200, Ag077G5316000	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1
OG0000199	Ag068G5227600, Ag031G3205000	XP_006304151.2, XP_006303339.1, XP_006304149.1
OG0000200	Ag034G3715200, Ag034G3715500	XP_006305980.1
OG0000200	Ag034G3715400	XP_006305145.1, XP_006305143.1, XP_006303722.1
OG0000202	Ag022G2638600, Ag022G2638700, Ag022G2638400, Ag022G2633500, Ag022G2638100, Ag048G4675800	XP_006286785.2
OG0000202	Ag019G2492100	XP_006289397.1, XP_006289797.1, XP_006287235.1, XP_023636924.1, XP_006282887.2
OG0000202	Ag048G4676700	XP_023636923.1
OG0000203	Ag031G3304300	XP_006292197.1
OG0000203	Ag031G3270000	XP_006292664.2
OG0000203	Ag031G3270800	XP_023638587.1
OG0000205	Ag031G3396600	XP_023639324.1
