Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_NCBI
OG0000020	Ag060G5002800, Ag014G2139700, Ag001G0002100, Ag013G1354100, Ag034G3996700, Ag078G5375900, Ag036G4119800, Ag019G2511100, Ag025G2915300, Ag017G2430400, Ag041G4354300, Ag013G1396100, Ag067G5206100, Ag022G2668600, Ag064G5103400, Ag023G2811600, Ag011G1267500	XP_020879010.1, XP_020874114.1, XP_002883754.2
OG0000021	Ag013G1488900, Ag031G3408800	XP_020872563.1, XP_020870832.1, XP_020872717.1, XP_020874922.1, XP_020879645.1, XP_020889705.1, XP_020876177.1, XP_020889912.1, XP_020882641.1, XP_020879663.1, XP_020876808.1, XP_020879537.1, XP_020888861.1, XP_020872277.1, XP_020871456.1, XP_020872555.1, XP_020886835.1, XP_020867207.1, XP_020876809.1, XP_020887754.1, XP_020885800.1, XP_020871592.1, XP_020879735.1, XP_020879721.1, XP_020887591.1, XP_020885208.1, XP_020885137.1, XP_020886953.1, XP_020886960.1, XP_020890910.1, XP_020885657.1, XP_020879723.1, XP_020874134.1, XP_020871964.1, XP_020874896.1, XP_020872412.1
OG0000022	Ag034G3829100	XP_020869509.1
OG0000022	Ag024G2896000	XP_020869233.1, XP_020865918.1, XP_020890021.1
OG0000022	Ag006G0805800, Ag058G4977300, Ag022G2695300	XP_002868609.1
OG0000022	Ag014G2040000	XP_002883021.2
OG0000023	Ag013G1378800	XP_020870611.1
OG0000024	Ag013G1754200	XP_020888987.1, XP_020881113.1, XP_020879759.1, XP_020879758.1, XP_002875716.2, XP_002893654.2
OG0000025	Ag015G2255100	XP_020877486.1, XP_020889652.1
OG0000025	Ag002G0276000, Ag054G4878700, Ag011G1115100, Ag066G5134600, Ag066G5170900	XP_020876192.1
OG0000026	Ag063G5074400, Ag063G5074600, Ag020G2577200, Ag030G3131700, Ag002G0272200, Ag055G4904800, Ag003G0347700, Ag014G2059100, Ag016G2402300, Ag016G2403500, Ag053G4869800, Ag287G5488300, Ag015G2272200, Ag023G2829200, Ag013G1736700, Ag015G2272100, Ag016G2403600, Ag025G2906900, Ag031G3406200, Ag063G5074500, Ag063G5074300, Ag016G2402400	XP_020879791.1
OG0000027	Ag021G2619200	XP_020878446.1, XP_020878445.1
OG0000027	Ag021G2619800	XP_002872592.1
OG0000027	Ag021G2619900	XP_020877175.1, XP_002872595.1
OG0000027	Ag077G5325000, Ag033G3496200	XP_020878447.1, XP_020878438.1
OG0000027	Ag077G5325100, Ag033G3496300, Ag033G3642400	XP_020873367.1
OG0000027	Ag021G2620200	XP_020867640.1
OG0000027	Ag093G5459100, Ag033G3498600, Ag002G0200100, Ag077G5325600	XP_002867727.1
OG0000028	Ag078G5387500	XP_020877991.1, XP_020873006.1
OG0000029	Ag002G0180900, Ag022G2648100	XP_020869142.1, XP_020881896.1, XP_020874317.1, XP_020879925.1, XP_020871888.1
OG0000030	Ag014G2144800, Ag014G2145600, Ag014G2146200, Ag014G2146400, Ag014G2146900, Ag014G2147100, Ag014G2147000, Ag014G2146700, Ag014G2145800, Ag014G2145100, Ag014G2144300, Ag014G2147700	XP_020871692.1, XP_020871677.1, XP_020888510.1, XP_002885337.1
OG0000030	Ag014G1952600, Ag014G1958800, Ag014G1958700, Ag014G1965000, Ag042G4396900, Ag042G4397700, Ag042G4398200, Ag014G1952300, Ag014G1952400	XP_002893415.1, XP_002890504.1, XP_002893432.1, XP_020866580.1
OG0000030	Ag014G2099300, Ag027G3062200, Ag014G1975300	XP_020879678.1, XP_020881930.1, XP_020880910.1, XP_020889857.1
OG0000030	Ag013G1357800	XP_020888486.1
OG0000030	Ag014G1839700, Ag014G1840100	XP_002877463.1
OG0000031	Ag030G3130300	XP_020870253.1
OG0000034	Ag093G5459200, Ag033G3498700	XP_002869784.2
OG0000034	Ag048G4579800	XP_020873360.1, XP_002867849.1
OG0000034	Ag033G3500200, Ag093G5460400	XP_020873356.1, XP_020873366.1
OG0000034	Ag033G3498800, Ag093G5459400	XP_020872543.1
OG0000035	Ag061G5042200, Ag007G0851700, Ag007G0851600, Ag015G2256800, Ag031G3385600	XP_020883112.1, XP_020887195.1, XP_020871214.1, XP_020875318.1, XP_020870256.1, XP_020884941.1, XP_020875756.1, XP_020887746.1, XP_020877165.1
OG0000040	Ag031G3415700	XP_020891386.1
OG0000040	Ag038G4173200	XP_020884682.1, XP_020887780.1
OG0000041	Ag011G1187400	XP_020876966.1
OG0000042	Ag007G0876900, Ag096G5474100	XP_020872945.1
OG0000042	Ag011G1070700, Ag015G2214400, Ag011G1070600	XP_020876174.1
OG0000043	Ag022G2736700, Ag016G2284200	XP_020871723.1
OG0000044	Ag016G2313400	XP_002865187.1
OG0000046	Ag019G2498100	XP_020871374.1, XP_020877131.1
OG0000046	Ag004G0691700	XP_020877167.1, XP_020871406.1, XP_002883785.1, XP_020880655.1, XP_020876919.1, XP_020882740.1, XP_002893924.2, XP_020870337.1, XP_020887727.1, XP_020867102.1, XP_020874078.1, XP_020866165.1, XP_020872615.1, XP_020878672.1, XP_020882823.1, XP_020877149.1, XP_020879796.1, XP_020872313.1, XP_020883604.1, XP_020876127.1
OG0000048	Ag013G1657300, Ag013G1657200, Ag013G1657100, Ag013G1657000, Ag013G1657400, Ag013G1658600, Ag013G1658500, Ag013G1651500, Ag013G1657700, Ag022G2632300	XP_002881223.2, XP_002879361.2
OG0000048	Ag032G3445200, Ag048G4573000	XP_002886496.1, XP_002886498.2
OG0000051	Ag034G3687900	XP_020868191.1
OG0000051	Ag003G0386300, Ag003G0378700, Ag003G0386600	XP_020885498.1
OG0000051	Ag003G0386800	XP_002881850.2
OG0000051	Ag003G0386200	XP_020883122.1
OG0000051	Ag003G0387300	XP_020890130.1
OG0000051	Ag003G0385100, Ag003G0385000, Ag003G0384900	XP_020883307.1
OG0000052	Ag032G3434200, Ag032G3433000	XP_020886942.1
OG0000055	Ag034G4065400	XP_020889173.1
OG0000055	Ag014G2041700	XP_002885221.2, XP_020889148.1, XP_002862289.1
OG0000055	Ag014G2041600	XP_020877906.1
OG0000055	Ag014G2046500, Ag014G2046000, Ag014G2045800, Ag001G0027100	XP_020886503.1, XP_020887842.1
OG0000056	Ag002G0158500	XP_002886466.1
OG0000056	Ag002G0180000	XP_020880767.1
OG0000058	Ag001G0033300, Ag033G3511000, Ag006G0820100	XP_020868066.1
OG0000058	Ag027G3040100, Ag048G4695000, Ag056G4940000	XP_020883504.1, XP_020877514.1
OG0000061	Ag025G2916200, Ag025G2916400, Ag025G2916000, Ag025G2915500, Ag025G2917200, Ag025G2915700, Ag025G2913000, Ag002G0098300	XP_020868372.1, XP_020870753.1, XP_020869081.1, XP_020868711.1
OG0000061	Ag007G0932800, Ag024G2852400, Ag002G0098400, Ag025G2913600	XP_020867733.1
OG0000061	Ag025G2914700	XP_020878246.1, XP_020879494.1
OG0000061	Ag013G1477400, Ag013G1477100, Ag013G1476800	XP_020870702.1
OG0000061	Ag034G4019600, Ag002G0211100, Ag048G4647300, Ag013G1624000, Ag013G1628000, Ag013G1629700, Ag013G1630400, Ag013G1630000, Ag013G1629500, Ag013G1629400, Ag013G1628500, Ag013G1600300, Ag013G1627700, Ag013G1626500, Ag013G1627000	XP_020884191.1
OG0000061	Ag056G4940400	XP_020888256.1
OG0000062	Ag033G3580500, Ag033G3643400, Ag090G5454300, Ag043G4453100, Ag023G2814500, Ag045G4510200	XP_020871212.1, XP_020876453.1
OG0000062	Ag035G4080000, Ag066G5159400, Ag002G0144600, Ag003G0364100, Ag011G1174400	XP_020886023.1, XP_020874814.1, XP_020871169.1, XP_020878799.1
OG0000065	Ag016G2372900, Ag016G2372400	XP_020865823.1, XP_020865819.1
OG0000065	Ag016G2372600	XP_020865724.1
OG0000066	Ag004G0438400, Ag013G1525900, Ag013G1525800, Ag016G2348500, Ag034G3765900, Ag034G3780100	XP_002873454.1, XP_020867896.1, XP_002877046.2, XP_002894648.1, XP_020876762.1
OG0000066	Ag048G4702700	XP_020875249.1, XP_020875248.1, XP_020876760.1
OG0000067	Ag031G3153400, Ag034G4009600	XP_020891542.1
OG0000067	Ag007G0854100, Ag013G1533000	XP_020865924.1
OG0000068	Ag011G1073300, Ag011G1073200, Ag014G1989500, Ag011G1073900	XP_020876030.1, XP_020876026.1, XP_020889396.1, XP_020889441.1
OG0000069	Ag048G4574700, Ag048G4708100, Ag034G3920200, Ag048G4553800, Ag048G4563500	XP_020886063.1, XP_020871771.1
OG0000069	Ag048G4644300, Ag048G4643100	XP_020880445.1
OG0000070	Ag039G4215000	XP_020867590.1, XP_002883942.1, XP_002875195.1, XP_002875194.1
OG0000070	Ag034G3976800	XP_020885789.1, XP_002890373.1, XP_002887052.2
OG0000070	Ag048G4685000	XP_020891141.1
OG0000070	Ag025G2960200, Ag025G2959800, Ag025G2962600, Ag025G2962700, Ag025G2947000, Ag025G2946300, Ag025G2959700, Ag025G2959400, Ag025G2974100, Ag025G2973400, Ag025G2973600, Ag025G2946200, Ag025G2946900	XP_002878309.1
OG0000072	Ag039G4320700	XP_020891370.1, XP_002865523.2, XP_020876164.1, XP_020889278.1
OG0000072	Ag067G5173800, Ag020G2570900, Ag011G1215000, Ag022G2752500, Ag011G1246100, Ag001G0081500, Ag033G3527000, Ag011G1215100, Ag039G4238000, Ag055G4918900, Ag039G4305000, Ag068G5225100	XP_020891624.1
OG0000074	Ag025G2969700	XP_020874556.1
OG0000075	Ag011G1157100, Ag011G1157200, Ag011G1157900, Ag011G1158100, Ag011G1157500, Ag011G1157400, Ag011G1157700, Ag011G1157800, Ag011G1157600, Ag048G4682200, Ag011G1050300, Ag011G1158000	XP_002868913.1
OG0000075	Ag011G1133100, Ag022G2654400	XP_002891313.1, XP_002891316.2, XP_020875509.1
OG0000075	Ag011G1119800, Ag011G1120100, Ag011G1120000	XP_020874617.1
OG0000076	Ag011G1037000	XP_020872718.1
OG0000076	Ag031G3285200, Ag031G3285100, Ag031G3285000, Ag011G1144200, Ag011G1144100, Ag006G0793600, Ag011G1036500, Ag011G1036300, Ag006G0792700, Ag034G3899200, Ag034G3899100	XP_002886268.1
OG0000076	Ag013G1400700	XP_020887308.1
OG0000077	Ag033G3566700	XP_020869035.1
OG0000077	Ag034G3937600, Ag034G3937000, Ag001G0019700, Ag025G2944900	XP_020880678.1
OG0000077	Ag002G0173900	XP_020890121.1
OG0000078	Ag014G1810600	XP_002884413.1
OG0000078	Ag014G1809300, Ag014G1810300	XP_020887050.1
OG0000078	Ag014G1810400	XP_020887049.1
OG0000079	Ag013G1457500, Ag048G4621400, Ag034G3932500, Ag057G4952600, Ag031G3220200, Ag096G5473600, Ag004G0591700, Ag013G1365900, Ag011G1219700, Ag013G1389800, Ag004G0767900, Ag066G5147300, Ag018G2444300, Ag022G2658800	XP_020866196.1, XP_020866590.1, XP_020884659.1, XP_020866719.1, XP_020869681.1, XP_020880717.1, XP_020866201.1, XP_020881865.1, XP_020878083.1
OG0000081	Ag019G2512100, Ag066G5159500, Ag002G0249600, Ag043G4447600, Ag014G2017300	XP_020879148.1, XP_020865942.1, XP_020889237.1, XP_002874062.1, XP_020882894.1
OG0000082	Ag066G5133800	XP_020880759.1, XP_020867402.1, XP_020878439.1
OG0000082	Ag014G2015500	XP_020875863.1, XP_020875624.1, XP_020887797.1
OG0000084	Ag087G5426100	XP_020886029.1, XP_020876858.1, XP_020886073.1
OG0000086	Ag039G4314100, Ag014G2067200, Ag014G2064700, Ag012G1307900, Ag014G2067300	XP_020872358.1, XP_002868822.1, XP_002868821.2
OG0000086	Ag025G2922800	XP_002868577.1
OG0000086	Ag036G4084000	XP_020889890.1, XP_020889891.1
OG0000089	Ag004G0519800	XP_020879374.1
OG0000089	Ag055G4906500, Ag004G0479400	XP_020880680.1
OG0000089	Ag013G1621300	XP_020883550.1
OG0000089	Ag013G1488000	XP_002873559.1
OG0000089	Ag016G2360800	XP_002863588.1
OG0000089	Ag033G3591100	XP_020872103.1
OG0000089	Ag023G2824600	XP_002881356.1
OG0000089	Ag048G4693300	XP_020890671.1
OG0000090	Ag013G1764600, Ag056G4937000, Ag003G0343600, Ag068G5212400, Ag002G0264300, Ag048G4621900, Ag019G2531000, Ag006G0823200, Ag013G1384300	XP_020868126.1
OG0000091	Ag039G4278700, Ag006G0816700	XP_002880903.1
OG0000091	Ag004G0570300	XP_020878730.1
OG0000091	Ag014G2119500, Ag014G2119400, Ag014G2119100	XP_020880184.1
OG0000095	Ag016G2362700, Ag016G2305100, Ag024G2851600, Ag006G0800000, Ag016G2308200, Ag006G0799900	XP_020884025.1
OG0000095	Ag039G4205200	XP_020885162.1
OG0000096	Ag002G0154900	XP_020884689.1, XP_020866895.1, XP_002885709.2, XP_020888916.1, XP_002885705.1, XP_002885707.1, XP_020871755.1
OG0000096	Ag002G0165500	XP_002872691.1
OG0000098	Ag011G1254000, Ag011G1253500	XP_002883751.1, XP_002883752.1, XP_020887764.1, XP_020889445.1
OG0000098	Ag040G4345100	XP_020865728.1
OG0000098	Ag004G0482500, Ag004G0482700, Ag014G2044400	XP_002893476.1, XP_020869068.1
OG0000100	Ag002G0112700, Ag063G5079400	XP_020891283.1
OG0000100	Ag063G5086400, Ag002G0116500	XP_020891540.1
OG0000102	Ag016G2365600	XP_020876465.1
OG0000102	Ag016G2365900, Ag016G2370500, Ag016G2369900	XP_002863972.2, XP_002874850.1
OG0000102	Ag016G2370600	XP_002874852.1
OG0000102	Ag016G2392700, Ag016G2377000, Ag016G2370800	XP_002874842.1
OG0000105	Ag011G1082700	XP_020875322.1
OG0000105	Ag011G1082400	XP_020870827.1, XP_020886025.1, XP_020868736.1
OG0000107	Ag014G2149500	XP_020887921.1
OG0000107	Ag014G2149100	XP_002883228.1
OG0000107	Ag014G2150100	XP_020888430.1, XP_020886789.1, XP_002870246.2
OG0000107	Ag014G2149200	XP_020887923.1
OG0000108	Ag031G3385800, Ag039G4307100	XP_002879684.1, XP_020880453.1, XP_020883890.1
OG0000108	Ag004G0614200, Ag004G0644200	XP_020882238.1, XP_020871933.1
OG0000108	Ag014G1944700	XP_020888275.1
OG0000108	Ag052G4856100, Ag013G1537900	XP_020876820.1
OG0000108	Ag014G2095200	XP_020867828.1, XP_002883150.1
OG0000108	Ag003G0396500	XP_002879968.1, XP_002879967.1
OG0000109	Ag029G3099600	XP_020890904.1, XP_020877271.1, XP_020882612.1, XP_020875736.1, XP_020885842.1, XP_020884945.1, XP_020877184.1, XP_020882660.1, XP_020866785.1, XP_020888645.1, XP_020871279.1, XP_020885342.1, XP_020881978.1, XP_020865755.1, XP_002877246.2, XP_020872649.1
OG0000110	Ag001G0067200, Ag060G5005400, Ag010G1016200	XP_020870662.1
OG0000115	Ag032G3465800	XP_020889357.1, XP_020866238.1
OG0000117	Ag019G2506600, Ag018G2460700	XP_020866886.1
OG0000117	Ag018G2454400, Ag018G2459300	XP_002893298.1
OG0000117	Ag018G2459400	XP_020869910.1
OG0000117	Ag088G5431700	XP_002893302.1
OG0000117	Ag022G2713800, Ag018G2459500, Ag018G2459700, Ag078G5340800, Ag011G1218200, Ag033G3621900, Ag078G5340900	XP_002893290.1, XP_002893291.1
OG0000118	Ag078G5395500, Ag034G4070400, Ag002G0250500	XP_020869283.1, XP_002881592.1, XP_020882923.1, XP_020882845.1, XP_020882847.1, XP_020885096.1, XP_020875172.1
OG0000118	Ag072G5253200	XP_020891300.1, XP_002888470.1, XP_020877537.1
OG0000119	Ag048G4660700, Ag013G1597500	XP_020882357.1
OG0000119	Ag016G2397300, Ag004G0623300	XP_020886449.1
OG0000119	Ag034G3967000	XP_020881724.1
OG0000119	Ag019G2548800, Ag013G1361500	XP_002875622.2
OG0000119	Ag031G3224900	XP_020881834.1, XP_020876007.1
OG0000119	Ag013G1505800	XP_020881738.1
OG0000122	Ag011G1267200	XP_002864448.2
OG0000122	Ag004G0718500	XP_020865748.1
OG0000125	Ag013G1612600	XP_020885175.1
OG0000125	Ag034G3743800	XP_020870885.1
OG0000125	Ag001G0065100	XP_020866497.1
OG0000125	Ag001G0066100	XP_020870264.1, XP_020870260.1, XP_020870269.1
OG0000125	Ag027G3062400	XP_020886058.1
OG0000125	Ag001G0065900	XP_020870266.1, XP_020870268.1
OG0000127	Ag034G3746600	XP_020868538.1
OG0000127	Ag004G0605400	XP_002874101.1
OG0000127	Ag013G1609800	XP_020872447.1, XP_002864658.2, XP_020880863.1, XP_002877451.1, XP_002879182.1
OG0000128	Ag031G3245700, Ag031G3245600	XP_020879609.1
OG0000128	Ag031G3246800, Ag031G3247000, Ag031G3246900	XP_020880511.1
OG0000128	Ag031G3246700	XP_020880525.1
OG0000128	Ag031G3249200, Ag031G3249100, Ag031G3248800, Ag031G3351900, Ag031G3350800, Ag031G3350000, Ag031G3350700, Ag002G0204500, Ag031G3349900	XP_020891638.1, XP_002870336.2, XP_020880503.1
OG0000129	Ag013G1553100, Ag013G1550500, Ag013G1552900, Ag016G2401500, Ag013G1550300	XP_020890882.1
OG0000130	Ag074G5269900	XP_002878891.2
OG0000130	Ag018G2457000	XP_020866161.1
OG0000132	Ag004G0468600, Ag004G0468500	XP_020882481.1, XP_020882467.1
OG0000132	Ag039G4243000, Ag039G4243200, Ag039G4241900	XP_020871248.1, XP_020872039.1, XP_020873181.1, XP_020875462.1
OG0000134	Ag013G1506600	XP_002873501.1
OG0000137	Ag004G0743100	XP_020881826.1
OG0000137	Ag004G0742000	XP_020870474.1
OG0000137	Ag004G0742300	XP_002866092.1
OG0000137	Ag004G0742500, Ag004G0742600	XP_020872008.1
OG0000137	Ag039G4193200	XP_020871354.1
OG0000138	Ag031G3253900	XP_020880550.1
OG0000138	Ag033G3506400, Ag078G5363200	XP_020880529.1
OG0000138	Ag031G3319900, Ag031G3319600, Ag031G3253400, Ag031G3253300, Ag003G0293800	XP_020880551.1
OG0000138	Ag031G3253700, Ag031G3403500	XP_020881910.1, XP_020880545.1
OG0000138	Ag031G3182800	XP_020880319.1
OG0000138	Ag031G3182200, Ag031G3182000, Ag039G4256800	XP_020889594.1, XP_020880950.1, XP_002876243.1
OG0000140	Ag027G3064900	XP_020890721.1
OG0000140	Ag038G4173300, Ag022G2672800, Ag033G3478700	XP_020890722.1
OG0000140	Ag011G1144500	XP_020890690.1
OG0000148	Ag013G1622400, Ag034G3735700	XP_020877791.1
OG0000150	Ag002G0131000, Ag068G5224900, Ag025G2934900	XP_020866739.1
OG0000151	Ag031G3356400	XP_020881605.1
OG0000151	Ag031G3356700	XP_002878017.1
OG0000151	Ag039G4248200	XP_002881649.1
OG0000151	Ag031G3356800	XP_002878016.1
OG0000151	Ag031G3389200	XP_020880621.1
OG0000151	Ag039G4314300	XP_020884903.1
OG0000151	Ag013G1463800	XP_002871574.1
OG0000153	Ag013G1617600, Ag013G1618100	XP_020885350.1
OG0000153	Ag013G1616400	XP_002881123.1
OG0000154	Ag001G0045800	XP_020866593.1, XP_020879595.1, XP_020877958.1
OG0000154	Ag053G4872200	XP_020874310.1
OG0000154	Ag001G0045900	XP_020866511.1
OG0000154	Ag001G0045400, Ag001G0045500, Ag001G0045200, Ag001G0045100, Ag001G0045300, Ag001G0049100, Ag002G0262200	XP_020867948.1, XP_020867950.1, XP_020867947.1, XP_020867946.1, XP_020866200.1, XP_020867949.1
OG0000157	Ag013G1573100, Ag013G1573300, Ag013G1572900, Ag013G1573200, Ag013G1510300, Ag013G1510500, Ag013G1510800, Ag013G1510100, Ag013G1750400, Ag013G1750900, Ag013G1750300, Ag013G1751200, Ag013G1750800, Ag013G1744300, Ag007G0933400, Ag022G2711500, Ag022G2708900, Ag013G1473500	XP_020866682.1
OG0000158	Ag011G1092000	XP_002869017.2
OG0000158	Ag014G2168100, Ag027G3073200, Ag027G3072400	XP_020873567.1, XP_020873647.1, XP_002869930.1
OG0000158	Ag014G1900800	XP_002879471.2, XP_020883421.1, XP_020877947.1, XP_002894673.1, XP_002868325.2
OG0000160	Ag042G4405700	XP_020888881.1
OG0000160	Ag068G5221600	XP_020872380.1
OG0000160	Ag004G0692900	XP_020870964.1
OG0000160	Ag048G4572800	XP_020890865.1
OG0000161	Ag015G2193300, Ag055G4906800	XP_002892325.1
OG0000162	Ag013G1672500	XP_002863691.1
OG0000162	Ag011G1165200, Ag011G1165400, Ag011G1163300, Ag011G1163400, Ag011G1167300, Ag011G1167100, Ag011G1166900, Ag011G1222300	XP_020881030.1, XP_020880682.1, XP_002873553.1, XP_020881771.1, XP_002875217.1, XP_020874590.1, XP_020875337.1, XP_002893105.1
OG0000162	Ag014G2098100	XP_002883663.1, XP_020887605.1
OG0000162	Ag013G1672600	XP_002879439.1, XP_002879438.1
OG0000164	Ag060G5011600, Ag086G5422700	XP_020875554.1
OG0000165	Ag014G1928400	XP_002883872.1
OG0000166	Ag078G5376600	XP_020865593.1
OG0000167	Ag003G0383500, Ag003G0383700	XP_020886745.1, XP_020889511.1
OG0000170	Ag031G3214400	XP_020882337.1
OG0000170	Ag031G3214600	XP_002878356.2
OG0000170	Ag003G0320000	XP_002882020.2
OG0000171	Ag020G2575200	XP_002865968.1
OG0000171	Ag024G2869500	XP_002887912.1
OG0000171	Ag044G4495800	XP_020888018.1
OG0000171	Ag004G0721800	XP_020891046.1
OG0000171	Ag014G1883300	XP_020888570.1
OG0000171	Ag010G1018000	XP_002867477.1
OG0000173	Ag011G1059500	XP_002868934.1
OG0000173	Ag014G1845700, Ag014G1846300, Ag014G1846000	XP_020886346.1
OG0000173	Ag068G5224200, Ag068G5224000, Ag011G1085700	XP_002866926.1
OG0000173	Ag033G3597600	XP_020872385.1, XP_020874945.1
OG0000174	Ag064G5095900, Ag013G1514400, Ag004G0425200, Ag042G4401700, Ag072G5254600, Ag039G4257400, Ag014G1813500, Ag011G1172800	XP_002877435.1, XP_020876203.1, XP_002885691.1, XP_020877212.1, XP_020866195.1
OG0000175	Ag034G4063600	XP_020870037.1, XP_020890687.1
OG0000175	Ag013G1441100	XP_002871626.1
OG0000176	Ag014G1823200, Ag014G1822800, Ag014G1822900, Ag014G1823300, Ag014G1822700	XP_020888844.1, XP_020883479.1, XP_020883055.1, XP_020882682.1, XP_020882656.1
OG0000176	Ag014G1833000	XP_020888110.1
OG0000177	Ag034G3998900, Ag034G3998500, Ag034G3998600	XP_020869470.1, XP_020869469.1, XP_020869472.1, XP_020869364.1, XP_002890432.1
OG0000177	Ag004G0483700	XP_020869475.1
OG0000178	Ag066G5142800	XP_002874799.1
OG0000178	Ag016G2366900, Ag016G2366600	XP_002872696.1
OG0000178	Ag016G2366000, Ag016G2366700	XP_020877648.1
OG0000178	Ag066G5144100, Ag066G5143400	XP_020877653.1, XP_002872697.1, XP_002893865.1
OG0000182	Ag013G1406700	XP_020882675.1, XP_020881705.1, XP_020881706.1, XP_020880843.1, XP_020881703.1
OG0000183	Ag061G5037800	XP_002888498.1, XP_002870564.1
OG0000183	Ag031G3311200	XP_002879909.1, XP_002878109.1
OG0000183	Ag013G1588300	XP_020877395.1, XP_002879035.1, XP_020880310.1
OG0000184	Ag027G3048100	XP_020885996.1, XP_020886141.1
OG0000184	Ag027G3047200, Ag027G3046800	XP_002885573.2
OG0000185	Ag032G3420100	XP_020871016.1, XP_020867770.1, XP_020866285.1, XP_002890779.1
OG0000186	Ag039G4226500	XP_020891309.1
OG0000186	Ag031G3213700	XP_020891314.1
OG0000187	Ag034G3783000	XP_020883121.1, XP_020885184.1, XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1
OG0000188	Ag042G4412300	XP_020874302.1
OG0000188	Ag063G5067000, Ag002G0125500, Ag014G1815800	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1
OG0000188	Ag014G1820500, Ag014G1820600, Ag011G1195700	XP_020888830.1
OG0000188	Ag042G4428600, Ag042G4412400, Ag014G1989600	XP_002882369.2, XP_002882368.1
OG0000189	Ag011G1112900	XP_020885855.1
OG0000189	Ag044G4495700	XP_002869113.1
OG0000189	Ag048G4687900	XP_002887616.1, XP_020870471.1
OG0000193	Ag014G2033900	XP_002891354.1, XP_002885152.1
OG0000193	Ag014G2035100, Ag014G2034500, Ag014G2034300, Ag014G2034200	XP_020888709.1, XP_020887386.1, XP_002865715.1, XP_002885153.1
OG0000193	Ag014G2096100, Ag014G2096200, Ag014G2036800, Ag034G3813900	XP_002891353.1
OG0000195	Ag004G0630200	XP_020884059.1
