Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0003960	Ag034G3696000, Ag013G1681100	jg28742
OG0003961	Ag013G1692200	jg9956
OG0003962	Ag013G1732800	jg31485, jg31488, jg31493
OG0003963	Ag051G4809700, Ag062G5062100	jg8075, jg22196
OG0003963	Ag078G5332100	jg20958, jg13667
OG0003964	Ag004G0559800, Ag062G5065100	jg15487
OG0003965	Ag004G0431700	jg1448
OG0003966	Ag004G0434800	jg24275, jg3402, jg29710, jg23569
OG0003967	Ag002G0144000, Ag004G0457200	jg23403
OG0003968	Ag004G0463100, Ag034G4054200	jg23346
OG0003970	Ag004G0496500	jg23102
OG0003972	Ag004G0502200	jg23061, jg23063
OG0003974	Ag040G4334300, Ag004G0516300	jg16943, jg6203
OG0003975	Ag004G0772300	jg14712
OG0003976	Ag004G0546800	jg6450, jg6451
OG0003977	Ag004G0548600	jg6486
OG0003979	Ag004G0621100	jg22977, jg14300
OG0003980	Ag004G0621800	jg22969
OG0003981	Ag004G0624400	jg13351, jg13355
OG0003982	Ag004G0655700	jg22819
OG0003983	Ag004G0659300, Ag004G0659200, Ag057G4967500	jg22794
OG0003984	Ag004G0664300	jg22768
OG0003985	Ag004G0686600, Ag004G0686700	jg22653
OG0003986	Ag004G0723200	jg22473
OG0003987	Ag004G0769000, Ag031G3343200, Ag011G1241100	jg7191, jg14727
OG0003988	Ag004G0783300, Ag020G2555100	jg22226, jg22224
OG0003989	Ag022G2671200	jg4526, jg4527
OG0003990	Ag022G2714500	jg22047, jg22046
OG0003991	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500	jg2592, jg4281
OG0003992	Ag022G2722600, Ag033G3524200	jg4252
OG0003993	Ag022G2731500	jg4208
OG0003994	Ag022G2754900	jg4076
OG0003995	Ag022G2776500	jg3966
OG0003996	Ag018G2458800, Ag022G2776600	jg3964
OG0003997	Ag075G5294600	jg12729
OG0003998	Ag014G1910300	jg24971
OG0003999	Ag003G0286500, Ag048G4573500	jg788
OG0004000	Ag048G4662300	jg3305
OG0004001	Ag048G4668400	jg3293
OG0004002	Ag048G4685800	jg3248
OG0004003	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200	jg20721
OG0004004	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200	jg33598
OG0004005	Ag025G2911200	jg33791, jg33793, jg33790, jg33789
OG0004006	Ag032G3426300, Ag032G3426200	jg33764
OG0004008	Ag032G3438800	jg33684
OG0004008	Ag032G3439400	jg33683
OG0004009	Ag015G2241400, Ag032G3457500	jg32601
OG0004010	Ag032G3457800	jg30250, jg33600
OG0004011	Ag054G4886200	jg18771
OG0004013	Ag007G0898500	jg11329
OG0004014	Ag007G0905300	jg11287, jg11285
OG0004015	Ag007G0927300, Ag007G0926400, Ag007G0927500	jg11124
OG0004016	Ag078G5345100	jg2985, jg2984
OG0004017	Ag078G5379200	jg3082, jg3083
OG0004018	Ag002G0100000	jg460
OG0004018	Ag002G0100100, Ag024G2853100	jg27475
OG0004020	Ag012G1309000	jg13449
OG0004021	Ag057G4958600, Ag027G3025800, Ag033G3619000	jg10388
OG0004023	Ag014G2134900, Ag001G0025200	jg26129
OG0004024	Ag014G2135000	jg26130
OG0004024	Ag001G0025400	jg33157
OG0004025	Ag023G2829700	jg24034, jg10765, jg18614
OG0004026	Ag023G2832400	jg18628
OG0004027	Ag016G2284400	jg20426
OG0004028	Ag044G4492700, Ag033G3625500, Ag034G3895600	jg30085
OG0004029	Ag033G3518500	jg7648
OG0004030	Ag033G3556300	jg1912, jg32449, jg32458
OG0004031	Ag033G3560300	jg21616
OG0004032	Ag033G3568200	jg10563
OG0004033	Ag033G3578500	jg10540
OG0004034	Ag033G3615100	jg10396
OG0004036	Ag033G3642200	jg10612
OG0004037	Ag031G3138800	jg11003
OG0004038	Ag031G3142600, Ag031G3142700	jg12326, jg10952
OG0004039	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400	jg21502, jg23956
OG0004040	Ag031G3159100	jg23739, jg17130
OG0004041	Ag031G3177500	jg16343
OG0004042	Ag031G3197300	jg16250
OG0004043	Ag031G3199500	jg9088
OG0004044	Ag031G3206700	jg26976, jg16200
OG0004046	Ag031G3240700	jg16003
OG0004047	Ag031G3296800	jg15750
OG0004048	Ag031G3302300	jg12921
OG0004049	Ag031G3305200	jg15677
OG0004050	Ag031G3316800	jg32133, jg32129
OG0004051	Ag031G3374100	jg15360
OG0004053	Ag031G3389000	jg15284
OG0004054	Ag029G3100200	jg26820
OG0004055	Ag067G5204000	jg33750
OG0004056	Ag018G2448700, Ag042G4416900	jg2834
OG0004057	Ag039G4199300, Ag003G0410000, Ag003G0409800, Ag003G0410600	jg19432
OG0004058	Ag039G4202100	jg19311
OG0004059	Ag039G4223300, Ag039G4222700, Ag039G4224300, Ag039G4222800, Ag039G4230400, Ag039G4229300, Ag039G4230300, Ag039G4231000, Ag039G4221600, Ag039G4231300, Ag039G4222500, Ag039G4222200, Ag039G4222000, Ag039G4221000	jg26827, jg26795, jg26797
OG0004061	Ag015G2225500	jg10019
OG0004062	Ag052G4869000, Ag015G2266000, Ag025G2963800, Ag025G2964200	jg33017
OG0004063	Ag052G4864200, Ag015G2270500	jg32068
OG0004064	Ag021G2598800	jg7344
OG0004065	Ag021G2610800	jg7454
OG0004066	Ag038G4152600	jg5792
OG0004069	Ag003G0286600	jg20152
OG0004070	Ag003G0305300	jg20052
OG0004071	Ag003G0321100, Ag019G2516300	jg27568, jg27569
OG0004072	Ag003G0340600	jg19814, jg19813
OG0004073	Ag003G0357700	jg19705
OG0004074	Ag003G0392900	jg19535
OG0004075	Ag014G1782600	jg24057
OG0004075	Ag014G1782300	jg2895
OG0004075	Ag014G1782700	jg24056
OG0004076	Ag014G1795900	jg24138
OG0004077	Ag014G1800800	jg24183
OG0004078	Ag014G1811900	jg5662, jg24258
OG0004079	Ag014G1818800	jg24320
OG0004080	Ag014G1823400	jg24357
OG0004080	Ag025G2957300	jg24356
OG0004081	Ag014G1826700	jg24388
OG0004082	Ag014G1828000	jg24395
OG0004083	Ag014G1831200	jg24421
OG0004084	Ag014G1846100, Ag014G1845400	jg24518
OG0004085	Ag014G1848800	jg16606, jg24538
OG0004086	Ag014G1867600	jg24681
OG0004088	Ag014G1967400	jg25328
OG0004089	Ag014G1988600	jg25432
OG0004090	Ag014G2009300	jg12085, jg12054, jg25561
OG0004091	Ag014G2023600	jg25643
OG0004092	Ag014G2048900	jg25800
OG0004094	Ag014G2133800	jg24862, jg26122
OG0004095	Ag014G2136300	jg21504, jg21535
OG0004096	Ag014G2142900, Ag061G5020000	jg13788, jg13786
OG0004098	Ag027G3009800, Ag064G5094800, Ag027G3009700	jg26610
OG0004099	Ag027G3014000	jg26591
OG0004100	Ag027G3028500	jg26520
OG0004101	Ag027G3028700	jg26519
OG0004102	Ag027G3058500	jg26348
OG0004103	Ag068G5228700	jg9418, jg2498
OG0004104	Ag043G4447400	jg21592, jg21593, jg14640
OG0004105	Ag043G4450500	jg6873, jg6871
OG0004107	Ag034G3660500, Ag034G3660600	jg28490, jg33286
OG0004109	Ag034G3726500	jg28984
OG0004110	Ag034G3745100, Ag034G3746800	jg29121, jg29138
OG0004111	Ag034G3763100	jg29258
OG0004113	Ag034G3799400	jg29517
OG0004114	Ag002G0165400	jg604
OG0004114	Ag034G3824300	jg29690
OG0004115	Ag034G3870700	jg29960
OG0004116	Ag034G3934100, Ag034G3934000	jg30311
OG0004117	Ag034G3938200	jg30330
OG0004119	Ag034G3960200	jg21621, jg21620
OG0004120	Ag034G4045100	jg2777
OG0004121	Ag034G4067100	jg30963
OG0004122	Ag002G0157600	jg29728, jg576
OG0004123	Ag002G0160100	jg13516
OG0004124	Ag024G2880200	jg412
OG0004125	Ag024G2893000, Ag024G2887400, Ag016G2376800	jg7808, jg7816
OG0004126	Ag016G2352700, Ag016G2352600	jg27613
OG0004127	Ag016G2384200	jg14139, jg14137
OG0004128	Ag016G2390000	jg7764
OG0004129	Ag025G2926400, Ag025G2925700	jg32897
OG0004130	Ag011G1077900, Ag011G1077800	jg8586
OG0004131	Ag011G1101900	jg8705
OG0004132	Ag011G1113600	jg8745
OG0004133	Ag011G1213000	jg8993
OG0004134	Ag064G5102700, Ag064G5103200, Ag064G5103900	jg26654
OG0004136	Ag019G2530300	jg8182
OG0004137	Ag010G1019100	jg21991
OG0004165	Ag047G4541400, Ag046G4530200, Ag027G3023800	jg16853, jg9361
OG0004166	Ag047G4542000, Ag046G4531100	jg9357
OG0004167	Ag047G4545200, Ag046G4533300	jg9351
OG0004168	Ag004G0471900	jg23290
OG0004168	Ag055G4919900	jg14653
OG0004169	Ag013G1365700	jg5568
OG0004170	Ag013G1375300	jg5514
OG0004171	Ag013G1382400	jg21373
OG0004173	Ag013G1398900	jg5426
OG0004174	Ag013G1420700	jg5341
OG0004175	Ag013G1422500	jg5336
OG0004176	Ag013G1425200	jg5322, jg5324
OG0004177	Ag018G2454500, Ag013G1449200	jg30928
OG0004178	Ag013G1453700	jg5217
OG0004179	Ag014G1890900	jg21894, jg21895, jg21893
OG0004180	Ag013G1512500, Ag024G2893600	jg4937
OG0004181	Ag013G1516400, Ag031G3362400	jg13715
OG0004182	Ag013G1516500	jg4911
OG0004182	Ag004G0537900	jg6376
OG0004183	Ag013G1547000, Ag013G1546900	jg1325, jg1328, jg4751
OG0004184	Ag013G1554800	jg4693
OG0004185	Ag013G1556500	jg4467, jg4482, jg4686, jg4471, jg4468
OG0004186	Ag013G1580600	jg9986, jg723
OG0004187	Ag013G1586000	jg17473
OG0004187	Ag013G1585900	jg17474
OG0004188	Ag013G1588200	jg17560
OG0004189	Ag013G1591900	jg17626
OG0004190	Ag013G1594800	jg17661, jg20921
OG0004191	Ag013G1606400	jg17812
OG0004192	Ag013G1633800	jg18077
OG0004193	Ag013G1634500	jg18082
OG0004194	Ag013G1635800	jg18091
OG0004195	Ag013G1644300	jg18178
OG0004196	Ag034G3790900, Ag034G3790800	jg29044, jg32634
OG0004197	Ag013G1654300	jg18251
OG0004198	Ag013G1665900, Ag013G1665800, Ag013G1666000	jg18289, jg18291
OG0004199	Ag013G1701700	jg32828
OG0004200	Ag013G1710900	jg6961, jg32734
OG0004201	Ag013G1711900	jg32743
OG0004202	Ag013G1718400	jg31346
OG0004203	Ag013G1727400	jg31426
OG0004204	Ag013G1734000	jg31498
OG0004205	Ag013G1737400	jg18543, jg31530
OG0004206	Ag013G1742800, Ag002G0128200	jg31571
OG0004207	Ag013G1745100	jg31600
OG0004208	Ag013G1746800	jg102, jg31616
OG0004209	Ag013G1752200	jg31656
OG0004210	Ag013G1763800	jg31838
OG0004211	Ag062G5055800	jg13096
OG0004212	Ag004G0420700	jg23688
OG0004213	Ag004G0420800, Ag004G0544900	jg23691
OG0004214	Ag004G0421200	jg23677
OG0004215	Ag004G0429000	jg23616
OG0004217	Ag004G0466900	jg23326
OG0004218	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300	jg23239
OG0004219	Ag004G0480900	jg33439, jg28077
OG0004220	Ag004G0499800	jg28668, jg28403, jg23077
OG0004221	Ag004G0507200	jg23029
OG0004222	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100	jg10959
OG0004223	Ag004G0520300	jg20883
OG0004224	Ag004G0523500	jg6256
OG0004224	Ag004G0523400	jg6253
OG0004225	Ag004G0536200	jg6365
OG0004225	Ag004G0536100	jg6364
OG0004226	Ag004G0557700	jg17273, jg5843
OG0004227	Ag004G0572400	jg5933
OG0004228	Ag004G0590600	jg6035
OG0004229	Ag004G0647800	jg22854
OG0004230	Ag004G0653700	jg22824
OG0004231	Ag004G0682200	jg22667
OG0004233	Ag033G3505400, Ag004G0711900	jg10228
OG0004234	Ag033G3522600, Ag033G3522500, Ag004G0734000	jg22419
OG0004235	Ag004G0743500	jg21513
OG0004236	Ag004G0755000	jg22301
OG0004237	Ag022G2632800	jg7980
OG0004238	Ag022G2644000	jg7849
OG0004239	Ag022G2686200	jg6594, jg4411
OG0004240	Ag014G1910000	jg24968
OG0004240	Ag022G2737800	jg4171
OG0004241	Ag022G2739800	jg4158
OG0004242	Ag022G2766600	jg4022
OG0004243	Ag022G2790900, Ag002G0254400	jg3852
OG0004244	Ag075G5286500	jg12693
OG0004245	Ag075G5295900	jg12748
OG0004246	Ag048G4574100	jg3688
OG0004247	Ag048G4588200	jg3630
OG0004248	Ag048G4597500	jg3563
OG0004249	Ag048G4631200	jg3440
OG0004250	Ag017G2417500, Ag040G4352300, Ag025G2974300, Ag016G2283200, Ag014G1882800	jg24780
OG0004251	Ag032G3425300	jg33774
OG0004252	Ag032G3459700	jg5834, jg2393
OG0004253	Ag032G3472100	jg33525
OG0004254	Ag007G0882500	jg11510
OG0004255	Ag025G2964400, Ag007G0896200, Ag033G3576900, Ag003G0339100	jg19819
OG0004256	Ag078G5330300	jg2929
OG0004257	Ag078G5340400, Ag018G2463900	jg21766
OG0004258	Ag056G4947800, Ag034G3836900	jg29774, jg7676
OG0004260	Ag012G1272400	jg21742
OG0004261	Ag012G1297600	jg13528, jg13529
OG0004262	Ag012G1328700	jg13288, jg13289
OG0004263	Ag018G2472900	jg31055
OG0004264	Ag057G4965400	jg2525
OG0004265	Ag006G0797400, Ag058G4989500	jg20446
OG0004266	Ag058G4978400, Ag006G0804000	jg20474
OG0004267	Ag006G0830000	jg20539
OG0004268	Ag006G0836400	jg20582
OG0004269	Ag001G0001900, Ag083G5410900, Ag083G5410500, Ag083G5411000	jg17376
OG0004272	Ag001G0064900	jg33344
OG0004273	Ag001G0076800, Ag001G0077000, Ag001G0076600	jg33415
OG0004274	Ag050G4768000	jg10735
OG0004275	Ag050G4769100	jg10739, jg10736
OG0004276	Ag050G4776800	jg10188
OG0004277	Ag050G4797100	jg10876
OG0004278	Ag008G0936600, Ag008G0965800	jg14997
OG0004278	Ag008G0965700	jg14996
OG0004279	Ag033G3487000, Ag077G5315700	jg10126
OG0004280	Ag033G3490200, Ag077G5319600	jg10157
OG0004281	Ag051G4813200	jg21830
OG0004282	Ag033G3477200, Ag052G4847000	jg10076
OG0004283	Ag033G3513800	jg18611
OG0004284	Ag033G3515200, Ag033G3515300	jg10260
OG0004285	Ag033G3568000	jg10565
OG0004286	Ag033G3591000	jg10486
OG0004287	Ag033G3598500	jg10458
OG0004288	Ag031G3145100	jg10925
OG0004289	Ag031G3152300	jg23920
OG0004290	Ag003G0381400, Ag031G3171500	jg6509
OG0004291	Ag031G3175100	jg16370
OG0004292	Ag031G3205600	jg16208
OG0004293	Ag014G1894600, Ag014G1894900, Ag014G1895300, Ag014G1895200, Ag031G3213300	jg16165
OG0004294	Ag031G3237600	jg16008
OG0004295	Ag031G3264600	jg15887
OG0004296	Ag031G3275600	jg15843
OG0004297	Ag031G3281400	jg15838
OG0004298	Ag031G3291800	jg15785
OG0004299	Ag031G3310000	jg15162, jg15692
OG0004300	Ag031G3317000	jg15630
OG0004301	Ag031G3324600, Ag031G3324200	jg15598
OG0004302	Ag031G3358000, Ag031G3358100	jg15439
OG0004303	Ag016G2301200, Ag016G2302300, Ag020G2573100	jg22061
OG0004304	Ag095G5469400, Ag064G5112800	jg26735
OG0004305	Ag086G5422500, Ag042G4377400	jg27931
OG0004306	Ag042G4380800	jg27963
OG0004307	Ag042G4392900	jg28021, jg28026
OG0004308	Ag042G4421700	jg28133
OG0004310	Ag039G4182400	jg19395
OG0004311	Ag039G4191700	jg19357, jg19362
OG0004312	Ag039G4195000	jg19340
OG0004313	Ag039G4217500	jg19251
OG0004314	Ag039G4252900	jg19134
OG0004315	Ag039G4273100, Ag039G4272400	jg19050
OG0004316	Ag039G4308500	jg18917
OG0004317	Ag030G3126900, Ag021G2628200	jg7605
OG0004318	Ag015G2202700	jg16833
OG0004319	Ag015G2234800	jg31196
OG0004320	Ag015G2263500, Ag034G3698600	jg28763
OG0004321	Ag021G2624100	jg14410, jg14406
OG0004322	Ag038G4157700	jg6553
OG0004323	Ag038G4166700, Ag027G3036600	jg6613
OG0004324	Ag038G4168600	jg6623
OG0004325	Ag038G4169200	jg6637
OG0004326	Ag003G0296500	jg20112
OG0004327	Ag003G0296600	jg20110
OG0004328	Ag003G0304500, Ag003G0308000	jg20059
OG0004330	Ag003G0309600	jg20024, jg31102
OG0004331	Ag003G0312300	jg26321
OG0004332	Ag003G0317500	jg19964
OG0004333	Ag003G0355500	jg19294
OG0004334	Ag003G0368800	jg19639
OG0004335	Ag003G0370300	jg19633
OG0004336	Ag003G0375000	jg19609
OG0004337	Ag037G4130800, Ag016G2322000	jg20330
OG0004338	Ag016G2318900, Ag037G4135200	jg20337
OG0004339	Ag037G4136900, Ag016G2317200	jg20352
OG0004340	Ag014G1843100	jg24504
OG0004341	Ag014G1847700	jg24527
OG0004342	Ag014G1859500	jg24619
OG0004343	Ag014G1861200	jg24625
OG0004344	Ag014G1878400	jg24746
OG0004345	Ag014G1907100	jg24936
OG0004346	Ag014G1929900	jg25070
OG0004347	Ag014G1941000	jg25138
OG0004348	Ag014G1943600	jg25156
OG0004349	Ag014G1951900	jg25215
OG0004350	Ag014G1960900, Ag014G1960800	jg25282
OG0004351	Ag014G1967300	jg25327
OG0004352	Ag014G1974500	jg25380
OG0004353	Ag014G1981000	jg25416
OG0004354	Ag014G1987900	jg25429
OG0004355	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600	jg25501
OG0004356	Ag014G2010400	jg25570
OG0004357	Ag014G2010900	jg25581
OG0004358	Ag014G2011300	jg25584
OG0004359	Ag014G2023500	jg25640, jg25642
OG0004360	Ag014G2038100, Ag014G2037900	jg28295
OG0004361	Ag014G2048700	jg25799
OG0004362	Ag014G2093000	jg26001
OG0004363	Ag014G2101500	jg26037
OG0004364	Ag014G2129500	jg26103
OG0004365	Ag014G2151300	jg26173
OG0004366	Ag014G2156900	jg26203
OG0004367	Ag027G3070700, Ag014G2170300	jg26260
OG0004368	Ag014G2173300, Ag027G3068200	jg26285
OG0004369	Ag014G2176600, Ag027G3064400	jg26311, jg26308
OG0004370	Ag061G5038400	jg12240
OG0004371	Ag061G5043700	jg12116
OG0004372	Ag061G5047100	jg21297
OG0004373	Ag027G3005200, Ag064G5101600	jg26640
OG0004374	Ag027G3016800	jg26574
OG0004375	Ag027G3039400	jg26466
OG0004376	Ag027G3052200	jg26391
OG0004377	Ag027G3054700	jg26370
OG0004378	Ag027G3055000	jg26369
OG0004379	Ag027G3059800	jg26339
OG0004380	Ag036G4116300	jg1860
OG0004381	Ag060G5005900, Ag034G3716700	jg5712
OG0004382	Ag017G2425600	jg15052
OG0004384	Ag034G3667400	jg28537, jg28536
OG0004385	Ag034G3684700	jg28663
OG0004387	Ag034G3722100	jg28945
OG0004388	Ag034G3747700	jg29146
OG0004392	Ag034G3815500	jg29628
OG0004393	Ag034G3825600	jg29698
OG0004394	Ag034G3827000	jg29703
OG0004395	Ag034G3829500	jg29732
OG0004396	Ag034G3903800	jg8011
OG0004397	Ag034G4003400	jg30693
OG0004398	Ag034G4014700	jg1117, jg30771
OG0004399	Ag034G4023900	jg30824
OG0004400	Ag034G4042400	jg2793
OG0004401	Ag034G4067500	jg2637
OG0004402	Ag024G2849900, Ag002G0101500	jg16006
OG0004403	Ag002G0140700, Ag002G0140800, Ag002G0138400	jg554
OG0004404	Ag002G0272100	jg1438, jg1437
OG0004405	Ag024G2891800	jg12858, jg381
OG0004406	Ag016G2358600, Ag016G2358700, Ag016G2358800, Ag016G2358400, Ag016G2358300	jg20731
OG0004407	Ag011G1032400	jg15304
OG0004408	Ag011G1059600	jg8492
OG0004410	Ag011G1135300	jg8833
OG0004411	Ag011G1194600	jg9063
OG0004412	Ag011G1198200, Ag019G2539300	jg8222
OG0004413	Ag011G1206200	jg9008, jg27457
OG0004414	Ag011G1216500	jg8981
OG0004415	Ag011G1219500, Ag011G1219400	jg8968
OG0004416	Ag011G1230800	jg9196
OG0004417	Ag011G1247700	jg9241
OG0004418	Ag011G1256600	jg9264
OG0004419	Ag064G5098400	jg26615
OG0004420	Ag018G2451900	jg32182, jg32190, jg32185
OG0004421	Ag019G2515400	jg8142
OG0004422	Ag019G2516900, Ag019G2517000	jg8136
OG0004423	Ag010G1024500	jg9605
OG0004451	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600	jg10219
OG0004452	Ag004G0658300	jg22796
OG0004453	Ag039G4261300	jg19078
OG0004454	Ag064G5102000, Ag055G4927500	jg20313
OG0004455	Ag074G5271600, Ag035G4074800	jg13033
OG0004456	Ag013G1341400	jg5651
OG0004457	Ag013G1370900, Ag034G3913400, Ag034G3700900, Ag034G3700800	jg28785
OG0004458	Ag013G1376300	jg5513
OG0004459	Ag013G1389900, Ag031G3169900	jg16436
OG0004460	Ag013G1392900	jg5450
OG0004461	Ag013G1404300	jg5408
OG0004462	Ag013G1422200	jg5337
OG0004463	Ag013G1433800	jg5302
OG0004464	Ag013G1444100, Ag044G4495200	jg27761
OG0004465	Ag013G1459900	jg5185
OG0004466	Ag013G1466400	jg5158
OG0004468	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400	jg5127
OG0004469	Ag013G1480000	jg5067, jg5107
OG0004470	Ag013G1486000	jg5081
OG0004471	Ag013G1490800	jg5045
OG0004472	Ag031G3237900, Ag031G3237800, Ag014G1783400, Ag031G3239200, Ag013G1496400	jg5016
OG0004473	Ag004G0541400, Ag013G1511300	jg4941
OG0004474	Ag013G1514600	jg1493, jg20682
OG0004475	Ag013G1516800	jg4908
OG0004476	Ag013G1523200	jg4880
OG0004477	Ag013G1534500	jg4814
OG0004478	Ag013G1548600	jg4734
OG0004479	Ag013G1561400	jg4654
OG0004480	Ag013G1574100, Ag039G4322400	jg7910
OG0004481	Ag013G1575500	jg7920
OG0004483	Ag013G1581300	jg9995
OG0004484	Ag013G1594200	jg17650
OG0004485	Ag013G1600700	jg17739
OG0004486	Ag013G1602500	jg17769
OG0004487	Ag013G1621600	jg17977
OG0004489	Ag013G1624600	jg18032
OG0004490	Ag013G1633300	jg18071
OG0004491	Ag013G1634900	jg18085
OG0004492	Ag013G1635400	jg18088
OG0004493	Ag013G1649100	jg18214
OG0004494	Ag013G1659900, Ag013G1660100	jg18337
OG0004495	Ag013G1667900	jg18353
OG0004496	Ag013G1671300	jg18388
OG0004497	Ag013G1675000	jg18436
OG0004499	Ag013G1678200	jg20861, jg20862, jg20865
OG0004500	Ag034G3696200	jg28743
OG0004502	Ag013G1700600	jg9892, jg7802
OG0004503	Ag013G1708900, Ag013G1709000	jg32700
OG0004504	Ag013G1714800	jg31312
OG0004505	Ag013G1717000	jg31333
OG0004506	Ag013G1717400, Ag013G1717500	jg31338
OG0004507	Ag013G1718800	jg31348
OG0004508	Ag013G1722100	jg31376, jg31378
OG0004509	Ag013G1726500	jg31417
OG0004510	Ag013G1730600	jg31465, jg31464
OG0004511	Ag013G1733800	jg31497
OG0004512	Ag013G1735900	jg31518
OG0004513	Ag013G1737000	jg31526
OG0004514	Ag013G1737100	jg19849
OG0004515	Ag013G1741400	jg31553
OG0004516	Ag013G1748900, Ag013G1748500, Ag013G1748800	jg31628
OG0004518	Ag062G5052000	jg13070
OG0004519	Ag062G5057900	jg13107
OG0004520	Ag062G5065500, Ag011G1193300	jg13172, jg13170
OG0004521	Ag004G0419900	jg23696
OG0004522	Ag029G3110200, Ag004G0435900	jg23560
OG0004523	Ag004G0450200	jg23466
OG0004525	Ag004G0458800, Ag034G4063400, Ag004G0763300	jg23395
OG0004526	Ag004G0462800	jg23349
OG0004527	Ag004G0472400	jg23285
OG0004528	Ag004G0484000, Ag001G0058800	jg14535
OG0004529	Ag004G0487600	jg23168
OG0004530	Ag004G0499000	jg23087
OG0004531	Ag004G0512400	jg6175
OG0004532	Ag004G0515000	jg13137
OG0004533	Ag004G0543800	jg1935, jg6425
OG0004534	Ag004G0546400	jg6447
OG0004535	Ag004G0546600	jg6448
OG0004536	Ag004G0552000, Ag014G2152800, Ag014G1962700	jg6531
OG0004537	Ag004G0564500	jg12045
OG0004538	Ag004G0565500	jg5884
OG0004540	Ag004G0577400	jg5953
OG0004541	Ag004G0577700	jg5954
OG0004542	Ag004G0580700	jg5964
OG0004543	Ag004G0582700	jg5978
OG0004544	Ag004G0585000	jg5998
OG0004545	Ag004G0592700	jg6039
OG0004546	Ag004G0600600	jg6095
OG0004547	Ag004G0624700	jg22953
OG0004548	Ag004G0632600	jg22918
OG0004549	Ag004G0644400	jg22868
OG0004550	Ag004G0647600	jg11957, jg22856
OG0004551	Ag004G0662700	jg22781
OG0004552	Ag004G0667600	jg22738
OG0004553	Ag004G0668300, Ag034G3776500	jg29347
OG0004554	Ag004G0672000	jg22710
OG0004555	Ag004G0673100	jg22702
OG0004557	Ag004G0707000	jg22571
OG0004558	Ag004G0711100	jg22547
OG0004559	Ag034G3709600	jg28853
OG0004560	Ag004G0722300	jg22469
OG0004561	Ag004G0752400	jg9746
OG0004562	Ag004G0756200	jg22295
OG0004563	Ag004G0760900	jg14779
OG0004564	Ag004G0764200	jg14766
OG0004565	Ag022G2662200	jg4557
OG0004566	Ag022G2726800	jg4224
OG0004567	Ag022G2733000	jg4195
OG0004568	Ag022G2742000	jg4146
OG0004569	Ag022G2752800	jg4093
OG0004570	Ag022G2769100	jg4008
OG0004571	Ag014G1883800, Ag022G2794800	jg24788
OG0004572	Ag048G4562800, Ag075G5282100	jg12860, jg3745
OG0004573	Ag048G4564500	jg3731
OG0004574	Ag048G4573900	jg3690
OG0004575	Ag048G4583600	jg3649
OG0004576	Ag048G4605600	jg3539
OG0004577	Ag034G3684900	jg31814
OG0004578	Ag048G4616600	jg3501
OG0004579	Ag048G4624200	jg3454
OG0004580	Ag048G4626800, Ag048G4626900	jg3447
OG0004581	Ag048G4651800	jg3342
OG0004583	Ag048G4704800	jg3209
OG0004584	Ag048G4704900	jg3208
OG0004585	Ag048G4705400	jg31149
OG0004586	Ag032G3447300, Ag040G4352500	jg33647
OG0004587	Ag032G3470000, Ag032G3470200, Ag088G5440600	jg12031
OG0004588	Ag032G3471000	jg33529
OG0004589	Ag054G4877200	jg18734
OG0004590	Ag003G0332500, Ag054G4885400	jg19843
OG0004591	Ag011G1244400, Ag011G1244700	jg9234, jg9235
OG0004593	Ag082G5404400	jg21999
OG0004594	Ag007G0851400, Ag039G4235100, Ag065G5123500	jg9462
OG0004595	Ag007G0882400	jg11515, jg11512, jg11513
OG0004597	Ag007G0898400	jg11330
OG0004598	Ag057G4965000	jg11241
OG0004599	Ag078G5328800	jg2918
OG0004600	Ag078G5368300	jg10295
OG0004601	Ag078G5384300	jg3102
OG0004602	Ag056G4949900	jg2509
OG0004603	Ag045G4504800, Ag287G5489100	jg9145
OG0004604	Ag045G4518900	jg9531
OG0004605	Ag063G5070200, Ag063G5070400, Ag002G0121800, Ag002G0121700, Ag063G5070300, Ag002G0121600	jg12577, jg12575
OG0004606	Ag012G1273800	jg21744
OG0004607	Ag012G1332300	jg10943, jg13266
OG0004608	Ag057G4952800	jg2587
OG0004609	Ag058G4980800, Ag006G0802100	jg20462
OG0004611	Ag001G0050800, Ag042G4406000, Ag024G2871600, Ag014G2164500	jg27778, jg26223
OG0004613	Ag001G0059700	jg33309
OG0004614	Ag001G0061000	jg21323, jg26702
OG0004616	Ag001G0079000	jg33431, jg33432
OG0004617	Ag001G0088700, Ag001G0088800	jg33495, jg33493
OG0004618	Ag001G0089000	jg33496, jg32348
OG0004619	Ag023G2844500	jg18701
