Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0000008	Cg002G0512100, Cg002G0565700	XP_013601615.1
OG0000009	Cg008G2714900	XP_013613616.1
OG0000009	Cg005G1711000	XP_013583375.1, XP_013624886.1
OG0000009	Cg005G1717900, Cg003G0717800, Cg005G1769300	XP_013633284.1, XP_013589640.1, XP_013617979.1, XP_013608540.1, XP_013595158.1, XP_013589654.1, XP_013601782.1, XP_013588992.1, XP_013633488.1
OG0000009	Cg008G2845600	XP_013616789.1, XP_013617492.1, XP_013624812.1, XP_013607654.1, XP_013615193.1, XP_013583289.1, XP_013617990.1, XP_013633184.1
OG0000011	Cg003G0778000	XP_013639582.1
OG0000011	Cg005G1679200	XP_013615036.1, XP_013632920.1, XP_013617587.1, XP_013633062.1, XP_013622528.1, XP_013590672.1, XP_013612034.1, XP_013594587.1, XP_013607728.1
OG0000011	Cg005G1679100	XP_013589498.1, XP_013632628.1, XP_013633248.1
OG0000012	Cg005G1703300	XP_013626733.1, XP_013624299.1, XP_013624561.1, XP_013634210.1, XP_013594779.1, XP_013607542.1, XP_013608275.1, XP_013589468.1, XP_013632839.1, XP_013617712.1, XP_013632406.1, XP_013624874.1, XP_013601001.1, XP_013624747.1, XP_013601114.1, XP_013607586.1, XP_013589385.1, XP_013607529.1, XP_013600651.1, XP_013616890.1, XP_013623900.1, XP_013589412.1, XP_013594746.1, XP_013616772.1, XP_013608363.1, XP_013617609.1, XP_013608342.1, XP_013601794.1, XP_013624259.1, XP_013632501.1, XP_013583330.1, XP_013607785.1, XP_013617815.1, XP_013614616.1, XP_013589476.1, XP_013624721.1, XP_013594775.1, XP_013639344.1, XP_013633221.1, XP_013589682.1, XP_013601622.1, XP_013607812.1, XP_013607760.1, XP_013607871.1, XP_013601396.1, XP_013639326.1, XP_013617062.1, XP_013601516.1, XP_013639230.1, XP_013624899.1, XP_013615219.1, XP_013589030.1, XP_013624901.1, XP_013624711.1, XP_013601366.1, XP_013617850.1, XP_013632873.1, XP_013617433.1, XP_013614555.1, XP_013595035.1, XP_013608334.1, XP_013632509.1, XP_013632737.1, XP_013595071.1, XP_013594774.1, XP_013625577.1, XP_013589568.1, XP_013589219.1, XP_013594946.1, XP_013617311.1, XP_013633380.1, XP_013617905.1, XP_013633195.1, XP_013589495.1, XP_013624371.1, XP_013589324.1, XP_013594626.1, XP_013616810.1, XP_013601384.1, XP_013607609.1, XP_013624196.1, XP_013624162.1, XP_013624137.1, XP_013639852.1, XP_013589446.1, XP_013615322.1, XP_013624918.1, XP_013639160.1, XP_013601474.1, XP_013594401.1, XP_013617958.1, XP_013616931.1, XP_013608215.1, XP_013617313.1, XP_013639496.1, XP_013607597.1, XP_013633158.1, XP_013589431.1, XP_013601007.1, XP_013633295.1, XP_013624353.1, XP_013607750.1, XP_013632893.1, XP_013624149.1, XP_013608386.1, XP_013608475.1, XP_013583261.1, XP_013629270.1, XP_013583255.1, XP_013608429.1, XP_013617667.1, XP_013600999.1, XP_013624439.1, XP_013608304.1, XP_013594412.1, XP_013614778.1, XP_013588899.1, XP_013601161.1, XP_013607652.1, XP_013624688.1, XP_013614655.1, XP_013589438.1, XP_013601311.1, XP_013594004.1, XP_013639324.1, XP_013594716.1, XP_013608513.1, XP_013589531.1, XP_013623942.1, XP_013601548.1, XP_013633347.1, XP_013633008.1, XP_013623653.1, XP_013616871.1, XP_013633036.1, XP_013594810.1, XP_013607496.1, XP_013633302.1, XP_013594605.1, XP_013624714.1, XP_013601355.1, XP_013583467.1, XP_013624002.1, XP_013624342.1, XP_013583393.1, XP_013594658.1, XP_013624746.1, XP_013623738.1, XP_013614361.1, XP_013589530.1, XP_013617310.1, XP_013632383.1, XP_013601077.1, XP_013601337.1, XP_013624535.1
OG0000012	Cg004G1402400	XP_013595041.1, XP_013589318.1
OG0000014	Cg001G0103300	XP_013613442.1, XP_013613790.1, XP_013608098.1, XP_013608075.1
OG0000015	Cg008G2857400	XP_013615586.1
OG0000016	Cg002G0591300	XP_013633483.1
OG0000016	Cg005G1715500	XP_013601287.1
OG0000016	Cg001G0284700	YP_004927455.1, XP_013617545.1
OG0000018	Cg003G0814300	XP_013632952.1, XP_013617848.1, XP_013594978.1, XP_013632971.1, XP_013594680.1, XP_013589039.1, XP_013617837.1, XP_013602970.1, XP_013639843.1
OG0000020	Cg004G1313600	XP_013632401.1, XP_013624672.1, XP_013594657.1, XP_013601111.1, XP_013613669.1, XP_013589042.1, XP_013589244.1, XP_013632054.1, XP_013626814.1, XP_013616921.1, XP_013626793.1, XP_013601623.1, XP_013617516.1, XP_013624895.1, XP_013632844.1, XP_013615448.1, XP_013624951.1, XP_013601120.1, XP_013617481.1, XP_013633218.1, XP_013633384.1
OG0000021	Cg006G1871200, Cg003G0793000, Cg001G0263700, Cg003G0871900, Cg005G1666000	XP_013608094.1, XP_013632801.1, XP_013599600.1, XP_013589650.1, XP_013633047.1, XP_013613761.1, XP_013639394.1, XP_013601657.1, XP_013615573.1, XP_013608056.1, XP_013583415.1, XP_013624628.1
OG0000021	Cg006G1912000, Cg004G1333000	XP_013594507.1, XP_013631302.1
OG0000022	Cg001G0134600	XP_013590021.1
OG0000022	Cg007G2277400	XP_013606456.1
OG0000022	Cg001G0385000	XP_013635968.1
OG0000022	Cg004G1232100	XP_013609571.1
OG0000023	Cg003G1048300, Cg006G1990600, Cg003G0860500, Cg007G2541200, Cg014G3040300	XP_013630371.1
OG0000023	Cg006G2067800	XP_013617060.1
OG0000024	Cg006G1963900, Cg006G1963800	XP_013632478.1
OG0000024	Cg002G0447000, Cg002G0448700	XP_013605203.1
OG0000025	Cg007G2444400	XP_013617956.1
OG0000027	Cg003G0758600	XP_013608009.1
OG0000027	Cg003G0758500	XP_013608654.1
OG0000027	Cg001G0170600	XP_013598807.1
OG0000027	Cg001G0171100	XP_013626677.1
OG0000027	Cg001G0172400	XP_013625142.1
OG0000027	Cg003G0757800	XP_013617506.1
OG0000027	Cg001G0171700	XP_013598637.1
OG0000028	Cg007G2581000	XP_013614694.1, XP_013624781.1, XP_013626875.1
OG0000028	Cg001G0051700	XP_013625541.1, XP_013589427.1, XP_013589428.1, XP_013589429.1, XP_013615643.1, XP_013614785.1, XP_013626289.1
OG0000029	Cg007G2405400, Cg007G2364600, Cg001G0384100	XP_013639358.1, XP_013607940.1, XP_013594529.1, XP_013632897.1, XP_013589092.1, XP_013600973.1, XP_013600972.1, XP_013617164.1, XP_013617163.1, XP_013633388.1, XP_013632483.1, XP_013601217.1, XP_013617192.1, XP_013613525.1, XP_013607906.1, XP_013624878.1, XP_013632925.1, XP_013633078.1, XP_013615203.1, XP_013624064.1, XP_013623917.1, XP_013624131.1
OG0000030	Cg004G1270000	XP_013608319.1, XP_013628311.1, XP_013628312.1
OG0000030	Cg004G1264800	XP_013615042.1
OG0000030	Cg006G1982700, Cg001G0286900	XP_013594890.1, XP_013594892.1, XP_013593712.1, XP_013589720.1, XP_013589717.1
OG0000031	Cg003G0842000	XP_013588971.1, XP_013632793.1, XP_013623955.1, XP_013615185.1, XP_013613786.1, XP_013631555.1, XP_013624635.1, XP_013589264.1, XP_013594915.1, XP_013624050.1, XP_013624104.1, XP_013633468.1, XP_013639518.1, XP_013607585.1, XP_013614124.1, XP_013616791.1, XP_013633480.1, XP_013616776.1, XP_013614852.1, XP_013607758.1, XP_013583385.1
OG0000034	Cg001G0172000	XP_013595252.1, XP_013595253.1, XP_013598717.1
OG0000034	Cg001G0172200, Cg001G0172300	XP_013598740.1, XP_013598782.1
OG0000034	Cg001G0172500	XP_013595246.1, XP_013595249.1
OG0000034	Cg001G0190400	XP_013594180.1
OG0000034	Cg001G0190500	XP_013598071.1
OG0000034	Cg001G0222900	XP_013635129.1, XP_013632244.1
OG0000034	Cg001G0170800	XP_013598971.1
OG0000034	Cg001G0172700	XP_013593131.1, XP_013626222.1
OG0000038	Cg007G2341500	XP_013608456.1
OG0000038	Cg007G2278200	XP_013594420.1
OG0000039	Cg001G0195900	XP_013617482.1, XP_013617341.1
OG0000040	Cg008G2847500, Cg008G2862000	XP_013601552.1, XP_013616916.1, XP_013601670.1
OG0000040	Cg003G0770800, Cg006G1822500, Cg003G0954000	XP_013589643.1, XP_013607732.1, XP_013608326.1
OG0000042	Cg013G3025700	XP_013601612.1, XP_013639620.1
OG0000042	Cg007G2325300	XP_013598956.1, XP_013607631.1, XP_013594825.1, XP_013633216.1
OG0000044	Cg008G2973900	XP_013611210.1, XP_013619061.1
OG0000044	Cg004G1380900	XP_013608422.1
OG0000050	Cg005G1710800	XP_013607678.1
OG0000050	Cg001G0215700	XP_013594629.1, XP_013601399.1, XP_013617744.1, XP_013594969.1, XP_013624450.1, XP_013617867.1, XP_013583376.1, XP_013589145.1, XP_013583387.1, XP_013615022.1
OG0000050	Cg006G1961200, Cg003G0717600	XP_013617130.1
OG0000050	Cg005G1737200	XP_013624813.1
OG0000051	Cg006G2232100	XP_013609148.1, XP_013623987.1, XP_013601904.1
OG0000051	Cg013G3025800, Cg005G1600400	XP_013623984.1
OG0000051	Cg005G1723400	XP_013610546.1
OG0000052	Cg002G0657800	XP_013594927.1, XP_013594267.1
OG0000052	Cg007G2494300	XP_013610604.1
OG0000052	Cg002G0501500	XP_013615703.1, XP_013630964.1
OG0000054	Cg003G0830800	XP_013594426.1
OG0000055	Cg004G1287600	XP_013589549.1
OG0000056	Cg002G0557700	XP_013615259.1, XP_013588767.1, XP_013611134.1, XP_013628196.1
OG0000058	Cg005G1680800, Cg005G1670600	XP_013627147.1
OG0000058	Cg002G0582900, Cg004G1300700, Cg006G1919800	XP_013633937.1
OG0000058	Cg005G1665800, Cg002G0608700, Cg004G1336800, Cg005G1744500, Cg008G2877000, Cg001G0339300	XP_013617146.1, XP_013639508.1, XP_013617228.1, XP_013589295.1
OG0000058	Cg007G2347400, Cg004G1359500, Cg004G1359600, Cg007G2327500	XP_013623959.1
OG0000059	Cg008G2824900, Cg001G0300100, Cg001G0266200, Cg004G1243400, Cg007G2336400	XP_013610732.1, XP_013627758.1, XP_013597073.1
OG0000059	Cg003G0778100	XP_013601178.1, XP_013585552.1, XP_013585426.1, XP_013597521.1, XP_013605214.1, XP_013604150.1, XP_013628178.1, XP_013615848.1, XP_013585461.1
OG0000061	Cg004G1382400, Cg004G1390200	XP_013637545.1
OG0000061	Cg005G1634900	XP_013633314.1
OG0000061	Cg005G1631000	XP_013635264.1
OG0000063	Cg001G0369100	XP_013639776.1, XP_013624680.1, XP_013612628.1, XP_013589440.1
OG0000064	Cg003G0987600	XP_013610623.1, XP_013607250.1, XP_013610669.1, XP_013607249.1, XP_013607956.1, XP_013607248.1, XP_013607251.1, XP_013610335.1, XP_013610576.1, XP_013610543.1, XP_013610675.1, XP_013610622.1
OG0000065	Cg007G2434500	XP_013591996.1
OG0000065	Cg007G2434600	XP_013591997.1
OG0000065	Cg007G2435300	XP_013620956.1
OG0000066	Cg006G2172200, Cg008G2671100, Cg003G1045600, Cg003G1045700, Cg008G2671000	XP_013606481.1, XP_013621521.1, XP_013609086.1, XP_013631332.1, XP_013599938.1, XP_013637372.1, XP_013618388.1
OG0000066	Cg001G0018800	XP_013587978.1, XP_013629194.1, XP_013612748.1, XP_013612488.1, XP_013607869.1
OG0000066	Cg006G2066700	XP_013627996.1
OG0000068	Cg008G2597800, Cg002G0415500, Cg008G2596900, Cg004G1419400	XP_013610551.1, XP_013611652.1, XP_013606907.1, XP_013623793.1, XP_013626885.1
OG0000068	Cg008G2928700	XP_013623517.1, XP_013602672.1, XP_013629845.1, XP_013626915.1, XP_013623813.1, XP_013627886.1
OG0000069	Cg007G2462800	XP_013629093.1, XP_013626856.1
OG0000069	Cg007G2571800, Cg001G0395000	XP_013617969.1, XP_013590488.1, XP_013609088.1
OG0000070	Cg006G2161100, Cg002G0680500	XP_013620477.1, XP_013596659.1, XP_013610618.1
OG0000070	Cg006G2064200	XP_013628560.1
OG0000070	Cg001G0322900, Cg001G0323200, Cg007G2530800	XP_013591920.1, XP_013588434.1, XP_013616229.1
OG0000070	Cg006G1844100, Cg006G1844000, Cg006G1844200, Cg006G1840200, Cg006G1844300	XP_013590715.1
OG0000072	Cg002G0615600, Cg003G0921700, Cg005G1721600, Cg006G1875000, Cg003G0891300, Cg006G1857400, Cg005G1716800, Cg005G1678100, Cg003G0771500, Cg003G0829500, Cg003G0793600, Cg004G1350300, Cg001G0334100	XP_013596572.1, XP_013614874.1
OG0000072	Cg007G2400700, Cg007G2408800	XP_013632615.1
OG0000072	Cg005G1665600	XP_013624988.1
OG0000074	Cg008G2873100	XP_013627369.1, XP_013623548.1, XP_013608123.1, XP_013607767.1
OG0000074	Cg007G2575700	XP_013617522.1, XP_013594361.1, XP_013633074.1
OG0000074	Cg007G2434800	XP_013633013.1, XP_013615619.1, XP_013623877.1, XP_013639472.1, XP_013615430.1, XP_013607953.1, XP_013601324.1
OG0000075	Cg001G0013900	XP_013596175.1
OG0000076	Cg001G0007600	XP_013598018.1
OG0000076	Cg008G2983800	XP_013625990.1, XP_013601953.1, XP_013619488.1, XP_013587128.1, XP_013587126.1, XP_013627762.1, XP_013627931.1, XP_013625555.1, XP_013623638.1, XP_013626117.1
OG0000077	Cg005G1775900, Cg003G0758200	XP_013623925.1, XP_013617650.1
OG0000077	Cg007G2324000	XP_013630204.1
OG0000077	Cg002G0678300	XP_013619910.1
OG0000077	Cg002G0679000, Cg002G0679200, Cg002G0679300	XP_013594901.1
OG0000078	Cg008G2744900, Cg008G2744200, Cg008G2744500	XP_013621006.1, XP_013626763.1, XP_013621468.1, XP_013621008.1, XP_013616647.1, XP_013627003.1
OG0000079	Cg004G1172300, Cg002G0672800	XP_013624970.1, XP_013594646.1, XP_013614132.1, XP_013616960.1, XP_013617303.1, XP_013624135.1, XP_013633128.1, XP_013589234.1, XP_013617072.1, XP_013628163.1, XP_013607582.1, XP_013633006.1, XP_013624630.1, XP_013639297.1, XP_013634828.1, XP_013583409.1, XP_013639827.1, XP_013588116.1, XP_013594953.1, XP_013624305.1, XP_013614606.1, XP_013617685.1, XP_013617550.1, XP_013617194.1, XP_013639436.1, XP_013623727.1, XP_013594276.1, XP_013589590.1, XP_013583246.1, XP_013617780.1, XP_013633220.1, XP_013607786.1, XP_013608501.1, XP_013624109.1, XP_013594551.1, XP_013639155.1, XP_013624409.1, XP_013583323.1, XP_013594743.1, XP_013601442.1, XP_013631864.1, XP_013589277.1, XP_013639764.1, XP_013583349.1, XP_013589235.1, XP_013624731.1, XP_013591028.1, XP_013584961.1
OG0000079	Cg010G2993500	XP_013624775.1, XP_013594486.1
OG0000080	Cg002G0578600, Cg002G0578900, Cg005G1663800	XP_013588982.1, XP_013617440.1, XP_013589052.1, XP_013632928.1
OG0000080	Cg004G1172200	XP_013594990.1, XP_013617302.1, XP_013589233.1
OG0000081	Cg003G0774600, Cg008G2921900	XP_013628529.1
OG0000081	Cg007G2409600, Cg007G2443800	XP_013635812.1, XP_013585220.1, XP_013616683.1
OG0000082	Cg002G0616100	XP_013598864.1
OG0000082	Cg003G0760400	XP_013618832.1
OG0000083	Cg002G0678700	XP_013615528.1, XP_013632421.1, XP_013594773.1, XP_013623993.1, XP_013615154.1, XP_013639771.1
OG0000083	Cg005G1676000	XP_013589652.1, XP_013594645.1
OG0000084	Cg006G1901600	XP_013598962.1
OG0000084	Cg007G2362900	XP_013601082.1
OG0000084	Cg001G0292000	XP_013624725.1, XP_013594835.1
OG0000086	Cg001G0341500	XP_013635533.1
OG0000089	Cg008G2794800	XP_013598457.1
OG0000089	Cg003G1017300	XP_013629292.1, XP_013629087.1, XP_013629400.1
OG0000089	Cg005G1638200	XP_013637001.1, XP_013636732.1
OG0000089	Cg008G2689500	XP_013611442.1
OG0000089	Cg008G2943700	XP_013620476.1, XP_013612217.1, XP_013598244.1
OG0000089	Cg005G1585200	XP_013636563.1
OG0000089	Cg007G2528700	XP_013592047.1
OG0000090	Cg008G2920500	XP_013601350.1
OG0000091	Cg002G0556200	XP_013593337.1
OG0000091	Cg005G1672400	XP_013629613.1, XP_013613460.1, XP_013612884.1, XP_013610320.1, XP_013626983.1, XP_013626981.1, XP_013626986.1, XP_013630073.1, XP_013626984.1, XP_013626980.1
OG0000091	Cg001G0362300, Cg008G2769400	XP_013627653.1, XP_013607358.1
OG0000091	Cg003G0829200, Cg003G0877100	XP_013631070.1
OG0000095	Cg005G1739100	XP_013633256.1, XP_013635632.1, XP_013632293.1, XP_013633255.1
OG0000096	Cg001G0384700	XP_013627644.1
OG0000098	Cg007G2258600, Cg007G2258500	XP_013614188.1, XP_013615334.1
OG0000098	Cg008G2823500	XP_013617934.1
OG0000100	Cg007G2290800	XP_013608606.1, XP_013613878.1
OG0000101	Cg007G2332400	XP_013589271.1, XP_013624507.1, XP_013617829.1, XP_013624934.1, XP_013610927.1, XP_013583311.1, XP_013632868.1, XP_013617801.1, XP_013610406.1, XP_013624005.1, XP_013619420.1, XP_013583402.1, XP_013589621.1, XP_013623791.1, XP_013589094.1, XP_013628656.1, XP_013617674.1, XP_013624184.1, XP_013613615.1, XP_013594545.1, XP_013624641.1, XP_013619135.1, XP_013589292.1, XP_013604948.1, XP_013632998.1, XP_013639602.1, XP_013617812.1, XP_013589208.1, XP_013633393.1, XP_013624245.1, XP_013608320.1, XP_013607798.1, XP_013624505.1
OG0000102	Cg003G0863600, Cg003G0734800	XP_013623936.1, XP_013623935.1, XP_013599827.1, XP_013584794.1
OG0000105	Cg007G2332200, Cg007G2332800	XP_013607642.1
OG0000106	Cg003G0970200	XP_013601278.1
OG0000106	Cg007G2419200, Cg008G2833600	XP_013626361.1, XP_013633356.1
OG0000107	Cg004G1267500	XP_013635068.1, XP_013624257.1
OG0000107	Cg004G1267300, Cg004G1267400	XP_013623726.1
OG0000107	Cg004G1267200	XP_013586700.1
OG0000108	Cg005G1557400	XP_013617448.1, XP_013629514.1, XP_013636515.1, XP_013636180.1
OG0000108	Cg003G0983900, Cg002G0564200	XP_013623319.1
OG0000108	Cg004G1180800	XP_013587485.1
OG0000108	Cg008G2664600	XP_013611822.1, XP_013629368.1, XP_013620685.1
OG0000108	Cg004G1253800	XP_013629201.1, XP_013608560.1, XP_013586823.1
OG0000110	Cg002G0653700	XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1, XP_013583298.1, XP_013591282.1, XP_013624880.1, XP_013615431.1
OG0000115	Cg001G0196200	XP_013632707.1
OG0000115	Cg006G1927900, Cg008G2910800	XP_013594843.1, XP_013623916.1
OG0000115	Cg008G2923300, Cg005G1716600	XP_013639126.1, XP_013624127.1, XP_013583282.1
OG0000115	Cg008G2902900	XP_013615506.1
OG0000117	Cg006G2029700	XP_013586913.1
OG0000117	Cg006G2029400	XP_013596256.1
OG0000117	Cg006G2030600	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1
OG0000119	Cg005G1714200, Cg002G0596700, Cg002G0574300, Cg001G0041500, Cg002G0574600, Cg002G0574700	XP_013633270.1
OG0000121	Cg002G0640900, Cg004G1362200	XP_013607749.1
OG0000122	Cg003G0800700	XP_013620024.1
OG0000123	Cg008G2893000, Cg008G2892800, Cg008G2892300, Cg008G2892200, Cg008G2892500, Cg008G2892400, Cg008G2892600, Cg008G2892100, Cg008G2892000, Cg008G2892700, Cg008G2892900	XP_013601093.1, XP_013601095.1, XP_013601096.1, XP_013601117.1, XP_013601094.1, XP_013601092.1, XP_013601091.1
OG0000124	Cg001G0378100	XP_013633165.1
OG0000124	Cg001G0298900	XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013592971.1, XP_013639063.1, XP_013596613.1, XP_013639511.1, XP_013636139.1, XP_013605989.1, XP_013615494.1, XP_013632778.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013593825.1, XP_013583307.1, XP_013624397.1, XP_013624662.1, XP_013620971.1, XP_013591446.1, XP_013637635.1, XP_013607431.1, XP_013593566.1, XP_013635053.1, XP_013635795.1, XP_013614088.1, XP_013631416.1, XP_013619803.1, XP_013615105.1, XP_013617286.1, XP_013637750.1, XP_013599145.1, XP_013638220.1, XP_013594338.1, XP_013628588.1, XP_013594525.1, XP_013587564.1, XP_013636294.1, XP_013608176.1
OG0000125	Cg006G2188500	XP_013605923.1
OG0000125	Cg006G1841400	XP_013590329.1
OG0000125	Cg006G1817000, Cg006G1816500, Cg006G1816900, Cg006G1816400	XP_013589967.1
OG0000125	Cg004G1281100	XP_013625710.1
OG0000127	Cg008G2786000	XP_013606602.1, XP_013625682.1
OG0000127	Cg002G0489900	XP_013589314.1, XP_013605053.1, XP_013636203.1
OG0000127	Cg003G0989900	XP_013606787.1
OG0000127	Cg005G1647800	XP_013631988.1, XP_013631825.1, XP_013622502.1
OG0000128	Cg007G2459200	XP_013589380.1
OG0000128	Cg002G0434700	XP_013590480.1
OG0000128	Cg002G0434600	XP_013592532.1
OG0000129	Cg007G2357000	XP_013584094.1
OG0000129	Cg007G2390100	XP_013617087.1
OG0000129	Cg003G1010100, Cg003G1010200, Cg003G1010000, Cg005G1662800, Cg005G1661800, Cg005G1660700, Cg005G1661700, Cg003G0897000	XP_013618060.1, XP_013620235.1
OG0000132	Cg002G0477500	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1
OG0000136	Cg008G2983700	XP_013583358.1
OG0000137	Cg003G0942200	XP_013627427.1, XP_013619494.1
OG0000137	Cg003G0942300	XP_013606365.1, XP_013619272.1
OG0000137	Cg003G0942100	XP_013618766.1, XP_013610172.1, XP_013610274.1
OG0000137	Cg003G0942000	XP_013626781.1
OG0000137	Cg003G0941900	XP_013608191.1
OG0000138	Cg002G0558300, Cg002G0563500	XP_013627674.1
OG0000140	Cg003G0904200, Cg002G0686900	XP_013632059.1
OG0000141	Cg007G2276000, Cg007G2276100	XP_013608625.1
OG0000143	Cg002G0608200	XP_013632910.1, XP_013589207.1, XP_013624703.1, XP_013632577.1, XP_013632712.1, XP_013624745.1, XP_013607795.1, XP_013639469.1, XP_013624288.1, XP_013633322.1, XP_013632491.1, XP_013614182.1, XP_013594402.1, XP_013614207.1, XP_013615522.1, XP_013615454.1, XP_013617043.1
OG0000151	Cg002G0579800	XP_013634717.1
OG0000151	Cg002G0475200	XP_013604669.1, XP_013588671.1, XP_013634847.1
OG0000151	Cg002G0475300	XP_013635814.1
OG0000151	Cg005G1538800	XP_013636124.1
OG0000151	Cg002G0475400	XP_013635718.1
OG0000151	Cg002G0491600	XP_013602835.1
OG0000151	Cg005G1560100	XP_013630873.1
OG0000151	Cg008G2699500	XP_013611475.1
OG0000153	Cg005G1625900	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1
OG0000153	Cg006G2190200	XP_013602954.1, XP_013600678.1
OG0000153	Cg005G1640700	XP_013632108.1, XP_013614184.1
OG0000154	Cg006G1826000	XP_013590343.1
OG0000154	Cg006G1826400	XP_013614710.1
OG0000155	Cg004G1360400, Cg001G0323500	XP_013624270.1, XP_013633228.1
OG0000159	Cg007G2460000	XP_013626943.1
OG0000159	Cg003G0778900, Cg005G1705200	XP_013601903.1, XP_013639346.1, XP_013601604.1, XP_013608115.1, XP_013583259.1
OG0000160	Cg004G1426700	XP_013611416.1, XP_013597841.1
OG0000160	Cg001G0100800	XP_013593694.1, XP_013594020.1, XP_013596307.1
OG0000160	Cg003G0963700	XP_013620594.1
OG0000160	Cg004G1353700	XP_013623185.1
OG0000160	Cg007G2573400	XP_013588689.1
OG0000160	Cg005G1742100	XP_013605622.1
OG0000162	Cg005G1601500	XP_013622310.1
OG0000162	Cg005G1601600	XP_013632580.1
OG0000163	Cg005G1702000	XP_013632726.1, XP_013617570.1, XP_013594663.1, XP_013601173.1, XP_013607594.1, XP_013617542.1, XP_013639688.1, XP_013601393.1, XP_013624521.1, XP_013594422.1, XP_013624704.1, XP_013607957.1, XP_013624555.1, XP_013607976.1, XP_013617554.1, XP_013624648.1, XP_013607929.1, XP_013589158.1, XP_013589546.1, XP_013594506.1, XP_013624576.1, XP_013617214.1, XP_013601100.1, XP_013617732.1, XP_013628010.1, XP_013632739.1, XP_013629509.1, XP_013607872.1, XP_013594504.1, XP_013594429.1, XP_013607809.1, XP_013639492.1, XP_013608133.1, XP_013632947.1, XP_013588879.1, XP_013617541.1, XP_013624518.1, XP_013624548.1, XP_013617567.1, XP_013626749.1, XP_013601236.1, XP_013589309.1, XP_013608045.1, XP_013607981.1, XP_013607890.1, XP_013607682.1, XP_013617253.1, XP_013628280.1, XP_013624190.1, XP_013617489.1, XP_013631180.1, XP_013589175.1, XP_013613441.1, XP_013608039.1, XP_013617503.1
OG0000166	Cg036G3082400	XP_013635870.1, XP_013629197.1
OG0000167	Cg004G1301000	XP_013596046.1
