Orthogroup	Eutrema_salsugineum	Noccaea_praecox
OG0000025	XP_024006403.1, XP_024014257.1, XP_024015953.1, XP_024011323.1, XP_024014480.1, XP_024007296.1, XP_024013049.1, XP_024004954.1, XP_024012916.1, XP_024010763.1, XP_024014390.1, XP_024013392.1, XP_024014398.1, XP_024010323.1, XP_024011260.1, XP_024004142.1, XP_024015028.1, XP_024004413.1, XP_024014090.1, XP_024010651.1, XP_024009163.1, XP_024014222.1, XP_024015865.1, XP_024014393.1, XP_024004761.1, XP_024014962.1, XP_024010657.1, XP_024004987.1, XP_024006404.1, XP_024015864.1, XP_024007297.1, XP_024014500.1, XP_024012918.1	Np003G1727000
OG0000027	XP_024009838.1, XP_006396897.2	Np003G1806500
OG0000027	XP_006413557.1	Np005G2837400
OG0000027	XP_006413573.1	Np005G2840800
OG0000028	XP_006411607.2	Np006G3533600, Np006G3532900, Np006G3474900, Np006G3473800, Np006G3703700, Np006G3698600, Np003G1462900, Np006G3474200, Np006G3698100, Np006G3696700
OG0000029	XP_024004858.1	Np003G1680700, Np003G1751100
OG0000029	XP_024016120.1	Np002G1063900
OG0000030	XP_024008003.1	Np001G0090700
OG0000031	XP_024007913.1	Np002G0985700
OG0000031	XP_024014349.1, XP_024006862.1, XP_024006618.1, XP_024016129.1	Np005G2850000
OG0000032	XP_024004841.1, XP_024010402.1	Np004G2267700
OG0000034	XP_006413571.1	Np005G2840700
OG0000034	XP_024010975.1	Np005G2840600
OG0000034	XP_006413574.2	Np005G2839700, Np005G2840900
OG0000034	XP_006413566.2	Np005G2838300
OG0000034	XP_024004626.1	Np005G2841500
OG0000034	XP_006413576.1	Np005G2841700
OG0000035	XP_024010425.1, XP_024007977.1	Np004G2088100, Np005G3165600
OG0000035	XP_024007976.1, XP_024016141.1	Np002G1060000, Np001G0383600, Np002G0991100, Np005G2830800, Np002G1134400, Np004G2299800, Np002G1000600
OG0000035	XP_024004785.1, XP_024005785.1, XP_024004877.1, XP_024016694.1, XP_024016229.1, XP_024011093.1, XP_024010243.1, XP_024006613.1, XP_006409421.2, XP_024009313.1, XP_024006556.1, XP_024015936.1	Np002G0894300, Np002G1040100, Np006G3284300, Np007G3930600, Np002G0953600, Np003G1528700, Np001G0239800, Np002G1120800, Np004G2470200
OG0000035	XP_006393440.2	Np002G0910400
OG0000035	XP_024016804.1	Np007G3930700
OG0000038	XP_024013061.1, XP_024006448.1, XP_024011196.1	Np007G3978400
OG0000039	XP_024006661.1	Np003G1689500, Np008G4259800, Np002G1180600
OG0000040	XP_024004874.1, XP_024006081.1, XP_024004163.1	Np001G0278000
OG0000040	XP_024013326.1	Np004G1916700, Np002G0779200
OG0000041	XP_024011200.1	Np002G1205400, Np004G2543000
OG0000042	XP_024009659.1	Np004G2298700
OG0000042	XP_024009944.1	Np003G1737100
OG0000042	XP_024016200.1	Np002G0963100
OG0000042	XP_024006466.1	Np006G3478400
OG0000043	XP_024014240.1	Np005G2957000, Np002G0951900
OG0000046	XP_024015030.1	Np004G2388700, Np001G0160700
OG0000046	XP_006401889.2, XP_024011380.1, XP_006389862.1, XP_024013796.1, XP_024010208.1, XP_006403918.2, XP_024006486.1, XP_024009662.1, XP_024009472.1, XP_024009471.1, XP_024009726.1, XP_024010419.1	Np002G0812000, Np006G3271700, Np002G0901300, Np007G3942200, Np006G3533700, Np004G2173800, Np007G4037000, Np003G1635500, Np004G2079600, Np005G3093000, Np006G3271600, Np007G4080200, Np005G3032100, Np004G2183100, Np004G2290100, Np002G1005100, Np004G2334400
OG0000047	XP_024014421.1, XP_024011365.1	Np002G1005500
OG0000049	XP_024006537.1	Np001G0451900
OG0000049	XP_024009363.1	Np005G3022000
OG0000050	XP_024011305.1, XP_006403065.1, XP_006396164.1, XP_024016108.1, XP_024010449.1, XP_006414856.2	Np005G2619700
OG0000050	XP_024004962.1, XP_024006598.1	Np001G0129000, Np001G0129100, Np001G0128800, Np004G2259400, Np004G2435300
OG0000050	XP_024015913.1, XP_024007981.1	Np004G1970300, Np005G2648800, Np001G0275100, Np006G3520500, Np001G0383800, Np003G1895000, Np008G4280900
OG0000051	XP_006418389.2	Np007G3849300, Np004G2593300
OG0000051	XP_024008111.1	Np003G1312800, Np003G1313100, Np003G1316200, Np004G2360300
OG0000051	XP_006411503.1	Np006G3285300, Np006G3285400
OG0000051	XP_006392148.1, XP_024013725.1, XP_024013699.1	Np002G1156400, Np002G1163000, Np002G1166000, Np002G1168200, Np002G1168100, Np002G1156700, Np002G1164000, Np002G1229200, Np002G1168000, Np002G1055900, Np002G1071800, Np002G1164200, Np002G1169900, Np002G1170000, Np002G1162800, Np002G1142800, Np002G1142700, Np002G1156800, Np002G1163400, Np002G1164100
OG0000051	XP_024004231.1	Np006G3284900
OG0000051	XP_024004184.1	Np003G1730300
OG0000054	XP_024016309.1	Np005G2924500
OG0000055	XP_006398121.1, XP_006406735.1	Np007G3923100, Np007G3922500
OG0000055	XP_024016535.1	Np007G3753300
OG0000056	XP_024015483.1, XP_006391921.1, XP_006391923.1, XP_006391945.1, XP_024015433.1, XP_006391937.1, XP_006390854.1	Np002G1194600, Np002G1195000, Np002G1194400, Np002G1189700, Np002G1195200, Np002G1194900, Np002G1189500, Np002G1201000, Np002G1189800, Np002G1194000, Np002G1200900
OG0000056	XP_006391863.1, XP_024016712.1, XP_006391858.2	Np002G1192400
OG0000056	XP_006405761.2	Np005G3136000
OG0000058	XP_024013600.1	Np004G2334500, Np006G3421900
OG0000058	XP_024015982.1, XP_024013356.1, XP_024006629.1, XP_024016554.1, XP_024011207.1, XP_024014435.1, XP_024009368.1, XP_024014237.1, XP_024016380.1, XP_024011251.1, XP_024003653.1, XP_024009607.1, XP_024016240.1, XP_024016319.1, XP_024013206.1, XP_024011314.1, XP_024011360.1, XP_024010368.1, XP_024012295.1, XP_024009971.1, XP_024006803.1, XP_024006792.1, XP_024011140.1, XP_024013156.1	Np006G3423100, Np006G3422500, Np004G2183000, Np007G3942100
OG0000058	XP_024009371.1, XP_024012609.1	Np006G3504600
OG0000059	XP_024010626.1, XP_024006533.1, XP_024013675.1, XP_024009487.1, XP_024006590.1, XP_024012732.1, XP_024004843.1, XP_024004842.1, XP_024004831.1, XP_024004845.1, XP_024014239.1, XP_024013302.1, XP_024010380.1, XP_024013968.1, XP_024014568.1, XP_024004801.1, XP_024016568.1, XP_024013967.1, XP_024006276.1	Np003G1667800, Np001G0392300, Np001G0082700
OG0000059	XP_024016529.1, XP_024007942.1, XP_024010231.1, XP_024005865.1	Np004G2334600, Np002G1005000, Np007G3962700
OG0000060	XP_006417762.1, XP_006418920.1, XP_006400894.1, XP_006410944.1, XP_006403660.1, XP_006400928.1, XP_006418982.1, XP_006409907.1	Np003G1523200
OG0000061	XP_006400395.1	Np004G2504400, Np003G1460800, Np006G3212900, Np006G3217300
OG0000061	XP_006413201.2, XP_006413190.1	Np005G2786700
OG0000061	XP_006405882.1	Np006G3342300
OG0000061	XP_006410039.1	Np006G3512200
OG0000062	XP_024009412.1	Np002G0958500
OG0000062	XP_024016230.1, XP_024010222.1, XP_024006614.1, XP_024010315.1, XP_024006463.1, XP_024009419.1, XP_024011092.1, XP_024016359.1	Np002G0953400
OG0000062	XP_024004129.1, XP_024013428.1, XP_024010363.1, XP_024010298.1, XP_024010297.1, XP_024008041.1, XP_024010226.1, XP_024010620.1, XP_024016291.1, XP_024011215.1, XP_024013963.1, XP_024009617.1, XP_024010321.1, XP_024009248.1	Np002G0935900, Np001G0402000, Np007G4021600
OG0000062	XP_024011371.1, XP_024013346.1	Np002G0991500
OG0000065	XP_024014419.1	Np005G3132500, Np005G3146600
OG0000066	XP_006396911.1, XP_024012002.1, XP_006394194.1, XP_006394044.1	Np004G2505200, Np003G1367100, Np001G0031500, Np004G2500100, Np003G1367200
OG0000066	XP_024005718.1, XP_006399597.1, XP_006390289.1, XP_024005720.1	Np007G3771600
OG0000068	XP_024014925.1	Np005G3153500, Np005G3160300, Np005G3160400, Np005G3152300, Np005G3152600
OG0000068	XP_024012324.1	Np001G0604000, Np001G0601600, Np001G0591700, Np001G0569900, Np001G0618200, Np003G1442200, Np003G1442100
OG0000068	XP_006413393.1	Np001G0556100, Np001G0557000, Np001G0558400
OG0000068	XP_006406656.1	Np006G3221500, Np006G3241700, Np006G3215500, Np005G2816600, Np006G3215800
OG0000068	XP_006399102.2	Np003G1347300
OG0000069	XP_006404944.1	Np006G3706900, Np006G3707500
OG0000069	XP_024006439.1	Np002G1204500, Np002G1174500, Np004G2201300
OG0000069	XP_024016442.1, XP_006390571.2	Np005G2913000, Np005G2913300, Np005G2926900, Np005G2926800, Np005G2912900, Np005G2946700, Np005G2913400
OG0000070	XP_006395735.1	Np007G3899300, Np001G0248800
OG0000070	XP_006416426.1	Np004G2353400
OG0000070	XP_006390250.1	Np001G0364300, Np001G0366000, Np001G0526100, Np001G0525900, Np002G0771400
OG0000070	XP_006402629.2	Np001G0650300, Np001G0653200, Np007G3856900
OG0000072	XP_024009686.1	Np007G4041200, Np001G0368400, Np003G1731700, Np006G3587200, Np009G4327500, Np006G3447100, Np003G1510900, Np006G3565200
OG0000072	XP_024004060.1, XP_024006592.1	Np007G4034300, Np001G0214400, Np004G2135500, Np006G3592300, Np006G3546700, Np006G3482700
OG0000072	XP_024014710.1	Np002G0772500, Np004G2176900, Np006G3362700, Np002G0796100, Np001G0490300, Np008G4256100, Np001G0651800, Np002G1002300, Np005G3189400, Np007G3836600, Np006G3485300, Np004G2112600
OG0000073	XP_024009376.1	Np005G2938000, Np001G0249200
OG0000073	XP_024009769.1, XP_024016097.1, XP_024007936.1	Np003G1524100
OG0000074	XP_024011308.1, XP_024014968.1, XP_024013779.1, XP_024009755.1, XP_024004927.1, XP_024009440.1, XP_024004144.1, XP_024016292.1, XP_024004802.1, XP_024016104.1, XP_024004866.1, XP_024016279.1, XP_024013158.1, XP_024016228.1, XP_024006624.1, XP_024007928.1, XP_024006149.1, XP_024013371.1, XP_024004022.1, XP_024009402.1, XP_024006141.1, XP_024010303.1, XP_024004054.1, XP_024007677.1, XP_024004756.1, XP_024008105.1, XP_024006609.1	Np001G0425700, Np002G0733000
OG0000075	XP_024009720.1, XP_024009721.1	Np006G3607400, Np003G1743500, Np003G1743600, Np003G1743200
OG0000075	XP_024014654.1	Np005G3174400, Np005G3174600, Np005G3174500, Np005G3175000, Np005G3174200
OG0000076	XP_006411683.1	Np005G2608900
OG0000076	XP_024004083.1, XP_024004092.1, XP_006410127.1, XP_024010259.1, XP_024010258.1, XP_006397052.1, XP_024010257.1, XP_024010383.1	Np001G0369900
OG0000077	XP_024004738.1	Np001G0386200
OG0000077	XP_006398175.2	Np001G0381300
OG0000077	XP_006395717.2, XP_006395727.1	Np001G0247700
OG0000077	XP_006392390.2	Np002G1126100
OG0000078	XP_024014979.1	Np007G4214700
OG0000078	XP_006400345.1	Np003G1455000, Np003G1454200
OG0000078	XP_006400347.1	Np003G1454400
OG0000078	XP_006400348.1	Np003G1454100, Np003G1455600
OG0000079	XP_006405230.2, XP_024010130.1	Np004G2051400
OG0000080	XP_024009590.1	Np003G1699800, Np003G1739700, Np005G2816500, Np005G2910900, Np002G1141300, Np006G3581700, Np006G3582100, Np002G0830100, Np003G1646000
OG0000081	XP_024014389.1, XP_024004223.1	Np004G2188400, Np004G2195900, Np004G2188800, Np007G3988300
OG0000081	XP_024014942.1, XP_024013908.1	Np005G2602400
OG0000086	XP_024014367.1	Np005G3126500
OG0000086	XP_006405821.2	Np002G0950000
OG0000086	XP_024014611.1, XP_006405827.1, XP_006405828.1, XP_006405825.1, XP_006405877.2	Np005G3022400
OG0000086	XP_024014475.1, XP_006405815.1	Np005G3127100
OG0000086	XP_006390991.1	Np002G0867100
OG0000089	XP_006404194.1	Np001G0498100
OG0000089	XP_006394642.1	Np001G0109800
OG0000089	XP_006404433.1, XP_006404432.1	Np001G0070200
OG0000089	XP_006410012.1	Np006G3501600, Np008G4281600
OG0000089	XP_006399740.1	Np003G1391100
OG0000089	XP_006403108.1	Np001G0399300
OG0000089	XP_006413842.1	Np005G2871200
OG0000089	XP_006390273.1	Np002G0774400
OG0000090	XP_024014096.1	Np004G2177700, Np003G1831100
OG0000090	XP_024009890.1	Np005G2971200, Np007G4113900, Np006G3546200, Np003G1792600, Np004G1961100, Np002G0878100, Np007G3883300
OG0000091	XP_006398110.2, XP_006398111.1	Np001G0389100, Np001G0389700
OG0000091	XP_024011446.1	Np003G1487100
OG0000095	XP_006405019.2	Np006G3650500, Np006G3650700
OG0000095	XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1	Np006G3649400
OG0000096	XP_006408882.1, XP_024014982.1	Np002G0789300, Np002G0783300, Np007G3906500, Np007G3813600, Np007G3828000, Np007G3827900, Np007G3802100, Np007G3815700, Np007G3816700, Np004G1968900, Np002G1192600, Np004G1989000, Np004G1955200, Np004G1945900, Np004G1963100, Np004G1955300
OG0000098	XP_024009712.1, XP_006403292.2	Np007G3899100
OG0000098	XP_006395726.1	Np004G2594800
OG0000098	XP_006404383.1, XP_006394690.1, XP_006414046.1	Np001G0116500, Np001G0115500
OG0000099	XP_024014024.1	Np005G2972700, Np006G3467800, Np004G2293200, Np002G0982400, Np002G0982300
OG0000099	XP_024010538.1, XP_024006512.1, XP_024009358.1, XP_024013236.1, XP_024005030.1, XP_024016364.1, XP_024010352.1, XP_024014533.1, XP_024015961.1, XP_024013956.1, XP_024014381.1, XP_024007256.1, XP_024010470.1, XP_024015875.1, XP_024014509.1, XP_024014232.1, XP_024013986.1, XP_024009252.1, XP_024010607.1, XP_024010395.1, XP_024010031.1, XP_024014629.1, XP_024013325.1, XP_024014548.1, XP_024010434.1, XP_024016114.1, XP_024010345.1, XP_024004944.1, XP_024010356.1, XP_024010388.1, XP_024004833.1, XP_024006477.1, XP_024013110.1, XP_024007293.1, XP_024015161.1, XP_024010460.1, XP_024011257.1, XP_024014290.1, XP_024006660.1, XP_024015857.1, XP_024016277.1, XP_024015873.1, XP_024009413.1, XP_024014523.1, XP_024014504.1, XP_024013395.1, XP_024005028.1, XP_024007270.1, XP_024014471.1, XP_024013048.1, XP_024010308.1, XP_024014886.1, XP_024009257.1, XP_024013208.1, XP_024004978.1, XP_024010416.1, XP_024009483.1, XP_024004023.1, XP_024009903.1, XP_024009316.1, XP_024013380.1, XP_024010296.1, XP_024015036.1, XP_024013216.1, XP_024015868.1, XP_024010240.1, XP_024016315.1	Np004G2293300, Np006G3467900, Np001G0434000, Np008G4260400, Np003G1785300, Np002G1057600, Np009G4292900, Np007G4054500, Np002G0965600
OG0000101	XP_024007307.1	Np002G0736300
OG0000101	XP_024013940.1	Np001G0036300
OG0000101	XP_024008063.1	Np003G1682200, Np003G1683300
OG0000101	XP_024004951.1	Np007G3942800
OG0000102	XP_006396592.1	Np003G1850200
OG0000102	XP_006417793.2	Np003G1850000
OG0000103	XP_024009392.1, XP_024014319.1, XP_024006500.1, XP_024004132.1, XP_024005026.1	Np007G4123200
OG0000106	XP_024004087.1	Np007G3948900, Np006G3602200, Np004G2072600, Np004G2045400, Np003G1306400
OG0000106	XP_024009972.1, XP_024010849.1	Np006G3556500
OG0000106	XP_024013941.1, XP_024004736.1, XP_024012932.1, XP_024005999.1	Np001G0513300, Np003G1588100, Np005G2609700, Np005G2802400, Np003G1396400, Np005G3054500, Np006G3285100
OG0000108	XP_006410952.1, XP_006403657.1	Np001G0565800
OG0000108	XP_006400969.1	Np001G0462100
OG0000108	XP_006407369.1	Np007G4093400
OG0000108	XP_006399464.1	Np003G1360400
OG0000108	XP_006406564.1	Np007G3950400
OG0000109	XP_024016626.1, XP_006414991.2	Np001G0341500
OG0000109	XP_024009711.1, XP_024010384.1, XP_024009792.1, XP_024009380.1, XP_024010244.1, XP_024014026.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009348.1, XP_024013914.1, XP_024009952.1, XP_024006596.1	Np002G1184600, Np005G2935200, Np007G4014300, Np005G2978600, Np006G3449000, Np003G1723900, Np003G1723300, Np003G1723600, Np011G4357100, Np002G1174400, Np008G4281000, Np002G1033400
OG0000110	XP_024004909.1, XP_024011414.1, XP_024009421.1, XP_024007906.1, XP_024004952.1, XP_024010478.1, XP_024006501.1, XP_024010281.1, XP_024010375.1, XP_024006421.1	Np002G1086700, Np005G2909800, Np002G1161200, Np004G2113400, Np005G3033600, Np002G0891500, Np007G4015500, Np008G4289300
OG0000111	XP_006391257.1, XP_006409739.1, XP_006409738.2, XP_006409778.1	Np005G3138900, Np001G0444800
OG0000114	XP_024014535.1	Np002G1018000
OG0000114	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1	Np003G1744100
OG0000116	XP_006404698.2, XP_006415357.2, XP_024006877.1	Np002G1124800
OG0000116	XP_024004957.1	Np003G1719700, Np004G2021800, Np003G1460300, Np005G3103800
OG0000117	XP_024008031.1	Np004G2300400
OG0000117	XP_024008246.1	Np004G2300300
OG0000117	XP_024008029.1, XP_024008030.1, XP_006416071.1	Np004G2300200
OG0000118	XP_024010220.1, XP_024009977.1, XP_006410257.2	Np006G3383100
OG0000118	XP_006408206.1	Np007G4221800, Np007G4221900
OG0000119	XP_024009951.1	Np003G1836400
OG0000120	XP_024013368.1	Np002G0949100
OG0000120	XP_024010260.1, XP_024014515.1, XP_024006138.1, XP_024016282.1	Np003G1769900, Np005G2602500
OG0000121	XP_024009270.1	Np002G0954000, Np002G0904100, Np001G0559000, Np006G3382900, Np005G3087600, Np002G0877900, Np006G3278500, Np004G2331700, Np006G3451400
OG0000121	XP_024013152.1	Np005G2604800, Np006G3604300
OG0000122	XP_024012533.1	Np003G1578000
OG0000122	XP_006401346.1	Np003G1580100
OG0000122	XP_006401333.2	Np003G1578500
OG0000123	XP_024011279.1, XP_024011277.1, XP_024011276.1, XP_024012457.1, XP_024012107.1	Np003G1843300
OG0000124	XP_024014203.1	Np005G3180200
OG0000124	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1	Np005G2989500, Np003G1311000, Np002G1109100, Np007G3982000, Np006G3413600, Np006G3224800, Np007G4183000, Np001G0142800, Np001G0316700, Np002G1065100, Np002G1144900, Np004G2155800, Np006G3441600, Np005G2997800, Np003G1698400, Np004G2064900, Np003G1592200, Np001G0351400, Np002G0948800, Np005G2989400
OG0000125	XP_024006051.1	Np004G1951700
OG0000125	XP_006392987.1	Np004G1951500
OG0000125	XP_024006272.1	Np004G1951600
OG0000125	XP_006406282.1	Np007G3813400
OG0000126	XP_024016126.1	Np006G3613200
OG0000126	XP_024009117.1, XP_024009113.1	Np001G0262900, Np005G2929200
OG0000126	XP_024011103.1	Np004G2191600
OG0000127	XP_006400797.1	Np003G1510700
OG0000127	XP_006410934.1	Np006G3371500
OG0000127	XP_006403666.1	Np001G0565000
OG0000127	XP_006400898.1	Np003G1523500
OG0000127	XP_006409905.1	Np006G3598300
OG0000128	XP_024012970.1	Np001G0645400
OG0000128	XP_024009571.1	Np001G0645200
OG0000128	XP_006402712.2	Np001G0644700
OG0000128	XP_006402710.1	Np001G0644900
OG0000128	XP_006402715.1	Np001G0644500
