Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0000030	CARHR060010, CARHR059990	ESY3_g29331_DN1_SP0_c0.t1, ESY3_g29330_DN1_SP0_c0.t1
OG0000030	CARHR134370	ESY3_g29344_DN3_SP0_c0.t1
OG0000030	CARHR260760, CARHR260790	ESY9_g43210_DN3_SP0_c0.t1, ESY5_g4903_DN2_SP0_c0.t1, ESY1_g12127_DN1_SP0_c0.t1, ESY11_g54038_DN2_SP0_c0.t1, ESY10_g15292_DN3_SP0_c0.t1, ESY9_g42993_DN2_SP0_c0.t1
OG0000030	CARHR158520, CARHR158510, CARHR158530	ESY3_g29392_DN3_SP0_c0.t1
OG0000030	CARHR088150	ESY3_g30282_DN2_SP0_c0.t1
OG0000030	CARHR223790	ESY3_g30190_DN1_SP0_c0.t1
OG0000030	CARHR088850	ESY3_g32449_DN2_SP0_c0.t1, ESY9_g42572_DN2_SP0_c0.t1
OG0000030	CARHR088870	ESY3_g30254_DN3_SP0_c0.t1, ESY3_g32163_DN2_SP0_c0.t1, ESY16_g61826_DN2_SP0_c0.t1, ESY16_g61827_DN2_SP0_c0.t1
OG0000032	CARHR158150, CARHR057520, CARHR108030, CARHR217640	ESY1_g7080_DN3_SP0_c33.t1, ESY11_g52738_DN2_SP0_c0.t1, ESY15_g65701_DN1_SP0_c88.t1, ESY3_g28065_DN2_SP0_c0.t1
OG0000035	CARHR034500, CARHR120350, CARHR104490	ESY1_g11366_DN3_SP0_c0.t1, ESY1_g8356_DN1_SP0_c0.t1, ESY2_g36091_DN2_SP0_c0.t1, ESY14_g20662_DN3_SP0_c0.t1
OG0000035	CARHR216710, CARHR153260, CARHR182390	ESY1_g8357_DN3_SP0_c0.t1, ESY1_g11367_DN3_SP0_c0.t1, ESY9_g44160_DN2_SP0_c0.t1, ESY2_g36093_DN3_SP0_c0.t1
OG0000038	CARHR187570	ESY21_g55396_DN1_SP0_c0.t1, ESY3_g29295_DN1_SP0_c68.t1, ESY21_g55792_DN2_SP0_c0.t1
OG0000043	CARHR220690, CARHR104870, CARHR145030, CARHR098760, CARHR124520, CARHR288090, CARHR105380, CARHR035340, CARHR181910, CARHR111550, CARHR213150, CARHR054120, CARHR118730, CARHR216370, CARHR121910	ESY4_g23863_DN2_SP0_c100.t1
OG0000044	CARHR116340, CARHR036550	ESY6_g50480_DN2_SP0_c0.t1
OG0000044	CARHR223510, CARHR102310	ESY10_g14634_DN3_SP0_c0.t1
OG0000044	CARHR175160	ESY4_g26811_DN2_SP0_c0.t1
OG0000046	CARHR159300, CARHR215510, CARHR037550, CARHR118760, CARHR104690, CARHR258020, CARHR150330	ESY14_g21426_DN1_SP0_c0.t1
OG0000046	CARHR159290, CARHR150320, CARHR273180, CARHR286710, CARHR217190, CARHR117470	ESY15_g65758_DN2_SP0_c100.t1
OG0000048	CARHR054750	ESY3_g32465_DN3_SP0_c0.t1, ESY3_g32507_DN1_SP0_c0.t1, ESY9_g42836_DN3_SP0_c0.t1, ESY3_g32518_DN2_SP0_c0.t1, ESY3_g32027_DN2_SP0_c0.t1
OG0000048	CARHR261660, CARHR042940	ESY7_g16211_DN2_SP0_c0.t1, ESY1_g11291_DN3_SP0_c0.t1
OG0000048	CARHR125800	ESY3_g31841_DN3_SP0_c0.t1, ESY3_g32003_DN2_SP0_c0.t1, ESY3_g32004_DN2_SP0_c0.t1, ESY3_g32002_DN3_SP0_c0.t1, ESY3_g32008_DN1_SP0_c0.t1
OG0000048	CARHR207670	ESY8_g58424_DN3_SP0_c0.t1, ESY8_g58362_DN3_SP0_c0.t1, ESY8_g58304_DN1_SP0_c0.t1
OG0000048	CARHR126120	ESY3_g32505_DN1_SP0_c0.t1, ESY3_g32506_DN1_SP0_c0.t1
OG0000050	CARHR154060	ESY11_g54389_DN1_SP0_c0.t1, ESY22_g40701_DN2_SP0_c0.t1
OG0000051	CARHR002800	ESY5_g5128_DN3_SP0_c0.t1
OG0000051	CARHR137510	ESY5_g5127_DN3_SP0_c0.t1
OG0000051	CARHR127280	ESY12_g51336_DN3_SP0_c0.t1
OG0000051	CARHR137540	ESY5_g2706_DN3_SP0_c11.t1
OG0000051	CARHR260850	ESY12_g51338_DN3_SP0_c0.t1
OG0000052	CARHR278910, CARHR148040	ESY2_g35343_DN2_SP0_c0.t1, ESY16_g61527_DN1_SP0_c0.t1, ESY11_g54151_DN1_SP0_c0.t1
OG0000052	CARHR162490	ESY1_g10445_DN3_SP0_c0.t1
OG0000052	CARHR162520, CARHR162530, CARHR292090	ESY1_g10448_DN1_SP0_c0.t1
OG0000055	CARHR100810, CARHR107470, CARHR177430, CARHR192030	ESY2_g35826_DN2_SP0_c0.t1
OG0000055	CARHR100840	ESY9_g45399_DN1_SP0_c0.t1
OG0000055	CARHR222490, CARHR100820	ESY3_g30252_DN1_SP0_c0.t1
OG0000055	CARHR094260	ESY8_g59290_DN2_SP0_c0.t1
OG0000055	CARHR108270	ESY16_g61649_DN2_SP0_c0.t1
OG0000055	CARHR149840	ESY2_g35556_DN3_SP0_c0.t1
OG0000056	CARHR050320	ESY2_g33771_DN2_SP0_c0.t1
OG0000056	CARHR050310	ESY2_g33665_DN2_SP0_c0.t1
OG0000056	CARHR050020	ESY3_g31641_DN1_SP0_c0.t1
OG0000056	CARHR050280, CARHR049980, CARHR050290, CARHR050160	ESY2_g33775_DN1_SP0_c0.t1
OG0000056	CARHR155600	ESY3_g31686_DN3_SP0_c0.t1, ESY2_g33671_DN2_SP0_c0.t1
OG0000059	CARHR293330, CARHR148640, CARHR151940, CARHR118340	ESY11_g53896_DN3_SP0_c0.t1
OG0000059	CARHR104020	ESY1_g9125_DN2_SP0_c0.t1
OG0000060	CARHR273260	ESY6_g48808_DN3_SP0_c0.t1
OG0000060	CARHR132050	ESY6_g48809_DN3_SP0_c0.t1, ESY9_g44877_DN3_SP0_c0.t1
OG0000061	CARHR039590	ESY3_g29585_DN1_SP0_c98.t1
OG0000061	CARHR123070	ESY10_g14355_DN2_SP0_c0.t1
OG0000064	CARHR050760, CARHR273290, CARHR054420, CARHR289730, CARHR289690	ESY16_g62560_DN2_SP0_c0.t1
OG0000065	CARHR257300	ESY1_g11993_DN3_SP0_c13.t1
OG0000066	CARHR279310	ESY23_g163_DN2_SP0_c0.t1
OG0000066	CARHR279320, CARHR202900	ESY11_g54349_DN3_SP0_c0.t1
OG0000066	CARHR058350, CARHR096450	ESY2_g34934_DN2_SP0_c58.t1
OG0000066	CARHR202310	ESY2_g36068_DN3_SP8_c0.t1
OG0000068	CARHR210960	ESY9_g42540_DN3_SP0_c0.t1, ESY10_g14312_DN3_SP0_c0.t1, ESY10_g14570_DN3_SP0_c0.t1, ESY10_g14619_DN3_SP0_c0.t1, ESY10_g14569_DN3_SP0_c0.t1, ESY2_g38376_DN3_SP0_c0.t1
OG0000068	CARHR210190	ESY6_g50195_DN3_SP0_c0.t1
OG0000069	CARHR070150	ESY20_g13229_DN3_SP0_c0.t1
OG0000070	CARHR010350	ESY10_g14297_DN3_SP0_c35.t1
OG0000070	CARHR145510, CARHR145520, CARHR286680, CARHR145480, CARHR145500	ESY3_g32095_DN2_SP0_c41.t1
OG0000072	CARHR049910, CARHR219260, CARHR119870, CARHR260200	ESY9_g44874_DN3_SP0_c0.t1, ESY6_g47138_DN1_SP0_c0.t1, ESY21_g55397_DN2_SP0_c0.t1, ESY9_g44731_DN3_SP0_c0.t1
OG0000072	CARHR292290	ESY1_g10105_DN1_SP0_c0.t1
OG0000073	CARHR119500	ESY5_g2052_DN2_SP0_c0.t1
OG0000075	CARHR247150	ESY5_g3131_DN2_SP0_c0.t1
OG0000075	CARHR221070	ESY4_g25989_DN2_SP0_c16.t1, ESY11_g54736_DN2_SP0_c70.t1, ESY20_g13256_DN2_SP0_c23.t1, ESY6_g46488_DN2_SP0_c0.t1, ESY8_g60763_DN2_SP0_c0.t1, ESY8_g60740_DN3_SP0_c0.t1
OG0000075	CARHR285960	ESY4_g26264_DN2_SP0_c18.t1, ESY4_g26270_DN3_SP0_c11.t1
OG0000075	CARHR164670, CARHR164660, CARHR174400	ESY1_g11598_DN2_SP0_c38.t1, ESY8_g60767_DN2_SP0_c0.t1, ESY3_g32315_DN3_SP0_c83.t1, ESY3_g32310_DN2_SP0_c12.t1, ESY3_g32312_DN1_SP0_c66.t1, ESY4_g26050_DN2_SP0_c0.t1
OG0000076	CARHR247830	ESY4_g26855_DN3_SP0_c0.t1, ESY4_g26853_DN2_SP0_c0.t1
OG0000076	CARHR260300	ESY4_g25860_DN2_SP0_c0.t1, ESY4_g26382_DN2_SP0_c0.t1, ESY8_g59836_DN2_SP0_c0.t1, ESY8_g58171_DN3_SP0_c0.t1, ESY4_g26372_DN3_SP0_c0.t1, ESY5_g4993_DN1_SP0_c0.t1, ESY5_g4992_DN1_SP0_c0.t1, ESY8_g59674_DN1_SP0_c0.t1, ESY2_g33376_DN3_SP0_c13.t1, ESY5_g4917_DN3_SP0_c0.t1, ESY2_g35407_DN2_SP0_c0.t1, ESY9_g42752_DN3_SP0_c0.t1, ESY2_g33366_DN2_SP0_c0.t1, ESY3_g31945_DN3_SP0_c0.t1, ESY4_g25882_DN2_SP0_c0.t1, ESY2_g34046_DN1_SP0_c0.t1, ESY4_g26532_DN1_SP0_c0.t1, ESY8_g59034_DN1_SP0_c0.t1, ESY4_g26353_DN2_SP0_c8.t1, ESY4_g25591_DN2_SP0_c0.t1, ESY2_g33380_DN1_SP0_c0.t1, ESY4_g26224_DN3_SP0_c0.t1, ESY6_g50584_DN1_SP0_c0.t1, ESY2_g33369_DN2_SP0_c0.t1
OG0000076	CARHR176370	ESY4_g25261_DN2_SP0_c0.t1
OG0000077	CARHR177190, CARHR158180	ESY7_g16698_DN1_SP0_c0.t1
OG0000077	CARHR145650	ESY7_g18827_DN2_SP0_c0.t1
OG0000079	CARHR254750	ESY3_g28473_DN1_SP0_c0.t1
OG0000079	CARHR180710, CARHR151670, CARHR119610, CARHR256350	ESY8_g59723_DN2_SP0_c0.t1
OG0000081	CARHR117010	ESY3_g29563_DN2_SP0_c0.t1, ESY4_g22453_DN2_SP0_c7.t1
OG0000081	CARHR264280	ESY9_g44119_DN3_SP0_c0.t1, ESY7_g18625_DN3_SP0_c96.t1
OG0000081	CARHR258030	ESY17_g40277_DN2_SP0_c0.t1
OG0000082	CARHR184640	ESY2_g37683_DN1_SP0_c0.t1, ESY4_g24411_DN1_SP0_c0.t1
OG0000086	CARHR214860	ESY8_g59458_DN3_SP0_c0.t1
OG0000086	CARHR214830	ESY10_g14581_DN2_SP0_c0.t1, ESY12_g50856_DN3_SP0_c0.t1
OG0000086	CARHR214790, CARHR214760	ESY7_g19367_DN1_SP0_c0.t1, ESY9_g43340_DN2_SP0_c0.t1, ESY9_g43341_DN3_SP0_c0.t1, ESY7_g19406_DN2_SP0_c0.t1, ESY7_g19368_DN2_SP0_c0.t1
OG0000089	CARHR189700	ESY6_g50131_DN3_SP8_c0.t1
OG0000089	CARHR122890	ESY8_g58764_DN3_SP8_c0.t1, ESY8_g58767_DN3_SP0_c0.t1, ESY8_g58770_DN3_SP0_c0.t1
OG0000089	CARHR200860	ESY7_g18326_DN3_SP8_c0.t1
OG0000089	CARHR178800	ESY7_g16559_DN3_SP8_c0.t1
OG0000089	CARHR227450	ESY9_g43361_DN3_SP8_c0.t1
OG0000089	CARHR020480	ESY5_g3995_DN3_SP3_c0.t1
OG0000089	CARHR069200	ESY2_g34829_DN3_SP8_c0.t1
OG0000090	CARHR116840, CARHR259920	ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY2_g36671_DN2_SP0_c0.t1, ESY1_g7918_DN1_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1
OG0000095	CARHR117030, CARHR118620	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1
OG0000095	CARHR116980, CARHR117870, CARHR117890, CARHR116700	ESY3_g31038_DN1_SP0_c0.t1
OG0000096	CARHR094810, CARHR094850, CARHR094860, CARHR094840	ESY6_g49250_DN3_SP0_c0.t1
OG0000096	CARHR159090, CARHR101800, CARHR101790, CARHR120380	ESY6_g49252_DN1_SP0_c0.t1, ESY11_g54414_DN1_SP0_c0.t1
OG0000096	CARHR159080	ESY3_g29685_DN2_SP0_c0.t1
OG0000098	CARHR103960	ESY7_g18472_DN3_SP0_c0.t1
OG0000098	CARHR046250	ESY11_g53834_DN2_SP0_c0.t1
OG0000098	CARHR174970	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1
OG0000098	CARHR253270	ESY11_g53833_DN2_SP0_c0.t1
OG0000100	CARHR047460, CARHR047540, CARHR047180, CARHR047080, CARHR050870, CARHR055030, CARHR047470, CARHR047430, CARHR047580, CARHR047440, CARHR261260, CARHR047450, CARHR047060, CARHR048000, CARHR048030, CARHR048060, CARHR048070, CARHR048510, CARHR051270, CARHR051280, CARHR051250, CARHR047730, CARHR047100, CARHR047140, CARHR047090, CARHR047300, CARHR047120, CARHR047270, CARHR047210, CARHR149280, CARHR047170, CARHR047230, CARHR183030	ESY1_g11939_DN1_SP0_c0.t1
OG0000101	CARHR154270, CARHR176810, CARHR287350, CARHR006250, CARHR183060, CARHR099970, CARHR036950	ESY13_g57677_DN1_SP0_c0.t1
OG0000102	CARHR252050	ESY7_g16539_DN1_SP0_c0.t1, ESY7_g16475_DN3_SP0_c0.t1, ESY7_g16538_DN2_SP0_c0.t1, ESY6_g49637_DN2_SP0_c0.t1
OG0000102	CARHR252110, CARHR252090, CARHR252060	ESY7_g16536_DN3_SP0_c0.t1
OG0000102	CARHR252130	ESY7_g16537_DN2_SP0_c0.t1
OG0000105	CARHR077960	ESY3_g32130_DN3_SP0_c69.t1
OG0000105	CARHR104310	ESY3_g32066_DN2_SP0_c100.t1
OG0000105	CARHR222460	ESY16_g61595_DN1_SP0_c0.t1
OG0000105	CARHR047590, CARHR048050, CARHR288100, CARHR047560, CARHR047570	ESY5_g1810_DN2_SP0_c0.t1
OG0000105	CARHR047200, CARHR047260, CARHR262020, CARHR047480	ESY5_g2214_DN1_SP0_c94.t1
OG0000105	CARHR175180, CARHR153990, CARHR256480	ESY14_g20044_DN3_SP0_c0.t1
OG0000106	CARHR082570	ESY4_g24957_DN2_SP0_c25.t1
OG0000107	CARHR119260, CARHR119250, CARHR095660, CARHR095650, CARHR095640, CARHR095620, CARHR055760, CARHR095610, CARHR096820, CARHR096830, CARHR097220, CARHR095680, CARHR095690, CARHR095670	ESY4_g23035_DN3_SP0_c29.t1
OG0000111	CARHR161700, CARHR161720	ESY20_g12840_DN2_SP0_c0.t1, ESY8_g60792_DN2_SP0_c0.t1
OG0000111	CARHR148290	ESY1_g10823_DN3_SP0_c0.t1
OG0000114	CARHR287300	ESY9_g42538_DN3_SP0_c15.t1
OG0000116	CARHR217650	ESY12_g51236_DN3_SP0_c0.t1
OG0000116	CARHR101930	ESY6_g46511_DN2_SP0_c13.t1, ESY8_g59869_DN2_SP0_c0.t1
OG0000117	CARHR023940, CARHR023950	ESY5_g2024_DN3_SP0_c0.t1
OG0000118	CARHR101240, CARHR101220	ESY3_g32056_DN2_SP0_c0.t1
OG0000118	CARHR133040, CARHR180020	ESY7_g16947_DN2_SP0_c0.t1
OG0000119	CARHR150070, CARHR118170	ESY1_g12226_DN2_SP0_c73.t1, ESY3_g32436_DN2_SP0_c0.t1
OG0000119	CARHR118700, CARHR273840	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1
OG0000119	CARHR150120	ESY2_g33918_DN3_SP0_c1.t1
OG0000122	CARHR269760	ESY3_g30972_DN2_SP0_c0.t1
OG0000122	CARHR269920	ESY3_g30973_DN3_SP0_c0.t1, ESY10_g14968_DN3_SP0_c0.t1, ESY20_g12804_DN3_SP0_c0.t1
OG0000122	CARHR036560, CARHR031790, CARHR031760, CARHR036530	ESY2_g33719_DN1_SP0_c0.t1
OG0000122	CARHR269750	ESY18_g63392_DN1_SP0_c0.t1
OG0000122	CARHR269730	ESY6_g48225_DN3_SP0_c0.t1, ESY5_g1857_DN3_SP0_c0.t1
OG0000122	CARHR031770, CARHR269910, CARHR269890	ESY6_g48203_DN3_SP0_c0.t1, ESY2_g33718_DN3_SP0_c0.t1
OG0000122	CARHR033520, CARHR033430	ESY2_g36290_DN3_SP0_c0.t1
OG0000123	CARHR181480, CARHR181490, CARHR283690, CARHR187420, CARHR274650, CARHR274680, CARHR016560, CARHR042770, CARHR274670	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1
OG0000125	CARHR122240	ESY8_g58834_DN3_SP0_c19.t1
OG0000125	CARHR122230	ESY8_g58838_DN3_SP0_c18.t1
OG0000125	CARHR039100	ESY2_g37202_DN3_SP0_c14.t1
OG0000125	CARHR041980	ESY1_g12339_DN3_SP0_c5.t1
OG0000127	CARHR007600	ESY5_g4488_DN3_SP0_c0.t1
OG0000127	CARHR190650	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1
OG0000127	CARHR163570	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1
OG0000127	CARHR210790	ESY1_g11079_DN3_SP0_c0.t1
OG0000127	CARHR273520	ESY6_g48851_DN3_SP0_c0.t1
OG0000127	CARHR121850	ESY8_g58880_DN2_SP0_c0.t1
OG0000128	CARHR169590, CARHR104610	ESY4_g26081_DN1_SP0_c0.t1, ESY1_g11254_DN1_SP0_c0.t1
OG0000128	CARHR061850, CARHR061820, CARHR104600, CARHR169620, CARHR169630, CARHR123020, CARHR061840, CARHR169580, CARHR169600, CARHR169570	ESY1_g11245_DN1_SP0_c0.t1
OG0000129	CARHR038520	ESY2_g34340_DN2_SP0_c0.t1
OG0000129	CARHR038560	ESY7_g18677_DN3_SP0_c0.t1
OG0000129	CARHR056680, CARHR056760, CARHR056690	ESY7_g19441_DN3_SP0_c0.t1, ESY7_g19438_DN2_SP0_c0.t1
OG0000129	CARHR275720, CARHR275710, CARHR120250, CARHR120240, CARHR120610, CARHR275730	ESY6_g49428_DN3_SP0_c0.t1
OG0000129	CARHR038530, CARHR038540, CARHR056610	ESY2_g34341_DN3_SP0_c0.t1
OG0000130	CARHR158410, CARHR153220, CARHR117340, CARHR057000, CARHR036720, CARHR287060, CARHR146840, CARHR038370, CARHR217450, CARHR056860, CARHR182430, CARHR103120	ESY1_g9827_DN1_SP0_c0.t1
OG0000130	CARHR183650, CARHR123710, CARHR043800	ESY23_g219_DN2_SP0_c0.t1
OG0000132	CARHR256230	ESY6_g48238_DN1_SP0_c0.t1
OG0000136	CARHR186370	ESY10_g13998_DN2_SP0_c0.t1, ESY9_g45027_DN2_SP0_c0.t1
OG0000137	CARHR268710	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1
OG0000138	CARHR052020, CARHR053570	ESY11_g54288_DN3_SP0_c0.t1
OG0000140	CARHR116590, CARHR146770	ESY10_g15894_DN2_SP0_c0.t1
OG0000141	CARHR255820	ESY5_g3778_DN2_SP0_c0.t1, ESY5_g3779_DN2_SP0_c0.t1
OG0000141	CARHR013070	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1
OG0000141	CARHR048210, CARHR049580, CARHR049710, CARHR049690, CARHR049380, CARHR049330, CARHR049720, CARHR049640, CARHR049340, CARHR049700, CARHR048830, CARHR049260	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1
OG0000141	CARHR048950, CARHR048730, CARHR048980, CARHR049220, CARHR049190, CARHR048930, CARHR049010, CARHR156260	ESY6_g49757_DN3_SP0_c0.t1, ESY6_g49766_DN1_SP0_c0.t1, ESY6_g49768_DN3_SP0_c0.t1, ESY6_g49777_DN3_SP0_c0.t1, ESY6_g49767_DN3_SP0_c0.t1
OG0000148	CARHR037410	ESY5_g5279_DN1_SP0_c0.t1
OG0000148	CARHR040920	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1
OG0000150	CARHR288220, CARHR217380, CARHR294480	ESY3_g27873_DN2_SP0_c0.t1
OG0000151	CARHR165160, CARHR151000, CARHR165130, CARHR165120, CARHR134140, CARHR165110, CARHR163410, CARHR132240, CARHR199860	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000153	CARHR124170, CARHR124160, CARHR124140	ESY18_g63267_DN3_SP0_c0.t1
OG0000153	CARHR007190	ESY5_g4518_DN3_SP0_c32.t1
OG0000154	CARHR040870, CARHR121480	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1
OG0000154	CARHR040880, CARHR041470	ESY2_g37254_DN2_SP0_c0.t1
OG0000154	CARHR040860, CARHR041500	ESY2_g37383_DN3_SP0_c0.t1, ESY2_g37452_DN3_SP0_c0.t1
OG0000157	CARHR029980	ESY5_g3516_DN1_SP0_c0.t1
OG0000157	CARHR144020	ESY7_g18190_DN2_SP0_c0.t1
