HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N6.HOG0000027	OG0000000	n1390														Cg005G186000									
N6.HOG0000028	OG0000002	n34													evm.model.RL_5.2510										
N6.HOG0000029	OG0000002	n36													evm.model.RL_3.454										
N6.HOG0000030	OG0000002	n61													evm.model.RL_1.3300										
N6.HOG0000031	OG0000002	n62													evm.model.RL_1.3293										
N6.HOG0000032	OG0000002	n274													evm.model.RL_1.3299										
N6.HOG0000033	OG0000002	n325													evm.model.RL_4.1699										
N6.HOG0000034	OG0000002	n353													evm.model.RL_4.153										
N6.HOG0000035	OG0000002	n358													evm.model.RL_2.2031										
N6.HOG0000036	OG0000002	n363														Cg005G163330									
N6.HOG0000037	OG0000002	n664													evm.model.RL_3.619, evm.model.RL_3.842, evm.model.RL_8.341, evm.model.RL_5.754, evm.model.RL_2.2032, evm.model.RL_4.152, evm.model.RL_8.607										
N6.HOG0000038	OG0000003	n5													evm.model.RL_8.1049										
N6.HOG0000039	OG0000003	n15													evm.model.RL_6.672										
N6.HOG0000040	OG0000003	n26													evm.model.RL_5.2420										
N6.HOG0000041	OG0000003	n51													evm.model.RL_2.1084										
N6.HOG0000042	OG0000003	n321													evm.model.RL_2.667, evm.model.RL_2.693, evm.model.RL_7.2022, evm.model.RL_2.688, evm.model.RL_8.1019, evm.model.RL_8.1021, evm.model.RL_1.2656, evm.model.RL_8.1024, evm.model.RL_1.2650, evm.model.RL_8.1013										
N6.HOG0000043	OG0000003	n344														Cg001G036970									
N6.HOG0000044	OG0000003	n371													evm.model.RL_1.2632										
N6.HOG0000045	OG0000003	n380													evm.model.RL_1.3305	Cg001G032840									
N6.HOG0000046	OG0000003	n427													evm.model.RL_5.2489										
N6.HOG0000047	OG0000003	n430													evm.model.RL_2.684, evm.model.RL_3.815, evm.model.RL_5.2488										
N6.HOG0000048	OG0000003	n457													evm.model.RL_6.633										
N6.HOG0000049	OG0000003	n465													evm.model.RL_5.2494										
N6.HOG0000050	OG0000003	n531													evm.model.RL_5.2419										
N6.HOG0000051	OG0000003	n544													evm.model.RL_6.1194	Cg005G163140									
N6.HOG0000052	OG0000003	n571														Cg007G261780									
N6.HOG0000053	OG0000003	n630													evm.model.RL_2.548										
N6.HOG0000054	OG0000003	n640													evm.model.RL_2.709										
N6.HOG0000055	OG0000003	n648													evm.model.RL_6.630, evm.model.RL_6.635, evm.model.RL_2.683, evm.model.RL_1.2634										
N6.HOG0000056	OG0000003	n652													evm.model.RL_5.2492, evm.model.RL_3.793, evm.model.RL_6.677, evm.model.RL_3.838										
N6.HOG0000057	OG0000003	n659													evm.model.RL_6.670										
N6.HOG0000058	OG0000003	n709													evm.model.RL_6.671, evm.model.RL_8.1012	Cg004G144140									
N6.HOG0000059	OG0000003	n711													evm.model.RL_2.708	Cg001G032830									
N6.HOG0000060	OG0000003	n738														Cg004G144080									
N6.HOG0000061	OG0000003	n742													evm.model.RL_5.2504										
N6.HOG0000062	OG0000003	n750													evm.model.RL_6.652										
N6.HOG0000063	OG0000003	n813													evm.model.RL_1.2635										
N6.HOG0000064	OG0000003	n825													evm.model.RL_5.2495, evm.model.RL_5.2496, evm.model.RL_1.2659, evm.model.RL_1.2653, evm.model.RL_1.2637										
N6.HOG0000065	OG0000003	n958													evm.model.RL_1.2661, evm.model.RL_1.2660, evm.model.RL_2.686										
N6.HOG0000066	OG0000003	n975													evm.model.RL_2.668										
N6.HOG0000067	OG0000003	n979													evm.model.RL_3.810										
N6.HOG0000068	OG0000003	n986													evm.model.RL_7.2055, evm.model.RL_6.631										
N6.HOG0000069	OG0000003	n1017													evm.model.RL_7.2059, evm.model.RL_6.676										
N6.HOG0000070	OG0000003	n1041													evm.model.RL_1.2633	Cg005G182650									
N6.HOG0000071	OG0000004	n13														Cg001G033800									
N6.HOG0000072	OG0000004	n52														Cg004G154080									
N6.HOG0000073	OG0000004	n141													evm.model.RL_2.401										
N6.HOG0000074	OG0000004	n176															CARHR254290								
N6.HOG0000075	OG0000004	n184														Cg005G167340									
N6.HOG0000076	OG0000004	n193															CARHR214930								
N6.HOG0000077	OG0000004	n212															CARHR142010								
N6.HOG0000078	OG0000004	n419														Cg007G260170									
N6.HOG0000079	OG0000004	n699													evm.model.RL_2.402										
N6.HOG0000080	OG0000005	n25													evm.model.RL_2.975, evm.model.RL_4.402	Cg007G268560	CARHR034640, CARHR017910								
N6.HOG0000081	OG0000005	n31													evm.model.RL_4.816, evm.model.RL_4.229		CARHR145720								
N6.HOG0000082	OG0000005	n61															CARHR055780								
N6.HOG0000083	OG0000005	n71													evm.model.RL_8.2917	Cg007G253430									
N6.HOG0000084	OG0000005	n81														Cg008G308830	CARHR114650								
N6.HOG0000085	OG0000005	n95															CARHR153540								
N6.HOG0000086	OG0000005	n96															CARHR160220								
N6.HOG0000087	OG0000005	n113													evm.model.RL_7.1952										
N6.HOG0000088	OG0000005	n116													evm.model.RL_8.339										
N6.HOG0000089	OG0000005	n165														Cg005G186690, Cg003G078000, Cg005G192860									
N6.HOG0000090	OG0000005	n214													evm.model.RL_1.1902										
N6.HOG0000091	OG0000005	n282														Cg003G086520									
N6.HOG0000092	OG0000005	n457													evm.model.RL_2.1105										
N6.HOG0000093	OG0000005	n521													evm.model.RL_1.1903										
N6.HOG0000094	OG0000005	n532														Cg001G022240									
N6.HOG0000095	OG0000005	n554														Cg005G188160									
N6.HOG0000096	OG0000005	n660													evm.model.RL_1.1086										
N6.HOG0000097	OG0000005	n701															CARHR091740								
N6.HOG0000098	OG0000005	n704															CARHR034120, CARHR056420								
N6.HOG0000099	OG0000005	n708															CARHR077050								
N6.HOG0000100	OG0000005	n712															CARHR059740								
N6.HOG0000101	OG0000005	n731														Cg005G185830									
N6.HOG0000102	OG0000005	n741															CARHR248000								
N6.HOG0000103	OG0000005	n766														Cg008G295320									
N6.HOG0000104	OG0000005	n771														Cg005G188150									
N6.HOG0000105	OG0000005	n797														Cg001G022230									
N6.HOG0000106	OG0000005	n805													evm.model.RL_1.1904, evm.model.RL_2.461	Cg003G087270									
N6.HOG0000107	OG0000005	n855														Cg005G189270									
N6.HOG0000108	OG0000005	n923													evm.model.RL_2.1096										
N6.HOG0000109	OG0000006	n4															CARHR180980, CARHR287750								
N6.HOG0000110	OG0000006	n8													evm.model.RL_6.444		CARHR216870, CARHR256390, CARHR115290, CARHR262640								
N6.HOG0000111	OG0000006	n22															CARHR214530								
N6.HOG0000112	OG0000006	n25															CARHR052910, CARHR117490, CARHR293410, CARHR184100, CARHR216900, CARHR128840								
N6.HOG0000113	OG0000006	n139															CARHR055800								
N6.HOG0000114	OG0000006	n152															CARHR054390								
N6.HOG0000115	OG0000006	n156															CARHR099640								
N6.HOG0000116	OG0000006	n158															CARHR216040								
N6.HOG0000117	OG0000006	n161															CARHR029270, CARHR266880, CARHR156020								
N6.HOG0000118	OG0000006	n187															CARHR057030, CARHR032440								
N6.HOG0000119	OG0000006	n189															CARHR271650, CARHR060220								
N6.HOG0000120	OG0000006	n203															CARHR286510, CARHR024460								
N6.HOG0000121	OG0000006	n210															CARHR221620								
N6.HOG0000122	OG0000006	n237													evm.model.RL_1.2522										
N6.HOG0000123	OG0000006	n243															CARHR052510								
N6.HOG0000124	OG0000006	n246															CARHR150730								
N6.HOG0000125	OG0000006	n251														Cg008G312070									
N6.HOG0000126	OG0000006	n276													evm.model.RL_2.3087, evm.model.RL_5.3322										
N6.HOG0000127	OG0000006	n295															CARHR151410								
N6.HOG0000128	OG0000006	n558													evm.model.RL_1.817, evm.model.RL_2.785										
N6.HOG0000129	OG0000006	n625															CARHR183870								
N6.HOG0000130	OG0000006	n631															CARHR100700								
N6.HOG0000131	OG0000006	n640															CARHR180780								
N6.HOG0000132	OG0000006	n642													evm.model.RL_4.552		CARHR055190, CARHR182530								
N6.HOG0000133	OG0000006	n660															CARHR258710								
N6.HOG0000134	OG0000006	n676													evm.model.RL_4.553	Cg006G203530									
N6.HOG0000135	OG0000006	n677													evm.model.RL_5.578	Cg001G010040									
N6.HOG0000136	OG0000006	n678														Cg005G192450									
N6.HOG0000137	OG0000006	n679															CARHR182520								
N6.HOG0000138	OG0000006	n698															CARHR216050								
N6.HOG0000139	OG0000006	n705															CARHR096020								
N6.HOG0000140	OG0000006	n710															CARHR060330								
N6.HOG0000141	OG0000006	n719															CARHR271640, CARHR058320								
N6.HOG0000142	OG0000006	n731															CARHR257440								
N6.HOG0000143	OG0000006	n732															CARHR100290								
N6.HOG0000144	OG0000006	n734															CARHR029260								
N6.HOG0000145	OG0000006	n737															CARHR051850, CARHR156010								
N6.HOG0000146	OG0000006	n740															CARHR266890								
N6.HOG0000147	OG0000006	n883														Cg008G318730									
N6.HOG0000148	OG0000006	n885														Cg008G316770	CARHR152010								
N6.HOG0000149	OG0000006	n886															CARHR257960, CARHR154010								
N6.HOG0000150	OG0000006	n910															CARHR128850, CARHR262650, CARHR183200								
N6.HOG0000151	OG0000006	n913														Cg004G148130	CARHR214540								
N6.HOG0000152	OG0000006	n915														Cg002G063640									
N6.HOG0000153	OG0000006	n916														Cg001G021710									
N6.HOG0000154	OG0000007	n22														Cg005G188670, Cg005G188650, Cg005G188640, Cg005G188690, Cg005G188630, Cg008G303470									
N6.HOG0000155	OG0000007	n67														Cg003G103180	CARHR034550								
N6.HOG0000156	OG0000007	n85													evm.model.RL_2.1094										
N6.HOG0000157	OG0000007	n114													evm.model.RL_5.2474, evm.model.RL_8.1027, evm.model.RL_5.2316, evm.model.RL_1.2701, evm.model.RL_2.506		CARHR166210, CARHR219900, CARHR219240								
N6.HOG0000158	OG0000007	n166													evm.model.RL_3.2011										
N6.HOG0000159	OG0000007	n231													evm.model.RL_4.333, evm.model.RL_4.870, evm.model.RL_4.1691, evm.model.RL_7.1568, evm.model.RL_5.674, evm.model.RL_4.1223										
N6.HOG0000160	OG0000007	n291														Cg001G041960, Cg003G089200									
N6.HOG0000161	OG0000007	n348													evm.model.RL_1.2700, evm.model.RL_2.507										
N6.HOG0000162	OG0000007	n352													evm.model.RL_2.539										
N6.HOG0000163	OG0000007	n420													evm.model.RL_4.2369	Cg003G086130									
N6.HOG0000164	OG0000007	n426													evm.model.RL_4.557, evm.model.RL_2.1095										
N6.HOG0000165	OG0000007	n497														Cg002G054650									
N6.HOG0000166	OG0000007	n571													evm.model.RL_4.1690, evm.model.RL_7.1569										
N6.HOG0000167	OG0000007	n589													evm.model.RL_2.556										
N6.HOG0000168	OG0000008	n23															CARHR114970, CARHR117380, CARHR149870								
N6.HOG0000169	OG0000008	n37															CARHR046080, CARHR116420								
N6.HOG0000170	OG0000008	n40															CARHR284250, CARHR288670								
N6.HOG0000171	OG0000008	n52															CARHR101910								
N6.HOG0000172	OG0000008	n56													evm.model.RL_7.2148, evm.model.RL_2.761		CARHR217630								
N6.HOG0000173	OG0000008	n75															CARHR159360								
N6.HOG0000174	OG0000008	n81														Cg008G312650									
N6.HOG0000175	OG0000008	n87														Cg002G071170	CARHR111800, CARHR114980								
N6.HOG0000176	OG0000008	n339														Cg002G071180									
N6.HOG0000177	OG0000008	n426															CARHR150550								
N6.HOG0000178	OG0000008	n477															CARHR056560								
N6.HOG0000179	OG0000008	n514														Cg007G263310	CARHR103540								
N6.HOG0000180	OG0000008	n548														Cg007G263320	CARHR258310, CARHR217850, CARHR104250, CARHR181300, CARHR038360, CARHR257900, CARHR286450, CARHR035440, CARHR031010, CARHR117390, CARHR218770								
N6.HOG0000181	OG0000008	n560															CARHR259120								
N6.HOG0000182	OG0000008	n565															CARHR257810, CARHR218380								
N6.HOG0000183	OG0000008	n566															CARHR103530								
N6.HOG0000184	OG0000008	n588															CARHR115010								
N6.HOG0000185	OG0000008	n634															CARHR215020, CARHR181140, CARHR034850								
N6.HOG0000186	OG0000008	n663															CARHR216990, CARHR118910								
N6.HOG0000187	OG0000008	n671															CARHR217880, CARHR291920, CARHR221030								
N6.HOG0000188	OG0000008	n680													evm.model.RL_7.1211	Cg002G060890	CARHR161340, CARHR161350								
N6.HOG0000189	OG0000008	n695														Cg002G055170	CARHR161300, CARHR161310, CARHR161290								
N6.HOG0000190	OG0000008	n723															CARHR131120, CARHR217020, CARHR164530, CARHR288680								
N6.HOG0000191	OG0000008	n728															CARHR051890, CARHR035430, CARHR217860								
N6.HOG0000192	OG0000008	n733															CARHR286130, CARHR178960, CARHR119350, CARHR214330								
N6.HOG0000193	OG0000010	n2													evm.model.RL_7.2083, evm.model.RL_3.1061, evm.model.RL_2.724, evm.model.RL_2.751, evm.model.RL_2.615, evm.model.RL_2.220, evm.model.RL_7.2000, evm.model.RL_3.814, evm.model.RL_7.1970										
N6.HOG0000194	OG0000010	n48														Cg001G010610									
N6.HOG0000195	OG0000010	n68													evm.model.RL_6.734, evm.model.RL_8.1076										
N6.HOG0000196	OG0000010	n109													evm.model.RL_5.2592										
N6.HOG0000197	OG0000010	n114													evm.model.RL_2.396										
N6.HOG0000198	OG0000010	n121													evm.model.RL_5.2483										
N6.HOG0000199	OG0000010	n137															CARHR287490								
N6.HOG0000200	OG0000010	n160													evm.model.RL_2.723										
N6.HOG0000201	OG0000010	n163													evm.model.RL_5.2484										
N6.HOG0000202	OG0000010	n183													evm.model.RL_4.113										
N6.HOG0000203	OG0000010	n313													evm.model.RL_1.2671, evm.model.RL_2.783										
N6.HOG0000204	OG0000010	n315													evm.model.RL_8.1074										
N6.HOG0000205	OG0000010	n330														Cg008G314030									
N6.HOG0000206	OG0000010	n345													evm.model.RL_1.2848										
N6.HOG0000207	OG0000010	n346													evm.model.RL_7.2062										
N6.HOG0000208	OG0000010	n574													evm.model.RL_2.395										
N6.HOG0000209	OG0000010	n579														Cg006G205490									
N6.HOG0000210	OG0000011	n2															CARHR032720								
N6.HOG0000211	OG0000011	n63															CARHR190150, CARHR151420, CARHR057040								
N6.HOG0000212	OG0000011	n70															CARHR055810								
N6.HOG0000213	OG0000011	n73															CARHR032710								
N6.HOG0000214	OG0000011	n77															CARHR190160								
N6.HOG0000215	OG0000011	n88														Cg005G184960									
N6.HOG0000216	OG0000011	n388															CARHR256470								
N6.HOG0000217	OG0000011	n410															CARHR130420								
N6.HOG0000218	OG0000011	n589													evm.model.RL_1.2267		CARHR060340								
N6.HOG0000219	OG0000011	n602															CARHR032700								
N6.HOG0000220	OG0000012	n20														Cg003G089470, Cg006G226210									
N6.HOG0000221	OG0000012	n73														Cg007G260780									
N6.HOG0000222	OG0000012	n93														Cg002G066610, Cg003G088580									
N6.HOG0000223	OG0000012	n100														Cg007G258900									
N6.HOG0000224	OG0000012	n101														Cg003G096060									
N6.HOG0000225	OG0000012	n330													evm.model.RL_5.2583										
N6.HOG0000226	OG0000012	n349													evm.model.RL_6.730, evm.model.RL_5.2582										
N6.HOG0000227	OG0000012	n364														Cg006G208150									
N6.HOG0000228	OG0000012	n378													evm.model.RL_2.748	Cg003G096300									
N6.HOG0000229	OG0000012	n470														Cg007G277670, Cg006G218130, Cg003G093950									
N6.HOG0000230	OG0000012	n492													evm.model.RL_3.685										
N6.HOG0000231	OG0000012	n515													evm.model.RL_2.3										
N6.HOG0000232	OG0000013	n28													evm.model.RL_6.758		CARHR218430, CARHR058120								
N6.HOG0000233	OG0000013	n35													evm.model.RL_3.807, evm.model.RL_3.1357, evm.model.RL_4.820, evm.model.RL_2.791, evm.model.RL_6.523, evm.model.RL_4.704, evm.model.RL_2.641		CARHR259710, CARHR057870, CARHR288340								
N6.HOG0000234	OG0000013	n114													evm.model.RL_5.2507										
N6.HOG0000235	OG0000013	n134													evm.model.RL_2.759, evm.model.RL_7.1969	Cg007G257070									
N6.HOG0000236	OG0000013	n138													evm.model.RL_3.1358	Cg005G184830									
N6.HOG0000237	OG0000013	n172													evm.model.RL_3.673										
N6.HOG0000238	OG0000013	n177														Cg001G029740									
N6.HOG0000239	OG0000013	n184														Cg002G065810	CARHR183500, CARHR181670								
N6.HOG0000240	OG0000013	n284															CARHR116230, CARHR285000								
N6.HOG0000241	OG0000013	n287													evm.model.RL_6.609, evm.model.RL_4.752		CARHR287550								
N6.HOG0000242	OG0000013	n298													evm.model.RL_5.2591										
N6.HOG0000243	OG0000013	n313													evm.model.RL_7.2034, evm.model.RL_2.725, evm.model.RL_2.397										
N6.HOG0000244	OG0000013	n533													evm.model.RL_6.796										
N6.HOG0000245	OG0000014	n64													evm.model.RL_3.2282	Cg007G281140									
N6.HOG0000246	OG0000014	n71														Cg008G312030									
N6.HOG0000247	OG0000014	n96													evm.model.RL_1.2917										
N6.HOG0000248	OG0000014	n292													evm.model.RL_3.2283										
N6.HOG0000249	OG0000014	n459													evm.model.RL_3.2284										
N6.HOG0000250	OG0000014	n498													evm.model.RL_1.2667										
N6.HOG0000251	OG0000015	n62														Cg008G310160									
N6.HOG0000252	OG0000015	n96													evm.model.RL_1.3215		CARHR258200								
N6.HOG0000253	OG0000015	n135													evm.model.RL_7.2535										
N6.HOG0000254	OG0000015	n174													evm.model.RL_1.2713, evm.model.RL_1.2714		CARHR055900								
N6.HOG0000255	OG0000015	n240														Cg004G140320									
N6.HOG0000256	OG0000015	n307													evm.model.RL_2.1121										
N6.HOG0000257	OG0000015	n317														Cg007G254560									
N6.HOG0000258	OG0000015	n346														Cg001G025880									
N6.HOG0000259	OG0000015	n375													evm.model.RL_8.879										
N6.HOG0000260	OG0000015	n458														Cg007G249020									
N6.HOG0000261	OG0000015	n508													evm.model.RL_4.1007										
N6.HOG0000262	OG0000017	n36													evm.model.RL_7.1888										
N6.HOG0000263	OG0000017	n37													evm.model.RL_3.613										
N6.HOG0000264	OG0000017	n278													evm.model.RL_2.1821										
N6.HOG0000265	OG0000017	n301													evm.model.RL_6.717										
N6.HOG0000266	OG0000017	n340													evm.model.RL_7.1516		CARHR213120								
N6.HOG0000267	OG0000017	n365															CARHR113350								
N6.HOG0000268	OG0000017	n367															CARHR049310, CARHR034150								
N6.HOG0000269	OG0000017	n388													evm.model.RL_3.2130										
N6.HOG0000270	OG0000018	n50													evm.model.RL_4.1915										
N6.HOG0000271	OG0000018	n78													evm.model.RL_6.190										
N6.HOG0000272	OG0000018	n219														Cg003G095700	CARHR146600								
N6.HOG0000273	OG0000018	n261														Cg006G204250, Cg003G087690, Cg003G087660									
N6.HOG0000274	OG0000018	n295													evm.model.RL_7.1872										
N6.HOG0000275	OG0000018	n358														Cg003G089030									
N6.HOG0000276	OG0000018	n360														Cg003G095110									
N6.HOG0000277	OG0000019	n98													evm.model.RL_7.2531	Cg003G084410, Cg008G317890	CARHR259400								
N6.HOG0000278	OG0000019	n161													evm.model.RL_1.2654	Cg004G134340									
N6.HOG0000279	OG0000019	n180													evm.model.RL_7.2268										
N6.HOG0000280	OG0000019	n256														Cg005G182050									
N6.HOG0000281	OG0000020	n7															CARHR183140								
N6.HOG0000282	OG0000020	n24													evm.model.RL_7.2127		CARHR159320, CARHR180190								
N6.HOG0000283	OG0000020	n31															CARHR284910								
N6.HOG0000284	OG0000020	n43															CARHR159350								
N6.HOG0000285	OG0000020	n48													evm.model.RL_8.674	Cg001G036750	CARHR115000, CARHR183020, CARHR149880, CARHR103550, CARHR258320, CARHR152520, CARHR154280, CARHR217870								
N6.HOG0000286	OG0000020	n61															CARHR287070								
N6.HOG0000287	OG0000020	n108															CARHR159330, CARHR114460								
N6.HOG0000288	OG0000020	n113															CARHR266440, CARHR182600, CARHR106310, CARHR116050								
N6.HOG0000289	OG0000020	n118													evm.model.RL_8.1178		CARHR217640, CARHR108030								
N6.HOG0000290	OG0000020	n135															CARHR289940								
N6.HOG0000291	OG0000020	n141													evm.model.RL_7.1677, evm.model.RL_7.2128		CARHR154170								
N6.HOG0000292	OG0000020	n144															CARHR101900, CARHR057520, CARHR158150								
N6.HOG0000293	OG0000020	n147															CARHR284230								
N6.HOG0000294	OG0000020	n171														Cg007G257890, Cg007G257790									
N6.HOG0000295	OG0000020	n423															CARHR266450, CARHR035020, CARHR108040, CARHR158140								
N6.HOG0000296	OG0000020	n433															CARHR287680, CARHR287700								
N6.HOG0000297	OG0000020	n450															CARHR266460								
N6.HOG0000298	OG0000020	n462													evm.model.RL_7.2129										
N6.HOG0000299	OG0000020	n484															CARHR284240								
N6.HOG0000300	OG0000021	n22													evm.model.RL_7.92, evm.model.RL_2.444										
N6.HOG0000301	OG0000021	n52													evm.model.RL_5.2428										
N6.HOG0000302	OG0000021	n61													evm.model.RL_6.438										
N6.HOG0000303	OG0000021	n65													evm.model.RL_1.1304	Cg007G248010									
N6.HOG0000304	OG0000021	n67														Cg003G100100									
N6.HOG0000305	OG0000021	n93														Cg003G084910									
N6.HOG0000306	OG0000021	n124													evm.model.RL_7.2168, evm.model.RL_8.1544, evm.model.RL_6.430	Cg005G184870, Cg004G145270									
N6.HOG0000307	OG0000021	n130													evm.model.RL_5.3643, evm.model.RL_3.291, evm.model.RL_6.1178, evm.model.RL_5.2234										
N6.HOG0000308	OG0000021	n145													evm.model.RL_4.405										
N6.HOG0000309	OG0000021	n159														Cg002G061370									
N6.HOG0000310	OG0000021	n162														Cg003G103950									
N6.HOG0000311	OG0000021	n209													evm.model.RL_3.587										
N6.HOG0000312	OG0000021	n220													evm.model.RL_2.653										
N6.HOG0000313	OG0000021	n350													evm.model.RL_3.586	Cg002G074750									
N6.HOG0000314	OG0000021	n351													evm.model.RL_1.1352, evm.model.RL_3.1079	Cg001G028510									
N6.HOG0000315	OG0000021	n353													evm.model.RL_2.288, evm.model.RL_1.2419	Cg006G215630									
N6.HOG0000316	OG0000021	n366													evm.model.RL_3.2511, evm.model.RL_4.693, evm.model.RL_8.704, evm.model.RL_2.654, evm.model.RL_2.286, evm.model.RL_5.3423										
N6.HOG0000317	OG0000021	n376													evm.model.RL_4.3275, evm.model.RL_5.2792										
N6.HOG0000318	OG0000021	n385														Cg003G080250									
N6.HOG0000319	OG0000023	n12													evm.model.RL_2.1848	Cg001G017560	CARHR057450								
N6.HOG0000320	OG0000023	n30													evm.model.RL_2.1849		CARHR230660								
N6.HOG0000321	OG0000023	n43															CARHR230630								
N6.HOG0000322	OG0000023	n57															CARHR230470, CARHR230480								
N6.HOG0000323	OG0000023	n68													evm.model.RL_2.1831		CARHR230450								
N6.HOG0000324	OG0000023	n70															CARHR230460								
N6.HOG0000325	OG0000023	n79														Cg003G082360									
N6.HOG0000326	OG0000023	n96													evm.model.RL_2.1843		CARHR230510								
N6.HOG0000327	OG0000023	n117													evm.model.RL_2.1842	Cg001G017610, Cg001G017600	CARHR230500								
N6.HOG0000328	OG0000023	n152															CARHR255010								
N6.HOG0000329	OG0000023	n168															CARHR255070								
N6.HOG0000330	OG0000023	n180														Cg003G082330	CARHR255050								
N6.HOG0000331	OG0000023	n195															CARHR255080, CARHR264010								
N6.HOG0000332	OG0000023	n205													evm.model.RL_8.634, evm.model.RL_8.635, evm.model.RL_7.2085										
N6.HOG0000333	OG0000023	n210													evm.model.RL_8.636		CARHR255040								
N6.HOG0000334	OG0000023	n235													evm.model.RL_2.1840										
N6.HOG0000335	OG0000023	n239														Cg001G017770									
N6.HOG0000336	OG0000023	n242															CARHR254960, CARHR254930								
N6.HOG0000337	OG0000023	n243													evm.model.RL_2.1839	Cg001G017650	CARHR230410								
N6.HOG0000338	OG0000023	n261														Cg003G082240	CARHR254870								
N6.HOG0000339	OG0000023	n280													evm.model.RL_8.624, evm.model.RL_8.626, evm.model.RL_8.623		CARHR254920, CARHR254910								
N6.HOG0000340	OG0000023	n291													evm.model.RL_8.630		CARHR254880								
N6.HOG0000341	OG0000023	n315														Cg001G017750									
N6.HOG0000342	OG0000023	n325													evm.model.RL_2.1829, evm.model.RL_2.1830		CARHR230390, CARHR230400								
N6.HOG0000343	OG0000023	n371													evm.model.RL_2.1825.3.687c86e4	Cg001G017690	CARHR230300								
N6.HOG0000344	OG0000023	n389															CARHR230640								
N6.HOG0000345	OG0000023	n396														Cg001G017670	CARHR230340								
N6.HOG0000346	OG0000023	n403													evm.model.RL_2.1841		CARHR254990								
N6.HOG0000347	OG0000023	n411													evm.model.RL_2.1826	Cg001G017660									
N6.HOG0000348	OG0000023	n421															CARHR230440, CARHR230330								
N6.HOG0000349	OG0000023	n439															CARHR230280, CARHR230310								
