HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N3.HOG0000048	OG0000000	n834			jg42																				
N3.HOG0000049	OG0000000	n962													evm.model.RL_8.1073										
N3.HOG0000050	OG0000000	n976				XP_020876240.1	AL6G45170																		
N3.HOG0000051	OG0000000	n1016											XP_010474081.1, XP_010506881.1, XP_010462935.1	XP_023641956.1											
N3.HOG0000052	OG0000000	n1095													evm.model.RL_3.693										
N3.HOG0000053	OG0000000	n1129														Cg008G318220, Cg007G256290, Cg005G186910, Cg004G150450, Cg002G062250									
N3.HOG0000054	OG0000000	n1140													evm.model.RL_2.920, evm.model.RL_4.662, evm.model.RL_6.582										
N3.HOG0000055	OG0000000	n1143				XP_020887182.1, XP_020890321.1, XP_020870326.1																			
N3.HOG0000056	OG0000000	n1147											XP_019096757.1												
N3.HOG0000057	OG0000000	n1165				XP_020865758.1	AL1G65200						XP_019085777.1, XP_019094874.1, XP_019095344.1, XP_019088092.1		evm.model.RL_1.2840, evm.model.RL_3.692, evm.model.RL_5.2512	Cg002G068740, Cg001G030920, Cg011G329020				El003G159590					
N3.HOG0000058	OG0000000	n1193											XP_019094707.1, XP_010479590.1			Cg005G189440, Cg005G189370, Cg007G257090, Cg005G189390									
N3.HOG0000059	OG0000000	n1198			jg6905	XP_020886397.1, XP_020866436.1							XP_019097715.1			Cg006G204800, Cg003G091090, Cg006G205140, Cg002G067560, Cg008G315220, Cg004G145830, Cg001G019330, Cg004G147470, Cg005G181020, Cg004G145590									
N3.HOG0000060	OG0000000	n1221				XP_020870151.1, XP_020870162.1																			
N3.HOG0000061	OG0000000	n1232																		El004G210980, El005G262990, El005G263050, El005G264050					
N3.HOG0000062	OG0000000	n1238											XP_010507175.1, XP_010478337.2, XP_010518461.1, XP_019098283.1, XP_019096689.1							El003G177780					
N3.HOG0000063	OG0000000	n1247													evm.model.RL_2.738										
N3.HOG0000064	OG0000000	n1249													evm.model.RL_4.733										
N3.HOG0000065	OG0000000	n1252													evm.model.RL_1.3301										
N3.HOG0000066	OG0000000	n1253			jg16482, jg16492										evm.model.RL_8.1072										
N3.HOG0000067	OG0000000	n1328													evm.model.RL_2.1335										
N3.HOG0000068	OG0000000	n1333													evm.model.RL_5.2579, evm.model.RL_3.1102, evm.model.RL_6.1374					El003G182470					
N3.HOG0000069	OG0000000	n1339																		El006G298040					
N3.HOG0000070	OG0000000	n1348																		El001G044720, El001G051780					
N3.HOG0000071	OG0000000	n1373													evm.model.RL_7.1901, evm.model.RL_2.681	Cg014G332090									
N3.HOG0000072	OG0000000	n1390			jg27064								XP_010488713.1			Cg005G186000				El004G209750					
N3.HOG0000073	OG0000002	n31																		El004G212920					
N3.HOG0000074	OG0000002	n34													evm.model.RL_5.2510										
N3.HOG0000075	OG0000002	n36													evm.model.RL_3.454										
N3.HOG0000076	OG0000002	n38											XP_010484771.1, XP_010513476.1												
N3.HOG0000077	OG0000002	n61											XP_010423585.1		evm.model.RL_1.3300										
N3.HOG0000078	OG0000002	n62											XP_010495565.1, XP_010424742.1		evm.model.RL_1.3293										
N3.HOG0000079	OG0000002	n68																		El002G130310					
N3.HOG0000080	OG0000002	n71																		El001G051980					
N3.HOG0000081	OG0000002	n89											XP_010480715.1, XP_010475671.1												
N3.HOG0000082	OG0000002	n274											XP_019100353.1		evm.model.RL_1.3299					El004G212930					
N3.HOG0000083	OG0000002	n299											XP_019090079.1												
N3.HOG0000084	OG0000002	n313											XP_010495640.1, XP_019086824.1, XP_010462569.1, XP_019096392.1, XP_019082648.1, XP_010445318.1, XP_010413056.1, XP_010412811.1, XP_019096313.1												
N3.HOG0000085	OG0000002	n325											XP_010506994.1		evm.model.RL_4.1699										
N3.HOG0000086	OG0000002	n337											XP_010507127.1												
N3.HOG0000087	OG0000002	n339											XP_010513345.1												
N3.HOG0000088	OG0000002	n353											XP_010495465.1		evm.model.RL_4.153										
N3.HOG0000089	OG0000002	n358													evm.model.RL_2.2031										
N3.HOG0000090	OG0000002	n363														Cg005G163330									
N3.HOG0000091	OG0000002	n445											XP_010473468.1, XP_010501788.1, XP_010412728.1, XP_019087345.1, XP_019087469.1, XP_010513419.1, XP_010496877.1, XP_010462995.1, XP_010495202.1, XP_010495410.1, XP_010445389.1, XP_010495711.1, XP_019094475.1, XP_010412566.1, XP_010456779.1, XP_010468817.1, XP_010513400.1, XP_010480889.1, XP_010450988.1, XP_010412505.1, XP_010490420.1, XP_019092364.1	XP_023640941.1											
N3.HOG0000092	OG0000002	n575			jg2023, jg27584																				
N3.HOG0000093	OG0000002	n577					AL5G30280, AL9U10140, AL3G49840, AL5G25580, AL7G43430, AL2G27160, AL7G45780, AL1G53170, AL3G15910						XP_010518553.1, XP_010495428.1, XP_019085487.1, XP_010474084.2, XP_010481019.1, XP_019096180.1												
N3.HOG0000094	OG0000002	n640					AL1G57360																		
N3.HOG0000095	OG0000002	n643					AL3G37080																		
N3.HOG0000096	OG0000002	n650											XP_010457030.1, XP_010420641.1												
N3.HOG0000097	OG0000002	n657											XP_019091135.1												
N3.HOG0000098	OG0000002	n664											XP_019100799.1, XP_010431635.1, XP_019101801.1		evm.model.RL_3.619, evm.model.RL_3.842, evm.model.RL_8.341, evm.model.RL_5.754, evm.model.RL_2.2032, evm.model.RL_4.152, evm.model.RL_8.607										
N3.HOG0000099	OG0000002	n724			jg13863															El006G293750					
N3.HOG0000100	OG0000002	n763			jg1783																				
N3.HOG0000101	OG0000002	n842											XP_010451602.1, XP_010468898.1, XP_010495427.1, XP_010480610.1, XP_019089215.1, XP_010451170.2, XP_010451603.1, XP_010424741.1, XP_010496006.1, XP_010496846.1, XP_010456559.1, XP_010480911.1, XP_010424499.1, XP_019089153.1, XP_019085481.1, XP_019089100.1, XP_010451318.1, XP_010451667.1												
N3.HOG0000102	OG0000002	n1074											XP_010468482.1, XP_010419143.1, XP_010430672.1, XP_010424375.1, XP_019092262.1, XP_010431341.1												
N3.HOG0000103	OG0000002	n1109																		El001G039400					
N3.HOG0000104	OG0000003	n5				XP_020880760.1, XP_020877199.1	AL6G48210								evm.model.RL_8.1049					El003G191660, El006G317350					
N3.HOG0000105	OG0000003	n15					AL2G19230								evm.model.RL_6.672										
N3.HOG0000106	OG0000003	n26					AL97U10030, AL8G11290, AL1G36970								evm.model.RL_5.2420										
N3.HOG0000107	OG0000003	n51													evm.model.RL_2.1084					El003G189560					
N3.HOG0000108	OG0000003	n57																		El002G128770					
N3.HOG0000109	OG0000003	n92				XP_020866342.1, XP_020871957.1, XP_020887113.1																			
N3.HOG0000110	OG0000003	n98				XP_020877193.1								XP_023640321.1											
N3.HOG0000111	OG0000003	n134											XP_019085415.1, XP_010450321.1												
N3.HOG0000112	OG0000003	n160											XP_019098106.1												
N3.HOG0000113	OG0000003	n169											XP_010497063.1, XP_010445703.1												
N3.HOG0000114	OG0000003	n173												XP_023639598.1						El004G210360					
N3.HOG0000115	OG0000003	n178												XP_023633718.1											
N3.HOG0000116	OG0000003	n181				XP_020866154.1, XP_020872641.1, XP_020872381.1	AL7G13490																		
N3.HOG0000117	OG0000003	n184				XP_020877200.1	AL63U10040																		
N3.HOG0000118	OG0000003	n185					AL4G12740						XP_010412456.1							El007G351530					
N3.HOG0000119	OG0000003	n235											XP_010451789.1, XP_010484756.1, XP_019085452.1, XP_019098342.1, XP_010451773.2, XP_010412462.1	XP_023645768.1											
N3.HOG0000120	OG0000003	n257											XP_010467548.1												
N3.HOG0000121	OG0000003	n283											XP_010468230.1												
N3.HOG0000122	OG0000003	n314											XP_010456694.1	XP_023643366.1											
N3.HOG0000123	OG0000003	n321					AL7G43690								evm.model.RL_2.667, evm.model.RL_2.693, evm.model.RL_7.2022, evm.model.RL_2.688, evm.model.RL_8.1019, evm.model.RL_8.1021, evm.model.RL_1.2656, evm.model.RL_8.1024, evm.model.RL_1.2650, evm.model.RL_8.1013										
N3.HOG0000124	OG0000003	n344					AL7G43820						XP_019086296.1, XP_019082606.1, XP_019086332.1, XP_010485073.1			Cg001G036970									
N3.HOG0000125	OG0000003	n371					AL2G18790								evm.model.RL_1.2632										
N3.HOG0000126	OG0000003	n380					AL3G54340, AL8G29360						XP_019082698.1	XP_023640434.1, XP_023642103.1	evm.model.RL_1.3305	Cg001G032840				El004G212250					
N3.HOG0000127	OG0000003	n387												XP_023634510.1											
N3.HOG0000128	OG0000003	n427													evm.model.RL_5.2489										
N3.HOG0000129	OG0000003	n430													evm.model.RL_2.684, evm.model.RL_3.815, evm.model.RL_5.2488										
N3.HOG0000130	OG0000003	n457			jg1672										evm.model.RL_6.633					El003G181050					
N3.HOG0000131	OG0000003	n465													evm.model.RL_5.2494										
N3.HOG0000132	OG0000003	n531													evm.model.RL_5.2419										
N3.HOG0000133	OG0000003	n544													evm.model.RL_6.1194	Cg005G163140									
N3.HOG0000134	OG0000003	n571											XP_010501919.1, XP_010419138.1			Cg007G261780				El002G128790, El002G128760, El002G138440					
N3.HOG0000135	OG0000003	n580											XP_010484739.1												
N3.HOG0000136	OG0000003	n587											XP_010445304.1	XP_023638126.1						El006G306960					
N3.HOG0000137	OG0000003	n603												XP_023633682.1											
N3.HOG0000138	OG0000003	n630											XP_019098958.1		evm.model.RL_2.548										
N3.HOG0000139	OG0000003	n638											XP_010468759.1												
N3.HOG0000140	OG0000003	n640			jg11917								XP_010471072.1		evm.model.RL_2.709										
N3.HOG0000141	OG0000003	n648													evm.model.RL_6.630, evm.model.RL_6.635, evm.model.RL_2.683, evm.model.RL_1.2634										
N3.HOG0000142	OG0000003	n652													evm.model.RL_5.2492, evm.model.RL_3.793, evm.model.RL_6.677, evm.model.RL_3.838										
N3.HOG0000143	OG0000003	n659													evm.model.RL_6.670										
N3.HOG0000144	OG0000003	n706											XP_019086518.1, XP_019094534.1		evm.model.RL_6.671, evm.model.RL_8.1012, evm.model.RL_2.708	Cg004G144140, Cg001G032830									
N3.HOG0000145	OG0000003	n738														Cg004G144080									
N3.HOG0000146	OG0000003	n742												XP_023636063.1	evm.model.RL_5.2504										
N3.HOG0000147	OG0000003	n750					AL1G51880						XP_010451581.1	XP_023643044.1	evm.model.RL_6.652										
N3.HOG0000148	OG0000003	n775												XP_023642453.1											
N3.HOG0000149	OG0000003	n813					AL3G44970								evm.model.RL_1.2635					El007G350820, El007G350790					
N3.HOG0000150	OG0000003	n825					AL1G65770, AL3G45600								evm.model.RL_5.2495, evm.model.RL_5.2496, evm.model.RL_1.2659, evm.model.RL_1.2653, evm.model.RL_1.2637										
N3.HOG0000151	OG0000003	n845											XP_010445897.1												
N3.HOG0000152	OG0000003	n867											XP_010484749.1, XP_010470568.1												
N3.HOG0000153	OG0000003	n958													evm.model.RL_1.2661, evm.model.RL_1.2660, evm.model.RL_2.686										
N3.HOG0000154	OG0000003	n975													evm.model.RL_2.668										
N3.HOG0000155	OG0000003	n979													evm.model.RL_3.810										
N3.HOG0000156	OG0000003	n986											XP_010418873.1, XP_019096023.1, XP_019091104.1, XP_019089272.1, XP_019097484.1, XP_019086811.1, XP_019094600.1, XP_019098316.1, XP_019085539.1, XP_019085526.1		evm.model.RL_7.2055, evm.model.RL_6.631										
N3.HOG0000157	OG0000003	n1005											XP_019092325.1												
N3.HOG0000158	OG0000003	n1017				XP_020874036.1							XP_019098361.1		evm.model.RL_7.2059, evm.model.RL_6.676										
N3.HOG0000159	OG0000003	n1041											XP_010485042.1		evm.model.RL_1.2633	Cg005G182650									
N3.HOG0000160	OG0000003	n1054											XP_019089029.1												
N3.HOG0000161	OG0000004	n13					AL3G48680									Cg001G033800									
N3.HOG0000162	OG0000004	n17					AL5G22440, AL6G44150						XP_010513002.1	XP_023638968.1											
N3.HOG0000163	OG0000004	n21			jg25786		AL1G56670						XP_019100869.1												
N3.HOG0000164	OG0000004	n36					AL3G22550, AL5G26100, AL7G39190, AL3G46930, AL2G10670, AL5G14470, AL8G16780, AL1G59080, AL4G28670, AL4G26210						XP_010468701.1, XP_019099765.1	XP_006300431.2						El006G291650, El007G350510					
N3.HOG0000165	OG0000004	n52					AL8G17990, AL4G17570						XP_010495244.1, XP_010495165.1	XP_023632892.1, XP_023635799.1		Cg004G154080				El002G127280					
N3.HOG0000166	OG0000004	n69											XP_010462981.1							El005G255260					
N3.HOG0000167	OG0000004	n80					AL7G47010						XP_010474601.1, XP_019095662.1												
N3.HOG0000168	OG0000004	n88											XP_010425346.1, XP_010490159.1, XP_010419021.1							El001G079820					
N3.HOG0000169	OG0000004	n103											XP_010481107.1												
N3.HOG0000170	OG0000004	n113				XP_020872418.1, XP_020867739.1	AL5G12810						XP_010463143.1	XP_023633818.1											
N3.HOG0000171	OG0000004	n133			jg17252																				
N3.HOG0000172	OG0000004	n141					AL6G27580						XP_010451888.1, XP_019085420.1, XP_010431327.1, XP_010436659.1		evm.model.RL_2.401										
N3.HOG0000173	OG0000004	n167					AL5G15620, AL1G31370						XP_019089229.1, XP_010431244.1												
N3.HOG0000174	OG0000004	n176															CARHR254290								
N3.HOG0000175	OG0000004	n184					AL3G28120, AL3G23500, AL7G39870	AT2G22440.1					XP_019097419.1	XP_023644510.1		Cg005G167340				El001G052930, El004G230860, El003G157040					
N3.HOG0000176	OG0000004	n193					AL47U10020, AL3G43540, AL3G50410										CARHR214930								
N3.HOG0000177	OG0000004	n196											XP_010445866.1, XP_010513025.1, XP_019093315.1, XP_010419097.1	XP_023644490.1						El005G268240					
N3.HOG0000178	OG0000004	n212															CARHR142010								
N3.HOG0000179	OG0000004	n215					nbis-gene-231																		
N3.HOG0000180	OG0000004	n217					AL8G17890																		
N3.HOG0000181	OG0000004	n245											XP_010412832.1												
N3.HOG0000182	OG0000004	n267											XP_010430888.1												
N3.HOG0000183	OG0000004	n268											XP_010419180.1												
N3.HOG0000184	OG0000004	n419											XP_010473903.1, XP_019087479.1, XP_010512944.1, XP_019099570.1			Cg007G260170				El005G268230					
N3.HOG0000185	OG0000004	n528					AL1G63670, AL8G39910													El006G301060					
N3.HOG0000186	OG0000004	n699					AL7G43450, AL5G14690, AL4G13050, AL4G31100, AL6G34180								evm.model.RL_2.402										
N3.HOG0000187	OG0000004	n719					AL4G37840							XP_023642406.1, XP_023644536.1, XP_023640443.1, XP_023633512.1, XP_023634309.1, XP_023640349.1											
N3.HOG0000188	OG0000004	n731					AL3G15150																		
N3.HOG0000189	OG0000004	n734					AL9U11110, AL7G39420, AL7G41970, AL2G28000, AL7G52320																		
N3.HOG0000190	OG0000004	n742				XP_020874113.1	AL2G18100, AL8G13780, AL7G43930, AL4G15390, AL5G12120, AL5G12320, AL6G42260, AL7G38790, AL2G19780, AL4G14060, AL5G21300, AL8G22530, AL6G50660, AL110U10010, AL3G47190, AL5G13370, AL5G11100, AL396U10020, AL4G14390, AL5G30910						XP_010445465.1, XP_010513536.1, XP_010468748.2, XP_019101856.1, XP_010418809.1, XP_010445461.1, XP_010424753.1, XP_019094536.1, XP_010480989.1, XP_010446022.1	XP_023639065.1, XP_023634340.1											
N3.HOG0000191	OG0000004	n777			jg27616		AL1G48610, AL8G30500																		
N3.HOG0000192	OG0000004	n869											XP_010451645.1, XP_010446169.1, XP_010481146.1, XP_019101571.1, XP_019087439.1, XP_010456766.1, XP_019092328.1, XP_010424493.1, XP_010481092.1, XP_010468192.1, XP_010424608.1	XP_023644538.1, XP_023634315.1, XP_023643231.1											
N3.HOG0000193	OG0000004	n886											XP_010495441.1, XP_010495306.1, XP_010468796.1, XP_010480636.1, XP_010481232.1	XP_023633877.1											
N3.HOG0000194	OG0000004	n892											XP_019094514.1, XP_010495329.1, XP_010490248.1, XP_019085377.1, XP_010424289.1, XP_010513530.1, XP_010468779.1, XP_019096517.1, XP_010451493.1, XP_019091159.1, XP_010468536.1, XP_010484944.1, XP_010507233.1, XP_010513001.1, XP_019099624.1, XP_010430691.1, XP_010506884.1, XP_010412448.1, XP_019094471.1, XP_019089246.1, XP_010495217.1	XP_023644483.1, XP_023645887.1											
N3.HOG0000195	OG0000005	n12			jg20691, jg3218		AL1G49730																		
N3.HOG0000196	OG0000005	n18				XP_020889795.1																			
N3.HOG0000197	OG0000005	n25													evm.model.RL_2.975, evm.model.RL_4.402	Cg007G268560	CARHR034640, CARHR017910								
N3.HOG0000198	OG0000005	n31			jg19324, jg12452		AL6G36520								evm.model.RL_4.816, evm.model.RL_4.229		CARHR145720								
N3.HOG0000199	OG0000005	n42			jg12267, jg12278																				
N3.HOG0000200	OG0000005	n61															CARHR055780								
N3.HOG0000201	OG0000005	n71													evm.model.RL_8.2917	Cg007G253430									
N3.HOG0000202	OG0000005	n81				XP_020876464.1, XP_020881689.1	AL9U10020						XP_010456726.1, XP_010473781.1, XP_019093287.1, XP_010507310.1, XP_010506896.1, XP_010495420.1	XP_006292284.1		Cg008G308830	CARHR114650								
N3.HOG0000203	OG0000005	n95															CARHR153540								
N3.HOG0000204	OG0000005	n96					AL5G21470, AL5G14390										CARHR160220								
N3.HOG0000205	OG0000005	n113				XP_020882780.1	AL8G23160								evm.model.RL_7.1952					El003G166140					
N3.HOG0000206	OG0000005	n116						AT4G09490.1					XP_019096542.1		evm.model.RL_8.339					El001G039730					
N3.HOG0000207	OG0000005	n139						AT3G26855.1																	
N3.HOG0000208	OG0000005	n153			jg20041															El002G120600					
N3.HOG0000209	OG0000005	n165														Cg005G186690, Cg003G078000, Cg005G192860									
N3.HOG0000210	OG0000005	n214					AL2G39630						XP_010474388.1, XP_010445324.1, XP_010418625.1, XP_019091186.1, XP_010412434.1, XP_010506918.1, XP_019092367.1, XP_010419080.1, XP_019082570.1, XP_019093323.1, XP_010490288.1, XP_010473858.1, XP_010512831.1, XP_010436807.1, XP_010423650.1, XP_010457037.1, XP_019086349.1, XP_019096504.1, XP_019092384.1, XP_010485041.1, XP_010495742.1, XP_010468814.1, XP_010436406.1, XP_010468349.1, XP_010431090.1		evm.model.RL_1.1902										
N3.HOG0000211	OG0000005	n269											XP_010507589.1, XP_010462909.1												
N3.HOG0000212	OG0000005	n280			jg28095																				
N3.HOG0000213	OG0000005	n282			jg17698								XP_010481118.1			Cg003G086520									
N3.HOG0000214	OG0000005	n300											XP_019097511.1, XP_010463404.1												
N3.HOG0000215	OG0000005	n305																		El007G334770, El007G349450, El004G214900					
N3.HOG0000216	OG0000005	n308											XP_019097316.1												
N3.HOG0000217	OG0000005	n441											XP_010445339.1, XP_010474119.1, XP_010419407.1, XP_019089129.1	XP_023641325.1						El002G135600					
N3.HOG0000218	OG0000005	n450					AL4G34770, AL4G46120													El005G258250, El003G177260, El001G065660					
N3.HOG0000219	OG0000005	n457													evm.model.RL_2.1105					El003G186250, El001G082120					
N3.HOG0000220	OG0000005	n476																		El006G304740, El004G194240, El006G320990					
N3.HOG0000221	OG0000005	n505					AL8G14160																		
N3.HOG0000222	OG0000005	n509					AL3G38620, AL3G49760, AL4G40870, AL5G22670, AL1G55360, AL6G10570													El001G081400					
N3.HOG0000223	OG0000005	n521													evm.model.RL_1.1903										
N3.HOG0000224	OG0000005	n532					AL2G12600						XP_010462630.1			Cg001G022240									
N3.HOG0000225	OG0000005	n541											XP_010424774.1, XP_019085342.1												
N3.HOG0000226	OG0000005	n554					AL4G10690						XP_010468460.1			Cg005G188160									
N3.HOG0000227	OG0000005	n591											XP_010419203.2												
N3.HOG0000228	OG0000005	n592											XP_019096054.1, XP_019090183.1							El002G122730					
N3.HOG0000229	OG0000005	n611				XP_020876055.1, XP_020877155.1																			
N3.HOG0000230	OG0000005	n612				XP_020867197.1	AL1G62100	AT2G06845.1					XP_019089031.1	XP_023639614.1						El006G308020, El003G156400					
N3.HOG0000231	OG0000005	n625			jg1846, jg6872, jg23533		AL251U10020, AL3G32130						XP_010424733.1, XP_010446224.1, XP_019101780.1, XP_019085473.1							El003G167150					
N3.HOG0000232	OG0000005	n653												XP_023639354.1						El003G184490					
N3.HOG0000233	OG0000005	n656			jg17538	XP_020883429.1														El004G208560					
N3.HOG0000234	OG0000005	n660			jg11602	XP_020887659.1		AT1G10000.1							evm.model.RL_1.1086					El002G104670, El006G315290, El001G049310, El004G194230					
N3.HOG0000235	OG0000005	n697												XP_023644435.1, XP_023644436.1											
N3.HOG0000236	OG0000005	n701					AL3G41770						XP_010445906.1				CARHR091740			El006G313160					
N3.HOG0000237	OG0000005	n704					AL8G42570										CARHR034120, CARHR056420								
N3.HOG0000238	OG0000005	n708															CARHR077050								
N3.HOG0000239	OG0000005	n712															CARHR059740								
N3.HOG0000240	OG0000005	n716			jg27990, jg32334																				
N3.HOG0000241	OG0000005	n718			jg13667			AT3G29791.1																	
N3.HOG0000242	OG0000005	n731						ATMG01250.1								Cg005G185830									
N3.HOG0000243	OG0000005	n739					AL4G10500																		
N3.HOG0000244	OG0000005	n741					AL6G49130							XP_023634342.1			CARHR248000								
N3.HOG0000245	OG0000005	n751			jg13854															El004G214890					
N3.HOG0000246	OG0000005	n756			jg1845															El002G120930, El007G348880					
N3.HOG0000247	OG0000005	n766														Cg008G295320									
N3.HOG0000248	OG0000005	n771														Cg005G188150									
N3.HOG0000249	OG0000005	n778			jg32583, jg32326, jg14085																				
N3.HOG0000250	OG0000005	n783			jg11603								XP_010474618.1, XP_019096503.1, XP_010451507.1, XP_019085410.1, XP_010451521.1, XP_010456831.1, XP_010506895.1, XP_010490116.1												
N3.HOG0000251	OG0000005	n792			jg25251, jg5560																				
N3.HOG0000252	OG0000005	n797														Cg001G022230									
N3.HOG0000253	OG0000005	n805			jg8025, jg11080, jg14183, jg14024, jg21899, jg13959, jg1165, jg13498, jg21058, jg18867, jg13113		AL7G37950								evm.model.RL_1.1904, evm.model.RL_2.461	Cg003G087270				El002G122720					
N3.HOG0000254	OG0000005	n842			jg21920															El007G349440, El001G070000					
N3.HOG0000255	OG0000005	n848			jg21901, jg12230															El002G135590, El005G263180					
N3.HOG0000256	OG0000005	n855														Cg005G189270									
N3.HOG0000257	OG0000005	n859			jg27468									XP_023640809.1						El006G313170					
N3.HOG0000258	OG0000005	n877				XP_020885673.1							XP_010484733.1, XP_010507009.1												
N3.HOG0000259	OG0000005	n907																		El003G183090					
N3.HOG0000260	OG0000005	n916			jg21611, jg16911, jg12161, jg12492															El002G106850					
N3.HOG0000261	OG0000005	n923													evm.model.RL_2.1096					El007G348140					
