Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0000027	XP_033144191.1	Ag093G5459600
OG0000027	XP_009108162.1	Ag021G2620200
OG0000027	XP_009108168.1	Ag021G2618400
OG0000028	XP_033140818.1, XP_009127105.2, XP_009127106.1, XP_033140823.1	Ag078G5387500
OG0000029	XP_009103430.1, XP_009103792.1, XP_033136629.1	Ag002G0180900, Ag022G2648100
OG0000030	XP_033144643.1, XP_033142641.1, XP_009145735.1, XP_033138328.1, XP_033137984.1, XP_009141814.1	Ag014G2144800, Ag014G2145600, Ag014G2146200, Ag014G2146400, Ag014G2146900, Ag014G2147100, Ag014G2147000, Ag014G2146700, Ag014G2145800, Ag014G2145100, Ag014G2144300, Ag014G2147700
OG0000030	XP_033129474.1, XP_033128828.1, XP_033131947.1	Ag014G1952600, Ag014G1958800, Ag014G1958700, Ag014G1965000, Ag042G4396900, Ag042G4397700, Ag042G4398200, Ag014G1952300, Ag014G1952400
OG0000030	XP_033134242.1, XP_033148474.1, XP_033143643.1	Ag014G2099300, Ag027G3062200, Ag014G1975300
OG0000030	XP_033131797.1	Ag014G1840000
OG0000030	XP_018510426.1	Ag013G1357800
OG0000031	XP_033134208.1	Ag012G1290800
OG0000031	XP_009150829.1	Ag030G3130300
OG0000031	XP_033128785.1, XP_033134480.1, XP_009103830.2, XP_033141110.1, XP_009114691.2, XP_009151526.1, XP_033131640.1, XP_009128527.1, XP_009128535.1	Ag011G1132700, Ag003G0359800
OG0000031	XP_018513795.1, XP_033141100.1, XP_009112384.1, XP_009144965.1, XP_009150353.1, XP_009124884.2, XP_033139364.1, XP_033139558.1, XP_009123947.1, XP_009120275.1, XP_009118918.2, XP_009138594.2, XP_009145102.2, XP_033138741.1, XP_009150108.2, XP_009124343.1, XP_009111088.1, XP_009113173.1, XP_009126345.2, XP_033131133.1, XP_009124322.1, XP_009121360.1, XP_033129314.1, XP_033143295.1, XP_033144628.1	Ag057G4960600
OG0000032	XP_033143621.1	Ag005G0786000
OG0000032	XP_033134901.1, XP_033128608.1	Ag011G1160200, Ag011G1160300, Ag011G1160400
OG0000032	XP_033138010.1, XP_033148490.1, XP_009121348.3, XP_033133939.1, XP_033143197.1, XP_033131889.1, XP_033134268.1, XP_033143189.1, XP_033139131.1, XP_033134440.1, XP_009126581.2, XP_033143500.1, XP_033134407.1, XP_033137139.1, XP_033131579.1, XP_033131448.1, XP_033147249.1, XP_018509024.2, XP_033148489.1	Ag051G4814500
OG0000034	XP_009137321.1, XP_009136929.1	Ag093G5459200, Ag033G3498700
OG0000034	XP_009136747.2	Ag093G5459500, Ag033G3498900
OG0000034	XP_009137324.1, XP_033135404.1	Ag033G3477100, Ag052G4847100
OG0000034	XP_009137188.1, XP_009134716.1	Ag048G4579800
OG0000034	XP_009124034.1	Ag033G3500300, Ag093G5461000
OG0000034	XP_009137317.1, XP_009108599.1	Ag033G3500200, Ag093G5460400
OG0000034	XP_033143795.1	Ag033G3498800, Ag093G5459400
OG0000035	XP_033148603.1, XP_033129319.1, XP_033129317.1, XP_018515237.2, XP_033129460.1	Ag061G5042200, Ag007G0851700, Ag007G0851600, Ag015G2256800, Ag031G3385600
OG0000035	XP_009144181.2, XP_009107908.2, XP_009130015.1, XP_033131299.1, XP_033138421.1, XP_033142140.1, XP_033138747.1, XP_033131849.1, XP_009145711.2, XP_009123716.1, XP_033145213.1, XP_033133960.1, XP_033138807.1, XP_033129339.1, XP_033136536.1, XP_033129338.1, XP_009120701.1, XP_033138808.1, XP_033145214.1, XP_009108653.1, XP_009111034.2, XP_033133919.1, XP_009108652.2	Ag023G2806500
OG0000035	XP_033130356.1, XP_033142926.1, XP_033142234.1, XP_033144985.1, XP_033139815.1, XP_033139776.1, XP_009145180.1, XP_033138759.1	Ag042G4402900, Ag032G3436200
OG0000038	XP_018510911.1	Ag013G1382300, Ag066G5165400, Ag002G0115800
OG0000039	XP_033138939.1	Ag033G3629500
OG0000040	XP_033148631.1	Ag031G3415700
OG0000042	XP_033129992.1	Ag007G0876900, Ag096G5474100
OG0000042	XP_009108258.2	Ag015G2214400, Ag011G1070600
OG0000042	XP_009138234.2, XP_033131226.1, XP_009151481.2, XP_033141105.1, XP_033129573.1, XP_033131887.1	Ag023G2817300, Ag039G4253700, Ag002G0154100
OG0000042	XP_033145843.1, XP_033143238.1, XP_033148584.1, XP_018515301.2, XP_033136651.1, XP_033130759.1, XP_033132456.1	Ag014G2104800
OG0000042	XP_033130756.1, XP_033144303.1	Ag009G0976800, Ag006G0824100
OG0000042	XP_033135352.1	Ag013G1471600
OG0000046	XP_033146209.1, XP_033136827.1, XP_033146848.1, XP_033141133.1, XP_033131463.1, XP_033139854.1, XP_009129598.2, XP_033148784.1, XP_033131827.1, XP_009114167.2, XP_018512849.2, XP_033148557.1, XP_033129976.1	Ag004G0691700
OG0000048	XP_009141214.1, XP_033145357.1	Ag039G4227200, Ag039G4227400, Ag039G4227300
OG0000048	XP_009127532.1, XP_033139568.1, XP_009123149.2	Ag013G1657300, Ag013G1657200, Ag013G1657100, Ag013G1657000, Ag013G1657400, Ag013G1658600, Ag013G1658500, Ag013G1651500, Ag013G1657700, Ag022G2632300
OG0000048	XP_033137775.1, XP_033137778.1, XP_033146467.1, XP_033145502.1, XP_033148635.1, XP_033147829.1, XP_033146958.1, XP_009142442.1	Ag034G3744100, Ag013G1648400, Ag016G2390700, Ag013G1573400, Ag013G1573000, Ag013G1626000, Ag013G1648500, Ag013G1647900
OG0000049	XP_033141114.1	Ag055G4909600, Ag034G3947200, Ag034G3947100, Ag068G5223300, Ag061G5034500
OG0000050	XP_033128725.1	Ag019G2535000, Ag013G1454200, Ag002G0129500, Ag014G1805000, Ag002G0202200, Ag015G2221900, Ag015G2264900, Ag025G2919100, Ag014G2113900
OG0000050	XP_033146215.1, XP_033146249.1, XP_033133626.1, XP_033144846.1, XP_033134003.1	Ag016G2298800, Ag034G3860900, Ag015G2213900, Ag020G2565400, Ag003G0365400, Ag022G2666500, Ag013G1429800, Ag023G2797800, Ag078G5357100, Ag088G5430600, Ag006G0803400, Ag034G3970700, Ag066G5153700
OG0000050	XP_009105612.1	Ag031G3328800, Ag019G2527600, Ag020G2554600
OG0000051	XP_009119376.1, XP_009121616.2, XP_009118690.1	Ag034G3687900
OG0000051	XP_009142066.1, XP_018513039.2	Ag003G0386300, Ag003G0378700, Ag003G0386600
OG0000051	XP_009142840.1, XP_033138797.1, XP_033138543.1, XP_033148410.1	Ag003G0385100, Ag003G0385000, Ag003G0384900
OG0000054	XP_033141137.1, XP_033148483.1, XP_033133347.1	Ag043G4433900
OG0000055	XP_009131379.2, XP_033144999.1, XP_009121596.1, XP_033131219.1	Ag034G4065400
OG0000055	XP_033143242.1	Ag014G2041700
OG0000055	XP_033139674.1	Ag014G2041600
OG0000055	XP_033128815.1	Ag039G4264100, Ag014G2046500, Ag014G2046000, Ag014G2045800, Ag001G0027100
OG0000056	XP_033135114.1, XP_009113108.1	Ag011G1149600, Ag011G1148500
OG0000056	XP_009105844.1	Ag039G4248400
OG0000056	XP_009112692.1, XP_009113075.1	Ag002G0180000
OG0000058	XP_033147285.1, XP_009114424.1	Ag001G0033300, Ag033G3511000, Ag006G0820100
OG0000058	XP_033143352.1, XP_033141140.1, XP_033131591.1, XP_009145099.2, XP_033139240.1, XP_033131993.1, XP_033134311.1, XP_033138233.1, XP_033143404.1, XP_033148539.1, XP_033134272.1, XP_033129427.1, XP_033139241.1, XP_033129412.1, XP_033131764.1, XP_033148531.1, XP_033131195.1, XP_033139143.1, XP_033131918.1, XP_033131462.1, XP_033134234.1, XP_033134349.1, XP_033130753.1, XP_033145221.1, XP_033141098.1, XP_033139492.1, XP_033137200.1, XP_033134400.1, XP_033139188.1, XP_033148815.1, XP_033131068.1, XP_033132741.1, XP_033141134.1, XP_033146849.1	Ag007G0902800, Ag002G0124000, Ag002G0117600, Ag027G3030700, Ag004G0691500
OG0000058	XP_033131067.1, XP_033136880.1, XP_033148558.1, XP_009150325.2, XP_033133377.1	Ag027G3040100, Ag048G4695000, Ag056G4940000
OG0000061	XP_009133988.1	Ag007G0932800, Ag024G2852400, Ag002G0098400, Ag025G2913600
OG0000061	XP_033141091.1, XP_009142554.1, XP_009120970.2, XP_009107397.1	Ag025G2971300, Ag025G2971100
OG0000061	XP_033137465.1	Ag025G2914700
OG0000061	XP_033145824.1, XP_009140814.1	Ag013G1477400, Ag013G1477100, Ag013G1476800
OG0000061	XP_033145280.1	Ag013G1627600
OG0000061	XP_033134438.1	Ag056G4940400
OG0000062	XP_018509055.1	Ag033G3580500, Ag033G3643400, Ag090G5454300
OG0000062	XP_009123328.1, XP_009123413.1, XP_009123715.1, XP_009151569.2	Ag031G3251600, Ag031G3301000, Ag082G5407200, Ag075G5303000, Ag002G0140500
OG0000062	XP_009106514.2, XP_033138783.1, XP_033134230.1, XP_033129421.1	Ag044G4491100, Ag016G2329800, Ag034G3892100
OG0000065	XP_033134366.1, XP_009125066.1	Ag003G0361000
OG0000065	XP_009127499.1, XP_009105243.1, XP_018512198.1, XP_009127512.1	Ag016G2372900, Ag016G2372400
OG0000066	XP_009125303.1, XP_009110843.1, XP_009112178.1, XP_009129719.2, XP_009114048.1, XP_009131154.1	Ag004G0438400, Ag013G1525900, Ag013G1525800, Ag016G2348500, Ag034G3765900, Ag034G3780100
OG0000066	XP_009104699.1, XP_009125263.1, XP_009131189.1, XP_009130061.1, XP_018511751.1	Ag048G4702700
OG0000067	XP_033148589.1, XP_033138226.1	Ag041G4373900, Ag010G1017800
OG0000067	XP_033139687.1, XP_033129159.1, XP_033136430.1, XP_033143282.1, XP_033136468.1, XP_033144325.1, XP_033132812.1	Ag011G1139500
OG0000067	XP_033147465.1	Ag066G5128400, Ag033G3619700, Ag002G0134400, Ag022G2724600, Ag031G3235200, Ag023G2826600
OG0000067	XP_018508435.1	Ag013G1533100
OG0000067	XP_033143570.1, XP_033144765.1	Ag031G3254900
OG0000067	XP_018508607.1	Ag007G0854100, Ag013G1533000
OG0000068	XP_033137765.1, XP_009122279.3, XP_033144949.1, XP_033144954.1	Ag011G1073300, Ag011G1073200, Ag014G1989500, Ag011G1073900
OG0000068	XP_009141809.2, XP_033145607.1, XP_033145605.1, XP_033145608.1, XP_009106287.1, XP_009106290.2, XP_033144956.1, XP_009131006.1, XP_033136756.1, XP_009130957.1, XP_009130959.2, XP_033144664.1	Ag013G1504700, Ag048G4718500
OG0000069	XP_033144869.1	Ag048G4643500
OG0000069	XP_018512413.1, XP_009105410.1	Ag048G4574700, Ag048G4708100, Ag034G3920200, Ag048G4553800, Ag048G4563500, Ag001G0079400, Ag048G4644300, Ag048G4643100
OG0000069	XP_033128537.1, XP_009102077.1, XP_018511249.1	Ag031G3335200, Ag031G3335500, Ag031G3335400
OG0000070	XP_009123589.1, XP_033136464.1	Ag039G4215000
OG0000070	XP_009149503.1	Ag034G3976800
OG0000070	XP_009104691.1, XP_009106248.2, XP_009128146.1	Ag048G4685000
OG0000070	XP_033128831.1, XP_009147939.1, XP_033133669.1	Ag025G2960200, Ag025G2959800, Ag025G2962600, Ag025G2962700, Ag025G2947000, Ag025G2946300, Ag025G2959700, Ag025G2959400, Ag025G2974100, Ag025G2973400, Ag025G2973600, Ag025G2946200, Ag025G2946900
OG0000072	XP_009102269.1	Ag051G4812200
OG0000072	XP_033141779.1, XP_009115922.2, XP_009122875.1, XP_009119460.3, XP_033138069.1, XP_009111623.2	Ag067G5173800, Ag020G2570900, Ag011G1215000, Ag022G2752500, Ag011G1246100, Ag001G0081500, Ag033G3527000, Ag011G1215100, Ag039G4238000, Ag055G4918900, Ag039G4305000, Ag068G5225100
OG0000072	XP_033146737.1	Ag002G0206800
OG0000073	XP_009117227.2	Ag077G5319300
OG0000073	XP_009123855.2, XP_009151176.1, XP_009146107.2, XP_009145290.1, XP_033134421.1, XP_018512867.1, XP_018509809.1, XP_009140644.2	Ag028G3078200
OG0000073	XP_033141168.1	Ag048G4703300
OG0000074	XP_009119511.1, XP_033131958.1	Ag025G2969700
OG0000075	XP_009101862.1	Ag021G2601300
OG0000076	XP_009101919.1	Ag011G1037000
OG0000076	XP_009132713.2, XP_009132712.2, XP_009141118.1, XP_033146437.1, XP_018512826.1, XP_009132724.1	Ag025G2903400
OG0000076	XP_009141423.1, XP_009141039.2, XP_009141424.2	Ag013G1628100, Ag013G1627300, Ag013G1626200, Ag006G0795200, Ag013G1628200, Ag013G1627800, Ag011G1200000
OG0000076	XP_009134123.2, XP_033134012.1, XP_009126890.1, XP_033147785.1, XP_009134127.2, XP_018514362.2, XP_009134129.2, XP_009134122.2	Ag031G3285200, Ag031G3285100, Ag031G3285000, Ag011G1144200, Ag011G1144100, Ag006G0793600, Ag011G1036500, Ag011G1036300, Ag006G0792700, Ag034G3899200, Ag034G3899100
OG0000077	XP_033139970.1	Ag033G3566700
OG0000077	XP_033141183.1	Ag001G0019700, Ag025G2944900
OG0000077	XP_009148269.1	Ag002G0173900, Ag034G3775500
OG0000077	XP_009113876.1, XP_009149053.2	Ag006G0838600
OG0000079	XP_009128331.1, XP_033137616.1, XP_033144013.1, XP_033145947.1, XP_033147003.1, XP_033133869.1, XP_033132648.1, XP_009104162.1, XP_009128728.2, XP_033145258.1, XP_033141181.1, XP_033141130.1, XP_033129223.1, XP_033139099.1, XP_033129128.1, XP_033129127.1, XP_033147269.1, XP_033136406.1, XP_033148881.1, XP_033133874.1, XP_033130432.1, XP_033131180.1, XP_033147836.1, XP_009121263.2, XP_033146531.1, XP_009122926.1, XP_033143107.1, XP_033143236.1, XP_033136497.1, XP_033134319.1, XP_033147267.1, XP_009108250.2, XP_033148205.1, XP_033131034.1, XP_033129991.1, XP_033134219.1, XP_033145242.1, XP_033131468.1, XP_033139661.1, XP_033129913.1, XP_033128795.1, XP_033130871.1, XP_033146432.1, XP_033128838.1, XP_033133429.1, XP_033146434.1, XP_033128695.1, XP_033129645.1	Ag013G1457500, Ag048G4621400, Ag034G3932500, Ag057G4952600, Ag031G3220200, Ag096G5473600, Ag004G0591700, Ag013G1365900, Ag011G1219700, Ag013G1389800, Ag004G0767900, Ag066G5147300
OG0000080	XP_009148191.1, XP_009150004.1, XP_009151077.1, XP_009102487.2, XP_033130157.1, XP_033145284.1, XP_009106504.1, XP_033131941.1, XP_033133427.1, XP_033145641.1, XP_033129458.1, XP_033129334.1, XP_033136494.1, XP_009150329.2, XP_018509861.2, XP_033143233.1, XP_033134320.1, XP_033134265.1, XP_009108248.2, XP_018514427.2, XP_009103023.3, XP_033134335.1, XP_033136291.1, XP_033143341.1	Ag025G2955200, Ag031G3220300, Ag042G4408900, Ag025G2921000, Ag024G2850500, Ag007G0892400, Ag014G1963800, Ag013G1458800, Ag031G3395500, Ag011G1186400, Ag048G4623700
OG0000081	XP_018509212.1, XP_033131829.1, XP_033133259.1	Ag019G2512100, Ag066G5159500, Ag002G0249600, Ag043G4447600, Ag014G2017300
OG0000081	XP_009136781.1, XP_009107885.2, XP_033142712.1, XP_033132815.1, XP_033139711.1, XP_033129160.1, XP_009107884.2, XP_009149633.1	Ag013G1532900, Ag015G2210200, Ag033G3619800, Ag034G3937400, Ag066G5128300, Ag050G4763200, Ag033G3590000, Ag011G1174500
OG0000082	XP_033144158.1	Ag014G1913600, Ag038G4146900
OG0000082	XP_018510014.1, XP_033131405.1, XP_009110495.1, XP_033146528.1	Ag066G5133800
OG0000083	XP_009145070.2	Ag017G2428700
OG0000083	XP_033146873.1	Ag001G0043300
OG0000086	XP_009140166.1	Ag039G4314100, Ag014G2067200, Ag014G2064700, Ag012G1307900, Ag014G2067300
OG0000086	XP_009139752.1	Ag025G2922800
OG0000086	XP_009132807.1	Ag036G4084000
OG0000089	XP_009150907.1	Ag004G0519800
OG0000089	XP_009150568.2, XP_009149954.2	Ag055G4906500, Ag004G0479400
OG0000089	XP_009144365.1, XP_009141007.2	Ag013G1621300
OG0000089	XP_009121863.1	Ag013G1488000
OG0000089	XP_009113926.1, XP_009101721.2	Ag016G2360800
OG0000089	XP_009123590.1	Ag033G3591100
OG0000089	XP_018514901.1	Ag023G2824600
OG0000089	XP_009106234.1	Ag048G4693300
OG0000090	XP_033147238.1	Ag062G5054300, Ag007G0888700, Ag075G5298700, Ag055G4921900
OG0000090	XP_033128016.1, XP_033136189.1	Ag021G2604300, Ag013G1401800, Ag003G0404200
OG0000090	XP_009114438.1, XP_033147067.1, XP_009139876.1, XP_009138593.2, XP_033141256.1, XP_033148504.1, XP_033134639.1, XP_033133394.1, XP_033141800.1, XP_033147237.1	Ag013G1764600, Ag056G4937000, Ag003G0343600, Ag068G5212400, Ag002G0264300, Ag048G4621900, Ag019G2531000, Ag006G0823200, Ag013G1384300
OG0000091	XP_009149894.1	Ag039G4278700
OG0000091	XP_009131995.2, XP_033142283.1, XP_009116363.1	Ag006G0816700
OG0000091	XP_009131797.1, XP_009120802.1	Ag004G0570300
OG0000091	XP_018508112.1	Ag014G2119500, Ag014G2119400, Ag014G2119100
OG0000095	XP_009134223.1, XP_009140586.1	Ag016G2362700, Ag016G2305100, Ag024G2851600, Ag006G0800000, Ag016G2308200, Ag006G0799900
OG0000095	XP_033145265.1	Ag039G4205200
OG0000096	XP_009136113.1, XP_033130152.1	Ag002G0154900
OG0000098	XP_033141220.1	Ag013G1485800, Ag021G2621100
OG0000098	XP_009120753.1, XP_033144223.1, XP_009137095.2, XP_033143042.1	Ag040G4345100
OG0000098	XP_009150964.1, XP_009130073.1	Ag004G0482500, Ag004G0482700, Ag014G2044400
OG0000100	XP_018509586.1	Ag002G0112700, Ag063G5079400
OG0000100	XP_033135321.1	Ag063G5086400, Ag002G0116500
OG0000101	XP_033135654.1	Ag037G4126400
OG0000101	XP_033143361.1, XP_033133927.1	Ag017G2433300, Ag013G1679700
OG0000102	XP_009140229.1	Ag016G2365900, Ag016G2370500, Ag016G2369900
OG0000102	XP_009110937.1, XP_033135887.1	Ag016G2370800
OG0000102	XP_033136290.1, XP_033140146.1	Ag016G2368300
OG0000105	XP_009144642.1	Ag011G1082400
OG0000105	XP_033141697.1, XP_009113336.1, XP_009126271.2, XP_033141972.1	Ag025G2901500
OG0000106	XP_033141352.1, XP_033135598.1, XP_033135708.1, XP_033132990.1, XP_009119936.1, XP_009138559.1, XP_033134634.1	Ag014G1942900, Ag862G5518700, Ag001G0029000, Ag013G1729500, Ag034G3929600, Ag033G3563600, Ag006G0804600, Ag078G5342100, Ag006G0794900
OG0000107	XP_033142150.1, XP_018513496.2	Ag048G4609600, Ag014G1887900, Ag014G1888100, Ag014G1888000
OG0000107	XP_033131954.1, XP_009113964.1	Ag014G1858900
OG0000107	XP_018514730.2	Ag014G2149500
OG0000107	XP_009140112.1, XP_033142636.1	Ag014G2149100
OG0000107	XP_009145683.1	Ag014G2148700
OG0000107	XP_009136238.1, XP_009145675.1	Ag014G2149800
OG0000107	XP_009111243.1	Ag014G2150100
OG0000107	XP_009107347.1, XP_009117328.1	Ag048G4609500
