HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N17.HOG0000262	OG0000005	n304								XP_033131673.1, XP_033139087.1											
N17.HOG0000263	OG0000005	n317								XP_033139184.1											
N17.HOG0000264	OG0000005	n323							XP_013614903.1	XP_033145199.1, XP_033138856.1, XP_033139537.1											
N17.HOG0000265	OG0000005	n405							XP_013639562.1, XP_013594450.1	XP_033138922.1											
N17.HOG0000266	OG0000005	n408							XP_013632769.1, XP_013624568.1												
N17.HOG0000267	OG0000005	n435								XP_033139353.1, XP_033139489.1, XP_033138946.1											
N17.HOG0000268	OG0000005	n441							XP_013624602.1	XP_033139286.1											
N17.HOG0000269	OG0000005	n446								XP_033142139.1, XP_033141152.1											
N17.HOG0000270	OG0000005	n448								XP_033139497.1											
N17.HOG0000271	OG0000005	n497							XP_013624657.1												
N17.HOG0000272	OG0000005	n499							XP_013613865.1	XP_033139316.1											
N17.HOG0000273	OG0000005	n505								XP_033131095.1, XP_033139207.1											
N17.HOG0000274	OG0000005	n513							XP_013639540.1												
N17.HOG0000275	OG0000005	n523								XP_033139380.1											
N17.HOG0000276	OG0000005	n527								XP_033139140.1											
N17.HOG0000277	OG0000005	n529							XP_013639588.1, XP_013639715.1												
N17.HOG0000278	OG0000005	n535								XP_033138479.1											
N17.HOG0000279	OG0000005	n593							XP_013601164.1	XP_033139222.1, XP_033139526.1, XP_033139499.1, XP_033139354.1, XP_033139287.1, XP_033139242.1, XP_033138902.1, XP_033139528.1, XP_033141136.1, XP_033139289.1, XP_033139427.1, XP_033139424.1, XP_033139498.1, XP_033139368.1											
N17.HOG0000280	OG0000005	n614							XP_013624301.1												
N17.HOG0000281	OG0000005	n644							XP_013589090.1												
N17.HOG0000282	OG0000007	n19							XP_013614260.1, XP_013624837.1, XP_013589419.1												
N17.HOG0000283	OG0000007	n43								XP_033128538.1											
N17.HOG0000284	OG0000007	n44							XP_013639708.1												
N17.HOG0000285	OG0000007	n48								XP_009124768.1											
N17.HOG0000286	OG0000007	n62							XP_013617290.1, XP_013585405.1												
N17.HOG0000287	OG0000007	n74							XP_013634604.1												
N17.HOG0000288	OG0000007	n80							XP_013617289.1												
N17.HOG0000289	OG0000007	n83							XP_013603784.1, XP_013635455.1												
N17.HOG0000290	OG0000007	n92							XP_013623981.1												
N17.HOG0000291	OG0000007	n95							XP_013617071.1												
N17.HOG0000292	OG0000007	n96							XP_013632908.1												
N17.HOG0000293	OG0000007	n120							XP_013633377.1												
N17.HOG0000294	OG0000007	n123							XP_013632977.1, XP_013623353.1, XP_013633146.1, XP_013639247.1, XP_013614053.1	XP_033132504.1											
N17.HOG0000295	OG0000007	n137							XP_013589057.1												
N17.HOG0000296	OG0000007	n139							XP_013617886.1												
N17.HOG0000297	OG0000007	n155							XP_013633894.1												
N17.HOG0000298	OG0000007	n162							XP_013624226.1												
N17.HOG0000299	OG0000007	n163								XP_033131877.1											
N17.HOG0000300	OG0000007	n188							XP_013610211.1												
N17.HOG0000301	OG0000007	n226							XP_013594005.1, XP_013601472.1, XP_013632874.1, XP_013594943.1, XP_013601489.1, XP_013632690.1, XP_013589492.1												
N17.HOG0000302	OG0000007	n233							XP_013634243.1												
N17.HOG0000303	OG0000007	n238							XP_013594807.1												
N17.HOG0000304	OG0000007	n264							XP_013601610.1, XP_013595036.1												
N17.HOG0000305	OG0000007	n268								XP_033134391.1, XP_009103805.2											
N17.HOG0000306	OG0000007	n271								XP_009129528.2, XP_033133945.1											
N17.HOG0000307	OG0000007	n284							XP_013632892.1												
N17.HOG0000308	OG0000007	n301							XP_013601509.1	XP_033137354.1, XP_033148175.1, XP_009151426.1											
N17.HOG0000309	OG0000007	n305								XP_033148049.1											
N17.HOG0000310	OG0000007	n309								XP_018513873.2, XP_033139229.1, XP_009127425.2, XP_033140897.1, XP_009103747.2, XP_033133217.1, XP_033138322.1, XP_009128548.2, XP_009107586.3, XP_033137263.1, XP_009128533.2, XP_033145152.1, XP_033129678.1, XP_009144141.2, XP_033140024.1, XP_033134787.1, XP_033141430.1, XP_009140704.1											
N17.HOG0000311	OG0000007	n333							XP_013596032.1, XP_013617093.1, XP_013589320.1, XP_013608313.1, XP_013624232.1, XP_013634404.1, XP_013639187.1	XP_033146627.1											
N17.HOG0000312	OG0000007	n357							XP_013608445.1												
N17.HOG0000313	OG0000007	n428								XP_033133985.1, XP_033143316.1, XP_033138798.1											
N17.HOG0000314	OG0000007	n431								XP_033141235.1, XP_033133974.1, XP_033141172.1, XP_033145248.1, XP_033143243.1											
N17.HOG0000315	OG0000007	n442							XP_013639373.1	XP_033145376.1, XP_033147221.1, XP_033128792.1, XP_018509939.2											
N17.HOG0000316	OG0000007	n460							XP_013595054.1	XP_033132046.1											
N17.HOG0000317	OG0000007	n463							XP_013617368.1												
N17.HOG0000318	OG0000007	n464							XP_013589618.1	XP_018509717.2, XP_033143434.1, XP_033144206.1, XP_009107562.2, XP_033134788.1, XP_033131027.1, XP_033132428.1, XP_033133980.1, XP_033134568.1, XP_009120419.2, XP_033138143.1, XP_009113464.2, XP_009130602.2, XP_033133922.1, XP_009110769.2, XP_033148269.1, XP_033135997.1, XP_033135405.1											
N17.HOG0000319	OG0000007	n506								XP_033145261.1, XP_033128729.1, XP_033133916.1											
N17.HOG0000320	OG0000007	n532							XP_013632912.1												
N17.HOG0000321	OG0000007	n538								XP_033131629.1											
N17.HOG0000322	OG0000007	n549							XP_013594580.1												
N17.HOG0000323	OG0000007	n563							XP_013607658.1												
