HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N10.HOG0000118	OG0000003	n481									XP_010481038.1										
N10.HOG0000119	OG0000003	n493									XP_019092278.1										
N10.HOG0000120	OG0000003	n530									XP_010436867.1										
N10.HOG0000121	OG0000003	n628									XP_019089220.1										
N10.HOG0000122	OG0000003	n646									XP_010473894.1										
N10.HOG0000123	OG0000003	n652									XP_010431475.1										
N10.HOG0000124	OG0000003	n655									XP_019095868.1										
N10.HOG0000125	OG0000003	n696									XP_010446092.1										
N10.HOG0000126	OG0000003	n716									XP_010419047.1, XP_019087294.1										
N10.HOG0000127	OG0000003	n742									XP_019089103.1										
N10.HOG0000128	OG0000003	n759									XP_010468560.1, XP_010446081.1										
N10.HOG0000129	OG0000003	n776									XP_010424837.2										
N10.HOG0000130	OG0000003	n803									XP_010495645.1										
N10.HOG0000131	OG0000004	n6									XP_010445863.1, XP_010495482.1										
N10.HOG0000132	OG0000004	n10									XP_010446038.1										
N10.HOG0000133	OG0000004	n16									XP_010484959.1, XP_019098112.1, XP_010451376.1, XP_010468186.1, XP_010501684.1	XP_023644517.1, XP_023638874.1									
N10.HOG0000134	OG0000004	n62									XP_010428128.2, XP_010473884.1, XP_010438349.1										
N10.HOG0000135	OG0000004	n158									XP_019096716.1										
N10.HOG0000136	OG0000004	n207									XP_010488713.1										
N10.HOG0000137	OG0000004	n214									XP_019098283.1										
N10.HOG0000138	OG0000004	n222									XP_019097715.1										
N10.HOG0000139	OG0000004	n235									XP_010479590.1, XP_019094707.1										
N10.HOG0000140	OG0000004	n263									XP_019096757.1										
N10.HOG0000141	OG0000004	n308									XP_019096480.1										
N10.HOG0000142	OG0000004	n454									XP_010424301.1										
N10.HOG0000143	OG0000004	n507									XP_019084411.1, XP_010445388.1, XP_010501566.1, XP_010507019.1										
N10.HOG0000144	OG0000004	n582									XP_010518461.1										
N10.HOG0000145	OG0000004	n589									XP_019096689.1										
N10.HOG0000146	OG0000004	n594									XP_010478337.2										
N10.HOG0000147	OG0000004	n595									XP_010495705.2										
N10.HOG0000148	OG0000004	n607									XP_010476476.1, XP_010462917.1										
N10.HOG0000149	OG0000004	n665									XP_010508146.1, XP_019097313.1, XP_010451681.1, XP_019085476.1, XP_019091276.1	XP_023639960.1									
N10.HOG0000150	OG0000004	n680									XP_010480743.1, XP_010474178.1										
N10.HOG0000151	OG0000004	n686									XP_010495973.1, XP_010507007.1, XP_010418888.1, XP_010507177.1, XP_010424969.1, XP_019100923.1, XP_010470702.1, XP_010456912.1	XP_023633832.1									
N10.HOG0000152	OG0000004	n694									XP_010451293.2										
N10.HOG0000153	OG0000004	n696									XP_019094576.1, XP_010481112.1										
N10.HOG0000154	OG0000004	n697									XP_010468418.1, XP_010495146.1, XP_019089063.1										
N10.HOG0000155	OG0000004	n728									XP_010445376.1										
N10.HOG0000156	OG0000004	n761									XP_010494079.1, XP_010448676.1, XP_010494905.1										
N10.HOG0000157	OG0000004	n770									XP_019095344.1, XP_019085777.1, XP_019094874.1										
N10.HOG0000158	OG0000004	n773									XP_019088092.1										
N10.HOG0000159	OG0000004	n784									XP_010468113.1, XP_019085399.1										
N10.HOG0000160	OG0000004	n788										XP_023632701.1									
N10.HOG0000161	OG0000005	n10									XP_019098106.1										
N10.HOG0000162	OG0000005	n12									XP_010468824.1										
N10.HOG0000163	OG0000005	n42										XP_023633718.1									
N10.HOG0000164	OG0000005	n70										XP_023640321.1									
N10.HOG0000165	OG0000005	n92										XP_023639598.1									
N10.HOG0000166	OG0000005	n98									XP_019085415.1, XP_010450321.1										
N10.HOG0000167	OG0000005	n146									XP_010445703.1, XP_010497063.1										
N10.HOG0000168	OG0000005	n170									XP_010490329.1										
N10.HOG0000169	OG0000005	n225										XP_023634510.1									
N10.HOG0000170	OG0000005	n243									XP_010445304.1	XP_023638126.1									
N10.HOG0000171	OG0000005	n253									XP_010484739.1										
N10.HOG0000172	OG0000005	n271									XP_010501919.1										
N10.HOG0000173	OG0000005	n273									XP_010419138.1										
N10.HOG0000174	OG0000005	n299										XP_023633682.1									
N10.HOG0000175	OG0000005	n304									XP_010430868.1, XP_010495615.1, XP_019094583.1										
N10.HOG0000176	OG0000005	n321									XP_019100832.1										
N10.HOG0000177	OG0000005	n323									XP_010412462.1, XP_010451773.2	XP_023645768.1									
N10.HOG0000178	OG0000005	n337									XP_019082606.1, XP_019086332.1										
N10.HOG0000179	OG0000005	n350									XP_010485073.1										
N10.HOG0000180	OG0000005	n364									XP_019082698.1	XP_023640434.1, XP_023642103.1									
N10.HOG0000181	OG0000005	n381									XP_019086296.1										
N10.HOG0000182	OG0000005	n382									XP_010468621.1										
N10.HOG0000183	OG0000005	n411									XP_019098316.1, XP_019094600.1, XP_019097484.1, XP_019086811.1, XP_019091104.1, XP_019089272.1, XP_019085539.1										
N10.HOG0000184	OG0000005	n422									XP_019089029.1										
N10.HOG0000185	OG0000005	n435									XP_019096023.1, XP_010418873.1, XP_019092325.1										
N10.HOG0000186	OG0000005	n465									XP_010445897.1										
N10.HOG0000187	OG0000005	n466									XP_010484749.1										
N10.HOG0000188	OG0000005	n585										XP_023642453.1									
N10.HOG0000189	OG0000005	n718									XP_010412456.1										
N10.HOG0000190	OG0000007	n36									XP_010431602.1, XP_010495651.1										
N10.HOG0000191	OG0000007	n62									XP_010479585.2										
N10.HOG0000192	OG0000007	n74									XP_019086691.1										
N10.HOG0000193	OG0000007	n80									XP_019100941.1										
N10.HOG0000194	OG0000007	n83									XP_010436667.1, XP_010435400.1	XP_023635039.1									
N10.HOG0000195	OG0000007	n92									XP_010496706.1										
N10.HOG0000196	OG0000007	n96									XP_019099475.1										
N10.HOG0000197	OG0000007	n99									XP_010469447.1										
N10.HOG0000198	OG0000007	n105									XP_010481225.1										
N10.HOG0000199	OG0000007	n110									XP_010456919.1, XP_019096427.1										
N10.HOG0000200	OG0000007	n149									XP_010507307.1										
N10.HOG0000201	OG0000007	n172									XP_010511600.1, XP_010507587.1										
N10.HOG0000202	OG0000007	n177									XP_019087477.1										
N10.HOG0000203	OG0000007	n181									XP_010451880.1	XP_023635150.1									
N10.HOG0000204	OG0000007	n188									XP_010485281.1										
N10.HOG0000205	OG0000007	n211									XP_010421049.1										
N10.HOG0000206	OG0000007	n212									XP_010468811.1										
N10.HOG0000207	OG0000007	n237									XP_019087471.1										
N10.HOG0000208	OG0000007	n248									XP_010468495.1, XP_010445987.1, XP_010463082.1, XP_010507576.1, XP_010436436.1, XP_019091129.1, XP_019094477.1, XP_019097408.1, XP_019094446.1, XP_010480912.1	XP_023639048.1, XP_023644546.1									
N10.HOG0000209	OG0000007	n329									XP_010501923.1										
N10.HOG0000210	OG0000007	n364									XP_010496849.2, XP_010436513.1, XP_010471152.1, XP_010468712.1, XP_010445003.1, XP_019085642.1, XP_019096041.1, XP_019096210.1, XP_019097221.1, XP_019088922.1, XP_010477729.2, XP_019094573.1, XP_019091014.1, XP_010446804.2, XP_010416297.2, XP_010445698.1, XP_010456622.1, XP_019087537.1, XP_010445750.1, XP_010424813.1, XP_010495224.1, XP_010418574.1, XP_010436820.1, XP_010474418.1, XP_010436701.1, XP_019100967.1, XP_010445262.1, XP_019087605.1, XP_010506961.1, XP_010489975.1, XP_010463458.1, XP_010496974.1, XP_010418941.1, XP_019087475.1, XP_019082563.1, XP_010481097.1, XP_010445969.1	XP_023641719.1									
N10.HOG0000211	OG0000007	n401									XP_010418993.1, XP_010484977.1, XP_010418557.1, XP_010496147.1	XP_023637544.1									
N10.HOG0000212	OG0000007	n415									XP_019084200.1, XP_010490462.1, XP_010485011.1, XP_010462584.1										
N10.HOG0000213	OG0000007	n419									XP_010485291.1, XP_010478660.1, XP_010500080.1										
N10.HOG0000214	OG0000007	n425									XP_019082601.1, XP_019090940.1, XP_019094917.1, XP_019093341.1, XP_019087695.1, XP_010470530.1, XP_019089183.1										
N10.HOG0000215	OG0000007	n442									XP_019101696.1, XP_019087470.1, XP_010513731.1, XP_010495913.1, XP_010507724.1, XP_010424263.1, XP_010501166.1, XP_019093691.1										
N10.HOG0000216	OG0000007	n506										XP_023636902.1									
N10.HOG0000217	OG0000007	n516									XP_019083796.1, XP_010469173.1, XP_010444914.1										
N10.HOG0000218	OG0000007	n525										XP_023640335.1									
N10.HOG0000219	OG0000007	n529									XP_010489639.1										
N10.HOG0000220	OG0000007	n533									XP_010501823.1										
N10.HOG0000221	OG0000007	n534									XP_010428435.1										
N10.HOG0000222	OG0000007	n558									XP_019099816.1, XP_010463256.1										
N10.HOG0000223	OG0000007	n563										XP_023634292.1									
N10.HOG0000224	OG0000007	n580										XP_023634518.1									
N10.HOG0000225	OG0000007	n581										XP_023644418.1									
N10.HOG0000226	OG0000007	n595										XP_023636143.1, XP_023633251.1, XP_023633686.1, XP_023640302.1									
N10.HOG0000227	OG0000007	n632										XP_023644453.1									
N10.HOG0000228	OG0000007	n636									XP_010436672.1, XP_010478058.1, XP_010507227.1										
N10.HOG0000229	OG0000007	n642									XP_010485068.1										
N10.HOG0000230	OG0000008	n4									XP_010451669.1										
N10.HOG0000231	OG0000008	n31									XP_010484914.2										
N10.HOG0000232	OG0000008	n54									XP_010418963.1, XP_010494551.1, XP_019090719.1										
N10.HOG0000233	OG0000008	n63									XP_019085413.1										
N10.HOG0000234	OG0000008	n85									XP_019084270.1										
N10.HOG0000235	OG0000008	n102									XP_010489748.1, XP_010445056.1, XP_010481083.1, XP_010480985.1, XP_010474114.1, XP_010484992.1, XP_010424520.1, XP_010419764.1, XP_010481160.1, XP_010463507.1										
N10.HOG0000236	OG0000008	n144									XP_019097485.1										
N10.HOG0000237	OG0000008	n146									XP_010451903.1, XP_019085491.1										
N10.HOG0000238	OG0000008	n153									XP_010479356.2										
N10.HOG0000239	OG0000008	n168									XP_010480868.1, XP_010497028.1										
N10.HOG0000240	OG0000008	n174									XP_010445013.1, XP_010507052.1										
N10.HOG0000241	OG0000008	n176									XP_010490195.1										
N10.HOG0000242	OG0000008	n179									XP_019089099.1										
N10.HOG0000243	OG0000008	n182									XP_010497042.1										
N10.HOG0000244	OG0000008	n183									XP_010419054.1, XP_019093233.1, XP_010490230.2, XP_010468775.1, XP_019095563.1, XP_010419092.1										
N10.HOG0000245	OG0000008	n193									XP_010445484.1										
N10.HOG0000246	OG0000008	n200									XP_019100889.1										
N10.HOG0000247	OG0000008	n213										XP_023644880.1, XP_006303816.2									
N10.HOG0000248	OG0000008	n214									XP_010456611.1, XP_010469634.1, XP_010468583.2	XP_023633343.1									
N10.HOG0000249	OG0000008	n264									XP_010474186.1, XP_019097443.1										
N10.HOG0000250	OG0000008	n265									XP_010462780.1	XP_023633617.1									
N10.HOG0000251	OG0000008	n288									XP_010490304.1, XP_010468439.1, XP_019096470.1, XP_010451611.1, XP_019092291.1, XP_010451476.1, XP_010484870.1, XP_019092275.1, XP_010496514.1, XP_010490409.1, XP_019085184.1, XP_010507505.1, XP_010445057.1, XP_010495644.1, XP_010424378.1, XP_010496603.1, XP_010480905.1	XP_006305876.2									
N10.HOG0000252	OG0000008	n337										XP_023644475.1, XP_023640337.1, XP_023633664.1, XP_023642844.1, XP_006279329.2, XP_006300347.2									
N10.HOG0000253	OG0000008	n343									XP_010468434.1, XP_019086304.1, XP_010496023.1	XP_023644459.1									
N10.HOG0000254	OG0000008	n346									XP_010484923.1, XP_010474067.1, XP_019094615.1, XP_010484960.1, XP_010473823.2, XP_010506903.1	XP_006304508.2, XP_023634290.1									
N10.HOG0000255	OG0000008	n370									XP_010484838.1, XP_010425247.1, XP_010480908.1, XP_010451894.1	XP_006282156.2									
N10.HOG0000256	OG0000008	n382									XP_010423670.1, XP_010507012.1	XP_023641902.1									
N10.HOG0000257	OG0000008	n398									XP_010424538.1, XP_019096484.1, XP_019085556.1, XP_019097562.1										
N10.HOG0000258	OG0000008	n419									XP_019098037.1, XP_010507054.1										
N10.HOG0000259	OG0000008	n423									XP_019087817.1, XP_010495527.1										
N10.HOG0000260	OG0000008	n429									XP_019087530.1, XP_010419093.1, XP_019096488.1, XP_010419095.1										
N10.HOG0000261	OG0000008	n436									XP_010480907.2, XP_010445523.1, XP_019089216.1, XP_019096478.1, XP_010445117.1, XP_019091029.1	XP_006299996.2									
N10.HOG0000262	OG0000008	n463									XP_019085490.1, XP_010451904.1										
N10.HOG0000263	OG0000008	n496									XP_010431254.1, XP_010507402.1	XP_023638567.1									
N10.HOG0000264	OG0000008	n509									XP_010507400.1, XP_019101905.1, XP_010431252.2										
N10.HOG0000265	OG0000008	n523									XP_010484804.1, XP_010456594.1										
N10.HOG0000266	OG0000008	n527									XP_010456996.1										
N10.HOG0000267	OG0000008	n534									XP_019102002.1, XP_010468441.1, XP_010451612.1, XP_010456943.1, XP_010424377.2										
N10.HOG0000268	OG0000008	n547									XP_010445494.1										
N10.HOG0000269	OG0000008	n550									XP_019087202.1										
N10.HOG0000270	OG0000008	n557									XP_010495176.1, XP_010497048.1										
N10.HOG0000271	OG0000008	n561									XP_019100926.1, XP_010451668.1, XP_010434876.2, XP_010495526.1, XP_010445463.1, XP_010445485.1										
N10.HOG0000272	OG0000008	n576									XP_019097389.1, XP_019092334.1	XP_023633344.1									
N10.HOG0000273	OG0000008	n584									XP_010480870.1										
N10.HOG0000274	OG0000008	n589									XP_019084336.1										
N10.HOG0000275	OG0000009	n7									XP_019101780.1, XP_010446224.1, XP_010424733.1										
N10.HOG0000276	OG0000009	n28									XP_019085473.1	XP_023639354.1									
N10.HOG0000277	OG0000009	n142									XP_019090183.1										
N10.HOG0000278	OG0000009	n145										XP_023639614.1, XP_023644435.1, XP_023644436.1									
N10.HOG0000279	OG0000009	n176									XP_010481118.1										
N10.HOG0000280	OG0000009	n218									XP_010462630.1										
N10.HOG0000281	OG0000009	n318									XP_010445339.1, XP_010474119.1	XP_023641325.1									
N10.HOG0000282	OG0000009	n321									XP_019089129.1										
N10.HOG0000283	OG0000009	n368									XP_010424774.1, XP_019085342.1										
N10.HOG0000284	OG0000009	n381									XP_010463404.1, XP_019097511.1, XP_010419203.2, XP_019096054.1, XP_010419407.1										
N10.HOG0000285	OG0000009	n400									XP_010462909.1, XP_010507589.1										
N10.HOG0000286	OG0000009	n414										XP_023640352.1									
N10.HOG0000287	OG0000009	n454									XP_010474388.1, XP_010445324.1, XP_010418625.1										
N10.HOG0000288	OG0000009	n458									XP_010419080.1, XP_010506918.1, XP_019092367.1, XP_010412434.1, XP_019082570.1, XP_019093323.1, XP_010490288.1, XP_010473858.1, XP_019091186.1, XP_010512831.1, XP_010436807.1, XP_010423650.1, XP_010457037.1, XP_019086349.1, XP_019096504.1, XP_019092384.1, XP_010485041.1, XP_010436406.1, XP_010468814.1, XP_010495742.1, XP_010431090.1, XP_010468349.1										
N10.HOG0000289	OG0000009	n481									XP_010445906.1, XP_010473781.1										
N10.HOG0000290	OG0000009	n509									XP_010506896.1, XP_010507310.1, XP_019093287.1	XP_006292284.1									
N10.HOG0000291	OG0000009	n512									XP_010495420.1										
N10.HOG0000292	OG0000009	n563									XP_019089031.1										
N10.HOG0000293	OG0000011	n2										XP_023638113.1, XP_023633028.1									
N10.HOG0000294	OG0000011	n26										XP_023644226.1									
N10.HOG0000295	OG0000011	n91									XP_010506471.1, XP_010420141.1, XP_010423040.1, XP_019095544.1, XP_010481212.1, XP_010507282.1, XP_010415695.1	XP_023641372.1									
N10.HOG0000296	OG0000011	n115									XP_010516924.1										
N10.HOG0000297	OG0000011	n136									XP_010445506.1, XP_010495668.1, XP_019085606.1, XP_019101898.1, XP_010473511.2, XP_019090007.1										
N10.HOG0000298	OG0000011	n147									XP_019082510.1, XP_019090103.1, XP_019093634.1										
N10.HOG0000299	OG0000011	n171									XP_010419507.1, XP_010424482.1, XP_010436780.1, XP_019082511.1, XP_010436492.1, XP_010451471.1, XP_010480806.1, XP_010424296.1, XP_019095651.1, XP_010471617.2, XP_019093372.1, XP_010474558.1, XP_019094504.1, XP_019084280.1, XP_010412776.1, XP_010501674.1, XP_010507749.1, XP_010418236.1, XP_010419113.1, XP_019090188.1, XP_010424237.1, XP_010418869.1										
