HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N4.HOG0000019	OG0000000	n754	Ag055G4901500, Ag013G1366000, Ag011G1209700, Ag014G2027100																		
N4.HOG0000020	OG0000000	n761	Ag078G5385300, Ag040G4340700, Ag052G4868500																		
N4.HOG0000021	OG0000000	n766	Ag052G4861800, Ag004G0706900, Ag033G3514900, Ag018G2438300, Ag032G3442900, Ag016G2353100, Ag067G5186800, Ag031G3358900, Ag047G4548700, Ag013G1396900, Ag016G2398200, Ag013G1719000, Ag014G2113700, Ag016G2347700																		
N4.HOG0000022	OG0000000	n822	Ag058G4977700																		
N4.HOG0000023	OG0000000	n850	Ag034G3951900, Ag016G2353000																		
N4.HOG0000024	OG0000000	n876	Ag045G4516900																		
N4.HOG0000025	OG0000000	n887	Ag044G4496600																		
N4.HOG0000026	OG0000000	n890	Ag078G5351600																		
N4.HOG0000027	OG0000000	n917	Ag066G5137400																		
N4.HOG0000028	OG0000000	n990	Ag013G1386400, Ag033G3486500																		
N4.HOG0000029	OG0000000	n995	Ag020G2571600, Ag013G1635500																		
N4.HOG0000030	OG0000000	n1136	Ag031G3406900																		
N4.HOG0000031	OG0000000	n1280	Ag034G3811600																		
N4.HOG0000032	OG0000000	n1300	Ag011G1121000, Ag019G2526000, Ag051G4805800, Ag023G2823300																		
N4.HOG0000033	OG0000000	n1307	Ag067G5173700																		
N4.HOG0000034	OG0000002	n8						Aa_G222330.h1.t1													
N4.HOG0000035	OG0000002	n148						Aa_G417360.h1.t1, Aa_G109850.h1.t1													
N4.HOG0000036	OG0000002	n176						Aa_G504380.h1.t1, Aa_G843080.h1.t1													
N4.HOG0000037	OG0000002	n287						Aa_G973590.h1.t1													
N4.HOG0000038	OG0000002	n292						Aa_G523140.h1.t1, Aa_G139860.h1.t1													
N4.HOG0000039	OG0000002	n305						Aa_G544990.h1.t1													
N4.HOG0000040	OG0000002	n469						Aa_G429320.h1.t1, Aa_G6650.h1.t1, Aa_G440660.h1.t1, Aa_G881120.h1.t1, Aa_G63760.h1.t1, Aa_G201640.h1.t1, Aa_G517450.h1.t1, Aa_G841100.h1.t1, Aa_G891490.h1.t1, Aa_G380080.h1.t1, Aa_G876490.h1.t1													
N4.HOG0000041	OG0000002	n589						Aa_G166190.h1.t1													
N4.HOG0000042	OG0000002	n617						Aa_G871860.h1.t1, Aa_G879130.h1.t1, Aa_G251820.h1.t1, Aa_G700320.h1.t1													
N4.HOG0000043	OG0000002	n621						Aa_G179770.h1.t1													
N4.HOG0000044	OG0000002	n636						Aa_G940570.h1.t1, Aa_G202640.h1.t1													
N4.HOG0000045	OG0000002	n638	Ag013G1414500																		
N4.HOG0000046	OG0000002	n868						Aa_G497900.h1.t1, Aa_G169610.h1.t1, Aa_G62810.h1.t1, Aa_G534810.h1.t1, Aa_G722140.h1.t1, Aa_G211950.h2.t1, Aa_G211950.h1.t1, Aa_G884540.h1.t1, Aa_G181880.h1.t1, Aa_G945300.h1.t1, Aa_G1002640.h1.t1, Aa_G441820.h1.t1, Aa_G919120.h1.t1, Aa_G934630.h1.t1, Aa_G396950.h1.t1, Aa_G36530.h1.t1, Aa_G571690.h1.t1, Aa_G17980.h1.t1, Aa_G55520.h1.t1, Aa_G450290.h1.t1, Aa_G920110.h1.t1, Aa_G177660.h1.t1, Aa_G395200.h1.t1, Aa_G272260.h1.t1, Aa_G272260.h2.t1, Aa_G473920.h1.t1, Aa_G671100.h1.t1, Aa_G294770.h1.t1, Aa_G277830.h1.t1, Aa_G202910.h1.t1													
N4.HOG0000047	OG0000003	n52	Ag004G0503900, Ag004G0543600, Ag031G3303800																		
N4.HOG0000048	OG0000003	n57	Ag078G5363300, Ag034G3954700, Ag016G2342200, Ag033G3590700, Ag003G0322000, Ag003G0316400																		
N4.HOG0000049	OG0000003	n87	Ag022G2672700, Ag014G2084900																		
N4.HOG0000050	OG0000003	n436	Ag014G1978400, Ag039G4231800, Ag011G1040600, Ag016G2400500, Ag014G1921200, Ag049G4724200																		
N4.HOG0000051	OG0000003	n680	Ag013G1682200, Ag011G1271000																		
N4.HOG0000052	OG0000004	n180	Ag014G1801700, Ag035G4075300, Ag012G1323700, Ag071G5244600, Ag012G1283500, Ag054G4887800, Ag042G4418600, Ag014G2066300, Ag034G4033900, Ag038G4153200, Ag024G2851700, Ag068G5218800, Ag004G0700600																		
N4.HOG0000053	OG0000004	n261	Ag010G0992800																		
N4.HOG0000054	OG0000004	n263	Ag014G1774700																		
N4.HOG0000055	OG0000004	n595	Ag039G4237400																		
N4.HOG0000056	OG0000004	n647	Ag015G2248700																		
N4.HOG0000057	OG0000004	n676	Ag012G1335000, Ag008G0950900, Ag016G2280500, Ag002G0174700, Ag011G1226600, Ag034G4031200, Ag002G0145400, Ag002G0123900, Ag014G1970800, Ag068G5216500, Ag011G1178300, Ag031G3300400																		
N4.HOG0000058	OG0000004	n746	Ag038G4178200																		
N4.HOG0000059	OG0000004	n747	Ag004G0763800																		
N4.HOG0000060	OG0000004	n779	Ag066G5158800																		
N4.HOG0000061	OG0000005	n42						Aa_G301670.h1.t1													
N4.HOG0000062	OG0000005	n58	Ag025G2943500																		
N4.HOG0000063	OG0000005	n105						Aa_G418640.h1.t1													
N4.HOG0000064	OG0000005	n182	Ag041G4377100																		
N4.HOG0000065	OG0000005	n253	Ag013G1642000, Ag036G4090400																		
N4.HOG0000066	OG0000005	n268						Aa_G834150.h1.t1, Aa_G80970.h1.t1, Aa_G4640.h1.t1													
N4.HOG0000067	OG0000005	n274						Aa_G619980.h2.t1, Aa_G619980.h1.t1, Aa_G125480.h1.t1, Aa_G409540.h1.t1													
N4.HOG0000068	OG0000005	n280	Ag042G4407900, Ag078G5366100					Aa_G249080.h1.t1, Aa_G249080.h2.t1													
N4.HOG0000069	OG0000005	n299	Ag011G1235500																		
N4.HOG0000070	OG0000005	n314						Aa_G460620.h1.t1													
N4.HOG0000071	OG0000005	n422						Aa_G169510.h1.t1													
N4.HOG0000072	OG0000007	n4						Aa_G711210.h1.t1													
N4.HOG0000073	OG0000007	n99						Aa_G508230.h1.t1													
N4.HOG0000074	OG0000007	n158						Aa_G85610.h1.t1													
N4.HOG0000075	OG0000007	n329	Ag003G0374300																		
N4.HOG0000076	OG0000007	n555						Aa_G188000.h1.t1													
N4.HOG0000077	OG0000007	n612						Aa_G727680.h1.t1													
N4.HOG0000078	OG0000008	n29	Ag016G2356700																		
N4.HOG0000079	OG0000008	n80						Aa_G426070.h1.t1													
N4.HOG0000080	OG0000008	n161	Ag027G3054100																		
N4.HOG0000081	OG0000008	n463	Ag014G2109900																		
N4.HOG0000082	OG0000008	n484						Aa_G302250.h1.t1													
N4.HOG0000083	OG0000008	n568	Ag011G1156000, Ag095G5470700, Ag039G4254000																		
N4.HOG0000084	OG0000008	n570	Ag033G3526400																		
N4.HOG0000085	OG0000009	n28	Ag034G3970500, Ag034G3983500																		
N4.HOG0000086	OG0000009	n44	Ag002G0250800, Ag034G3887300, Ag014G2002800																		
N4.HOG0000087	OG0000009	n47	Ag002G0216700, Ag075G5300000, Ag004G0685200																		
N4.HOG0000088	OG0000009	n75	Ag034G3983600																		
N4.HOG0000089	OG0000009	n91	Ag004G0738200					Aa_G326720.h1.t1													
N4.HOG0000090	OG0000009	n96	Ag050G4781200																		
N4.HOG0000091	OG0000009	n98	Ag014G2149700																		
N4.HOG0000092	OG0000009	n104						Aa_G122060.h1.t1													
N4.HOG0000093	OG0000009	n130						Aa_G430190.h1.t1													
N4.HOG0000094	OG0000009	n142	Ag027G3009300																		
N4.HOG0000095	OG0000009	n151	Ag027G3020200, Ag048G4712500, Ag088G5430400, Ag013G1719200, Ag066G5147100, Ag014G2109800, Ag078G5397100																		
N4.HOG0000096	OG0000009	n169	Ag019G2526800, Ag002G0188600																		
N4.HOG0000097	OG0000009	n173	Ag034G3964200, Ag048G4700800																		
N4.HOG0000098	OG0000009	n192	Ag014G2163600																		
N4.HOG0000099	OG0000009	n200	Ag078G5396800, Ag034G3985100, Ag014G2137100, Ag030G3127000																		
N4.HOG0000100	OG0000009	n231	Ag015G2264800																		
N4.HOG0000101	OG0000009	n268	Ag040G4348900, Ag088G5430700																		
N4.HOG0000102	OG0000009	n296	Ag058G4969600, Ag052G4854400																		
N4.HOG0000103	OG0000009	n368	Ag055G4920300, Ag019G2551400																		
N4.HOG0000104	OG0000009	n381	Ag019G2526900																		
N4.HOG0000105	OG0000009	n403	Ag014G1796900, Ag018G2446400, Ag034G3932700, Ag042G4419400, Ag010G1025100																		
N4.HOG0000106	OG0000009	n417	Ag016G2319900, Ag025G2919200																		
N4.HOG0000107	OG0000009	n546	Ag013G1476000																		
N4.HOG0000108	OG0000009	n555	Ag014G2105300																		
N4.HOG0000109	OG0000011	n2	Ag015G2211300					Aa_G396980.h1.t1													
N4.HOG0000110	OG0000011	n57	Ag019G2529100, Ag039G4286000																		
N4.HOG0000111	OG0000011	n70	Ag040G4344500																		
N4.HOG0000112	OG0000011	n92						Aa_G103560.h1.t1													
N4.HOG0000113	OG0000011	n94						Aa_G277650.h1.t1													
N4.HOG0000114	OG0000011	n286	Ag062G5062600, Ag036G4099700, Ag055G4926900, Ag031G3381800, Ag031G3386200, Ag001G0035100, Ag013G1448000, Ag039G4298900, Ag021G2607700, Ag004G0775500, Ag011G1129700																		
N4.HOG0000115	OG0000012	n2						Aa_G57270.h1.t1, Aa_G57260.h1.t1, Aa_G57300.h1.t1, Aa_G57280.h1.t1													
N4.HOG0000116	OG0000012	n317	Ag006G0798800																		
N4.HOG0000117	OG0000012	n365						Aa_G727670.h1.t1													
N4.HOG0000118	OG0000012	n507						Aa_G1031570.h1.t1													
N4.HOG0000119	OG0000012	n529						Aa_G378160.h1.t1, Aa_G870430.h1.t1													
N4.HOG0000120	OG0000014	n126						Aa_G102160.h1.t1, Aa_G108660.h1.t1													
N4.HOG0000121	OG0000014	n158	Ag002G0182700																		
N4.HOG0000122	OG0000014	n172						Aa_G17450.h1.t1													
N4.HOG0000123	OG0000014	n277	Ag012G1285000																		
N4.HOG0000124	OG0000014	n477						Aa_G227980.h1.t1, Aa_G848940.h1.t1, Aa_G286860.h1.t1, Aa_G162930.h1.t1, Aa_G7690.h1.t1													
N4.HOG0000125	OG0000014	n485						Aa_G192810.h1.t1													
N4.HOG0000126	OG0000015	n66						Aa_G533220.h1.t1, Aa_G183280.h1.t1													
N4.HOG0000127	OG0000015	n91						Aa_G982290.h1.t1													
N4.HOG0000128	OG0000015	n127						Aa_G241940.h1.t1, Aa_G325800.h1.t1													
N4.HOG0000129	OG0000015	n131						Aa_G76160.h1.t1, Aa_G847620.h1.t1, Aa_G254670.h1.t1, Aa_G384790.h1.t1, Aa_G227990.h1.t1, Aa_G133470.h1.t1, Aa_G73740.h1.t1													
N4.HOG0000130	OG0000015	n138						Aa_G112930.h1.t1, Aa_G57320.h1.t1, Aa_G391620.h1.t1, Aa_G433440.h1.t1, Aa_G124950.h1.t1, Aa_G812290.h1.t1, Aa_G811960.h1.t1, Aa_G596150.h1.t1, Aa_G144110.h1.t1, Aa_G569340.h1.t1													
N4.HOG0000131	OG0000015	n148						Aa_G43930.h1.t1, Aa_G11210.h1.t1, Aa_G329640.h1.t1, Aa_G516610.h1.t1, Aa_G747790.h1.t1, Aa_G737830.h1.t1													
N4.HOG0000132	OG0000015	n156						Aa_G260070.h1.t1, Aa_G564630.h1.t1, Aa_G115590.h1.t1													
N4.HOG0000133	OG0000015	n167						Aa_G592580.h1.t1, Aa_G411050.h1.t1, Aa_G121380.h1.t1, Aa_G212210.h1.t1													
N4.HOG0000134	OG0000015	n193						Aa_G962140.h1.t1													
N4.HOG0000135	OG0000015	n247						Aa_G12580.h1.t1, Aa_G1870.h1.t1, Aa_G564620.h1.t1, Aa_G201940.h1.t1, Aa_G367160.h1.t1, Aa_G253910.h1.t1, Aa_G1010780.h1.t1, Aa_G461040.h1.t1													
N4.HOG0000136	OG0000015	n258						Aa_G413430.h1.t1, Aa_G252900.h1.t1													
N4.HOG0000137	OG0000015	n267						Aa_G11720.h1.t1													
N4.HOG0000138	OG0000015	n347	Ag048G4644700, Ag011G1263600																		
N4.HOG0000139	OG0000015	n355	Ag066G5170100																		
N4.HOG0000140	OG0000015	n356	Ag019G2552700																		
N4.HOG0000141	OG0000015	n375	Ag018G2438800																		
N4.HOG0000142	OG0000015	n441	Ag076G5308600																		
N4.HOG0000143	OG0000015	n474	Ag002G0203200																		
N4.HOG0000144	OG0000015	n479	Ag058G4974300																		
N4.HOG0000145	OG0000015	n493						Aa_G522550.h1.t1													
N4.HOG0000146	OG0000016	n19						Aa_G370.h1.t1													
N4.HOG0000147	OG0000016	n47						Aa_G850.h1.t1													
N4.HOG0000148	OG0000016	n97						Aa_G830.h1.t1													
N4.HOG0000149	OG0000016	n310						Aa_G380.h1.t1, Aa_G870.h1.t1													
N4.HOG0000150	OG0000016	n313						Aa_G890.h1.t1													
N4.HOG0000151	OG0000016	n441						Aa_G1030250.h1.t1													
N4.HOG0000152	OG0000016	n444						Aa_G540.h1.t1, Aa_G280.h1.t1													
N4.HOG0000153	OG0000016	n469						Aa_G590.h1.t1													
N4.HOG0000154	OG0000018	n3	Ag007G0926800, Ag014G2174700, Ag054G4876900, Ag021G2605500, Ag075G5287400, Ag011G1256400, Ag025G2901700, Ag033G3478600, Ag014G1898500, Ag004G0480500, Ag004G0446600, Ag004G0716400, Ag024G2890600, Ag016G2280700, Ag004G0729200, Ag004G0729400, Ag004G0775100, Ag002G0196500, Ag014G2112900, Ag034G4006200, Ag014G2046300, Ag048G4699400, Ag031G3375000, Ag033G3505000, Ag067G5182000, Ag034G3751500, Ag013G1482900, Ag020G2558500, Ag034G3945000, Ag063G5069800, Ag016G2344300, Ag013G1402000, Ag016G2394800, Ag015G2197700, Ag044G4497700, Ag036G4103800, Ag001G0002700, Ag054G4885000, Ag020G2572000, Ag016G2390500, Ag031G3400200, Ag014G2174600, Ag004G0769100, Ag034G3891500																		
N4.HOG0000155	OG0000018	n234						Aa_G290190.h1.t1													
N4.HOG0000156	OG0000018	n318	Ag064G5103000																		
N4.HOG0000157	OG0000018	n352	Ag013G1384600																		
N4.HOG0000158	OG0000018	n398	Ag074G5275600, Ag020G2558600																		
N4.HOG0000159	OG0000020	n7	Ag016G2337300																		
N4.HOG0000160	OG0000020	n289	Ag060G5002800, Ag014G2139700, Ag001G0002100, Ag013G1354100, Ag034G3996700, Ag078G5375900, Ag036G4119800, Ag019G2511100, Ag025G2915300, Ag017G2430400, Ag041G4354300, Ag013G1396100, Ag067G5206100, Ag022G2668600, Ag064G5103400, Ag023G2811600, Ag011G1267500																		
N4.HOG0000161	OG0000020	n433	Ag039G4234300																		
N4.HOG0000162	OG0000021	n404	Ag013G1488900, Ag031G3408800																		
N4.HOG0000163	OG0000022	n18						Aa_G447870.h1.t1													
N4.HOG0000164	OG0000022	n38						Aa_G357190.h1.t1													
N4.HOG0000165	OG0000022	n141	Ag002G0155300																		
N4.HOG0000166	OG0000022	n148	Ag002G0133100, Ag034G3959000, Ag031G3344400, Ag002G0130300, Ag002G0130100, Ag002G0130000																		
N4.HOG0000167	OG0000022	n179	Ag002G0160300, Ag002G0160500					Aa_G830960.h1.t1													
N4.HOG0000168	OG0000022	n207						Aa_G319760.h1.t1													
N4.HOG0000169	OG0000022	n210						Aa_G683730.h1.t1													
N4.HOG0000170	OG0000022	n223						Aa_G10820.h1.t1													
N4.HOG0000171	OG0000022	n237	Ag034G3829100																		
N4.HOG0000172	OG0000022	n248	Ag034G3823300, Ag034G3823600, Ag034G3830900, Ag034G3837600, Ag034G3827100																		
N4.HOG0000173	OG0000022	n274						Aa_G291980.h1.t1, Aa_G291990.h1.t1, Aa_G291960.h1.t1, Aa_G328340.h1.t1													
N4.HOG0000174	OG0000022	n336						Aa_G22660.h1.t1													
N4.HOG0000175	OG0000022	n367						Aa_G97120.h1.t1													
N4.HOG0000176	OG0000022	n369	Ag006G0805800, Ag058G4977300, Ag022G2695300																		
N4.HOG0000177	OG0000022	n386	Ag014G2040000																		
N4.HOG0000178	OG0000023	n35	Ag013G1378800																		
N4.HOG0000179	OG0000023	n118						Aa_G50170.h1.t1													
N4.HOG0000180	OG0000023	n356	Ag039G4287100																		
N4.HOG0000181	OG0000023	n382	Ag054G4895500, Ag002G0253500																		
N4.HOG0000182	OG0000023	n390	Ag004G0626900																		
N4.HOG0000183	OG0000023	n392	Ag043G4432400																		
N4.HOG0000184	OG0000023	n394	Ag013G1395400, Ag044G4498400																		
N4.HOG0000185	OG0000024	n3	Ag050G4762100, Ag050G4762000, Ag050G4761900, Ag050G4746600, Ag050G4752600, Ag050G4752400, Ag050G4746500, Ag050G4746300, Ag022G2696300, Ag022G2696700, Ag050G4754800, Ag050G4755000, Ag050G4751800, Ag050G4752100, Ag050G4752300																		
N4.HOG0000186	OG0000024	n46	Ag013G1663800					Aa_G565560.h1.t1, Aa_G381220.h1.t1													
N4.HOG0000187	OG0000024	n63						Aa_G737030.h1.t1, Aa_G731070.h1.t1													
N4.HOG0000188	OG0000024	n69	Ag031G3235600																		
N4.HOG0000189	OG0000024	n264	Ag052G4846900																		
N4.HOG0000190	OG0000024	n289	Ag013G1744400, Ag063G5083900																		
N4.HOG0000191	OG0000024	n371						Aa_G565550.h1.t1, Aa_G614530.h1.t1, Aa_G511000.h1.t1, Aa_G14060.h1.t1													
N4.HOG0000192	OG0000024	n374						Aa_G230140.h1.t1													
N4.HOG0000193	OG0000025	n92	Ag015G2255100																		
N4.HOG0000194	OG0000025	n223	Ag067G5188200, Ag030G3132300																		
N4.HOG0000195	OG0000025	n278	Ag002G0276000, Ag054G4878700, Ag011G1115100, Ag066G5134600, Ag066G5170900																		
N4.HOG0000196	OG0000025	n383	Ag064G5112200																		
N4.HOG0000197	OG0000026	n24	Ag063G5074400, Ag063G5074600, Ag020G2577200, Ag030G3131700, Ag002G0272200, Ag055G4904800, Ag003G0347700, Ag014G2059100, Ag016G2402300, Ag016G2403500, Ag053G4869800																		
N4.HOG0000198	OG0000026	n102	Ag287G5488300, Ag015G2272200, Ag023G2829200																		
N4.HOG0000199	OG0000026	n291						Aa_G283920.h1.t1, Aa_G56940.h1.t1, Aa_G262080.h1.t1													
N4.HOG0000200	OG0000026	n331	Ag013G1736700, Ag015G2272100																		
N4.HOG0000201	OG0000026	n350	Ag016G2403600, Ag025G2906900, Ag031G3406200, Ag063G5074500, Ag063G5074300, Ag016G2402400																		
N4.HOG0000202	OG0000027	n42	Ag021G2619800																		
N4.HOG0000203	OG0000027	n57						Aa_G597290.h1.t1													
N4.HOG0000204	OG0000027	n59						Aa_G643320.h1.t1													
N4.HOG0000205	OG0000027	n89	Ag077G5324400																		
N4.HOG0000206	OG0000027	n136	Ag077G5325000, Ag033G3496200																		
N4.HOG0000207	OG0000027	n156	Ag077G5325100, Ag033G3496300, Ag033G3642400																		
N4.HOG0000208	OG0000027	n176						Aa_G92870.h1.t1, Aa_G92760.h1.t1, Aa_G494730.h1.t1													
N4.HOG0000209	OG0000027	n192	Ag077G5325900																		
N4.HOG0000210	OG0000027	n203						Aa_G522580.h1.t1													
N4.HOG0000211	OG0000027	n208						Aa_G200950.h1.t1, Aa_G200910.h1.t1													
N4.HOG0000212	OG0000027	n223	Ag093G5459600																		
N4.HOG0000213	OG0000027	n232						Aa_G200900.h1.t1													
N4.HOG0000214	OG0000027	n247	Ag021G2620200					Aa_G597270.h1.t1													
N4.HOG0000215	OG0000027	n273	Ag021G2618400																		
N4.HOG0000216	OG0000027	n289	Ag093G5459100, Ag033G3498600, Ag002G0200100, Ag077G5325600																		
N4.HOG0000217	OG0000027	n323						Aa_G191740.h1.t1													
N4.HOG0000218	OG0000027	n363	Ag033G3496400					Aa_G200830.h1.t1													
N4.HOG0000219	OG0000027	n375						Aa_G847400.h1.t1													
N4.HOG0000220	OG0000028	n9	Ag034G4010900																		
N4.HOG0000221	OG0000028	n55						Aa_G687010.h2.t1, Aa_G687010.h3.t1, Aa_G687010.h1.t1, Aa_G687040.h1.t1, Aa_G604290.h1.t1, Aa_G604300.h1.t1													
N4.HOG0000222	OG0000028	n149	Ag078G5387500																		
N4.HOG0000223	OG0000028	n208						Aa_G123410.h1.t1, Aa_G71570.h1.t1, Aa_G123400.h1.t1													
N4.HOG0000224	OG0000029	n8	Ag002G0180900, Ag022G2648100					Aa_G248570.h1.t1													
N4.HOG0000225	OG0000029	n334						Aa_G288600.h1.t1, Aa_G637980.h1.t1, Aa_G988890.h1.t1													
N4.HOG0000226	OG0000030	n5	Ag014G2144800, Ag014G2145600, Ag014G2146200, Ag014G2146400, Ag014G2146900, Ag014G2147100, Ag014G2147000, Ag014G2146700, Ag014G2145800, Ag014G2145100, Ag014G2144300, Ag014G2147700																		
N4.HOG0000227	OG0000030	n77	Ag014G1952600, Ag014G1958800, Ag014G1958700, Ag014G1965000, Ag042G4396900, Ag042G4397700, Ag042G4398200, Ag014G1952300, Ag014G1952400																		
N4.HOG0000228	OG0000030	n159	Ag014G2099300, Ag027G3062200, Ag014G1975300																		
N4.HOG0000229	OG0000030	n178						Aa_G522160.h1.t1, Aa_G425920.h1.t1, Aa_G89020.h1.t1													
N4.HOG0000230	OG0000030	n243	Ag039G4188300, Ag003G0399100																		
N4.HOG0000231	OG0000030	n253	Ag014G1840000																		
N4.HOG0000232	OG0000030	n263	Ag031G3271600																		
N4.HOG0000233	OG0000030	n283	Ag013G1357800					Aa_G152820.h1.t1													
N4.HOG0000234	OG0000030	n339	Ag014G1839700, Ag014G1840100																		
N4.HOG0000235	OG0000031	n40	Ag012G1290800																		
N4.HOG0000236	OG0000031	n53	Ag018G2463100																		
N4.HOG0000237	OG0000031	n56	Ag012G1296200, Ag030G3133700																		
N4.HOG0000238	OG0000031	n159	Ag014G2001300, Ag025G2974400, Ag067G5204400, Ag016G2379700, Ag064G5091800, Ag014G2046100, Ag002G0264600, Ag021G2582900, Ag026G3000600, Ag073G5260500, Ag034G3746100, Ag067G5192300																		
N4.HOG0000239	OG0000031	n179	Ag030G3130300																		
N4.HOG0000240	OG0000031	n207	Ag011G1132700, Ag003G0359800																		
N4.HOG0000241	OG0000031	n239	Ag057G4960600																		
N4.HOG0000242	OG0000031	n330	Ag028G3081200, Ag048G4605200, Ag023G2817900																		
N4.HOG0000243	OG0000032	n75						Aa_G907350.h1.t1													
N4.HOG0000244	OG0000032	n136	Ag004G0471300																		
N4.HOG0000245	OG0000032	n142	Ag005G0786000					Aa_G1000.h1.t1, Aa_G209100.h1.t1													
N4.HOG0000246	OG0000032	n190	Ag011G1160200, Ag011G1160300, Ag011G1160400																		
N4.HOG0000247	OG0000032	n230	Ag051G4814500																		
