Orthogroup	Duplications (all)	Duplications (50% support)
OG0000232	88	71
OG0000233	116	98
OG0000234	45	31
OG0000235	79	60
OG0000236	66	44
OG0000237	111	93
OG0000238	93	66
OG0000239	88	64
OG0000240	83	61
OG0000241	104	82
OG0000242	51	44
OG0000243	136	119
OG0000244	56	47
OG0000245	159	155
OG0000246	112	69
OG0000247	122	107
OG0000248	64	52
OG0000249	64	58
OG0000250	76	58
OG0000251	80	50
OG0000252	79	62
OG0000253	114	92
OG0000254	74	53
OG0000255	116	84
OG0000256	69	54
OG0000257	80	61
OG0000258	50	39
OG0000259	125	95
OG0000260	65	40
OG0000261	146	143
OG0000262	147	147
OG0000263	156	156
OG0000264	76	61
OG0000265	88	62
OG0000266	71	53
OG0000267	84	78
OG0000268	37	30
OG0000269	76	34
OG0000270	68	8
OG0000271	51	14
OG0000272	76	39
OG0000273	70	53
OG0000274	55	40
OG0000275	68	61
OG0000276	52	40
OG0000277	63	45
OG0000278	81	67
OG0000279	102	76
OG0000280	116	101
OG0000281	66	47
OG0000282	40	32
OG0000283	84	69
OG0000284	89	80
OG0000285	98	88
OG0000286	91	77
OG0000287	54	37
OG0000288	75	62
OG0000289	147	147
OG0000290	76	70
OG0000291	126	120
OG0000292	144	144
OG0000293	97	81
OG0000294	36	27
OG0000295	74	54
OG0000296	61	49
OG0000297	70	66
OG0000298	75	61
OG0000299	55	39
OG0000300	54	44
OG0000301	104	88
OG0000302	142	142
OG0000303	83	69
OG0000304	72	48
OG0000305	135	127
OG0000306	138	137
OG0000307	137	135
OG0000308	50	27
OG0000309	131	129
OG0000310	68	61
OG0000311	27	26
OG0000312	135	134
OG0000313	53	29
OG0000314	35	25
OG0000315	103	94
OG0000316	75	65
OG0000317	102	89
OG0000318	138	138
OG0000319	92	71
OG0000320	95	77
OG0000321	57	46
OG0000322	55	49
OG0000323	45	31
OG0000324	101	87
OG0000325	65	41
OG0000326	136	136
OG0000327	79	67
OG0000328	65	60
OG0000329	71	58
OG0000330	58	36
OG0000331	92	67
OG0000332	51	21
OG0000333	133	133
OG0000334	41	33
OG0000335	36	22
OG0000336	47	43
OG0000337	131	131
OG0000338	79	63
OG0000339	36	26
OG0000340	53	43
OG0000341	95	78
OG0000342	55	33
OG0000343	97	85
OG0000344	69	60
OG0000345	49	42
OG0000346	53	36
OG0000347	90	84
OG0000348	65	42
OG0000349	54	43
OG0000350	50	39
OG0000351	33	14
OG0000352	57	46
OG0000353	76	62
OG0000354	127	127
OG0000355	55	48
OG0000356	87	85
OG0000357	94	84
OG0000358	34	22
OG0000359	60	52
OG0000360	48	31
OG0000361	44	39
OG0000362	42	25
OG0000363	51	29
OG0000364	88	78
OG0000365	123	123
OG0000366	123	123
OG0000367	121	119
OG0000368	35	31
OG0000369	60	33
OG0000370	45	39
OG0000371	41	34
OG0000372	72	68
OG0000373	114	112
OG0000374	80	71
OG0000375	117	112
OG0000376	110	95
OG0000377	30	20
OG0000378	92	81
OG0000379	81	73
OG0000380	49	20
OG0000381	70	56
OG0000382	34	20
OG0000383	45	35
OG0000384	38	24
OG0000385	116	114
OG0000386	32	26
OG0000387	34	22
OG0000388	67	56
OG0000389	46	26
OG0000390	45	37
OG0000391	31	27
OG0000392	36	25
OG0000393	56	43
OG0000394	116	116
OG0000395	116	116
OG0000396	37	28
OG0000397	102	99
OG0000398	33	23
OG0000399	81	72
OG0000400	46	31
OG0000401	41	26
OG0000402	87	75
OG0000403	48	44
OG0000404	64	49
OG0000405	73	50
OG0000406	34	29
OG0000407	42	34
OG0000408	39	28
OG0000409	42	20
OG0000410	43	27
OG0000411	27	24
OG0000412	26	17
OG0000413	31	24
OG0000414	38	32
OG0000415	51	45
OG0000416	50	47
OG0000417	56	46
OG0000418	113	113
OG0000419	67	58
OG0000420	40	29
OG0000421	55	53
OG0000422	42	37
OG0000423	33	26
OG0000424	37	19
OG0000425	51	46
OG0000426	74	64
OG0000427	48	43
OG0000428	112	112
OG0000429	23	22
OG0000430	28	22
OG0000431	30	28
OG0000432	39	33
OG0000433	50	42
OG0000434	74	68
OG0000435	53	41
OG0000436	39	29
OG0000437	30	22
OG0000438	53	43
OG0000439	28	23
OG0000440	39	29
OG0000441	30	19
OG0000442	41	29
OG0000443	61	53
OG0000444	88	66
OG0000445	87	76
OG0000446	30	13
OG0000447	25	23
OG0000448	47	44
OG0000449	23	20
OG0000450	57	42
OG0000451	109	109
OG0000452	40	33
OG0000453	33	13
OG0000454	56	51
OG0000455	61	49
OG0000456	60	46
OG0000457	37	25
OG0000458	63	59
OG0000459	57	53
OG0000460	35	25
OG0000461	34	27
OG0000462	46	35
OG0000463	41	32
OG0000464	107	107
OG0000465	76	64
OG0000466	57	48
OG0000467	56	36
OG0000468	27	21
OG0000469	106	106
OG0000470	106	106
OG0000471	38	29
OG0000472	38	32
OG0000473	32	23
OG0000474	39	27
OG0000475	41	30
OG0000476	43	37
OG0000477	51	44
OG0000478	45	25
OG0000479	99	98
OG0000480	95	91
OG0000481	43	40
OG0000482	50	44
OG0000483	44	42
OG0000484	32	15
OG0000485	102	102
OG0000486	59	50
OG0000487	49	9
OG0000488	38	27
OG0000489	54	43
OG0000490	51	45
OG0000491	37	30
OG0000492	42	29
OG0000493	85	78
OG0000494	102	102
OG0000495	41	34
OG0000496	56	41
OG0000497	47	25
OG0000498	43	39
OG0000499	29	23
OG0000500	26	17
OG0000501	28	18
OG0000502	71	57
OG0000503	69	58
OG0000504	34	25
OG0000505	35	26
OG0000506	32	29
OG0000507	34	22
OG0000508	41	30
OG0000509	30	25
OG0000510	38	29
OG0000511	22	16
OG0000512	23	20
OG0000513	22	15
OG0000514	30	20
OG0000515	30	24
OG0000516	46	36
OG0000517	99	99
OG0000518	99	99
OG0000519	99	99
OG0000520	42	18
OG0000521	21	19
OG0000522	18	13
OG0000523	22	17
OG0000524	32	28
OG0000525	18	17
OG0000526	23	19
OG0000527	40	32
OG0000528	98	98
OG0000529	30	22
OG0000530	44	41
OG0000531	86	82
OG0000532	41	17
OG0000533	30	14
OG0000534	56	50
OG0000535	31	18
OG0000536	71	54
OG0000537	24	19
OG0000538	27	20
OG0000539	35	32
OG0000540	28	25
OG0000541	37	24
OG0000542	26	24
OG0000543	52	48
OG0000544	42	37
OG0000545	29	24
OG0000546	40	31
OG0000547	46	34
OG0000548	87	84
OG0000549	96	96
OG0000550	44	19
OG0000551	19	16
OG0000552	37	23
OG0000553	28	14
OG0000554	34	25
OG0000555	39	34
OG0000556	27	24
OG0000557	26	20
OG0000558	42	37
OG0000559	30	22
OG0000560	30	26
OG0000561	37	28
OG0000562	20	16
OG0000563	43	39
OG0000564	25	18
OG0000565	38	30
OG0000566	27	20
OG0000567	33	26
OG0000568	61	45
OG0000569	39	34
OG0000570	25	18
OG0000571	32	30
OG0000572	44	37
OG0000573	41	32
OG0000574	56	46
OG0000575	53	41
OG0000576	94	94
OG0000577	94	94
OG0000578	19	17
OG0000579	27	19
OG0000580	31	27
OG0000581	43	37
OG0000582	26	18
OG0000583	29	22
OG0000584	24	16
OG0000585	34	22
OG0000586	31	24
OG0000587	18	16
OG0000588	20	15
OG0000589	25	21
OG0000590	27	22
OG0000591	29	14
OG0000592	23	23
OG0000593	32	23
OG0000594	28	19
OG0000595	34	22
OG0000596	31	18
OG0000597	50	42
OG0000598	59	52
OG0000599	55	35
OG0000600	23	19
OG0000601	23	20
OG0000602	24	21
OG0000603	52	38
OG0000604	32	26
OG0000605	24	21
OG0000606	21	17
OG0000607	18	16
OG0000608	22	12
OG0000609	36	26
OG0000610	67	55
OG0000611	89	88
OG0000612	35	28
OG0000613	25	16
OG0000614	41	40
OG0000615	23	22
OG0000616	32	20
OG0000617	30	25
OG0000618	17	13
OG0000619	32	22
OG0000620	36	33
OG0000621	20	15
OG0000622	38	28
OG0000623	89	89
OG0000624	90	90
OG0000625	36	14
OG0000626	27	20
OG0000627	26	23
OG0000628	35	19
OG0000629	78	68
OG0000630	36	30
OG0000631	50	37
OG0000632	39	26
OG0000633	27	18
OG0000634	43	37
OG0000635	20	15
OG0000636	19	16
OG0000637	40	31
OG0000638	40	31
OG0000639	36	29
OG0000640	36	30
OG0000641	30	24
OG0000642	37	31
OG0000643	57	51
OG0000644	89	89
OG0000645	29	23
OG0000646	21	18
OG0000647	42	23
OG0000648	40	34
OG0000649	18	14
OG0000650	29	23
OG0000651	38	28
OG0000652	43	40
OG0000653	41	32
OG0000654	54	47
OG0000655	68	60
OG0000656	88	88
OG0000657	88	88
OG0000658	40	32
OG0000659	40	4
OG0000660	18	16
OG0000661	42	36
OG0000662	19	16
OG0000663	27	23
OG0000664	23	11
OG0000665	45	37
OG0000666	38	30
OG0000667	46	30
OG0000668	87	87
OG0000669	17	16
OG0000670	37	34
OG0000671	36	31
OG0000672	27	12
OG0000673	28	19
OG0000674	20	18
OG0000675	26	19
OG0000676	22	19
OG0000677	24	14
OG0000678	46	34
OG0000679	61	49
OG0000680	82	79
OG0000681	86	86
OG0000682	61	51
OG0000683	85	85
OG0000684	86	86
OG0000685	21	18
OG0000686	34	33
OG0000687	17	15
OG0000688	25	19
OG0000689	47	29
OG0000690	50	34
OG0000691	24	12
OG0000692	18	17
OG0000693	20	18
OG0000694	27	22
OG0000695	30	22
OG0000696	31	15
OG0000697	27	16
OG0000698	36	26
OG0000699	33	19
OG0000700	38	32
OG0000701	64	55
OG0000702	16	16
OG0000703	14	13
OG0000704	25	23
OG0000705	27	14
OG0000706	20	15
OG0000707	21	17
OG0000708	27	19
OG0000709	19	12
OG0000710	38	33
OG0000711	24	16
OG0000712	26	15
OG0000713	49	39
OG0000714	22	17
OG0000715	42	37
OG0000716	44	40
OG0000717	33	27
OG0000718	31	26
OG0000719	33	29
OG0000720	16	16
OG0000721	28	20
OG0000722	20	14
OG0000723	34	29
OG0000724	33	25
OG0000725	30	21
OG0000726	32	21
OG0000727	35	19
OG0000728	23	10
OG0000729	61	48
OG0000730	25	23
OG0000731	35	33
OG0000732	17	13
OG0000733	39	22
OG0000734	31	24
OG0000735	16	11
OG0000736	15	14
OG0000737	25	22
OG0000738	22	14
OG0000739	28	18
OG0000740	62	54
OG0000741	18	13
OG0000742	56	40
OG0000743	67	58
OG0000744	27	22
OG0000745	82	82
OG0000746	82	82
OG0000747	81	81
OG0000748	82	82
OG0000749	23	19
OG0000750	27	21
OG0000751	37	11
OG0000752	31	30
OG0000753	28	19
OG0000754	16	14
OG0000755	22	16
OG0000756	28	21
OG0000757	22	14
OG0000758	18	16
OG0000759	21	16
OG0000760	27	20
OG0000761	32	27
OG0000762	25	20
OG0000763	30	26
OG0000764	33	31
OG0000765	48	45
OG0000766	33	25
OG0000767	39	28
OG0000768	25	16
OG0000769	66	56
OG0000770	81	81
OG0000771	80	80
OG0000772	25	19
OG0000773	33	21
OG0000774	22	17
OG0000775	28	25
OG0000776	25	22
OG0000777	26	16
OG0000778	22	15
OG0000779	15	15
OG0000780	15	14
OG0000781	25	20
OG0000782	32	21
OG0000783	25	20
OG0000784	21	17
OG0000785	22	17
OG0000786	30	24
OG0000787	23	19
OG0000788	19	18
OG0000789	20	14
OG0000790	38	33
OG0000791	50	42
OG0000792	38	27
OG0000793	38	30
OG0000794	37	35
OG0000795	39	32
OG0000796	38	28
OG0000797	62	45
OG0000798	33	23
OG0000799	34	27
OG0000800	30	26
OG0000801	14	13
OG0000802	15	15
OG0000803	21	16
OG0000804	26	13
OG0000805	30	18
OG0000806	18	12
OG0000807	18	15
OG0000808	13	8
OG0000809	21	15
OG0000810	33	25
OG0000811	64	60
OG0000812	30	26
OG0000813	28	18
OG0000814	39	37
OG0000815	47	30
OG0000816	79	79
OG0000817	78	78
OG0000818	14	11
OG0000819	17	15
OG0000820	25	14
OG0000821	21	19
OG0000822	33	25
OG0000823	23	22
OG0000824	28	26
OG0000825	16	16
OG0000826	22	19
OG0000827	15	12
OG0000828	47	43
OG0000829	30	22
OG0000830	20	13
OG0000831	19	12
OG0000832	36	12
OG0000833	23	18
OG0000834	24	20
OG0000835	22	21
OG0000836	37	32
OG0000837	36	24
OG0000838	42	21
OG0000839	54	53
OG0000840	78	78
OG0000841	26	12
OG0000842	22	20
OG0000843	34	27
OG0000844	19	17
OG0000845	32	10
OG0000846	29	23
OG0000847	24	22
OG0000848	32	26
OG0000849	15	13
OG0000850	17	13
OG0000851	15	11
OG0000852	35	23
OG0000853	29	29
OG0000854	25	24
OG0000855	21	21
OG0000856	53	40
OG0000857	23	19
OG0000858	50	44
OG0000859	29	21
OG0000860	24	17
OG0000861	40	34
OG0000862	41	35
OG0000863	29	19
OG0000864	76	76
OG0000865	77	77
OG0000866	77	77
OG0000867	26	20
OG0000868	20	19
OG0000869	25	20
OG0000870	23	20
OG0000871	14	13
OG0000872	21	13
OG0000873	33	28
OG0000874	76	76
OG0000875	21	16
OG0000876	31	24
OG0000877	34	27
OG0000878	28	21
OG0000879	30	22
OG0000880	55	48
OG0000881	53	38
OG0000882	76	76
OG0000883	22	20
OG0000884	24	22
OG0000885	17	12
OG0000886	22	16
OG0000887	23	20
OG0000888	22	18
OG0000889	21	15
OG0000890	18	15
OG0000891	26	15
OG0000892	32	31
OG0000893	28	21
OG0000894	27	16
OG0000895	26	22
OG0000896	71	68
OG0000897	25	21
OG0000898	32	14
OG0000899	43	43
OG0000900	16	13
OG0000901	46	45
OG0000902	27	21
OG0000903	27	27
OG0000904	28	23
OG0000905	21	16
OG0000906	19	15
OG0000907	19	15
OG0000908	17	16
OG0000909	14	12
OG0000910	16	12
OG0000911	26	24
OG0000912	25	23
OG0000913	24	19
OG0000914	33	24
OG0000915	19	15
OG0000916	22	11
OG0000917	25	25
OG0000918	26	18
OG0000919	37	32
OG0000920	22	16
OG0000921	15	15
OG0000922	50	40
OG0000923	41	38
OG0000924	18	18
OG0000925	44	31
OG0000926	74	74
OG0000927	74	74
OG0000928	72	72
OG0000929	73	73
OG0000930	19	15
OG0000931	19	16
OG0000932	21	17
OG0000933	20	17
OG0000934	18	9
OG0000935	17	14
OG0000936	16	14
OG0000937	22	19
OG0000938	21	17
OG0000939	25	20
OG0000940	18	15
OG0000941	12	10
OG0000942	36	14
OG0000943	27	17
OG0000944	29	11
OG0000945	21	8
OG0000946	18	16
OG0000947	20	14
OG0000948	26	17
OG0000949	73	73
OG0000950	18	14
OG0000951	44	41
OG0000952	25	15
OG0000953	18	10
OG0000954	18	15
OG0000955	31	25
OG0000956	39	26
OG0000957	62	59
OG0000958	43	34
OG0000959	41	32
OG0000960	73	73
OG0000961	38	31
OG0000962	20	16
OG0000963	17	11
OG0000964	24	17
OG0000965	21	17
OG0000966	27	18
OG0000967	14	12
OG0000968	20	17
OG0000969	20	12
OG0000970	17	14
OG0000971	30	25
OG0000972	21	18
OG0000973	20	18
OG0000974	27	18
OG0000975	24	23
OG0000976	31	21
OG0000977	7	4
OG0000978	20	16
OG0000979	29	27
OG0000980	31	28
OG0000981	33	27
OG0000982	57	51
OG0000983	34	23
OG0000984	70	70
OG0000985	60	57
OG0000986	20	13
OG0000987	31	20
OG0000988	21	20
OG0000989	25	21
OG0000990	28	20
OG0000991	22	17
OG0000992	18	14
OG0000993	24	17
OG0000994	26	24
OG0000995	17	12
OG0000996	18	13
OG0000997	21	18
OG0000998	20	18
OG0000999	37	33
OG0001000	23	20
OG0001001	28	24
OG0001002	33	30
OG0001003	22	18
OG0001004	28	24
OG0001005	60	53
OG0001006	35	28
OG0001007	69	69
OG0001008	18	16
OG0001009	18	14
OG0001010	18	15
OG0001011	26	23
OG0001012	20	18
OG0001013	30	26
OG0001014	24	21
OG0001015	22	18
OG0001016	18	16
OG0001017	19	15
OG0001018	28	16
OG0001019	16	13
OG0001020	17	13
OG0001021	18	15
OG0001022	13	12
OG0001023	26	22
OG0001024	22	18
OG0001025	19	17
OG0001026	16	15
OG0001027	23	17
OG0001028	19	17
OG0001029	19	19
OG0001030	18	13
OG0001031	17	17
OG0001032	16	13
OG0001033	22	12
OG0001034	19	14
OG0001035	27	25
OG0001036	18	15
OG0001037	21	16
OG0001038	20	18
OG0001039	15	12
OG0001040	17	17
OG0001041	16	11
OG0001042	23	17
OG0001043	17	14
OG0001044	25	21
OG0001045	36	31
OG0001046	43	34
OG0001047	28	19
OG0001048	27	22
OG0001049	37	35
OG0001050	70	70
OG0001051	17	15
OG0001052	32	27
OG0001053	13	11
OG0001054	16	12
OG0001055	32	26
OG0001056	16	13
OG0001057	15	14
OG0001058	16	12
OG0001059	19	16
OG0001060	16	16
OG0001061	16	16
OG0001062	13	10
OG0001063	32	25
OG0001064	19	18
OG0001065	16	10
OG0001066	17	16
OG0001067	19	18
OG0001068	23	20
OG0001069	16	15
OG0001070	13	12
OG0001071	19	16
OG0001072	23	20
OG0001073	29	28
OG0001074	37	33
OG0001075	23	16
OG0001076	34	30
OG0001077	28	19
OG0001078	33	24
OG0001079	25	19
OG0001080	22	18
OG0001081	68	68
OG0001082	60	60
OG0001083	42	39
OG0001084	13	9
OG0001085	19	16
OG0001086	15	13
OG0001087	18	13
OG0001088	22	17
OG0001089	19	19
OG0001090	19	14
OG0001091	14	11
OG0001092	17	16
OG0001093	14	12
OG0001094	16	16
OG0001095	21	18
OG0001096	17	16
OG0001097	18	9
OG0001098	18	18
OG0001099	17	15
OG0001100	17	13
OG0001101	19	17
OG0001102	14	13
OG0001103	18	16
OG0001104	27	17
OG0001105	16	15
OG0001106	19	13
OG0001107	20	14
OG0001108	17	15
OG0001109	18	18
OG0001110	17	15
OG0001111	17	9
OG0001112	24	23
OG0001113	19	15
OG0001114	39	37
OG0001115	17	13
OG0001116	17	16
OG0001117	21	13
OG0001118	26	18
OG0001119	35	33
OG0001120	20	17
OG0001121	30	26
OG0001122	38	35
OG0001123	67	67
OG0001124	22	13
OG0001125	17	17
OG0001126	35	29
OG0001127	14	14
OG0001128	16	15
OG0001129	26	23
OG0001130	16	13
OG0001131	16	12
OG0001132	15	14
OG0001133	17	15
OG0001134	27	26
OG0001135	17	16
OG0001136	14	13
OG0001137	15	14
OG0001138	14	11
OG0001139	16	16
OG0001140	15	15
OG0001141	20	17
OG0001142	18	14
OG0001143	16	14
OG0001144	14	12
OG0001145	29	26
OG0001146	17	12
OG0001147	17	15
OG0001148	19	17
OG0001149	16	16
OG0001150	14	14
OG0001151	16	15
OG0001152	17	15
OG0001153	19	14
OG0001154	15	14
OG0001155	17	14
OG0001156	17	16
OG0001157	21	18
OG0001158	17	13
OG0001159	19	19
OG0001160	16	12
OG0001161	16	15
OG0001162	22	19
OG0001163	25	16
OG0001164	33	23
OG0001165	22	17
OG0001166	23	10
OG0001167	50	35
OG0001168	67	67
OG0001169	23	22
OG0001170	17	15
OG0001171	15	11
OG0001172	16	12
OG0001173	13	11
OG0001174	18	17
OG0001175	14	12
OG0001176	15	13
OG0001177	24	22
OG0001178	14	12
OG0001179	12	10
OG0001180	16	14
OG0001181	16	16
OG0001182	16	16
OG0001183	16	12
OG0001184	15	12
OG0001185	18	15
OG0001186	24	19
OG0001187	13	12
OG0001188	16	13
OG0001189	13	13
OG0001190	15	14
OG0001191	16	16
OG0001192	16	14
OG0001193	15	15
OG0001194	12	9
OG0001195	17	17
OG0001196	16	14
OG0001197	17	11
OG0001198	29	26
OG0001199	64	63
OG0001200	13	8
OG0001201	16	14
OG0001202	19	15
OG0001203	26	23
OG0001204	32	27
OG0001205	18	18
OG0001206	26	19
OG0001207	15	14
OG0001208	15	10
OG0001209	16	12
OG0001210	19	13
OG0001211	22	10
OG0001212	65	65
OG0001213	31	19
OG0001214	50	43
OG0001215	60	43
OG0001216	29	21
OG0001217	19	12
OG0001218	23	15
OG0001219	32	30
OG0001220	25	22
OG0001221	48	45
OG0001222	19	18
OG0001223	17	17
OG0001224	16	14
OG0001225	25	22
OG0001226	21	18
OG0001227	18	17
OG0001228	32	27
OG0001229	33	29
OG0001230	15	15
OG0001231	15	14
OG0001232	17	7
OG0001233	15	15
OG0001234	11	10
OG0001235	16	14
OG0001236	17	14
OG0001237	17	15
OG0001238	16	13
OG0001239	13	11
OG0001240	17	8
OG0001241	17	14
OG0001242	14	12
OG0001243	14	11
OG0001244	19	13
OG0001245	17	14
OG0001246	18	16
OG0001247	14	11
OG0001248	32	30
OG0001249	20	17
OG0001250	13	13
OG0001251	15	13
OG0001252	18	16
OG0001253	15	15
OG0001254	15	13
OG0001255	15	14
OG0001256	15	14
OG0001257	14	13
OG0001258	16	8
OG0001259	16	12
OG0001260	25	10
OG0001261	16	16
OG0001262	13	12
OG0001263	14	12
OG0001264	14	12
OG0001265	15	14
OG0001266	40	36
OG0001267	22	18
OG0001268	23	17
OG0001269	22	21
OG0001270	54	50
OG0001271	61	61
OG0001272	57	46
OG0001273	65	65
OG0001274	12	11
OG0001275	13	9
OG0001276	15	15
OG0001277	28	26
OG0001278	27	15
OG0001279	14	11
OG0001280	15	12
OG0001281	17	13
OG0001282	16	12
OG0001283	15	13
OG0001284	16	14
OG0001285	14	11
OG0001286	21	19
OG0001287	16	16
OG0001288	15	13
OG0001289	16	16
OG0001290	15	14
OG0001291	17	17
OG0001292	15	12
OG0001293	20	14
OG0001294	15	14
OG0001295	28	25
OG0001296	20	16
OG0001297	19	12
OG0001298	19	11
OG0001299	9	9
OG0001300	13	11
OG0001301	15	14
OG0001302	12	7
OG0001303	8	7
OG0001304	13	11
OG0001305	16	15
OG0001306	15	13
OG0001307	19	16
OG0001308	20	14
OG0001309	13	13
OG0001310	14	13
OG0001311	17	14
OG0001312	14	14
OG0001313	18	12
OG0001314	13	13
OG0001315	15	15
OG0001316	15	10
OG0001317	22	16
OG0001318	19	16
OG0001319	23	17
OG0001320	35	31
OG0001321	21	20
OG0001322	26	17
OG0001323	17	12
OG0001324	59	56
OG0001325	64	64
OG0001326	62	62
OG0001327	64	64
OG0001328	14	14
OG0001329	39	13
OG0001330	13	11
OG0001331	21	17
OG0001332	14	12
OG0001333	16	16
OG0001334	13	12
OG0001335	13	12
OG0001336	14	13
OG0001337	12	12
OG0001338	19	8
OG0001339	14	12
OG0001340	28	23
OG0001341	17	17
OG0001342	13	12
OG0001343	13	10
OG0001344	15	14
OG0001345	13	12
OG0001346	16	15
OG0001347	18	14
OG0001348	14	13
OG0001349	13	10
OG0001350	15	14
OG0001351	26	24
OG0001352	18	18
OG0001353	21	13
OG0001354	14	12
OG0001355	16	14
OG0001356	15	10
OG0001357	16	13
OG0001358	14	12
OG0001359	13	9
OG0001360	13	9
OG0001361	16	13
OG0001362	16	15
OG0001363	14	12
OG0001364	13	13
OG0001365	12	12
OG0001366	13	12
OG0001367	14	13
OG0001368	23	22
OG0001369	40	36
OG0001370	13	13
OG0001371	23	16
OG0001372	14	14
OG0001373	15	15
OG0001374	14	12
OG0001375	17	15
OG0001376	13	12
OG0001377	18	16
OG0001378	16	13
OG0001379	16	16
OG0001380	17	11
OG0001381	26	19
OG0001382	13	12
OG0001383	27	23
OG0001384	22	21
OG0001385	62	62
OG0001386	42	36
OG0001387	62	62
OG0001388	63	63
OG0001389	63	63
OG0001390	63	63
OG0001391	21	18
OG0001392	12	11
OG0001393	12	12
