Orthogroup	Eutrema_salsugineum	Cardamine_glauca
OG0000019	XP_024016548.1, XP_024004876.1, XP_024003759.1	Cg003G084410, Cg008G317890
OG0000019	XP_024007941.1, XP_024011405.1	Cg004G134340
OG0000020	XP_024009309.1	Cg007G257890, Cg007G257790
OG0000021	XP_024006573.1, XP_024005010.1, XP_024015179.1, XP_024016553.1	Cg006G208570
OG0000021	XP_024004423.1	Cg003G084910
OG0000021	XP_024004072.1	Cg003G103950
OG0000021	XP_024004813.1, XP_024004020.1	Cg002G074750, Cg001G028510, Cg006G215630
OG0000023	XP_006413565.1	Cg001G017560
OG0000023	XP_024009837.1	Cg003G082360
OG0000023	XP_006413557.1, XP_024013896.1	Cg001G017610, Cg001G017600
OG0000023	XP_006396897.2	Cg003G082330
OG0000023	XP_006396896.1	Cg003G082320
OG0000023	XP_006396890.1	Cg003G082240
OG0000023	XP_006413569.1	Cg001G017750
OG0000023	XP_024004623.1	Cg001G017690
OG0000025	XP_006411607.2	Cg001G005300
OG0000026	XP_024010323.1, XP_024014398.1, XP_024011260.1, XP_024004142.1, XP_024015028.1, XP_024004413.1, XP_024014390.1, XP_024013392.1, XP_024010763.1, XP_024011323.1, XP_024014480.1, XP_024015953.1, XP_024012916.1, XP_024004954.1, XP_024006403.1, XP_024014257.1, XP_024015865.1, XP_024014090.1, XP_024009163.1, XP_024010651.1, XP_024014222.1, XP_024014393.1, XP_024004761.1, XP_024010439.1, XP_024014962.1, XP_024012918.1, XP_024007297.1, XP_024015864.1, XP_024006404.1, XP_024014500.1, XP_024004987.1, XP_024010657.1	Cg005G183380
OG0000027	XP_024006555.1	Cg006G213920
OG0000027	XP_006415341.2, XP_024007951.1, XP_006415394.1	Cg001G041530, Cg007G250820
OG0000027	XP_006402766.1	Cg002G048550, Cg002G048720
OG0000028	XP_024006637.1	Cg001G041970
OG0000029	XP_024007307.1	Cg003G107860, Cg007G253930
OG0000029	XP_024015973.1	Cg005G177650
OG0000029	XP_024005553.1	Cg006G212710
OG0000030	XP_024011303.1	Cg013G330360
OG0000031	XP_006391833.2	Cg007G247710
OG0000031	XP_024014798.1	Cg001G042060
OG0000031	XP_024015415.1	Cg004G133170
OG0000033	XP_024010975.1, XP_006413571.1	Cg001G017700
OG0000033	XP_006413574.2	Cg001G017780
OG0000033	XP_024005104.1	Cg001G019630
OG0000033	XP_006413567.2	Cg001G017580
OG0000034	XP_024016360.1, XP_024014012.1, XP_024016375.1	Cg002G066600
OG0000036	XP_024009179.1, XP_024009592.1	Cg008G323260
OG0000036	XP_024013600.1	Cg005G180340, Cg002G065870, Cg008G312450, Cg005G190140, Cg004G144710, Cg001G036700, Cg002G070690
OG0000036	XP_024012609.1, XP_024009371.1	Cg005G182230, Cg005G181070
OG0000038	XP_024008946.1, XP_024008016.1	Cg008G285210, Cg008G285280
OG0000038	XP_006412465.2	Cg001G007650
OG0000038	XP_006396333.1	Cg008G320560
OG0000038	XP_024004165.1	Cg006G216960
OG0000038	XP_024014404.1	Cg002G052970
OG0000040	XP_024008003.1	Cg006G217350, Cg001G030090
OG0000040	XP_006391637.1	Cg004G137150
OG0000042	XP_024006511.1	Cg002G059980
OG0000042	XP_024006069.1	Cg008G311300, Cg008G309470
OG0000044	XP_006407857.2, XP_024006486.1, XP_006401889.2, XP_024009662.1, XP_024011380.1, XP_024013796.1, XP_024010208.1, XP_006389862.1, XP_006403918.2	Cg001G029670
OG0000044	XP_024015030.1	Cg003G096230
OG0000045	XP_024007258.1, XP_024010326.1, XP_024016215.1, XP_024016257.1, XP_024006593.1, XP_024010150.1, XP_024008086.1, XP_024015905.1, XP_024013201.1, XP_024014022.1, XP_024011224.1, XP_024006120.1, XP_024009300.1, XP_024008010.1, XP_024009588.1, XP_024010453.1, XP_024006101.1, XP_024007284.1, XP_024011171.1	Cg003G091810
OG0000045	XP_024014349.1, XP_024006862.1, XP_024008024.1, XP_024006618.1, XP_024016129.1, XP_024011268.1	Cg002G064420
OG0000046	XP_024014419.1	Cg003G097180
OG0000046	XP_024004758.1	Cg001G022610
OG0000046	XP_024014362.1	Cg001G037990
OG0000046	XP_006391458.1	Cg007G266760
OG0000048	XP_006408252.2	Cg004G119540
OG0000048	XP_024014979.1	Cg004G119550
OG0000048	XP_006400349.1	Cg008G298370
OG0000049	XP_024004893.1	Cg007G255960
OG0000049	XP_024011200.1	Cg006G232250
OG0000052	XP_024009195.1, XP_024008111.1, XP_006418389.2	Cg006G242960
OG0000052	XP_024004184.1	Cg005G163540
OG0000053	XP_024006276.1, XP_024004801.1, XP_024016568.1, XP_024013967.1, XP_024013968.1, XP_024010380.1, XP_024013302.1, XP_024014239.1, XP_024014568.1, XP_024004842.1, XP_024004845.1, XP_024004831.1, XP_024004843.1, XP_024012732.1, XP_024006590.1, XP_024013675.1, XP_024009487.1, XP_024006533.1, XP_024010626.1	Cg003G084420
OG0000054	XP_006397270.2	Cg001G018970
OG0000054	XP_024016368.1, XP_024009310.1, XP_024005013.1	Cg005G189800, Cg005G189790
OG0000055	XP_024016818.1	Cg006G223020
OG0000056	XP_024009686.1, XP_024006605.1	Cg007G265440, Cg006G204190
OG0000056	XP_024009608.1, XP_024014631.1, XP_024004060.1, XP_024006592.1	Cg004G146250, Cg006G204780, Cg003G097370, Cg005G181880, Cg005G186560, Cg005G187160, Cg003G100780, Cg005G180320, Cg001G029590, Cg003G086110, Cg003G090290
OG0000057	XP_024012536.1	Cg004G139300, Cg004G139380, Cg004G139340, Cg004G139360, Cg004G139320, Cg004G139330, Cg004G139250
OG0000058	XP_024007981.1, XP_024015913.1	Cg005G189250
OG0000058	XP_024004962.1, XP_024006598.1	Cg006G215030, Cg003G077990
OG0000060	XP_024011528.1	Cg001G034080
OG0000061	XP_024004223.1, XP_024014389.1	Cg003G083990, Cg008G318200
OG0000062	XP_024014042.1	Cg007G260660, Cg005G180090
OG0000062	XP_024010130.1, XP_006405230.2	Cg010G326150
OG0000064	XP_006411683.1	Cg001G000750
OG0000064	XP_006410525.1	Cg005G172820
OG0000064	XP_006397052.1, XP_024010258.1, XP_024010259.1, XP_024010257.1, XP_006397224.1, XP_006397217.1, XP_024010292.1, XP_006397043.1, XP_024004093.1, XP_024004091.1, XP_006410041.1, XP_024004081.1, XP_024004092.1, XP_006410069.1, XP_006410074.2, XP_006410076.1, XP_006410126.2, XP_006410042.2, XP_006410043.2, XP_006410067.1, XP_024004059.1, XP_024004083.1, XP_024010383.1, XP_006410127.1	Cg008G325030
OG0000065	XP_024006661.1	Cg001G020190
OG0000066	XP_024005718.1	Cg007G276160
OG0000066	XP_024012002.1, XP_006394044.1, XP_006394194.1, XP_006396911.1	Cg003G113360
OG0000067	XP_006406656.1	Cg007G270520
OG0000070	XP_024010588.1	Cg002G063700
OG0000072	XP_024009348.1, XP_024013914.1, XP_024006596.1, XP_024009952.1, XP_024014026.1, XP_024010244.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009380.1, XP_024009792.1, XP_024010384.1, XP_024009711.1	Cg008G307960, Cg001G029810, Cg001G029820, Cg008G307970
OG0000073	XP_024011128.1	Cg008G315120
OG0000074	XP_006416064.2	Cg006G222280, Cg006G222290
OG0000074	XP_024010232.1	Cg006G222230, Cg006G222200, Cg006G222240, Cg006G222220
OG0000074	XP_024008618.1	Cg006G222350
OG0000074	XP_024008035.1	Cg006G222340
OG0000075	XP_024015726.1	Cg008G291500, Cg008G290800, Cg008G290770
OG0000075	XP_024007719.1	Cg001G042020, Cg008G318380, Cg001G041980, Cg007G251300
OG0000075	XP_024006207.1	Cg001G033430, Cg006G221290, Cg008G323300
OG0000075	XP_006417013.1, XP_006417028.2	Cg008G301210
OG0000076	XP_024007553.1	Cg007G272900
OG0000077	XP_006418924.1	Cg004G148440
OG0000077	XP_024014654.1	Cg004G151030, Cg005G160440
OG0000079	XP_024012746.1, XP_006396702.1, XP_024015302.1	Cg002G047470
OG0000079	XP_006402736.1	Cg008G310600, Cg008G310560, Cg008G308930
OG0000080	XP_024015522.1	Cg003G093790
OG0000081	XP_024004911.1	Cg006G198910
OG0000081	XP_006400346.2	Cg008G298360
OG0000081	XP_006400362.1	Cg008G298500
OG0000083	XP_006406083.1	Cg004G140450, Cg004G140420, Cg004G140430, Cg004G140410, Cg004G140440
OG0000087	XP_006394642.1	Cg008G303510
OG0000087	XP_006410012.1	Cg005G177380
OG0000087	XP_006399740.1	Cg008G292710
OG0000087	XP_006410628.1	Cg005G171830
OG0000087	XP_006403108.1	Cg008G320640
OG0000087	XP_006413842.1	Cg001G020160
OG0000087	XP_006390273.1	Cg007G276340
OG0000088	XP_006404361.1, XP_006398111.1, XP_006398110.2	Cg005G181240
OG0000088	XP_006404364.1	Cg002G059450
OG0000088	XP_024013782.1	Cg002G059930, Cg002G059530
OG0000088	XP_024011446.1	Cg001G039390, Cg008G300920
OG0000088	XP_024013720.1	Cg007G258090
OG0000089	XP_006399464.1	Cg008G290150
OG0000089	XP_006407369.1	Cg004G127880
OG0000089	XP_006418890.1	Cg003G107020
OG0000090	XP_006416426.1	Cg006G225800
OG0000090	XP_006390250.1	Cg007G276570, Cg001G034690, Cg001G034670, Cg001G034700
OG0000090	XP_006393304.1	Cg006G200830, Cg006G200820, Cg006G200840, Cg006G200440, Cg006G200850
OG0000090	XP_006402629.2	Cg001G005770
OG0000090	XP_006395735.1	Cg002G074060
OG0000093	XP_024006522.1, XP_024006521.1	Cg004G145440, Cg004G145260
OG0000093	XP_006405456.2	Cg002G047940
OG0000093	XP_024012757.1	Cg002G048030
OG0000096	XP_006395720.2	Cg002G073910
OG0000096	XP_006395727.1, XP_006395717.2	Cg002G073940, Cg002G073930
OG0000096	XP_024011109.1	Cg008G322180
OG0000097	XP_006417793.2	Cg003G079780, Cg003G094240
OG0000097	XP_006396592.1	Cg003G079770, Cg003G094250
OG0000098	XP_006392038.2, XP_006392043.1, XP_006392032.1, XP_024004105.1, XP_024013492.1	Cg007G253040, Cg007G249450
OG0000099	XP_024013586.1, XP_024011074.1, XP_006405351.1, XP_006391682.2, XP_024016396.1	Cg007G249510
OG0000100	XP_024015018.1, XP_024006073.1	Cg006G202960, Cg007G265000
OG0000100	XP_024013152.1	Cg008G316000
OG0000101	XP_024014029.1	Cg007G246670
OG0000104	XP_024006051.1	Cg006G200560
OG0000104	XP_006406282.1	Cg004G138340
OG0000104	XP_024003673.1, XP_024003751.1, XP_006409933.2	Cg005G178050
OG0000105	XP_024011316.1	Cg003G084510
OG0000106	XP_024014982.1, XP_006408882.1	Cg004G136130
OG0000106	XP_024009294.1, XP_006418661.2, XP_006418628.2	Cg008G322480, Cg001G042030
OG0000108	XP_006394690.1, XP_006404383.1, XP_006414046.1	Cg008G306430
OG0000109	XP_024014456.1	Cg006G209370, Cg002G061660
OG0000109	XP_024009890.1	Cg008G318050
OG0000109	XP_024014096.1	Cg002G064440
OG0000109	XP_024004593.1	Cg004G150880, Cg006G210870, Cg005G180720, Cg006G218300, Cg006G206180
OG0000110	XP_006402710.1	Cg002G047270
OG0000110	XP_006402712.2	Cg002G047280
OG0000110	XP_024009571.1	Cg002G047240
OG0000110	XP_006412145.2	Cg002G047300, Cg002G047310, Cg005G186820
OG0000110	XP_024012970.1	Cg007G269260
OG0000111	XP_006403516.1	Cg002G051630
OG0000114	XP_006399626.1	Cg008G318090
OG0000114	XP_024011055.1	Cg008G320920
OG0000118	XP_006390706.1, XP_006396340.2, XP_024009908.1, XP_024009900.1, XP_006414734.2	Cg002G054790, Cg002G054780, Cg006G212290
OG0000119	XP_024013153.1	Cg003G096910, Cg005G178360
OG0000119	XP_024010311.1, XP_024010843.1, XP_024009910.1, XP_024004523.1	Cg007G255080, Cg002G068550, Cg003G107770, Cg002G060400, Cg001G039470, Cg001G029640, Cg007G255680
OG0000120	XP_006392103.1, XP_006392097.1	Cg007G250010, Cg007G249930
OG0000120	XP_006409474.2, XP_006398920.1	Cg008G285500
OG0000122	XP_006401333.2	Cg003G086890
OG0000122	XP_006401335.1	Cg003G103780
OG0000123	XP_024013225.1	Cg001G014410
OG0000123	XP_006413192.2	Cg001G014420
OG0000125	XP_006403666.1, XP_006410934.1	Cg002G052860
OG0000125	XP_006400797.1	Cg008G302630
OG0000125	XP_006400898.1	Cg003G107610
OG0000125	XP_006409905.1	Cg005G178390
OG0000126	XP_024010260.1, XP_024014515.1, XP_024006138.1	Cg001G027760, Cg001G028690, Cg002G060390, Cg007G271870, Cg008G305740, Cg007G255150
OG0000127	XP_024009346.1	Cg004G124780
OG0000129	XP_024010230.1, XP_024006563.1	Cg005G172680
OG0000132	XP_024004957.1	Cg001G031120, Cg001G029490
OG0000132	XP_024016184.1	Cg008G321270
OG0000133	XP_024007305.1	Cg007G269340
OG0000133	XP_024009779.1	Cg003G084500, Cg005G185150, Cg004G141220
OG0000135	XP_024004065.1, XP_024016223.1, XP_024004923.1, XP_024006538.1, XP_024006075.1, XP_024012099.1, XP_024006572.1	Cg004G138210
OG0000136	XP_006405815.1, XP_024014475.1	Cg001G037110
OG0000136	XP_006405877.2	Cg001G037040
OG0000136	XP_024014367.1	Cg001G037100
OG0000137	XP_024014203.1	Cg001G041290
OG0000138	XP_006395267.1	Cg002G067580, Cg002G067290
OG0000140	XP_006400988.1	Cg003G106820
OG0000140	XP_024011857.1	Cg003G106800
OG0000140	XP_024011989.1, XP_024011966.1, XP_024012425.1	Cg003G106450
OG0000140	XP_024012145.1	Cg003G106440
OG0000140	XP_006400992.1	Cg003G106810, Cg008G324860, Cg003G096950
OG0000144	XP_024011410.1, XP_024014259.1, XP_024014196.1, XP_024004159.1, XP_024015297.1, XP_024013228.1	Cg005G182040
OG0000146	XP_006401461.1	Cg003G102630
OG0000146	XP_006401460.1	Cg003G102640
OG0000146	XP_006401465.2	Cg003G102600
OG0000146	XP_006395415.1	Cg003G098470, Cg003G098480
OG0000146	XP_006401462.1	Cg003G102620
OG0000146	XP_006401463.2	Cg003G102610
OG0000147	XP_006409094.1	Cg004G155250
OG0000147	XP_024005341.1	Cg001G010340
OG0000147	XP_024012572.1	Cg003G104960
OG0000147	XP_006389820.1	Cg007G280860
OG0000147	XP_006396088.1	Cg004G146670
OG0000147	XP_006404985.2	Cg005G189880
OG0000149	XP_024009527.1	Cg002G060900
OG0000149	XP_024009508.1	Cg002G060880
OG0000149	XP_006400931.1	Cg003G107320
OG0000149	XP_024009365.1	Cg002G060920
OG0000151	XP_006401722.1	Cg003G100170
OG0000151	XP_024005195.1	Cg001G012710
OG0000151	XP_006407751.1	Cg004G124340
OG0000151	XP_006409398.1	Cg004G152640
OG0000151	XP_006401372.1	Cg003G103430
OG0000151	XP_006391653.1, XP_006405318.1	Cg007G246070
OG0000152	XP_024006631.1, XP_024007301.1, XP_024007965.1	Cg006G206580
OG0000154	XP_006416851.1	Cg006G229860
OG0000154	XP_006407319.1	Cg004G128290
OG0000154	XP_006407676.1	Cg004G125060
OG0000154	XP_006398709.1	Cg008G283240
OG0000155	XP_006413094.1	Cg001G013440
OG0000155	XP_024005112.1	Cg001G019650
OG0000155	XP_024009272.1, XP_006407382.2	Cg004G127780
OG0000156	XP_024012911.1	Cg002G045690
OG0000156	XP_024010825.1	Cg005G160240
OG0000156	XP_006410182.1	Cg005G160250
OG0000161	XP_024007354.1, XP_006394457.2, XP_024006771.1	Cg003G098030, Cg005G179900, Cg005G180000, Cg005G179820
OG0000161	XP_024011911.1	Cg007G261690, Cg007G262070, Cg007G264010, Cg006G215310
OG0000161	XP_006408194.2	Cg007G257190
OG0000162	XP_006395656.2	Cg005G178220
OG0000162	XP_024012914.1	Cg002G046140
OG0000162	XP_024004704.1, XP_024010855.1	Cg005G160860
OG0000164	XP_024006417.1	Cg008G307470
OG0000165	XP_024016201.1	Cg009G325660
OG0000167	XP_006401739.1	Cg003G099980, Cg003G099950, Cg003G099970, Cg003G100000, Cg003G085600, Cg003G085540, Cg005G187960, Cg005G187970, Cg005G188000, Cg005G188050, Cg005G187980
OG0000167	XP_006413956.2	Cg001G021130
OG0000167	XP_006393695.2	Cg001G021160
OG0000168	XP_024009434.1, XP_024015940.1	Cg001G034720
OG0000171	XP_024015929.1, XP_006416080.1	Cg006G222370, Cg007G270890
OG0000171	XP_024012404.1	Cg008G294880
OG0000172	XP_024015356.1, XP_006406628.2, XP_006402376.1	Cg002G052400
OG0000172	XP_006402375.2	Cg007G250100, Cg007G250140
OG0000172	XP_024016620.1	Cg002G060680, Cg002G060150
OG0000173	XP_006397382.1, XP_024004806.1, XP_024010671.1, XP_024010073.1	Cg003G091670
OG0000174	XP_024016025.1	Cg009G325780, Cg006G205480
OG0000175	XP_006409243.1	Cg002G055540
OG0000175	XP_006390262.1	Cg007G276430
OG0000175	XP_006416436.1	Cg006G225880
OG0000175	XP_006412162.1	Cg001G005230
OG0000175	XP_006412039.1	Cg001G004130
OG0000177	XP_024004140.1	Cg007G253550, Cg005G182360, Cg007G250370, Cg006G214000
OG0000180	XP_006404944.1	Cg001G043140
OG0000181	XP_024014219.1	Cg004G121590, Cg005G191690, Cg001G038210, Cg005G186330
OG0000184	XP_024013227.1, XP_024014585.1, XP_024007751.1, XP_024004883.1, XP_024013177.1, XP_024005307.1, XP_024009490.1, XP_024014410.1	Cg006G215550
OG0000185	XP_024009937.1	Cg003G088110, Cg003G098770, Cg006G198800, Cg006G228250
OG0000189	XP_006411932.1	Cg001G007520
OG0000189	XP_006409103.1	Cg001G002260, Cg001G002250
OG0000190	XP_006396683.2	Cg006G210720, Cg006G210710
OG0000190	XP_024010195.1	Cg003G080530
OG0000191	XP_024015686.1	Cg004G134260
OG0000191	XP_024012172.1	Cg004G153150, Cg004G153270
OG0000192	XP_024008190.1	Cg006G224780
OG0000192	XP_006416323.1	Cg006G224800
OG0000192	XP_006416321.2	Cg006G224790, Cg006G224760
OG0000193	XP_024014930.1, XP_024015423.1, XP_024014935.1, XP_006406082.1, XP_006406087.1, XP_006406076.1	Cg004G140730
OG0000195	XP_006408585.1	Cg005G182280
OG0000195	XP_006402949.1	Cg002G049520, Cg005G164920
OG0000195	XP_006405835.1, XP_006391396.1	Cg001G036760, Cg007G265630
OG0000196	XP_006415507.2	Cg006G202640
OG0000196	XP_006418015.2	Cg006G240790
OG0000196	XP_006415505.2	Cg006G202630
OG0000197	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1	Cg001G041590
OG0000201	XP_006406033.1, XP_024014915.1	Cg004G139100, Cg004G139090, Cg004G139080
OG0000202	XP_006414663.1, XP_006414661.2	Cg004G133650
OG0000202	XP_006403304.1	Cg004G134030
OG0000203	XP_006408167.1	Cg004G120290
OG0000203	XP_006403294.1, XP_006413270.2	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080
OG0000204	XP_024014985.1	Cg004G138460
OG0000210	XP_024015969.1	Cg004G144520
OG0000210	XP_024004125.1	Cg005G173490
OG0000213	XP_024013862.1	Cg005G191730
OG0000216	XP_024004517.1, XP_024004516.1	Cg001G018790, Cg001G018760
OG0000218	XP_006413529.1	Cg002G072370
OG0000218	XP_006395887.1, XP_006395885.1, XP_006395886.1	Cg002G075340
OG0000219	XP_006391444.1	Cg007G266520, Cg007G266510
OG0000219	XP_006410035.1	Cg005G177180
OG0000219	XP_006394298.1	Cg003G095240, Cg003G111060
OG0000220	XP_006402068.1	Cg003G103090
OG0000221	XP_024005026.1, XP_024011236.1, XP_024010337.1, XP_024009718.1, XP_024011253.1, XP_024009445.1, XP_024009238.1, XP_024015927.1, XP_024009305.1, XP_024010096.1, XP_024014414.1	Cg005G182530
OG0000222	XP_024010605.1	Cg008G315660, Cg004G151260, Cg001G038580
OG0000222	XP_024015813.1, XP_024011097.1, XP_024006564.1, XP_024006074.1, XP_024011213.1	Cg003G091290
OG0000224	XP_006390080.1	Cg007G278160
OG0000224	XP_006412567.1	Cg001G008870, Cg001G017640
OG0000226	XP_024008728.1	Cg004G128760
OG0000228	XP_006390832.1	Cg007G271280
OG0000228	XP_024007098.1	Cg007G271290
OG0000229	XP_006413298.1, XP_006412791.2	Cg003G078340, Cg014G331290, Cg008G315850, Cg014G331310, Cg014G331300, Cg003G078330
OG0000230	XP_006390972.1, XP_006405181.1	Cg008G323410
OG0000230	XP_024007004.1	Cg007G276400, Cg007G276410
OG0000231	XP_006391509.1	Cg007G260410
OG0000233	XP_024009278.1, XP_024016558.1, XP_024013534.1, XP_024004135.1, XP_024014514.1	Cg005G186600
OG0000234	XP_006403491.1	Cg002G051400
OG0000234	XP_006403492.1	Cg002G051410
OG0000234	XP_006403493.1	Cg002G051420
OG0000234	XP_006411161.1	Cg005G166930
OG0000234	XP_006399852.1	Cg008G293710
OG0000235	XP_024007938.1	Cg006G213560
OG0000236	XP_024014966.1	Cg001G028350, Cg004G141830, Cg004G144380, Cg004G139210
OG0000236	XP_024014734.1	Cg003G086380
OG0000241	XP_024013212.1, XP_024010473.1, XP_024007230.1	Cg004G145120
OG0000242	XP_006417058.1	Cg006G231900
OG0000242	XP_024008759.1	Cg006G231890
OG0000242	XP_006417061.1	Cg006G231910
OG0000244	XP_006413726.1	Cg001G019150
OG0000244	XP_006396665.1	Cg003G093660, Cg003G080320
OG0000244	XP_006413727.1	Cg001G019160
OG0000248	XP_024016821.1	Cg007G252860
OG0000248	XP_006408645.2	Cg001G034790
OG0000248	XP_024010225.1	Cg001G034710
OG0000249	XP_006410852.1	Cg005G169790
OG0000250	XP_006390930.2	Cg007G270460, Cg007G270470, Cg007G270580
OG0000254	XP_024004170.1	Cg004G134710
OG0000254	XP_024015022.1	Cg005G190180
OG0000256	XP_024009992.1	Cg003G080890
OG0000256	XP_024004174.1	Cg005G165640
OG0000257	XP_006414877.1	Cg006G198470, Cg006G198480
OG0000257	XP_006394385.1	Cg001G035030
OG0000258	XP_006395570.1	Cg002G072340
OG0000258	XP_006401223.1	Cg003G104860
OG0000258	XP_006395568.2	Cg002G072320
OG0000264	XP_006396522.2	Cg003G079060, Cg003G094880
OG0000265	XP_024011107.1	Cg005G179750, Cg005G186970
OG0000265	XP_024013466.1, XP_024006182.1	Cg002G064680, Cg003G102580, Cg001G029400, Cg001G041950, Cg006G213200, Cg008G309270, Cg007G252820, Cg001G002880, Cg006G204120, Cg005G180900, Cg004G141100, Cg003G086590, Cg002G049430
OG0000266	XP_006402522.1, XP_006405778.1	Cg003G098940, Cg003G099000
OG0000266	XP_006414422.1	Cg002G044180, Cg002G044170
OG0000267	XP_024009084.1, XP_006396044.1	Cg005G177130, Cg005G177100, Cg005G177110, Cg005G177030, Cg005G177010, Cg005G177140, Cg005G177090, Cg005G177120
OG0000267	XP_024014209.1, XP_006404623.2, XP_006393105.1, XP_024014238.1, XP_024014208.1	Cg005G193150
OG0000268	XP_006395818.1	Cg002G074810
OG0000268	XP_024016059.1	Cg007G248330
OG0000268	XP_006398647.1	Cg008G282710
OG0000268	XP_006403613.1	Cg002G052420
OG0000271	XP_006393349.1	Cg003G079870
OG0000272	XP_024006427.1	Cg008G325020
OG0000273	XP_024006296.1	Cg006G201130, Cg006G201120, Cg006G201160
OG0000273	XP_006393515.2, XP_006392846.1	Cg006G201170
OG0000274	XP_006400925.1	Cg003G107390
OG0000274	XP_006418933.1, XP_006418941.1	Cg002G061020, Cg002G061010
OG0000274	XP_024003799.1	Cg005G177430
OG0000275	XP_024014973.1, XP_024014974.1	Cg004G138960, Cg004G139000, Cg004G138970, Cg004G138980, Cg004G138950, Cg004G138940
OG0000276	XP_024004976.1	Cg001G029710
OG0000278	XP_024008930.1	Cg003G105620
OG0000281	XP_006393194.1	Cg006G199670
OG0000281	XP_006413618.1	Cg006G220980
OG0000282	XP_024012161.1	Cg008G288360
OG0000282	XP_006399236.1	Cg008G288350, Cg008G323220
OG0000282	XP_006399237.1	Cg008G288380
OG0000282	XP_024012088.1, XP_006399240.2	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000283	XP_024013277.1, XP_006403248.1, XP_006403249.1, XP_006403251.1, XP_006403252.1, XP_006403255.1	Cg008G318960, Cg008G318990, Cg008G318970
OG0000284	XP_006394900.1	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380
OG0000285	XP_024006539.1	Cg002G060650, Cg005G182020
OG0000290	XP_006406581.1	Cg004G135310
OG0000294	XP_006406736.1	Cg004G133910
OG0000294	XP_006410860.1	Cg005G169690
OG0000294	XP_006397900.1	Cg005G158570
OG0000294	XP_006396376.1	Cg003G077590, Cg014G332020
OG0000294	XP_006418333.1	Cg006G243870
OG0000295	XP_006407057.2	Cg007G263400
OG0000296	XP_006405376.2	Cg007G280920, Cg007G280630
OG0000297	XP_006411985.1	Cg001G003600
OG0000297	XP_006405949.1, XP_006409893.2	Cg005G178560, Cg005G178570, Cg005G178540
OG0000297	XP_024013316.1, XP_024013315.1, XP_006400849.1	Cg003G108160
OG0000297	XP_006406472.1	Cg004G136450
OG0000299	XP_024003896.1	Cg001G026540, Cg002G070200
OG0000299	XP_024013752.1	Cg001G026230, Cg001G026550
OG0000299	XP_006395553.1	Cg001G039310, Cg006G194360
OG0000300	XP_024009522.1	Cg004G145480, Cg004G145490
OG0000300	XP_024009515.1, XP_006396158.1	Cg004G145430, Cg004G144800
OG0000310	XP_024012512.1, XP_024012532.1, XP_006400936.1	Cg002G058430
OG0000311	XP_006400196.1	Cg008G296830
