Orthogroup	Cardamine_glauca	Cardamine_hirsuta
OG0000074	Cg006G222350	CARHR023940
OG0000074	Cg006G222340	CARHR023950
OG0000075	Cg003G083750, Cg005G174740	CARHR125670, CARHR125660, CARHR124000
OG0000075	Cg004G148530	CARHR119930
OG0000075	Cg001G042020, Cg008G318380, Cg001G041980, Cg007G251300	CARHR099040
OG0000075	Cg006G235090, Cg006G235510, Cg006G210640, Cg006G235500	CARHR010320
OG0000075	Cg001G033430	CARHR010330
OG0000075	Cg008G301210	CARHR035940
OG0000076	Cg002G057890	CARHR157840
OG0000076	Cg002G054100	CARHR162490
OG0000076	Cg007G272900	CARHR065210, CARHR065340
OG0000076	Cg002G071650	CARHR148060, CARHR148030
OG0000077	Cg004G148440	CARHR105240
OG0000077	Cg005G160440	CARHR286090
OG0000079	Cg002G047470	CARHR111250, CARHR169300, CARHR169310
OG0000079	Cg007G249140	CARHR051200, CARHR051170
OG0000079	Cg008G310600, Cg008G310560, Cg008G308930	CARHR186450, CARHR286030, CARHR217340
OG0000080	Cg005G158270	CARHR215660
OG0000080	Cg004G149910	CARHR038000
OG0000080	Cg003G093790	CARHR252580
OG0000080	Cg005G177050	CARHR123150
OG0000080	Cg005G176650	CARHR123070
OG0000080	Cg005G177060	CARHR123140
OG0000081	Cg006G198910	CARHR040900
OG0000081	Cg008G298500	CARHR194900
OG0000083	Cg005G178780	CARHR291360, CARHR291330
OG0000083	Cg007G271880	CARHR064660, CARHR291280
OG0000083	Cg008G322860	CARHR176300
OG0000083	Cg004G140430, Cg004G140410	CARHR099030
OG0000083	Cg004G140440	CARHR099020
OG0000083	Cg005G190490	CARHR118100, CARHR292140, CARHR291340
OG0000084	Cg005G189580	CARHR117220, CARHR116970
OG0000085	Cg007G270000	CARHR259820
OG0000086	Cg003G107380	CARHR050760, CARHR273290
OG0000087	Cg008G303510	CARHR189700
OG0000087	Cg005G177380	CARHR122890
OG0000087	Cg002G060160	CARHR155480
OG0000087	Cg008G292710	CARHR200860
OG0000087	Cg005G171830	CARHR128920
OG0000087	Cg008G320640	CARHR178800
OG0000087	Cg001G020160	CARHR227450
OG0000087	Cg006G225960	CARHR020480
OG0000087	Cg007G276340	CARHR069200
OG0000088	Cg002G059900	CARHR155740
OG0000088	Cg002G059930	CARHR155710, CARHR155700
OG0000088	Cg002G059530	CARHR156270
OG0000088	Cg001G039390, Cg008G300920	CARHR192340, CARHR192330
OG0000088	Cg003G090240, Cg003G095710	CARHR262970
OG0000088	Cg007G258090	CARHR152670
OG0000089	Cg008G290150	CARHR203590
OG0000089	Cg004G135460	CARHR094190
OG0000089	Cg004G127880	CARHR086670
OG0000089	Cg005G168860	CARHR131960
OG0000089	Cg002G060740, Cg003G107020	CARHR285740
OG0000090	Cg006G225800	CARHR020650
OG0000090	Cg008G317760, Cg011G329140	CARHR284690
OG0000090	Cg007G276570, Cg001G034690, Cg001G034670, Cg001G034700	CARHR069500
OG0000090	Cg001G005770	CARHR288810
OG0000090	Cg002G074060	CARHR145500, CARHR145480
OG0000090	Cg006G235770	CARHR010350
OG0000093	Cg002G047960	CARHR168740
OG0000093	Cg002G047920	CARHR168770
OG0000093	Cg002G047970	CARHR168690
OG0000093	Cg002G048030	CARHR168640
OG0000093	Cg002G048080	CARHR168600, CARHR168590, CARHR259860, CARHR168580
OG0000096	Cg002G073910	CARHR145650
OG0000096	Cg002G073930	CARHR145640
OG0000096	Cg002G073840	CARHR288740
OG0000096	Cg003G082280	CARHR254980, CARHR254940
OG0000096	Cg008G322180	CARHR177040
OG0000097	Cg003G079770, Cg003G094250	CARHR252090, CARHR252110
OG0000097	Cg003G079750, Cg003G094280	CARHR252060
OG0000097	Cg003G079730, Cg003G094300	CARHR252050
OG0000097	Cg003G094290, Cg003G079740	CARHR252100
OG0000097	Cg003G079760	CARHR252070
OG0000098	Cg007G253040, Cg007G249450	CARHR052090, CARHR052140, CARHR051470, CARHR052110
OG0000099	Cg007G246280, Cg007G246260, Cg007G246270	CARHR046920, CARHR046960, CARHR051260, CARHR051500, CARHR051070, CARHR046940
OG0000099	Cg007G249510	CARHR046950, CARHR051080, CARHR046970, CARHR051510, CARHR046930
OG0000100	Cg008G316000	CARHR054110, CARHR100990
OG0000101	Cg007G246670	CARHR047710
OG0000104	Cg006G238510	CARHR007350
OG0000104	Cg005G178080	CARHR122140
OG0000104	Cg005G178040	CARHR122190
OG0000104	Cg005G177980, Cg005G177930	CARHR122230
OG0000104	Cg005G177920	CARHR122240
OG0000104	Cg006G200560	CARHR039100
OG0000104	Cg004G138340	CARHR097260
OG0000104	Cg006G197920	CARHR041970
OG0000104	Cg006G197960, Cg006G197910	CARHR041980
OG0000104	Cg005G178050	CARHR122150, CARHR122160
OG0000106	Cg004G135900, Cg004G134980, Cg004G134990	CARHR093690
OG0000106	Cg004G136130	CARHR094390, CARHR099980, CARHR094810, CARHR094850, CARHR094840, CARHR094860
OG0000106	Cg008G322480	CARHR120300, CARHR120290
OG0000106	Cg001G042030	CARHR084920
OG0000107	Cg005G182320	CARHR119260, CARHR119250
OG0000107	Cg004G136880	CARHR095610
OG0000107	Cg004G136910	CARHR095650
OG0000107	Cg004G136890	CARHR095620
OG0000107	Cg004G136900	CARHR055760
OG0000108	Cg008G306430	CARHR174970
OG0000108	Cg007G245680, Cg007G245670	CARHR046250
OG0000110	Cg002G047270	CARHR169600
OG0000110	Cg002G047280	CARHR169580
OG0000110	Cg002G047240	CARHR169630
OG0000110	Cg002G047300, Cg002G047310, Cg005G186820	CARHR150810, CARHR169560
OG0000110	Cg007G269260	CARHR061850
OG0000111	Cg002G051630	CARHR164880
OG0000112	Cg008G314480, Cg008G314500, Cg008G314450, Cg008G314360, Cg008G314370, Cg008G314440, Cg008G314380, Cg008G314400, Cg008G314410, Cg008G314430, Cg008G314420, Cg008G314470, Cg008G314490, Cg008G314390, Cg008G314460	CARHR181490, CARHR181480, CARHR274670
OG0000113	Cg007G253910	CARHR149270, CARHR055020, CARHR047480, CARHR047200, CARHR047160, CARHR047260, CARHR262020, CARHR047590, CARHR047570, CARHR288100, CARHR047560, CARHR048050
OG0000113	Cg007G253850	CARHR047220
OG0000114	Cg008G318090	CARHR202010, CARHR214250, CARHR181200, CARHR181230, CARHR202070, CARHR077970
OG0000118	Cg002G054790, Cg002G054780, Cg006G212290	CARHR161700, CARHR161720, CARHR155540, CARHR161740, CARHR161910, CARHR161710
OG0000118	Cg003G083280, Cg003G083300, Cg006G212340, Cg006G212330, Cg006G212350, Cg003G083440, Cg003G083420, Cg003G083410, Cg003G083390, Cg003G083400, Cg003G083370, Cg003G083380, Cg003G083350, Cg003G083310, Cg003G083460, Cg006G204540, Cg002G064450, Cg013G330430	CARHR148290
OG0000119	Cg007G255080, Cg002G068550	CARHR292260
OG0000119	Cg003G107770, Cg002G060400, Cg001G039470, Cg001G029640	CARHR102990
OG0000120	Cg007G250010, Cg007G249930	CARHR285170
OG0000120	Cg001G027290	CARHR221010
OG0000120	Cg008G308250, Cg008G308040, Cg008G308890, Cg008G310540	CARHR293630, CARHR283580, CARHR059500, CARHR058390, CARHR116680, CARHR186430
OG0000120	Cg008G285500	CARHR208650
OG0000122	Cg003G086890	CARHR269930
OG0000122	Cg003G103810	CARHR269750, CARHR269900, CARHR031760, CARHR036560, CARHR031790
OG0000122	Cg003G103790	CARHR269920
OG0000123	Cg006G218510, Cg006G218490	CARHR024520, CARHR027640, CARHR027660, CARHR027650
OG0000123	Cg001G014410	CARHR014050
OG0000123	Cg001G014420	CARHR233830
OG0000123	Cg001G029000, Cg001G029020	CARHR009210
OG0000125	Cg002G052860	CARHR163570
OG0000125	Cg008G283340	CARHR210790
OG0000125	Cg008G302630	CARHR190650
OG0000125	Cg006G238270	CARHR007600
OG0000125	Cg003G107610	CARHR273520
OG0000125	Cg002G061230, Cg002G061270	CARHR154390, CARHR154340
OG0000125	Cg005G178390	CARHR121850
OG0000127	Cg008G282740	CARHR211460
OG0000127	Cg004G124780	CARHR083490
OG0000131	Cg008G315100	CARHR258830
OG0000132	Cg001G031120, Cg001G029490	CARHR217650
OG0000133	Cg003G084500, Cg005G185150, Cg004G141220	CARHR184120
OG0000136	Cg001G037110	CARHR214760, CARHR214790
OG0000136	Cg001G037040	CARHR214860
OG0000136	Cg001G037100	CARHR214810
OG0000137	Cg001G041290	CARHR261370
OG0000138	Cg001G039000	CARHR263270, CARHR263340, CARHR263290, CARHR113950
OG0000138	Cg001G039020, Cg001G039010	CARHR263260
OG0000138	Cg008G324060	CARHR174950
OG0000138	Cg002G067580	CARHR153070
OG0000138	Cg002G067290	CARHR153150, CARHR254660, CARHR113960, CARHR113980
OG0000140	Cg002G060210	CARHR155420
OG0000140	Cg003G106820	CARHR285530
OG0000140	Cg003G106800	CARHR285410
OG0000140	Cg003G106450	CARHR272760, CARHR272770, CARHR053670
OG0000140	Cg003G106440	CARHR272750
OG0000140	Cg003G106810	CARHR285460
OG0000140	Cg008G324860	CARHR285480
OG0000142	Cg005G177670	CARHR122610
OG0000142	Cg005G177630	CARHR122600, CARHR122570, CARHR122580, CARHR119640
OG0000142	Cg005G176030	CARHR119630, CARHR119600, CARHR124170, CARHR124160, CARHR124140
OG0000146	Cg003G102630	CARHR268710
OG0000146	Cg003G102640	CARHR268720
OG0000146	Cg003G102600	CARHR268680
OG0000146	Cg003G102620	CARHR268700
OG0000146	Cg003G102610	CARHR268690
OG0000147	Cg004G155250	CARHR109500
OG0000147	Cg001G010340	CARHR238090
OG0000147	Cg003G104960	CARHR271150
OG0000147	Cg007G280860	CARHR073860
OG0000147	Cg004G146670	CARHR104060
OG0000147	Cg005G189880	CARHR117520
OG0000149	Cg002G060900	CARHR154790, CARHR154820
OG0000149	Cg002G060880	CARHR154830
OG0000149	Cg003G107300, Cg003G107310	CARHR273170, CARHR273200, CARHR273210, CARHR273220
OG0000149	Cg003G107330, Cg003G107340	CARHR273240, CARHR273230, CARHR273250
OG0000149	Cg001G028530	CARHR219850
OG0000149	Cg003G107280	CARHR273160
OG0000149	Cg002G060920	CARHR154780
OG0000150	Cg002G064460	CARHR263010, CARHR256190
OG0000150	Cg001G004220	CARHR207890, CARHR143200
OG0000150	Cg002G061890	CARHR150140
OG0000150	Cg005G186200	CARHR114860
OG0000150	Cg002G061900	CARHR150200
OG0000151	Cg003G100170	CARHR266340
OG0000151	Cg001G012710	CARHR235660
OG0000151	Cg004G124340	CARHR082990
OG0000151	Cg004G152640	CARHR107000
OG0000151	Cg003G103430	CARHR269520
OG0000151	Cg007G246070	CARHR046700
OG0000154	Cg006G229860	CARHR016540
OG0000154	Cg004G128290	CARHR087080
OG0000154	Cg004G125060	CARHR083850
OG0000154	Cg008G283240	CARHR210880
OG0000154	Cg008G283230	CARHR210890
OG0000155	Cg001G013440	CARHR234950
OG0000155	Cg001G019650	CARHR227980
OG0000155	Cg004G127780	CARHR086560
OG0000156	Cg005G160190	CARHR140800
OG0000156	Cg005G160240	CARHR140760, CARHR186310
OG0000156	Cg005G160250	CARHR140740
OG0000157	Cg004G141270	CARHR099660
OG0000158	Cg008G283250	CARHR210870
OG0000160	Cg007G264990, Cg006G202970	CARHR288090
OG0000161	Cg003G109710	CARHR275720
OG0000161	Cg003G109720, Cg003G109690	CARHR275710
OG0000161	Cg005G179900	CARHR120610
OG0000161	Cg005G180000	CARHR120240
OG0000161	Cg005G179820	CARHR120250
OG0000161	Cg007G261690	CARHR056680
OG0000161	Cg007G262070, Cg007G264010	CARHR056760
OG0000161	Cg007G261320	CARHR056690
OG0000161	Cg008G312840	CARHR038540, CARHR038530
OG0000161	Cg007G257200	CARHR056610
OG0000161	Cg007G257190	CARHR056630, CARHR038520, CARHR038560
OG0000162	Cg005G178220	CARHR069160, CARHR059610
OG0000162	Cg002G046140	CARHR170840
OG0000162	Cg005G160860	CARHR140170
OG0000162	Cg005G178250	CARHR121990
OG0000167	Cg003G099980, Cg003G099950, Cg003G099970, Cg003G100000	CARHR266210
OG0000167	Cg003G085600, Cg003G085540	CARHR260280
OG0000167	Cg001G021130	CARHR226380
OG0000167	Cg001G036730	CARHR215370, CARHR215050
OG0000169	Cg013G330250, Cg013G330280, Cg013G330310, Cg036G336840	CARHR115410
OG0000171	Cg002G044340	CARHR142560
OG0000171	Cg007G270890	CARHR023910
OG0000171	Cg006G235360	CARHR010800
OG0000171	Cg008G294880	CARHR198650
OG0000172	Cg007G250080	CARHR052010
OG0000172	Cg007G250110, Cg002G061700, Cg007G250070, Cg008G311910	CARHR052020
OG0000172	Cg007G250100, Cg007G250140	CARHR052000
OG0000172	Cg002G060680, Cg002G060150	CARHR169390
OG0000173	Cg003G091670	CARHR225750, CARHR035170, CARHR036310, CARHR180960, CARHR225740, CARHR180580, CARHR261170, CARHR292670, CARHR286110, CARHR216170, CARHR055060, CARHR225730, CARHR036300, CARHR150900, CARHR257050, CARHR216160, CARHR293270
OG0000174	Cg006G205470, Cg006G207030	CARHR218440
OG0000174	Cg009G325780, Cg006G205480	CARHR286250
OG0000175	Cg002G055540	CARHR160880
OG0000175	Cg007G276430	CARHR069390
OG0000175	Cg006G225880	CARHR020570
OG0000175	Cg001G005230	CARHR243300
OG0000175	Cg004G153920	CARHR108220
OG0000175	Cg001G004130	CARHR244350
OG0000176	Cg006G213550, Cg006G213530, Cg006G213520	CARHR030250
OG0000177	Cg007G250370, Cg006G214000	CARHR150970
OG0000178	Cg014G331270	CARHR104870, CARHR220690
OG0000178	Cg002G069730, Cg002G066500	CARHR118730, CARHR216370, CARHR181910, CARHR054120, CARHR111550, CARHR213150, CARHR121910, CARHR035340, CARHR105380, CARHR145030, CARHR124520, CARHR098760
OG0000180	Cg007G279310	CARHR264460
OG0000180	Cg007G269630	CARHR264470
OG0000181	Cg004G121590	CARHR122740
OG0000184	Cg006G215550	CARHR157490, CARHR154180, CARHR181110
OG0000185	Cg003G088110	CARHR146770
OG0000185	Cg003G098770	CARHR116590
OG0000187	Cg001G008920	CARHR239530
OG0000187	Cg001G008910	CARHR239540
OG0000189	Cg001G007520	CARHR132630
OG0000190	Cg003G080580	CARHR253020
OG0000190	Cg006G210720	CARHR250370
OG0000190	Cg006G210710	CARHR250360
OG0000190	Cg003G080530	CARHR259510
OG0000191	Cg004G153150, Cg004G153270	CARHR107420, CARHR107440, CARHR293580, CARHR148110
OG0000192	Cg006G224780	CARHR059110
OG0000192	Cg006G224760	CARHR181980, CARHR256500
OG0000193	Cg004G138060	CARHR096980, CARHR096960, CARHR096990
OG0000193	Cg004G140730	CARHR099220
OG0000195	Cg005G182280	CARHR119300
OG0000195	Cg005G164920	CARHR136200
OG0000195	Cg001G036760	CARHR058380
OG0000195	Cg007G265630	CARHR215030
OG0000195	Cg008G301610	CARHR191680
OG0000196	Cg006G202640	CARHR037160
OG0000196	Cg006G217600	CARHR028490
OG0000196	Cg006G202630	CARHR037140
OG0000196	Cg006G237980	CARHR110490
OG0000197	Cg006G199500	CARHR219370
OG0000197	Cg001G041590	CARHR123890, CARHR037380, CARHR065380
OG0000200	Cg007G272860, Cg007G265230, Cg006G240300	CARHR005450
OG0000200	Cg001G038160, Cg001G038180	CARHR291820
OG0000200	Cg003G084880, Cg004G143040, Cg004G143090	CARHR101580, CARHR101880, CARHR101530
OG0000203	Cg004G120290	CARHR078870
OG0000203	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080	CARHR201470
OG0000204	Cg004G142490, Cg004G140470	CARHR099050
OG0000204	Cg006G200670	CARHR044120
OG0000204	Cg004G138460	CARHR097380
OG0000204	Cg001G010180	CARHR238210
OG0000205	Cg003G098990, Cg003G098960, Cg003G098910	CARHR148260, CARHR265180, CARHR265400, CARHR149520
OG0000207	Cg007G279410	CARHR072280
OG0000210	Cg004G144520	CARHR102810, CARHR103310
OG0000210	Cg002G073630, Cg002G073600	CARHR145910
OG0000210	Cg002G073620	CARHR145930
OG0000210	Cg005G173490	CARHR127190
OG0000210	Cg005G173520	CARHR127170
OG0000210	Cg005G173500	CARHR162850
OG0000213	Cg005G191770	CARHR292800, CARHR292790
OG0000213	Cg005G191730	CARHR292760, CARHR285920
OG0000214	Cg003G078170	CARHR250390, CARHR248840, CARHR250400, CARHR250050
OG0000216	Cg001G018790	CARHR229020
OG0000216	Cg001G018760	CARHR229730
OG0000216	Cg001G018780	CARHR229010
OG0000217	Cg007G251420	CARHR283730
OG0000218	Cg006G230920	CARHR015470
OG0000218	Cg006G230900, Cg006G230890	CARHR015480
OG0000218	Cg002G072370	CARHR147290
OG0000218	Cg002G075340	CARHR144080
OG0000219	Cg007G266520, Cg007G266510	CARHR058980
OG0000219	Cg001G014450	CARHR185210, CARHR185220, CARHR233800
OG0000219	Cg005G177180	CARHR123060
OG0000219	Cg003G095240, Cg003G111060	CARHR277080
OG0000220	Cg002G057630	CARHR158340
OG0000220	Cg005G192620	CARHR050630, CARHR113370
OG0000220	Cg003G103090	CARHR269100
OG0000222	Cg008G315660, Cg004G151260, Cg001G038580	CARHR113140
OG0000222	Cg003G091290	CARHR184570, CARHR118460, CARHR125790, CARHR285080
OG0000224	Cg007G278180	CARHR071060
OG0000224	Cg007G278170	CARHR071050
OG0000224	Cg007G278160	CARHR071040
OG0000224	Cg001G008870, Cg001G017640	CARHR230420
OG0000224	Cg007G247160	CARHR048360, CARHR048350, CARHR048370
OG0000225	Cg006G217130	CARHR028800
OG0000226	Cg003G113210	CARHR279920
OG0000226	Cg004G128760	CARHR087530, CARHR087540
OG0000226	Cg006G218020	CARHR028040
OG0000228	Cg007G271320	CARHR064140
OG0000228	Cg008G307350	CARHR185670
OG0000228	Cg006G222750	CARHR023530
OG0000228	Cg006G222760	CARHR023520, CARHR023500, CARHR023510
OG0000228	Cg002G069120	CARHR292540
OG0000228	Cg007G271280	CARHR064090, CARHR064100
OG0000228	Cg007G271290	CARHR064110
OG0000229	Cg008G315850, Cg014G331310	CARHR251110
OG0000229	Cg001G010780	CARHR237670
OG0000229	Cg007G270440, Cg007G270650	CARHR063260, CARHR063690, CARHR263650, CARHR063700, CARHR063280
OG0000229	Cg007G261570	CARHR163030
OG0000230	Cg007G276420	CARHR069380
OG0000230	Cg008G323410	CARHR069270
OG0000230	Cg007G276410	CARHR069370
OG0000231	Cg007G260410	CARHR220460
OG0000232	Cg004G121460	CARHR080100
OG0000232	Cg004G149470, Cg004G149480, Cg004G150500, Cg004G149520	CARHR105520
OG0000232	Cg004G149550	CARHR105480
OG0000234	Cg002G062460	CARHR151000
OG0000234	Cg002G051400	CARHR165130
OG0000234	Cg002G051410	CARHR165120
OG0000234	Cg002G051420	CARHR165110
OG0000234	Cg005G166930	CARHR134140
OG0000234	Cg008G293710	CARHR199860
OG0000235	Cg006G213560	CARHR031880
OG0000235	Cg006G202900, Cg006G202870	CARHR036380
OG0000235	Cg006G202910, Cg006G202830	CARHR036970
OG0000235	Cg004G133010	CARHR091790
OG0000236	Cg001G028350, Cg004G141830	CARHR000080, CARHR100230
OG0000236	Cg004G144380	CARHR102630
OG0000236	Cg004G139220	CARHR097950
OG0000236	Cg003G086380	CARHR260580
OG0000239	Cg005G173640	CARHR126990, CARHR127010, CARHR253920
OG0000239	Cg001G040490	CARHR262160
OG0000240	Cg001G033750	CARHR062190
OG0000242	Cg004G150060, Cg004G150660, Cg004G150050, Cg004G150670	CARHR105760, CARHR105770
OG0000242	Cg004G150020, Cg004G150680	CARHR105730
OG0000242	Cg006G231900	CARHR014460
OG0000242	Cg006G231890	CARHR014490
OG0000244	Cg001G019150	CARHR228610
OG0000244	Cg003G093660, Cg003G080320	CARHR252730
OG0000248	Cg003G081350	CARHR253860, CARHR253820, CARHR253850
OG0000248	Cg003G081360	CARHR253870
OG0000248	Cg003G081340	CARHR253840, CARHR253830
OG0000248	Cg007G252860	CARHR054340
OG0000248	Cg001G034710	CARHR216300
OG0000249	Cg005G169790	CARHR131180, CARHR131170
OG0000250	Cg007G270460	CARHR063130, CARHR063150
OG0000250	Cg007G270470	CARHR063140
OG0000252	Cg005G190920	CARHR135510
OG0000252	Cg008G283740	CARHR210300
OG0000252	Cg004G136500	CARHR095200
OG0000254	Cg004G134710	CARHR093470, CARHR093450
OG0000254	Cg005G190180	CARHR117790
OG0000256	Cg005G165640	CARHR135560
OG0000257	Cg004G143430	CARHR102040
OG0000257	Cg004G143470, Cg004G143460	CARHR102030
OG0000257	Cg006G198470, Cg006G198480	CARHR041320
OG0000257	Cg001G035030	CARHR216070, CARHR112870, CARHR219950, CARHR216060, CARHR057800, CARHR216110
OG0000258	Cg002G072340	CARHR147300
OG0000258	Cg002G072310, Cg002G072330	CARHR147310
OG0000258	Cg003G104860	CARHR271060
OG0000258	Cg002G072320	CARHR147330
OG0000260	Cg003G083550	CARHR256020
OG0000264	Cg003G079930, Cg003G094080	CARHR252330
OG0000264	Cg003G094890, Cg003G079050	CARHR252290
OG0000264	Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890	CARHR252280, CARHR252320, CARHR252310
