Orthogroup	Arabidopsis_thaliana	Cardamine_glauca
OG0000055	AT1G56380.2	Cg006G223020
OG0000055	AT1G61980.1	Cg007G248540, Cg007G248530
OG0000057	AT3G16740.1	Cg004G133200
OG0000057	AT3G17620.1	Cg004G133930
OG0000062	AT2G07200.1	Cg007G260660, Cg005G180090
OG0000062	AT2G07190.1	Cg010G326150
OG0000064	AT4G38940.1	Cg001G000750
OG0000066	AT1G75600.1	Cg007G276160
OG0000066	AT1G19890.1	Cg006G226080
OG0000066	AT5G65350.1, AT3G27360.1, AT1G09200.1, AT5G10390.1, AT5G10400.1, AT5G65360.1	Cg003G113360
OG0000067	AT3G09160.1	Cg004G154470
OG0000067	AT5G53700.1, AT5G03495.1, AT5G03480.1	Cg008G283860, Cg008G284100, Cg008G284110, Cg008G284020, Cg008G283610
OG0000071	AT2G07760.1	Cg005G184980
OG0000073	AT5G22690.2	Cg008G302430
OG0000073	AT5G46450.1	Cg008G315120
OG0000074	AT1G23600.1	Cg006G222170, Cg006G222270, Cg006G222260, Cg006G222250
OG0000074	AT1G23645.1	Cg006G222210
OG0000074	AT1G23570.2	Cg006G222280
OG0000074	AT1G23580.1	Cg006G222290
OG0000074	AT1G23690.1	Cg006G222160
OG0000074	AT1G23610.1	Cg006G222220
OG0000074	AT1G23670.2	Cg006G222190
OG0000074	AT1G23510.1	Cg006G222350
OG0000074	AT1G23520.1	Cg006G222340
OG0000075	AT2G34280.1, AT4G01640.1	Cg003G083750, Cg005G174740
OG0000075	AT5G10340.1	Cg008G291500, Cg008G290800, Cg008G290770
OG0000075	AT5G16285.1	Cg001G033430
OG0000076	AT2G04230.1	Cg002G057890
OG0000076	AT3G52680.1, AT4G00160.1	Cg002G054100
OG0000076	AT1G55030.2	Cg007G272900
OG0000076	AT3G26920.1	Cg002G071650
OG0000077	AT4G05620.1	Cg005G160440
OG0000079	AT3G03040.1, AT3G03030.1	Cg004G118210
OG0000079	AT3G58930.1, AT5G38391.1, AT3G58940.1	Cg002G047470
OG0000079	AT3G58820.1	Cg008G310600, Cg008G310560, Cg008G308930
OG0000080	AT1G47920.1	Cg004G149910
OG0000080	AT1G21990.1	Cg004G150150
OG0000080	AT2G29930.1	Cg005G177050, Cg005G176650
OG0000081	AT1G50870.1	Cg006G198910
OG0000081	AT5G18160.1	Cg008G298500
OG0000083	AT1G71390.2	Cg008G322860
OG0000083	AT3G23120.1	Cg004G140440
OG0000083	AT3G05370.1	Cg005G190480
OG0000083	AT3G05360.1	Cg004G121150
OG0000087	AT5G23860.1	Cg008G303510
OG0000087	AT2G29550.1	Cg005G177380
OG0000087	AT5G62700.1, AT5G62690.1	Cg003G110470
OG0000087	AT5G12250.1	Cg008G292710
OG0000087	AT5G44340.1	Cg008G320640
OG0000087	AT4G20890.1	Cg001G020160
OG0000087	AT1G20010.1	Cg006G225960
OG0000087	AT1G75780.1	Cg007G276340
OG0000088	AT3G47090.1, AT3G47580.1	Cg002G059900
OG0000088	AT5G20480.1	Cg001G039390, Cg008G300920
OG0000088	AT5G39390.1	Cg003G090240, Cg003G095710
OG0000089	AT5G09810.1	Cg008G290150
OG0000089	AT3G18780.2	Cg004G135460
OG0000089	AT3G12110.1	Cg004G127880
OG0000089	AT2G37620.1	Cg005G168860
OG0000089	AT5G59370.1	Cg002G060740
OG0000089	AT3G46520.1	Cg003G107020
OG0000090	AT2G25700.1, AT1G20140.1	Cg006G225800
OG0000090	AT5G42190.1	Cg008G317760, Cg011G329140
OG0000090	AT1G75950.1	Cg007G276570, Cg001G034690, Cg001G034670, Cg001G034700
OG0000090	AT4G34210.1	Cg001G005770
OG0000090	AT1G10230.1	Cg006G235770
OG0000093	AT3G58360.1	Cg002G047960
OG0000093	AT3G58400.1	Cg002G047920
OG0000093	AT3G58350.1	Cg002G047970
OG0000093	AT2G05420.1, AT2G05410.2	Cg004G145440, Cg004G145260
OG0000093	AT3G58370.1	Cg002G047940
OG0000093	AT3G58270.1	Cg002G048030
OG0000093	AT3G58210.1	Cg002G048080
OG0000096	AT1G57850.1	Cg007G252880
OG0000096	AT2G03030.1, AT2G03300.1	Cg002G073940
OG0000097	AT4G05460.1	Cg003G079780, Cg003G094240
OG0000097	AT4G03635.1	Cg003G079730, Cg003G094300
OG0000097	AT4G05470.1, AT4G05475.1	Cg003G094290, Cg003G079740
OG0000099	AT2G14540.1, AT1G64020.1, AT1G62170.2	Cg007G246280, Cg007G246260, Cg007G246270
OG0000099	AT1G64030.1, AT1G62160.1, AT1G64010.2	Cg007G249510
OG0000100	AT2G01050.1	Cg006G202960, Cg007G265000
OG0000104	AT1G07560.1	Cg006G238510
OG0000104	AT2G29000.1	Cg005G177980, Cg005G177930
OG0000104	AT1G49100.1	Cg006G200560
OG0000104	AT3G21340.1	Cg004G138340
OG0000104	AT1G51830.2	Cg006G197970
OG0000104	AT2G28990.1	Cg005G178050
OG0000104	AT2G28970.1	Cg005G178070
OG0000106	AT3G18320.1, AT3G44120.1, AT2G07140.1, AT3G18330.1, AT3G18910.1, AT3G19410.1	Cg004G136130
OG0000106	AT3G25460.1, AT1G25141.1	Cg001G042030
OG0000107	AT2G27000.1, AT2G27010.1	Cg005G182320
OG0000107	AT4G15380.1, AT3G20080.1	Cg004G136910
OG0000107	AT3G20120.4, AT3G20110.1	Cg004G136920
OG0000108	AT1G27550.1, AT1G27580.1, AT1G27540.1	Cg008G306430
OG0000110	AT3G59210.1	Cg002G047270
OG0000110	AT3G59200.1	Cg002G047280
OG0000110	AT3G59250.1	Cg002G047240
OG0000110	AT3G59170.1, AT3G59160.1	Cg002G047300, Cg002G047310, Cg005G186820
OG0000110	AT3G59270.1	Cg007G269260
OG0000111	AT3G54910.1	Cg002G051630
OG0000112	AT5G36659.1	Cg008G314480, Cg008G314500, Cg008G314450, Cg008G314360, Cg008G314370, Cg008G314440, Cg008G314380, Cg008G314400, Cg008G314410, Cg008G314430, Cg008G314420, Cg008G314470, Cg008G314490, Cg008G314390, Cg008G314460
OG0000114	AT5G11250.2	Cg008G318090
OG0000114	AT5G44510.1	Cg008G320920
OG0000118	AT3G53330.1	Cg003G083280, Cg003G083300
OG0000120	AT1G60880.1, AT1G60920.1	Cg007G250010, Cg007G249930
OG0000120	AT5G49490.1, AT5G38620.1, AT5G49420.1	Cg008G308250, Cg008G308040, Cg008G308890, Cg008G310540
OG0000120	AT5G04640.1	Cg008G285500
OG0000122	AT5G56390.1	Cg003G103790
OG0000123	AT1G28170.1	Cg006G218510, Cg006G218490
OG0000123	AT2G27570.1, AT3G45080.1, AT3G45070.2	Cg006G232300
OG0000123	AT4G26280.1	Cg001G014420
OG0000124	AT3G23320.1	Cg008G309160
OG0000124	AT3G25270.1	Cg002G063920, Cg003G086460
OG0000125	AT3G53650.1, AT2G37470.1	Cg002G052860
OG0000125	AT3G09480.1, AT5G02570.1	Cg008G283340
OG0000125	AT5G22880.1	Cg008G302630
OG0000125	AT5G59910.1	Cg003G107610
OG0000125	AT3G46030.1	Cg002G061230, Cg002G061270
OG0000125	AT2G28720.1	Cg005G178390
OG0000127	AT5G01120.1	Cg007G262300, Cg007G263860
OG0000127	AT3G09110.1	Cg004G124780
OG0000127	AT1G11145.1	Cg007G262280
OG0000128	AT1G34070.1	Cg001G020220, Cg008G318340
OG0000133	AT4G03728.1	Cg005G185140
OG0000135	AT5G16486.1, AT2G02520.1, AT4G05095.1, AT3G25727.1	Cg004G138210
OG0000138	AT3G29670.1	Cg002G067580, Cg002G067290
OG0000140	AT3G46850.1, AT3G46840.1	Cg002G060210
OG0000140	AT5G59100.1	Cg003G106820
OG0000140	AT5G59130.4	Cg003G106800
OG0000140	AT5G58830.1, AT5G58820.1, AT5G58840.1	Cg003G106450
OG0000140	AT5G59090.1, AT5G59120.1	Cg003G106810, Cg008G324860, Cg003G096950
OG0000142	AT2G29340.1	Cg005G177660
OG0000142	AT2G29170.1	Cg005G177630
OG0000142	AT2G30670.1	Cg005G176030
OG0000146	AT5G55370.1	Cg003G102630
OG0000146	AT5G55380.1	Cg003G102640
OG0000146	AT5G55340.1	Cg003G102600
OG0000146	AT5G55360.1	Cg003G102620
OG0000146	AT5G55350.1	Cg003G102610
OG0000147	AT2G18960.1	Cg004G155250
OG0000147	AT4G30190.2	Cg001G010340
OG0000147	AT4G11730.1	Cg003G081980
OG0000147	AT5G57350.1	Cg003G104960
OG0000147	AT1G80660.1	Cg007G280860
OG0000147	AT2G07560.1	Cg004G146670
OG0000147	AT2G24520.2	Cg005G189880
OG0000149	AT3G46350.1	Cg002G060900
OG0000149	AT3G46340.1	Cg002G060880
OG0000149	AT5G59660.3	Cg003G107300, Cg003G107310
OG0000149	AT5G59680.1	Cg003G107330, Cg003G107340
OG0000149	AT3G46330.1	Cg002G060920
OG0000150	AT3G43750.1	Cg002G064460
OG0000150	AT2G16520.1	Cg001G004220
OG0000150	AT3G45525.1	Cg002G061890
OG0000150	AT3G45570.1, AT3G45580.1	Cg002G061810
OG0000150	AT2G26135.1, AT2G26130.1	Cg005G186200
OG0000150	AT3G45480.1, AT3G45460.1, AT3G45510.1	Cg002G061900
OG0000151	AT5G53300.1	Cg003G100170
OG0000151	AT4G27960.2	Cg001G012710
OG0000151	AT3G08690.1	Cg004G124340
OG0000151	AT2G16740.1	Cg004G152640
OG0000151	AT5G56150.1	Cg003G103430
OG0000151	AT5G41700.4, AT1G64230.4	Cg007G246070
OG0000154	AT1G16030.1	Cg006G229860
OG0000154	AT3G12580.1	Cg004G128290
OG0000154	AT3G09440.1	Cg004G125060
OG0000154	AT5G02500.1	Cg008G283240
OG0000154	AT5G02490.1	Cg008G283230
OG0000155	AT4G27290.2	Cg001G013440
OG0000155	AT4G21380.1	Cg001G019650
OG0000155	AT3G12000.1	Cg004G127780
OG0000156	AT2G45570.1	Cg005G160240
OG0000156	AT2G45560.1	Cg005G160250
OG0000157	AT3G25090.1, AT3G23685.1	Cg004G141270
OG0000161	AT5G61940.2, AT5G61950.1, AT1G52450.1, AT1G52430.1	Cg003G109710, Cg003G109720, Cg003G109690
OG0000161	AT5G51530.1	Cg003G098030
OG0000161	AT2G27630.1, AT2G27650.1	Cg005G179900, Cg005G180000, Cg005G179820
OG0000161	AT5G02660.1	Cg006G215310
OG0000161	AT1G65200.1	Cg007G261320
OG0000161	AT1G65110.2	Cg008G312840, Cg007G257200
OG0000161	AT1G65120.2	Cg007G257190
OG0000162	AT2G44930.1	Cg005G160860
OG0000162	AT2G28580.2	Cg005G178250
OG0000164	AT5G28160.1, AT5G28180.1	Cg008G307470
OG0000167	AT4G19590.2	Cg001G021130
OG0000167	AT4G19580.1	Cg001G021150
OG0000167	AT4G19570.1	Cg001G021160
OG0000167	AT5G62780.1	Cg001G021140
OG0000171	AT1G70490.1, AT1G23490.1	Cg006G222370, Cg007G270890
OG0000171	AT1G10630.1	Cg006G235360, Cg007G250530
OG0000171	AT5G14670.1	Cg008G294880
OG0000172	AT3G62430.1, AT3G54160.1	Cg002G052400
OG0000172	AT3G62440.1	Cg007G250100, Cg007G250140
OG0000173	AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1	Cg003G091670
OG0000175	AT3G51300.1	Cg002G055540
OG0000175	AT1G75840.1	Cg007G276430
OG0000175	AT1G20090.1	Cg006G225880
OG0000175	AT4G35020.1	Cg001G005230
OG0000175	AT2G17800.1	Cg004G153920
OG0000175	AT4G35950.1	Cg001G004130
OG0000176	AT1G30790.1	Cg006G215540
OG0000178	AT5G42905.1	Cg002G069730, Cg002G066500
OG0000180	AT3G62850.1	Cg001G043140
OG0000190	AT4G04490.1	Cg003G080590, Cg003G080580
OG0000190	AT4G04510.2	Cg006G210720
OG0000190	AT4G04500.1	Cg006G210710
OG0000191	AT2G17310.1	Cg004G153150, Cg004G153270
OG0000192	AT1G21270.1	Cg006G224780
OG0000192	AT1G21210.1	Cg006G224800
OG0000192	AT1G21230.1	Cg006G224790
OG0000192	AT1G21250.1	Cg006G224760
OG0000193	AT3G23260.1	Cg004G140730
OG0000195	AT2G27030.3	Cg005G182280
OG0000195	AT2G41110.2	Cg002G049520, Cg005G164920
OG0000195	AT5G37780.3, AT1G66410.2	Cg001G036760, Cg007G265630
OG0000196	AT1G30160.2	Cg006G202640
OG0000196	AT1G05540.1	Cg006G240790
OG0000196	AT1G30170.1	Cg006G202630
OG0000196	AT1G05550.3	Cg006G240780
OG0000197	AT3G48835.1, AT5G41690.1, AT3G10845.1, AT1G45100.1	Cg001G041590
OG0000200	AT1G05930.1	Cg006G240250
OG0000200	AT5G38490.1, AT5G38500.1	Cg001G038160, Cg001G038180
OG0000200	AT3G24850.1, AT5G24050.1	Cg003G084880, Cg004G143040, Cg004G143090
OG0000201	AT4G20600.1, AT4G20580.1, AT4G20620.1, AT4G20670.1, AT4G20610.1, AT4G20640.1, AT4G20590.1, AT4G20630.1, AT4G20530.1, AT4G20645.1, AT4G20560.1, AT4G20540.1, AT4G20550.1, AT4G20570.1, AT3G21990.1	Cg004G139100
OG0000201	AT3G21980.1	Cg004G139080
OG0000201	AT3G22000.1, AT4G20680.1	Cg004G139110
OG0000202	AT3G17480.1, AT1G62270.1	Cg004G134030
OG0000203	AT2G13630.1, AT3G04660.1	Cg004G120290
OG0000203	AT4G29970.1, AT3G10790.1	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080
OG0000204	AT3G08750.1, AT3G10430.1, AT4G04690.1	Cg004G142490, Cg004G140470
OG0000204	AT1G77650.1	Cg006G200670
OG0000204	AT3G21410.1	Cg004G138460
OG0000207	AT1G78740.1	Cg007G279410
OG0000210	AT2G04810.1, AT2G04840.1	Cg004G144520
OG0000210	AT2G33190.1	Cg005G173520
OG0000213	AT2G23000.1, AT2G22990.3, AT2G23010.1	Cg005G191730
OG0000214	AT4G02180.1, AT4G01910.1, AT4G01920.1, AT4G01740.1, AT4G01930.1	Cg003G078170
OG0000216	AT4G22170.1	Cg001G018760
OG0000216	AT4G22180.1	Cg001G018780
OG0000218	AT1G14930.1, AT1G14940.1	Cg006G230920
OG0000218	AT1G14950.1	Cg006G230900, Cg006G230890
OG0000218	AT3G26450.1, AT3G26460.1	Cg002G072370
OG0000218	AT4G14060.1, AT2G01530.1, AT2G01520.1	Cg002G075340
OG0000219	AT1G66870.2, AT1G66852.1, AT4G16165.1, AT1G66855.1	Cg007G266520, Cg007G266510
OG0000219	AT4G09464.1, AT4G09466.1, AT4G09467.1, AT4G09465.1, AT4G09462.1, AT4G09090.1	Cg001G014450
OG0000219	AT2G29735.1	Cg005G177180
OG0000219	AT5G63230.1	Cg003G095240, Cg003G111060
OG0000220	AT2G40050.1	Cg005G192620
OG0000220	AT5G55770.1, AT1G44050.1, AT5G55780.1, AT3G26550.1, AT5G55800.1	Cg003G103090
OG0000222	AT1G43145.1	Cg008G315660, Cg004G151260, Cg001G038580
OG0000224	AT1G77530.1	Cg007G278180, Cg007G278170
OG0000224	AT1G77520.1	Cg007G278160
OG0000224	AT5G37170.1	Cg001G008870, Cg001G017640
OG0000224	AT1G63140.4	Cg007G247160
OG0000226	AT1G23950.2, AT1G23970.2	Cg004G128760
OG0000226	AT1G27860.1, AT1G28500.1	Cg006G218020
OG0000228	AT5G28010.1, AT5G28000.1	Cg008G307350
OG0000228	AT1G70840.1	Cg007G271290
OG0000229	AT4G29760.1, AT5G18065.1, AT5G18040.1, AT4G29770.2	Cg003G078340, Cg014G331290, Cg008G315850, Cg014G331310, Cg014G331300, Cg003G078330
OG0000229	AT1G48180.1, AT1G51670.1	Cg007G261570
OG0000230	AT5G44430.1, AT2G26010.1	Cg008G323410
OG0000230	AT1G75830.1	Cg007G276410
OG0000232	AT3G05650.1	Cg004G121460
OG0000234	AT3G55110.1	Cg002G051400
OG0000234	AT3G55100.1	Cg002G051410
OG0000234	AT3G55090.1	Cg002G051420
OG0000234	AT2G39350.1	Cg005G166930
OG0000234	AT5G13580.1	Cg008G293710
OG0000235	AT1G32430.1	Cg006G213560
OG0000235	AT1G47390.1	Cg006G202900, Cg006G202870, Cg006G202910, Cg006G202830
OG0000235	AT3G16580.1	Cg004G133010
OG0000236	AT2G15710.1	Cg004G144380
OG0000237	AT1G42190.1	Cg007G261810, Cg006G203590
OG0000239	AT2G25440.1	Cg005G173640
OG0000240	AT1G30140.1	Cg007G263700
OG0000242	AT2G15390.2	Cg004G150060, Cg004G150660, Cg004G150050, Cg004G150670, Cg004G150020, Cg004G150680
OG0000242	AT1G14080.1	Cg006G231900
OG0000242	AT1G14110.1	Cg006G231890
OG0000244	AT4G21860.1	Cg001G019150
OG0000244	AT4G04800.1	Cg003G093660, Cg003G080320
OG0000244	AT4G21850.1	Cg001G019160
OG0000248	AT4G00893.1	Cg003G081350
OG0000248	AT4G12370.1	Cg003G081360
OG0000248	AT4G10695.1, AT4G10660.1, AT4G10700.1	Cg003G081340
OG0000248	AT1G57790.1	Cg007G252860
OG0000249	AT2G36790.1, AT2G36800.1	Cg005G169790
OG0000250	AT1G70040.1	Cg007G270460
OG0000250	AT1G70120.1	Cg007G270580
OG0000252	AT2G45406.1	Cg007G252790, Cg007G252760, Cg005G190920
OG0000254	AT3G18150.1	Cg004G134710
OG0000256	AT4G04090.1	Cg003G080890
OG0000256	AT2G40450.1	Cg005G165640
OG0000257	AT2G04115.1	Cg004G143430, Cg004G143470, Cg004G143460
OG0000257	AT1G51240.1, AT1G51250.1, AT1G51230.1	Cg006G198470, Cg006G198480
OG0000257	AT1G09245.1	Cg001G035030
OG0000257	AT3G10455.1	Cg004G126080
OG0000258	AT3G26290.2	Cg002G072350
OG0000258	AT3G26300.1, AT3G26310.1	Cg002G072340
OG0000258	AT5G57260.1	Cg003G104860
OG0000258	AT3G26330.1, AT3G26320.1	Cg002G072320
OG0000260	AT4G10560.1	Cg003G083550
OG0000264	AT4G05230.1	Cg003G079930, Cg003G094080, Cg003G094890, Cg003G079050
OG0000264	AT4G05260.1	Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890
OG0000264	AT4G03370.1, AT4G03360.1, AT4G02950.1, AT4G03350.1, AT4G02970.1	Cg003G079060, Cg003G094880
OG0000265	AT5G19270.1	Cg005G179750, Cg005G186970
OG0000266	AT3G61100.1, AT3G61090.1	Cg003G098940, Cg003G099000
OG0000267	AT2G29600.1, AT2G29800.1, AT2G29810.1, AT2G29830.1, AT2G29820.1, AT2G29860.1, AT2G29780.1, AT2G29770.1	Cg005G177130, Cg005G177100, Cg005G177110, Cg005G177030, Cg005G177010, Cg005G177140, Cg005G177090, Cg005G177120
OG0000267	AT1G19460.1, AT1G19470.1	Cg006G226540
OG0000267	AT2G21680.1	Cg005G193150
OG0000268	AT2G02040.1	Cg002G074810
OG0000268	AT1G62200.3	Cg007G248330
OG0000268	AT5G01180.1	Cg008G282710
OG0000268	AT3G54140.1	Cg002G052420
OG0000269	AT5G31412.1	Cg007G256050, Cg004G151220
OG0000269	AT1G43260.1	Cg004G148220
OG0000271	AT5G37640.1	Cg001G032910
OG0000271	AT4G05320.2	Cg003G079870
OG0000273	AT1G48670.1	Cg006G201170
OG0000274	AT5G59720.1	Cg003G107390
OG0000274	AT1G53540.1	Cg002G061010
OG0000274	AT1G59860.1	Cg007G251180
OG0000274	AT2G29500.1	Cg005G177430
OG0000275	AT3G21910.1	Cg004G138960
OG0000275	AT3G29050.2	Cg004G138970
OG0000275	AT3G21930.1, AT3G21920.2	Cg004G138980
OG0000275	AT3G21900.2	Cg004G138950, Cg004G138940
OG0000276	AT4G13310.1, AT4G13290.1	Cg001G029710
OG0000277	AT4G15700.1	Cg001G025680, Cg001G025710
OG0000277	AT4G15690.1	Cg001G025690
OG0000277	AT4G15670.1	Cg001G025760
OG0000281	AT1G49990.1	Cg006G199670
OG0000281	AT4G22430.1	Cg006G220980
OG0000282	AT5G07510.1, AT5G07600.1, AT5G07520.1	Cg008G288340
OG0000282	AT5G07540.1	Cg008G288360
OG0000282	AT5G07530.1	Cg008G288350, Cg008G323220
OG0000282	AT5G07550.1	Cg008G288380
OG0000282	AT5G07560.1, AT5G07571.1	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000283	AT5G43370.1, AT5G43350.1	Cg008G318960, Cg008G318990, Cg008G318970
OG0000284	AT5G26630.1	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380
OG0000287	AT3G21000.1	Cg004G137930, Cg004G140040
OG0000290	AT3G18650.1	Cg004G135310
OG0000290	AT5G40070.1, AT5G40220.1, AT5G41200.1, AT5G40120.1, AT5G38740.1, AT5G37415.1, AT5G39750.1, AT5G39810.1	Cg001G040670, Cg001G040570, Cg001G040700
OG0000294	AT3G17390.1	Cg004G133910
OG0000294	AT4G01850.1	Cg003G077590, Cg014G332020
OG0000294	AT1G02500.1	Cg006G243870
OG0000295	AT3G14650.1, AT3G14660.1	Cg004G130770
OG0000296	AT4G11700.1	Cg007G280920, Cg007G280630
OG0000296	AT3G57210.1	Cg005G176510
OG0000296	AT3G25080.1	Cg005G167490
OG0000297	AT4G36590.1	Cg001G003600
OG0000297	AT5G60440.1	Cg003G108160
OG0000298	AT1G77570.1	Cg004G131150
OG0000298	AT4G19630.1	Cg001G021100
OG0000299	AT5G48000.1	Cg001G026540
OG0000299	AT3G44970.1	Cg001G026230, Cg001G026550
OG0000299	AT1G78490.1	Cg007G279160
OG0000299	AT1G55940.2	Cg006G194370
OG0000300	AT2G05380.3	Cg004G145450
OG0000300	AT2G05530.1, AT2G05520.1	Cg004G145480, Cg004G145490
OG0000308	AT4G09360.1	Cg007G273340
OG0000308	AT1G72840.2, AT4G09430.1	Cg007G273310
OG0000310	AT1G21620.1	Cg002G058430
OG0000311	AT5G16570.1	Cg008G296830
OG0000311	AT1G48470.1	Cg006G201410
OG0000311	AT3G17820.1	Cg004G134370
OG0000311	AT5G37600.1	Cg001G036380
OG0000311	AT1G66200.3	Cg007G265360
OG0000313	AT4G20230.2	Cg001G020530
OG0000313	AT1G48800.1	Cg006G200970
OG0000314	AT1G04750.1	Cg006G241650
OG0000314	AT1G04760.1	Cg006G241640
OG0000316	AT2G40560.1, AT2G40500.1	Cg005G165580, Cg005G165480
OG0000319	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	Cg003G086150, Cg003G108110, Cg006G238150
OG0000321	AT5G37650.1	Cg001G036410
OG0000321	AT5G37920.1, AT5G37430.1, AT5G37410.2, AT4G16530.1, AT5G37420.1	Cg001G036490, Cg001G035900
OG0000321	AT5G37470.2, AT5G37460.1	Cg001G035950, Cg001G035910, Cg001G035940
OG0000322	AT1G78400.1	Cg007G279100
OG0000322	AT1G17150.1	Cg006G228800
OG0000322	AT2G26620.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT4G13760.1, AT2G40310.1	Cg005G165820
OG0000323	AT5G54145.1	Cg003G101320
OG0000323	AT4G27652.1	Cg001G013020
OG0000325	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1	Cg001G033350
OG0000327	AT1G23720.2	Cg006G222130, Cg006G222140, Cg006G222120
OG0000327	AT3G28550.1, AT3G54580.1, AT3G54590.3	Cg002G052000
OG0000328	AT5G38960.1	Cg001G038690, Cg001G038800
OG0000328	AT5G38910.1	Cg001G038790, Cg001G038780, Cg001G038770, Cg001G038760
OG0000329	AT2G44700.1, AT2G44630.1	Cg005G161130
OG0000329	AT4G02310.1	Cg004G137660
OG0000330	AT1G06630.1	Cg002G046560
OG0000332	AT1G64740.1	Cg007G259450
OG0000332	AT4G14960.2, AT1G04820.1, AT1G50010.1	Cg006G199650, Cg004G136440
OG0000334	AT3G53810.1	Cg002G052730
OG0000334	AT2G37710.1	Cg005G168750
OG0000334	AT4G02420.1	Cg008G316780, Cg003G078420, Cg014G331200
OG0000334	AT4G02410.1	Cg014G331210, Cg003G078410
OG0000335	AT1G43010.1	Cg006G205050
OG0000335	AT3G11350.1	Cg004G142530, Cg004G127070
OG0000335	AT1G28020.1	Cg006G218670
OG0000336	AT1G72920.1, AT1G72930.1	Cg007G273380, Cg007G273390
OG0000336	AT1G17615.1	Cg006G228370
OG0000336	AT1G72890.2	Cg007G273370
OG0000339	AT4G23400.1	Cg001G017490
OG0000339	AT4G00430.1	Cg014G333260, Cg003G076340
OG0000339	AT3G61430.1	Cg002G045310
OG0000340	AT2G43510.1	Cg005G162340
OG0000340	AT2G43520.1	Cg005G162320
OG0000340	AT1G47540.2	Cg005G162330
OG0000342	AT5G41740.2, AT5G41750.1, AT5G41550.1	Cg001G042360, Cg001G042380
OG0000344	AT5G26000.1, AT5G25980.2	Cg008G305710, Cg008G305700
OG0000345	AT1G12660.1	Cg006G233290
OG0000346	AT5G53635.1	Cg003G100610, Cg003G097510
