Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0000011	g26075, g4219, g9033	XP_013614955.1, XP_013607737.1
OG0000012	g6328	XP_013617060.1
OG0000012	g14801, g15067	XP_013624019.1
OG0000012	g53561	XP_013594286.1
OG0000012	g9298	XP_013639746.1, XP_013632550.1, XP_013589200.1, XP_013607989.1
OG0000012	g15663, g32788	XP_013614920.1
OG0000012	g34876	XP_013600987.1, XP_013639593.1, XP_013632474.1, XP_013632941.1
OG0000012	g52731	XP_013589396.1
OG0000012	g42216	XP_013588873.1
OG0000012	g42233	XP_013615160.1
OG0000013	g52620, g48035	XP_013589207.1, XP_013624745.1, XP_013614182.1, XP_013633322.1, XP_013624288.1, XP_013639469.1, XP_013607795.1
OG0000013	g4139, g16474	XP_013632491.1
OG0000013	g24947, g35918, g53893, g41958	XP_013617899.1, XP_013607980.1, XP_013632794.1, XP_013601234.1, XP_013614771.1, XP_013601158.1, XP_013617635.1, XP_013639688.1, XP_013589021.1, XP_013601393.1, XP_013594422.1, XP_013624521.1, XP_013624704.1, XP_013601173.1, XP_013617542.1, XP_013601236.1, XP_013607981.1, XP_013608045.1, XP_013589309.1, XP_013589158.1, XP_013607890.1, XP_013588879.1, XP_013632947.1, XP_013608133.1, XP_013626749.1, XP_013617567.1, XP_013594663.1, XP_013617570.1, XP_013632726.1, XP_013624548.1, XP_013624518.1, XP_013617541.1, XP_013594840.1, XP_013607976.1, XP_013617554.1, XP_013624555.1, XP_013624648.1
OG0000014	g53053, g15956, g36000, g14332	XP_013594307.1, XP_013627465.1
OG0000014	g37854, g44201, g25623	XP_013623548.1, XP_013627369.1, XP_013607767.1, XP_013608123.1, XP_013594361.1, XP_013633074.1
OG0000014	g51642, g51639, g52234	XP_013601549.1
OG0000014	g2403	XP_013624470.1, XP_013601621.1, XP_013623206.1, XP_013639710.1
OG0000014	g14522, g36331, g48933, g14502, g14513	XP_013624569.1, XP_013639745.1, XP_013614317.1, XP_013601288.1, XP_013589086.1, XP_013601076.1, XP_013624989.1, XP_013632974.1, XP_013639741.1, XP_013639295.1
OG0000014	g43483	XP_013633013.1, XP_013623877.1, XP_013615619.1
OG0000014	g43482, g50927, g53476, g50930	XP_013615430.1, XP_013639472.1
OG0000014	g37855, g34322, g34333, g14397, g1371, g9158, g24560, g8931, g20629, g40584	XP_013614662.1, XP_013617027.1, XP_013601324.1
OG0000014	g25627	XP_013639691.1, XP_013589050.1, XP_013594820.1, XP_013634577.1, XP_013624113.1, XP_013594433.1, XP_013594604.1
OG0000014	g14333	XP_013601329.1
OG0000014	g48940	XP_013624867.1
OG0000014	g28379, g22864	XP_013601675.1
OG0000014	g51640, g52235	XP_013601583.1
OG0000014	g50733, g573, g25624, g44199	XP_013632898.1
OG0000014	g4147, g48939	XP_013617684.1
OG0000015	g1783, g40287, g27896, g24000	XP_013624517.1
OG0000015	g42908	XP_013614071.1
OG0000015	g15603, g23354, g2748	XP_013614992.1, XP_013617706.1, XP_013617083.1, XP_013615209.1
OG0000015	g31975	XP_013639551.1
OG0000015	g15605, g11217, g21108, g34944, g2750, g34949, g11475	XP_013639376.1, XP_013607863.1
OG0000015	g26108, g43718, g42171, g26614, g12285	XP_013594602.1
OG0000015	g3755, g43029, g21949, g24634	XP_013639615.1
OG0000015	g35685, g3173	XP_013639368.1
OG0000015	g5447, g48096, g4042, g4014, g30179, g21912, g14948, g35471, g12283, g14756, g26107, g39164, g1865, g12584, g7633, g26669, g17276, g2986	XP_013594858.1
OG0000015	g23355, g634	XP_013608212.1
OG0000015	g25009, g16301, g35858, g47480, g12631	XP_013633310.1
OG0000015	g8683, g38798, g6105	XP_013633118.1
OG0000015	g2048, g25181, g44770, g50053, g53467, g40288, g37977, g5196	XP_013632449.1
OG0000017	g3669, g48346, g48867	XP_013607958.1, XP_013594902.1, XP_013601171.1
OG0000017	g14580, g11710, g15029	XP_013601210.1, XP_013617373.1
OG0000017	g41997, g33121	XP_013632836.1
OG0000017	g3359, g6214	XP_013585421.1
OG0000017	g49587, g25192, g31804, g25430, g49408, g2974, g53154, g46949, g43284, g4232, g36899, g2975	XP_013624224.1, XP_013591412.1, XP_013617648.1
OG0000017	g21115, g46328, g31759, g19143, g51013, g17279, g1555, g46224, g35267, g34284, g6170, g31341, g9914, g35675, g23910, g6802, g4158, g33390, g4583, g24610, g25001, g1556, g34853, g4345, g51012, g14558, g19142, g29187, g49407, g42003, g53153	XP_013589099.1
OG0000018	g14567, g33125, g25750	XP_013613761.1
OG0000019	g27930	XP_013619335.1
OG0000019	g16592, g1020, g46208, g40680, g40322, g46628, g9756	XP_013627832.1
OG0000019	g11917, g53760, g9705, g35966, g50936, g40612, g52670, g3241, g43706	XP_013601179.1, XP_013601186.1, XP_013639515.1, XP_013594913.1, XP_013624987.1
OG0000019	g28265, g50725, g16517, g46209, g52302, g45606, g36844, g286, g17795, g27603	XP_013615397.1
OG0000019	g18942, g2713	XP_013607552.1, XP_013607541.1, XP_013596669.1, XP_013608199.1
OG0000019	g2720, g19256	XP_013633251.1
OG0000020	g8229, g5355, g32774, g16031, g35327, g35065, g34339, g4385, g27854, g31992, g15955	XP_013617329.1
OG0000020	g35283, g34310	XP_013601359.1
OG0000020	g32772, g14852, g5354, g15953	XP_013608349.1, XP_013624599.1
OG0000021	g14063	XP_013616875.1, XP_013594483.1, XP_013632484.1, XP_013595187.1, XP_013589405.1
OG0000021	g6810	XP_013624315.1, XP_013589325.1
OG0000021	g49020, g50933, g50080, g51436	XP_013613505.1, XP_013632463.1
OG0000021	g35680	XP_013601663.1
OG0000021	g25137, g25135	XP_013624212.1, XP_013616969.1
OG0000021	g25134	XP_013623499.1, XP_013617795.1
OG0000021	g40050, g47160, g49473, g26165	XP_013601139.1
OG0000021	g3713	XP_013617068.1, XP_013624738.1
OG0000021	g24107	XP_013589283.1
OG0000022	g45121, g33509	XP_013602970.1
OG0000023	g47441	XP_013631155.1
OG0000023	g23897	XP_013595250.1
OG0000023	g25717, g25713	XP_013624060.1
OG0000023	g48946, g43193	XP_013608009.1
OG0000023	g25723	XP_013608654.1
OG0000023	g25720	XP_013608656.1
OG0000023	g40374	XP_013617506.1
OG0000023	g23907, g24643	XP_013588839.1
OG0000024	g45320, g32515	XP_013632467.1, XP_013639775.1
OG0000025	g972	XP_013597573.1, XP_013621193.1, XP_013597575.1, XP_013596721.1, XP_013608141.1
OG0000025	g39418, g24597	XP_013618838.1, XP_013617013.1, XP_013617012.1, XP_013617023.1, XP_013619638.1, XP_013620896.1, XP_013615558.1
OG0000026	g17281, g33392, g4347, g50791, g25246, g46637	XP_013624177.1, XP_013606795.1
OG0000026	g33118	XP_013617323.1
OG0000026	g29188, g6804, g35673, g23908, g6168, g46330, g19145, g15615, g14034, g4585, g1553, g34282, g43477, g2977, g7900, g49409, g28254, g23598, g14578, g6312	XP_013594300.1
OG0000026	g25191, g41992, g4231, g43283, g2973, g33119, g33391	XP_013617279.1
OG0000027	g43450	XP_013597425.1
OG0000027	g40788	XP_013592438.1
OG0000027	g28294	XP_013624897.1
OG0000027	g2269	XP_013605203.1
OG0000029	g28453	XP_013634254.1, XP_013627633.1
OG0000029	g8998, g26310, g29945, g30548, g38806, g8608, g9084, g30701, g9122, g48831, g29967, g8634, g30668	XP_013610927.1, XP_013583311.1, XP_013632868.1, XP_013624005.1
OG0000029	g26225, g26222, g43704, g4265, g4261, g27334, g29817, g13419	XP_013632493.1
OG0000029	g27333	XP_013594951.1, XP_013601162.1
OG0000029	g46975	XP_013624554.1
OG0000029	g41853	XP_013613615.1
OG0000029	g35797	XP_013624184.1
OG0000029	g48266, g6083	XP_013617674.1
OG0000029	g45349	XP_013633217.1
OG0000030	g41465, g35926	XP_013639621.1
OG0000030	g30544, g8826	XP_013633216.1
OG0000030	g31186, g33113, g50559, g3768, g14857, g13786, g40104	XP_013632400.1
OG0000030	g35927, g599, g13492, g26692, g27960, g54342, g16927	XP_013639811.1, XP_013617264.1, XP_013624086.1
OG0000030	g8825	XP_013624485.1, XP_013584641.1, XP_013629200.1, XP_013594415.1
OG0000030	g44522, g52187, g7355	XP_013630837.1
OG0000030	g6340, g37181, g16111	XP_013624692.1, XP_013594980.1
OG0000031	g40889	XP_013606456.1
OG0000031	g5030	XP_013611057.1
OG0000031	g13269	XP_013609571.1
OG0000031	g17118	XP_013590021.1
OG0000031	g40888	XP_013606166.1
OG0000031	g40752	XP_013603447.1
OG0000032	g20823	XP_013613572.1, XP_013624575.1
OG0000032	g3738, g26774, g53253, g52953, g52389, g43014, g4289, g33014, g53610, g43518, g3146, g4222, g3625, g3120, g22170, g52827, g52845	XP_013614080.1, XP_013601233.1, XP_013639614.1, XP_013639583.1, XP_013628856.1, XP_013601190.1, XP_013594416.1, XP_013613732.1, XP_013614878.1, XP_013594344.1, XP_013594348.1, XP_013594346.1, XP_013601121.1, XP_013639714.1, XP_013588883.1, XP_013624431.1, XP_013613700.1, XP_013617583.1, XP_013624583.1, XP_013633404.1, XP_013594495.1, XP_013594509.1, XP_013632795.1, XP_013594571.1, XP_013589247.1, XP_013624590.1
OG0000032	g27898, g7014	XP_013639711.1, XP_013624577.1, XP_013601163.1, XP_013624607.1, XP_013594469.1, XP_013594345.1, XP_013594494.1, XP_013632837.1
OG0000032	g4221, g43232, g49129, g26173, g10874, g3479, g43519, g34451	XP_013624589.1
OG0000032	g33013, g36953, g26773	XP_013617456.1
OG0000032	g53254, g33359, g3119, g15987, g30235, g52846, g52828, g52839, g3624	XP_013614003.1, XP_013608032.1, XP_013594569.1
OG0000032	g53822, g44165, g4624, g6966, g53873, g32714, g13890, g46293, g39938, g26771, g32568, g29256, g19401, g44942, g3737	XP_013601293.1, XP_013614063.1, XP_013607922.1
OG0000033	g23911	XP_013598717.1
OG0000033	g24014	XP_013598071.1
OG0000033	g23905	XP_013598676.1, XP_013598684.1
OG0000033	g23912	XP_013593131.1
OG0000033	g40468	XP_013607897.1
OG0000034	g15118, g44910	XP_013589352.1
OG0000034	g15664, g3441, g9297	XP_013601011.1, XP_013594785.1, XP_013638563.1
OG0000035	g51285	XP_013634025.1
OG0000035	g39852, g39841	XP_013610681.1
OG0000037	g25569	XP_013601341.1
OG0000037	g26707	XP_013639365.1
OG0000037	g24763, g47054, g2374, g50425, g35466	XP_013633425.1, XP_013595002.1
OG0000037	g20917, g29939, g20308, g28559, g25198, g14254, g2520	XP_013608021.1
OG0000037	g10090	XP_013632693.1, XP_013601587.1, XP_013588964.1, XP_013633223.1
OG0000037	g5625	XP_013617009.1
OG0000037	g41705	XP_013617491.1, XP_013594651.1
OG0000038	g49458	XP_013600951.1, XP_013597125.1
OG0000038	g41272, g41270	XP_013633414.1
OG0000038	g44982, g44984, g44985, g7414	XP_013583416.1, XP_013583423.1, XP_013586481.1
OG0000040	g38367, g38376, g38372, g38380	XP_013589717.1, XP_013593712.1, XP_013589720.1, XP_013594890.1, XP_013594892.1
OG0000040	g44631	XP_013632678.1
OG0000040	g13193, g13194	XP_013624262.1
OG0000042	g41631, g25133, g41632, g52948, g49021	XP_013614126.1, XP_013632514.1, XP_013616916.1, XP_013601670.1, XP_013632963.1, XP_013601552.1, XP_013617894.1, XP_013600988.1, XP_013617173.1, XP_013601900.1, XP_013594938.1, XP_013601198.1, XP_013608414.1, XP_013624696.1, XP_013589706.1, XP_013624186.1
OG0000042	g49152	XP_013639418.1
OG0000043	g12079	XP_013632655.1
OG0000043	g11527, g13738	XP_013589170.1
OG0000043	g42036	XP_013617215.1
OG0000043	g14381, g14371, g53175	XP_013607944.1
OG0000043	g32961	XP_013615328.1
OG0000043	g3036, g25225	XP_013624645.1
OG0000043	g14357	XP_013594388.1
OG0000043	g33263, g53602, g3049, g30442, g16404, g16232, g30055, g17329, g34409, g32562, g25038, g49091	XP_013639316.1
OG0000043	g4564, g25886, g53199, g35810	XP_013614489.1
OG0000043	g14843	XP_013634444.1
OG0000043	g30257, g34533, g34524	XP_013624716.1
OG0000044	g14749, g15027, g4490, g17910, g17917, g16165, g31981, g43446, g3382, g2931, g36166, g25959	XP_013623958.1, XP_013589222.1, XP_013632674.1, XP_013639308.1
OG0000045	g7244, g39351, g17718, g41293	XP_013632408.1, XP_013632387.1, XP_013594397.1, XP_013624130.1
OG0000045	g42618	XP_013639552.1
OG0000046	g46717	XP_013635767.1
OG0000046	g18113	XP_013607196.1, XP_013635840.1, XP_013620632.1
OG0000046	g44951	XP_013603316.1
OG0000046	g18042	XP_013613580.1
OG0000047	g4320, g7910	XP_013625005.1
OG0000047	g51086, g3105	XP_013633362.1, XP_013607574.1, XP_013623908.1, XP_013607826.1
OG0000047	g49160, g47659, g43703, g25474, g28245, g53765, g45296, g42772	XP_013619235.1
OG0000047	g51838	XP_013614070.1
OG0000048	g4944	XP_013618244.1, XP_013621004.1, XP_013621006.1, XP_013621465.1
OG0000049	g43788, g43772, g13437	XP_013639502.1
OG0000049	g45167, g147, g24813	XP_013626063.1
OG0000049	g6205	XP_013632342.1, XP_013617666.1
OG0000049	g4748, g12067	XP_013639382.1, XP_013623756.1
OG0000049	g36235	XP_013639341.1, XP_013601088.1
OG0000049	g41708, g839, g6204, g23452	XP_013615307.1
OG0000049	g7668, g44227, g39804, g53419	XP_013613797.1
OG0000049	g45168, g27877	XP_013639828.1
OG0000049	g51517	XP_013616889.1
OG0000049	g45435	XP_013614613.1, XP_013624430.1
OG0000050	g44326, g2819, g44187	XP_013639544.1
OG0000052	g37450	XP_013610546.1
OG0000053	g1329	XP_013633389.1
OG0000054	g9679, g35281, g34308, g35248, g9678	XP_013615014.1
OG0000055	g40901	XP_013615259.1, XP_013588767.1, XP_013611134.1
OG0000055	g40991	XP_013607317.1
OG0000055	g44205	XP_013631517.1
OG0000057	g50182, g50184, g50186	XP_013627468.1, XP_013615287.1
OG0000057	g27361, g5648	XP_013606594.1, XP_013593729.1
OG0000058	g50156, g182, g51073, g5874	XP_013617130.1
OG0000058	g11773, g19588	XP_013601409.1, XP_013632814.1
OG0000059	g14202	XP_013583424.1, XP_013627293.1, XP_013639645.1, XP_013616902.1
OG0000059	g39389, g39352	XP_013614573.1
OG0000059	g42622	XP_013617405.1
OG0000061	g51097, g11499, g25472, g32592, g17431, g28656, g13832, g11373, g15781, g584, g45295, g49162, g11094, g32135, g50796, g25177	XP_013628529.1
OG0000061	g4665, g33350	XP_013607575.1, XP_013589214.1, XP_013617738.1, XP_013632723.1, XP_013589430.1
OG0000061	g1261, g46382, g48920, g25951, g1599, g17623, g48295, g35530, g34935	XP_013607674.1
OG0000062	g32823, g13726, g11246, g41835	XP_013591442.1, XP_013594277.1, XP_013623728.1, XP_013624643.1, XP_013615594.1, XP_013624395.1, XP_013626489.1, XP_013632865.1, XP_013583449.1
OG0000064	g51190, g32307	XP_013602531.1
OG0000065	g3890	XP_013608416.1, XP_013624514.1
OG0000065	g8443	XP_013614546.1
OG0000066	g5393	XP_013587978.1, XP_013612488.1, XP_013607869.1, XP_013612748.1, XP_013629194.1
OG0000066	g156	XP_013599938.1, XP_013618388.1, XP_013621521.1, XP_013606481.1, XP_013631332.1, XP_013627996.1, XP_013637372.1, XP_013609086.1
OG0000069	g51830	XP_013595150.1
OG0000069	g24808, g44257, g26746	XP_013589403.1, XP_013615053.1, XP_013601417.1
OG0000069	g10624, g41852	XP_013588943.1
OG0000069	g4931	XP_013632443.1
OG0000069	g41608	XP_013624269.1
OG0000069	g13794, g4275, g25547, g38079, g36963, g17549, g12998, g7180	XP_013624740.1
OG0000070	g33102, g43981, g14572	XP_013589181.1
OG0000070	g30429, g30434, g34722, g20467, g25157, g21277	XP_013615472.1
OG0000070	g4159	XP_013639478.1
OG0000070	g15815, g15828, g15878	XP_013601287.1
OG0000071	g36375, g47125, g4591, g36881, g27012	XP_013617771.1, XP_013601854.1
OG0000073	g28154	XP_013610918.1
OG0000073	g10944	XP_013624330.1
OG0000073	g10942	XP_013606145.1
OG0000073	g18482	XP_013619061.1, XP_013611210.1
OG0000074	g50301	XP_013596256.1
OG0000074	g27549, g27550	XP_013586913.1
OG0000075	g5026	XP_013594256.1
OG0000075	g49834, g49840, g49829	XP_013597375.1
OG0000076	g19225	XP_013630964.1, XP_013615703.1
OG0000076	g10535	XP_013610604.1
OG0000077	g25975, g22716	XP_013596175.1
OG0000078	g46791, g24881	XP_013621386.1, XP_013617746.1, XP_013632635.1, XP_013632608.1, XP_013594937.1, XP_013624880.1, XP_013591282.1, XP_013615431.1, XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1
OG0000079	g18915	XP_013614702.1, XP_013614700.1
OG0000080	g50013, g23668	XP_013633314.1
OG0000081	g6399	XP_013624720.1
OG0000081	g13268	XP_013627255.1, XP_013615338.1
OG0000082	g20916, g29940, g2519	XP_013608417.1
OG0000082	g17872, g19303	XP_013639258.1
OG0000082	g33413, g33414, g25297, g33412, g33411	XP_013633229.1
OG0000082	g52877, g26306	XP_013613884.1
OG0000082	g36211, g54030	XP_013639683.1, XP_013601479.1
OG0000082	g53006, g31724, g7128, g51169	XP_013617421.1, XP_013594652.1, XP_013617490.1, XP_013607528.1, XP_013622886.1
OG0000082	g11611	XP_013594607.1
OG0000082	g53973	XP_013614590.1, XP_013624795.1
OG0000082	g6076, g24927, g11608, g35734, g29175, g26079, g24764, g753	XP_013632994.1
OG0000082	g7127, g18239	XP_013594797.1
OG0000083	g46885	XP_013612566.1
OG0000085	g23926	XP_013639330.1, XP_013601192.1
OG0000085	g41305	XP_013601585.1
OG0000085	g45986, g16819, g33053, g33047, g32349	XP_013617395.1
OG0000085	g50685, g15804	XP_013608254.1, XP_013617372.1, XP_013607891.1, XP_013601144.1, YP_004927454.1
OG0000085	g41377, g32262, g25866	XP_013617549.1
OG0000085	g45065	XP_013639484.1, XP_013617588.1, XP_013589056.1
OG0000085	g23625	XP_013615286.1
OG0000087	g9991	XP_013598457.1
OG0000087	g9845, g2817, g339	XP_013629087.1, XP_013629292.1, XP_013629400.1
OG0000087	g5316	XP_013611442.1
OG0000087	g40485, g11055	XP_013612217.1, XP_013620476.1, XP_013598244.1
OG0000087	g17371, g24042	XP_013598013.1, XP_013621920.1, XP_013598364.1
OG0000087	g46232	XP_013592047.1
OG0000088	g11453	XP_013603553.1
OG0000088	g19510	XP_013629613.1
