Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_NCBI
OG0000007	g4482, g23875	XP_020869115.1, XP_020890704.1
OG0000008	g25873	XP_020867861.1, XP_020876690.1
OG0000008	g27995	XP_020881833.1
OG0000008	g11343	XP_020881700.1
OG0000008	g33123	XP_020879836.1
OG0000010	g43027, g35985	XP_020871369.1
OG0000010	g45670, g48960	XP_020871367.1
OG0000012	g21395	XP_020866256.1
OG0000012	g15121	XP_020875418.1, XP_020880599.1, XP_020888103.1
OG0000012	g15663, g32788	XP_020871750.1, XP_020872198.1
OG0000012	g34876	XP_020881433.1
OG0000012	g42217	XP_020875036.1
OG0000012	g52731	XP_020871051.1
OG0000014	g48940, g28379, g22864, g14683, g17906, g30722, g53391, g16697, g10634, g1970, g40835, g10249, g44050, g4521, g17734, g32003, g4816, g28378, g1568, g51668, g10565, g27276, g40834, g40838, g10566, g53860	XP_020874556.1
OG0000015	g53814, g16594, g16764, g14880, g952, g32985, g12170, g24863	XP_020883676.1
OG0000015	g35813, g36776, g26230, g26256, g43592, g5557	XP_020890755.1, XP_020889910.1
OG0000015	g5447, g48096, g4042, g4014, g30179, g21912, g14948, g35471, g12283, g14756, g26107, g39164, g1865, g12584, g7633, g26669, g17276, g2986	XP_020865814.1
OG0000015	g27728, g36346, g32986, g8573	XP_020870556.1
OG0000017	g5712, g5713	XP_020879892.1, XP_020879506.1, XP_020887777.1
OG0000017	g41997, g33121, g3359, g6214	XP_020876951.1
OG0000017	g44074, g47797, g33120, g7898, g14750, g3057, g43352, g14036, g15607, g52007, g51052, g52970, g32655, g4343, g43479, g2953, g50650, g41998, g23595, g2979	XP_020877054.1, XP_020869021.1
OG0000018	g2213, g49590, g14568, g25751, g34956, g53077, g43442, g33130, g45148, g29629, g43760, g4386, g2331, g37069	XP_020885208.1, XP_020885137.1, XP_020886953.1, XP_020886960.1, XP_020890910.1, XP_020885657.1
OG0000018	g14567, g33125, g25750	XP_020874896.1, XP_020872412.1, XP_020871964.1, XP_020874134.1, XP_020879723.1
OG0000019	g36529, g42561, g14492, g51080, g41576	XP_020876758.1, XP_020881514.1, XP_020889800.1
OG0000019	g16592, g1020, g46208, g40680, g40322, g46628, g9756	XP_020869090.1, XP_020878589.1
OG0000019	g48	XP_020873638.1
OG0000019	g11917, g53760, g9705, g35966, g50936, g40612, g52670, g3241, g43706	XP_020877201.1, XP_020872379.1, XP_020879405.1, XP_020871455.1
OG0000019	g18942, g2713	XP_020866193.1, XP_020870462.1
OG0000019	g2720, g19256	XP_020875471.1, XP_020876980.1, XP_002888416.2
OG0000019	g2721, g18071, g42559	XP_020890706.1, XP_020866192.1, XP_020877161.1, XP_020877831.1, XP_020890951.1, XP_020877753.1, XP_020890688.1, XP_020885569.1, XP_020869856.1
OG0000021	g14063	XP_020881895.1
OG0000021	g45682, g1448	XP_020889841.1
OG0000023	g47441	XP_020873367.1
OG0000023	g23897	XP_020873341.1
OG0000023	g25717, g25713	XP_002872595.1
OG0000023	g25723	XP_002872592.1
OG0000023	g40374	XP_020867640.1
OG0000023	g23907, g24643	XP_002867727.1
OG0000023	g48949	XP_020877175.1
OG0000024	g45320, g32515	XP_020874131.1
OG0000026	g51053, g47798, g4344, g43478, g23597, g14579, g3360, g43692, g7899, g2954, g49586, g31803, g4274, g32656, g11709, g44075, g3058, g46225, g1554, g17019, g6169, g23909, g34283, g6803, g35674, g46329, g52008, g14035, g43351, g35266, g9915, g25002, g31760, g21114, g4157, g14556, g51014, g34854, g39311, g31342, g29188, g6804, g35673, g23908, g6168, g46330, g19145, g15615, g14034, g4585, g1553, g34282, g43477, g2977, g7900, g49409, g28254, g23598, g14578, g6312, g46948, g36898, g25431, g17280, g25191, g41992, g4231, g43283, g2973, g33119, g33391	XP_020872549.1, XP_020881073.1, XP_020879655.1
OG0000027	g43469	XP_020866667.1
OG0000027	g28294	XP_002893654.2
OG0000027	g2269	XP_002875716.2, XP_020879759.1, XP_020881113.1, XP_020879758.1
OG0000029	g28453, g13421, g8998, g26310, g29945, g30548, g38806, g8608, g9084, g30701, g9122, g48831, g29967, g8634, g30668, g16178, g36823, g26225, g26222, g43704, g4265, g4261, g27334, g29817, g13419, g27333	XP_020889577.1
OG0000030	g14858	XP_020883969.1, XP_020886744.1, XP_020884781.1
OG0000030	g8825, g44522, g52187, g7355	XP_020872945.1
OG0000031	g40889	XP_020891718.1, XP_020891198.1, XP_020865792.1, XP_020889844.1, XP_002886462.1
OG0000031	g40881, g40949, g40859, g40857, g40951, g6403, g40794	XP_002886463.2, XP_020865982.1, XP_020865991.1, XP_020890510.1, XP_020865986.1
OG0000031	g5030	XP_020878202.1
OG0000031	g13269	XP_002883021.2
OG0000031	g17118	XP_020873422.1
OG0000031	g40888	XP_020890773.1
OG0000031	g40752	XP_020890021.1
OG0000032	g3147, g20823	XP_020883415.1
OG0000033	g23911	XP_002869784.2
OG0000033	g24014	XP_002867849.1
OG0000033	g23905	XP_020872543.1
OG0000033	g23912	XP_020873356.1
OG0000033	g40468	XP_002874837.2
OG0000034	g53562	XP_020873801.1
OG0000034	g44911, g15119	XP_020888683.1, XP_020872992.1
OG0000034	g15118, g44910	XP_020885105.1, XP_020886112.1, XP_020882566.1, XP_020882254.1, XP_020866182.1, XP_020889362.1, XP_020882345.1, XP_020871070.1, XP_020888104.1, XP_020879246.1
OG0000034	g42218, g42234	XP_020874940.1, XP_020874002.1, XP_020871360.1, XP_020866150.1, XP_020883547.1
OG0000034	g15664, g3441, g9297	XP_020879181.1, XP_020871751.1, XP_020880608.1, XP_020885775.1, XP_020881477.1, XP_020875416.1, XP_020870606.1, XP_020872315.1, XP_020876122.1, XP_020884761.1, XP_020873738.1, XP_020889950.1, XP_020879983.1
OG0000034	g15120	XP_020872318.1, XP_020872991.1, XP_020875735.1, XP_020877498.1, XP_020872630.1, XP_020885869.1
OG0000035	g29294, g52064, g52069, g52073	XP_002886496.1, XP_002886498.2
OG0000036	g3196	XP_020868066.1
OG0000036	g49100	XP_020877514.1
OG0000037	g25569, g43400, g53061, g34996, g53063	XP_020866728.1
OG0000037	g50424, g6550, g19935, g2521, g10538, g19299, g16644, g54168	XP_020870708.1
OG0000038	g24239	XP_020880739.1
OG0000038	g1070	XP_020871436.1, XP_020881621.1
OG0000038	g52037	XP_020875162.1
OG0000038	g44982, g44984, g44985	XP_020887603.1
OG0000040	g38367, g38376, g38372, g38380	XP_002893415.1, XP_002890504.1, XP_002893432.1, XP_020866580.1
OG0000040	g44631	XP_020869589.1, XP_020885911.1
OG0000040	g13193, g13194	XP_020889857.1
OG0000040	g13797, g13799	XP_020879678.1, XP_020881930.1, XP_020880910.1
OG0000042	g17325, g27760, g45782, g45600, g35119, g54029, g40051, g49152, g3973, g3980	XP_020888726.1
OG0000042	g22786, g41711, g1466, g28310, g17388, g32821	XP_020872994.1, XP_020882425.1
OG0000044	g14749, g15027, g4490, g17910, g17917, g16165, g31981, g43446, g3382, g2931	XP_020885942.1
OG0000045	g7244, g39351, g17718, g41293	XP_020890956.1, XP_020882438.1
OG0000046	g46717	XP_020872918.1, XP_020872917.1
OG0000046	g18113	XP_020872272.1, XP_020874589.1
OG0000046	g46719	XP_020865720.1
OG0000046	g18042	XP_020865819.1, XP_020865823.1
OG0000047	g25473, g27561, g41540, g28657, g32593, g13831, g36935, g2942, g14554, g51362	XP_020891542.1
OG0000047	g37081, g690, g27871	XP_020878809.1
OG0000047	g33349, g4664	XP_020879634.1
OG0000047	g12885, g12881	XP_020886169.1
OG0000047	g3851	XP_020865924.1
OG0000047	g49160, g47659, g43703, g25474, g28245, g53765, g45296	XP_020874420.1
OG0000048	g4946, g4940, g29028, g29029	XP_020877807.1, XP_020877805.1
OG0000049	g6205	XP_020876966.1
OG0000052	g37450	XP_020883307.1
OG0000052	g53934	XP_020883308.1, XP_020883310.1, XP_002881853.1
OG0000057	g50182, g50184, g50186	XP_020876181.1, XP_020883674.1
OG0000057	g48153, g33319, g33329, g48170, g15766, g33340	XP_020886503.1, XP_020887842.1
OG0000057	g700	XP_020889148.1
OG0000057	g15973, g17828	XP_002885221.2
OG0000057	g27361, g5648	XP_020889173.1
OG0000058	g19665	XP_020880718.1, XP_002879393.2
OG0000062	g32823, g13726, g11246, g41835	XP_020866308.1, XP_020879729.1
OG0000065	g12628	XP_020877132.1
OG0000066	g5393	XP_020876760.1, XP_020875249.1, XP_020875248.1, XP_020891414.1, XP_020886001.1, XP_020877536.1, XP_020891413.1
OG0000066	g156	XP_002877046.2, XP_002873454.1, XP_020876762.1, XP_020867896.1, XP_002894648.1
OG0000072	g33477, g30198	XP_020866785.1
OG0000073	g10944	XP_020880043.1, XP_020886914.1
OG0000073	g18482	XP_020880050.1
OG0000073	g54289	XP_020879725.1
OG0000074	g27549, g27550	XP_020866886.1
OG0000075	g36278	XP_020869549.1
OG0000075	g2157	XP_020868187.1
OG0000076	g3195, g1602	XP_020881410.1, XP_020881406.1, XP_020881407.1
OG0000076	g44053	XP_020882208.1
OG0000076	g2410	XP_020880077.1
OG0000077	g25975, g22716	XP_002868917.2
OG0000079	g18915	XP_020880546.1, XP_020880539.1
OG0000080	g41322	XP_020867733.1
OG0000080	g23667	XP_020873461.1
OG0000080	g23668	XP_020874135.1
OG0000081	g6399	XP_020877791.1
OG0000081	g13268	XP_020878845.1
OG0000082	g20916, g29940, g2519	XP_020883385.1, XP_020881708.1
OG0000082	g54167, g10536, g16647	XP_020869010.1
OG0000082	g33413, g33414, g25297, g33412, g33411	XP_020875863.1, XP_020875624.1, XP_020887797.1
OG0000082	g36211, g54030	XP_020880759.1
OG0000083	g46885	XP_020886763.1, XP_020874486.1, XP_020887115.1, XP_020886765.1, XP_020886764.1, XP_020886770.1, XP_002883392.2
OG0000083	g7705	XP_020866346.1
OG0000084	g51024	XP_020885162.1, XP_002880565.1, XP_020884335.1
OG0000085	g41377, g32262, g25866	XP_020876468.1
OG0000087	g9991	XP_020879374.1
OG0000087	g9845, g2817, g339	XP_020871804.1
OG0000087	g5316	XP_002873559.1
OG0000087	g40485, g11055	XP_002863588.1
OG0000087	g17371, g24042	XP_020872103.1
OG0000087	g46232	XP_020866480.1, XP_020890671.1
OG0000088	g11453	XP_020881827.1
OG0000088	g19510, g40516, g11030	XP_002880903.1
OG0000088	g46886	XP_002875847.2
OG0000088	g28933, g28934	XP_020878730.1
OG0000089	g5448, g29544, g45521	XP_020876820.1
OG0000089	g13323, g11989	XP_020867828.1, XP_002883150.1
OG0000089	g52029	XP_002879968.1
OG0000089	g2333	XP_020880453.1, XP_002879684.1, XP_020883890.1
OG0000090	g50123	XP_002887052.2, XP_020885789.1, XP_002890373.1
OG0000090	g46242	XP_020891141.1
OG0000090	g10675	XP_002878309.1, XP_002867118.1, XP_002875194.1, XP_002883942.1, XP_002875195.1, XP_020867590.1
OG0000091	g3977	XP_020887529.1, XP_002870603.1, XP_020880876.1
OG0000093	g2360	XP_020880586.1
OG0000093	g18958	XP_002878203.1, XP_020880570.1
OG0000096	g1538, g1535	XP_020890791.1, XP_020891276.1, XP_020881188.1, XP_020881582.1, XP_020880678.1
OG0000096	g18473	XP_020884560.1
OG0000096	g44008, g44009, g44007	XP_002863849.1, XP_020890121.1
OG0000097	g45186, g45201	XP_002874842.1
OG0000097	g45182	XP_020876795.1
OG0000097	g40477, g40479, g40476, g40480, g1561	XP_020876465.1, XP_002874844.1, XP_020877173.1, XP_020876443.1, XP_002874669.1, XP_002862572.1
OG0000098	g49817	XP_020884692.1
OG0000099	g46874, g4737	XP_020890360.1, XP_020890361.1, XP_020890692.1
OG0000101	g13563	XP_020891501.1
OG0000101	g40795	XP_020891283.1
OG0000104	g31072	XP_020870885.1
OG0000104	g51118	XP_020883008.1
OG0000104	g6675	XP_020886058.1
OG0000104	g54236	XP_020870266.1
OG0000104	g54244, g54237, g54238	XP_020870262.1
OG0000105	g43456	XP_020866184.1
OG0000106	g49764	XP_020888942.1
OG0000106	g6393	XP_020871755.1, XP_020884689.1, XP_002885709.2, XP_002885705.1, XP_020888916.1, XP_002885707.1, XP_020866895.1
OG0000107	g11936	XP_002883228.1
OG0000107	g6757	XP_020887921.1
OG0000108	g11756	XP_020889445.1
OG0000110	g2009	XP_020880525.1
OG0000110	g50627	XP_002870336.2
OG0000112	g1342	XP_002864096.1
OG0000113	g11211	XP_020886025.1, XP_020870827.1, XP_020868736.1
OG0000114	g4924	XP_020882189.1
OG0000114	g18420	XP_020870825.1, XP_002892003.1, XP_020866269.1, XP_020879760.1, XP_020865886.1, XP_020880962.1, XP_020874571.1, XP_020874573.1, XP_020874575.1, XP_020874585.1, XP_020874574.1
OG0000117	g45402, g46692, g6971, g3396, g51983, g16507	XP_020886073.1
OG0000117	g25746	XP_020886029.1, XP_020876858.1
OG0000118	g37032, g50081	XP_002877840.1
OG0000118	g14347, g14348, g14394, g45220, g45247	XP_002875482.1
OG0000118	g45031, g45096, g45028, g11628, g36890, g45092, g45097, g11625, g45033, g17750, g17551, g17566, g17567, g24578	XP_002876201.1
OG0000119	g50178	XP_020866195.1, XP_002877435.1, XP_020876203.1, XP_002885691.1, XP_020877212.1
OG0000120	g40996	XP_002888121.2, XP_002886576.1
OG0000120	g6424	XP_020871775.1, XP_020872669.1, XP_020877424.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1
OG0000120	g32414, g29781	XP_020879779.1, XP_020879307.1, XP_020891752.1, XP_020880012.1
OG0000122	g1066	XP_020879776.1
OG0000123	g44233	XP_020890702.1
OG0000123	g17137	XP_020873611.1
OG0000125	g41348	XP_002874101.1
OG0000125	g2919, g1294, g28781	XP_020880863.1, XP_002864658.2, XP_020872447.1, XP_002877451.1
OG0000125	g39998	XP_002879182.1
OG0000126	g1792, g4332, g27839, g27662, g37157, g53925	XP_020871150.1
OG0000127	g49766	XP_020869187.1
OG0000128	g26382	XP_020865849.1
OG0000128	g44894, g26973	XP_020883039.1
OG0000128	g53276	XP_020878880.1
OG0000128	g31783, g53811, g31875	XP_020865764.1
OG0000128	g45611, g31838	XP_020887091.1
OG0000128	g1147, g29408	XP_020887611.1
OG0000128	g5236, g5604, g3371, g22741	XP_020866238.1
OG0000128	g42122, g41206, g3584	XP_020878531.1
OG0000130	g34628	XP_020866739.1, XP_020889313.1
OG0000130	g26208, g43583	XP_020877517.1
OG0000131	g15992	XP_020878269.1
OG0000132	g53769, g43756, g15634	XP_020887015.1
OG0000132	g26228	XP_020885057.1
OG0000133	g19947, g43640, g35382, g42719, g43495	XP_020877519.1
OG0000135	g4028	XP_020874182.1
OG0000136	g14687	XP_002868825.1
OG0000138	g10340	XP_020882530.1, XP_002875524.1
OG0000140	g1248	XP_002863036.1, XP_020869408.1
OG0000140	g28714	XP_020879394.1, XP_020870866.1, XP_020871535.1
OG0000140	g1252, g28702, g28701	XP_020874639.1, XP_002864614.1
OG0000142	g40020	XP_020885362.1
OG0000142	g51155, g51154, g51130, g51156	XP_002881123.1
OG0000144	g32634, g26627, g450	XP_020872445.1, XP_020875855.1, XP_020889856.1
OG0000146	g1011	XP_002866093.1
OG0000147	g5985	XP_020888881.1
OG0000147	g23426	XP_020872380.1
OG0000147	g1105	XP_020870964.1
OG0000147	g46563	XP_020890865.1
OG0000147	g11547	XP_020882578.1
OG0000147	g6339	XP_020889051.1
OG0000147	g50994	XP_020885195.1
OG0000149	g2887	XP_002875779.1
OG0000149	g1676, g28755, g28754	XP_020871263.1
OG0000149	g1282	XP_020871256.1, XP_020871259.1
OG0000149	g17375	XP_020885175.1
OG0000149	g1278	XP_020871260.1, XP_020871262.1
OG0000149	g2888	XP_002877482.1
OG0000150	g11441, g11440	XP_020881724.1
OG0000151	g915, g28415	XP_002865968.1
OG0000151	g17072	XP_002867477.1
OG0000151	g7540	XP_020888570.1
OG0000151	g14078	XP_020888018.1
OG0000151	g28546	XP_020891046.1
OG0000152	g15848	XP_020882908.1
OG0000152	g22192, g30253, g4143	XP_020869985.1, XP_020891448.1
OG0000154	g27332	XP_020867554.1
OG0000154	g12277	XP_002884912.1
OG0000154	g7492	XP_002884737.1
OG0000154	g54073, g45315, g5784	XP_002873056.1
OG0000155	g23645	XP_020873274.1
OG0000155	g47372	XP_002867852.2
OG0000155	g7340	XP_020888268.1
OG0000156	g52257	XP_002882021.1
OG0000157	g46122, g12809	XP_020886515.1
OG0000157	g1395	XP_002885502.1, XP_020886930.1, XP_020888665.1, XP_002888470.1, XP_020891300.1, XP_020877537.1
OG0000161	g392, g9880	XP_020889363.1, XP_020884859.1, XP_020885823.1, XP_002879145.1
OG0000161	g45103, g45101	XP_020890883.1
OG0000161	g45131	XP_020890882.1
OG0000162	g26821	XP_020891301.1
OG0000164	g14196, g38017, g38015, g38013, g38019, g32493	XP_020874446.1
OG0000167	g24121	XP_020872090.1
OG0000167	g17408	XP_020872359.1
OG0000169	g46166	XP_020878232.1
OG0000169	g46162	XP_020865750.1
OG0000171	g45857	XP_020890687.1, XP_020870037.1
OG0000171	g5177	XP_002892585.1
OG0000171	g29297	XP_002871626.1
OG0000173	g15729, g49146, g17663, g37839, g27055, g49999, g53725, g17352, g17357, g17341, g1801, g25289, g14575, g15732, g18062, g46682, g32984, g45423, g24727, g33298, g51510, g2110	XP_020879516.1
OG0000175	g23036	XP_002869113.1
OG0000175	g47947	XP_020873047.1
OG0000178	g50196, g14780, g46746, g53399	XP_020871723.1
OG0000180	g13531	XP_020880445.1
OG0000183	g6570	XP_020887742.1
OG0000183	g3712, g43268, g11496, g11193	XP_020887788.1
OG0000185	g40049, g47161, g26166	XP_020890721.1
OG0000186	g29944, g8607, g43388, g38807, g30547	XP_020888411.1
OG0000186	g16331	XP_020888446.1
OG0000186	g1666	XP_020885553.1
OG0000186	g11646	XP_020866698.1, XP_020866699.1, XP_020889780.1
OG0000186	g16059	XP_020882685.1
OG0000186	g16333	XP_020871413.1
OG0000187	g35037	XP_020872309.1, XP_020875226.1
OG0000190	g40442	XP_002874799.1
OG0000190	g45158	XP_020877653.1
OG0000190	g45173	XP_002872697.1
OG0000191	g31359	XP_020867288.1, XP_002892679.1
OG0000192	g50732, g27488	XP_020869475.1
OG0000194	g42645, g3805, g8324, g12233, g48660, g9209, g48261, g26496, g23263, g53148, g35136, g19433, g53231, g5034, g42389, g15495, g3532, g21616, g20554, g35938, g22577, g50316, g36924, g3519, g13930, g54130, g42490, g33617, g9185, g38628, g16001, g9161, g21983, g33159, g33162, g33196, g33194, g49131, g16047, g32831, g30173, g9043, g14835, g33824, g9300, g15795, g52330, g16722, g22564, g14311, g36307, g41990, g34234, g34239, g52452, g52465, g43277, g43271, g52627, g27039, g3496, g32844, g21980, g22569, g34832, g3591, g21889, g34609, g30376, g30041, g18470, g20927, g43270, g30550, g8348, g30215, g8478	XP_020891399.1
OG0000195	g40143	XP_002879035.1
OG0000195	g18117	XP_002870564.1, XP_002888498.1
OG0000196	g40674	XP_020870343.1
OG0000196	g27686	XP_020870363.1
OG0000196	g40675	XP_020870342.1
OG0000197	g18526, g7663	XP_020887839.1
OG0000197	g27764, g39817	XP_020873172.1, XP_020873179.1
OG0000200	g27759, g27721	XP_020869614.1
OG0000201	g6534, g11758	XP_020886141.1, XP_020885996.1
OG0000201	g11846	XP_020886142.1, XP_002885573.2
OG0000202	g27177	XP_020886139.1
OG0000202	g10880	XP_002872691.1
OG0000204	g36933	XP_002885438.2
OG0000205	g32507	XP_002877168.1
OG0000205	g53988	XP_020868436.1, XP_002894040.2, XP_020883080.1
OG0000206	g1573, g22730, g23072, g45047, g16729, g36171, g52105, g17791	XP_020881772.1
OG0000206	g2449, g32347	XP_020868240.1
OG0000206	g37934	XP_020878601.1
OG0000206	g11812, g6224, g29003, g53538, g9977, g41828, g33055	XP_020882872.1
OG0000208	g6217, g6207	XP_020872427.1, XP_002869292.1
OG0000209	g40830	XP_020890819.1
OG0000209	g40827	XP_020890820.1
OG0000209	g32745	XP_020874288.1
OG0000210	g28290	XP_020888514.1
OG0000213	g46059, g46056	XP_020890374.1
OG0000213	g7432	XP_020887377.1
OG0000213	g28220	XP_020884044.1
OG0000213	g38464	XP_002878651.1
OG0000214	g36825, g36830	XP_020891504.1
OG0000214	g1023, g25454, g25477	XP_020879031.1
OG0000216	g53737	XP_002869836.1
OG0000216	g47412	XP_020873572.1, XP_020873565.1
OG0000217	g31539, g1718	XP_020889719.1, XP_020891727.1, XP_002886692.2
OG0000217	g44052	XP_020868284.1
OG0000218	g31564	XP_002892838.1, XP_020869981.1
OG0000218	g49926	XP_020869449.1
OG0000218	g10793	XP_020881007.1, XP_002875203.1, XP_002875076.1
OG0000219	g28368	XP_002888551.1, XP_002888554.1, XP_002888553.1, XP_002887077.1, XP_020891385.1
OG0000219	g46873	XP_002881067.1, XP_002862634.2
OG0000219	g311	XP_020877374.1, XP_002862247.1, XP_020871092.1
OG0000219	g18634	XP_002864257.1, XP_002864258.1
OG0000221	g52806	XP_020866913.1
OG0000224	g46370	XP_002887689.1
OG0000224	g40852	XP_002887975.1, XP_002887974.1
OG0000225	g27682	XP_020867502.1
OG0000226	g32332, g32334, g32337	XP_020886010.1
OG0000226	g11864	XP_020871016.1, XP_020867770.1, XP_020866285.1, XP_002890779.1
OG0000228	g32057	XP_002874413.1, XP_002872296.1
OG0000230	g46235	XP_002887614.1
OG0000230	g18589	XP_002891964.1
OG0000231	g46733	XP_020873122.1
OG0000231	g18039	XP_020889985.1, XP_020872464.1, XP_020891116.1
OG0000233	g53703	XP_020884701.1
OG0000234	g19127	XP_020881605.1
OG0000234	g19128	XP_002878017.1
OG0000234	g2235	XP_002878016.1
OG0000234	g51765	XP_002881649.1
OG0000234	g29346	XP_002871574.1
OG0000236	g13483	XP_020865699.1
OG0000236	g11672	XP_020886731.1
OG0000238	g6733, g41785, g14207	XP_020879909.1
OG0000239	g51324	XP_020884722.1
OG0000239	g39775	XP_020872389.1
OG0000240	g26214, g10490, g22460	XP_002877248.2
OG0000240	g24726	XP_020866249.1, XP_002875577.1, XP_020866248.1
OG0000240	g11360, g13978	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000242	g14272, g6162	XP_002885959.1
OG0000242	g31494	XP_020870862.1
OG0000242	g31496, g31497, g31498, g31499	XP_002890039.2
OG0000244	g17320	XP_020873759.1, XP_020876627.1, XP_002872712.1, XP_020873797.1, XP_002867824.2, XP_002867822.1, XP_002867821.1, XP_020876628.1, XP_002872711.1
OG0000246	g43926, g25863, g3770, g17422, g3843, g52261, g11937, g26779	XP_020867873.1
OG0000247	g28137	XP_002870492.1
OG0000248	g25664	XP_002872655.2
OG0000248	g41086, g41090, g41083	XP_020865893.1
OG0000249	g51603	XP_020884151.1
OG0000249	g37185	XP_002881469.1
OG0000251	g35942	XP_020883607.1
OG0000252	g45347	XP_020879255.1
OG0000254	g6897	XP_002880609.1, XP_002880923.2
OG0000254	g1607	XP_020866712.1, XP_020877605.1, XP_020877604.1, XP_020883633.1, XP_002889545.2
OG0000256	g51896, g51897	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000256	g51887	XP_020883542.1, XP_020885530.1, XP_002878839.1
OG0000257	g48005	XP_002882670.1
OG0000258	g39309	XP_002866197.1
OG0000258	g16641	XP_020882087.1, XP_002876964.1
OG0000260	g46771	XP_020881126.1
OG0000260	g17690, g17692, g17691	XP_020885838.1
OG0000264	g25493	XP_002872741.1
OG0000264	g40712	XP_020876466.1
OG0000266	g27624	XP_020880330.1, XP_020880329.1
OG0000266	g11014, g40790	XP_020882437.1, XP_020882443.1
OG0000267	g17092	XP_020882989.1, XP_002878566.1
OG0000268	g1514	XP_020879860.1
OG0000268	g45297	XP_002870939.2
OG0000268	g19165	XP_002877959.1
OG0000269	g32697	XP_020866080.1
OG0000269	g26699, g24901	XP_020886219.1
OG0000270	g27445, g31888, g50111	XP_020867393.1
OG0000271	g6508, g45178	XP_020876838.1
OG0000271	g40469	XP_020878304.1
OG0000274	g28758	XP_002864649.1
OG0000274	g39974	XP_020883555.1
OG0000277	g47115	XP_002870218.1, XP_002870219.1
OG0000277	g17643	XP_020874808.1
OG0000277	g47117	XP_002870217.1
OG0000278	g10751, g26081, g26058	XP_020871462.1, XP_020865960.1, XP_020871126.1
OG0000281	g36419	XP_002891549.1, XP_020866716.1
OG0000282	g5538	XP_002873314.1
OG0000282	g45483	XP_002873316.1
OG0000282	g29622	XP_020876208.1, XP_020876210.1
OG0000284	g10112	XP_020879188.1
OG0000284	g12521	XP_020871231.1
OG0000285	g449	XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2
OG0000286	g28434, g45026	XP_020865980.1
OG0000287	g13375	XP_020871911.1, XP_020886261.1
OG0000290	g11997	XP_002885269.2
OG0000290	g16860	XP_002864952.1
OG0000294	g6947	XP_020889164.1
OG0000294	g39522, g25429	XP_020877038.1
OG0000294	g26892	XP_020867795.1
OG0000295	g12173, g12193, g12167, g12172	XP_020886572.1
OG0000296	g40743	XP_002891517.1
OG0000297	g41326	XP_002864686.1
OG0000298	g34492	XP_002886167.1
OG0000299	g27806	XP_020865762.1
OG0000299	g29744, g53412	XP_002894539.1, XP_020867812.1
OG0000300	g13574, g6349	XP_020888721.1, XP_020888706.1
OG0000300	g53214, g52576, g53200, g11641	XP_002883696.1, XP_020886867.1, XP_002883695.1
