Orthogroup	Noccaea_praecox	Brassica_oleracea
OG0000038	Np007G3978400	XP_013607891.1, XP_013617372.1, XP_013624504.1, XP_013608149.1, XP_013632932.1, XP_013617219.1, XP_013639484.1, XP_013594584.1, XP_013617588.1, XP_013589056.1, XP_013608456.1, XP_013594420.1, XP_013601144.1, YP_004927454.1, XP_013608254.1, XP_013617589.1, XP_013617549.1, XP_013601627.1, XP_013639330.1, XP_013601585.1, XP_013601388.1, XP_013624388.1, XP_013634867.1, XP_013617172.1, XP_013615285.1, XP_013594617.1, XP_013607520.1, XP_013617709.1, XP_013632913.1, XP_013629110.1, XP_013617268.1, XP_013594540.1, XP_013624869.1, XP_013589148.1, XP_013613768.1, XP_013617395.1, XP_013614248.1, XP_013601192.1
OG0000039	Np003G1689500	XP_013617482.1, XP_013617341.1
OG0000039	Np002G1180600	XP_013589456.1
OG0000040	Np006G3694800, Np006G3353400	XP_013594411.1, XP_013617203.1, XP_013601463.1, XP_013601401.1, XP_013628053.1, XP_013623499.1, XP_013624133.1, XP_013639650.1, XP_013589643.1, XP_013607732.1, XP_013608326.1
OG0000041	Np004G2543000	XP_013623756.1, XP_013639341.1
OG0000042	Np004G2298700	XP_013632940.1, XP_013639621.1
OG0000042	Np004G2161100, Np002G0961400	XP_013589127.1, XP_013624490.1
OG0000042	Np007G4027400, Np003G1737200, Np007G4178400, Np007G4238800, Np007G3908200	XP_013624117.1
OG0000042	Np003G1737100	XP_013601612.1, XP_013639620.1
OG0000042	Np006G3478400	XP_013639334.1, XP_013627371.1, XP_013613752.1, XP_013594900.1, XP_013589576.1, XP_013633166.1, XP_013595191.1, XP_013632400.1, XP_013584806.1, XP_013598956.1, XP_013607631.1, XP_013594825.1, XP_013633216.1
OG0000043	Np002G0951900	XP_013593469.1
OG0000046	Np004G2465800, Np002G1218600, Np005G2606800, Np003G1738800, Np002G0770100	XP_013623958.1, XP_013639308.1, XP_013632674.1, XP_013589222.1
OG0000046	Np002G0812000, Np006G3271700, Np002G0901300, Np007G3942200, Np006G3533700, Np004G2173800, Np007G4037000, Np003G1635500, Np004G2079600, Np005G3093000, Np006G3271600, Np007G4080200, Np005G3032100, Np004G2183100, Np004G2290100, Np002G1005100, Np004G2334400	XP_013594734.1, XP_013591267.1, XP_013617808.1, XP_013617807.1, XP_013633382.1, XP_013589049.1, XP_013617512.1, XP_013633177.1
OG0000047	Np002G1005500	XP_013617583.1, XP_013594417.1, XP_013624590.1, XP_013594346.1, XP_013628856.1, XP_013614062.1, XP_013639583.1, XP_013617593.1, XP_013601233.1, XP_013639614.1, XP_013601190.1, XP_013632786.1, XP_013614080.1, XP_013594473.1, XP_013589247.1, XP_013632754.1, XP_013614636.1, XP_013617455.1, XP_013639658.1, XP_013608048.1, XP_013608046.1, XP_013639728.1, XP_013594618.1, XP_013608033.1, XP_013608211.1, XP_013607947.1, XP_013627916.1, XP_013624649.1, XP_013617457.1, XP_013594508.1, XP_013628886.1, XP_013594416.1, XP_013614878.1, XP_013613732.1, XP_013624624.1, XP_013594495.1, XP_013594509.1, XP_013628330.1, XP_013632748.1, XP_013613700.1, XP_013594348.1, XP_013594344.1, XP_013601121.1, XP_013639714.1, XP_013624583.1, XP_013624431.1, XP_013633404.1, XP_013588883.1, XP_013594571.1, XP_013632795.1, XP_013624586.1, XP_013613730.1, XP_013624575.1, XP_013613469.1, XP_013639543.1, XP_013608051.1, XP_013601262.1, XP_013594511.1, XP_013613572.1, XP_013628021.1, XP_013617532.1, XP_013594664.1, XP_013617638.1, XP_013608316.1, XP_013594347.1, XP_013624567.1, XP_013594342.1, XP_013608032.1, XP_013594569.1, XP_013614063.1, XP_013614003.1, XP_013601163.1, XP_013624577.1, XP_013639711.1, XP_013632837.1, XP_013594494.1, XP_013607922.1, XP_013594345.1, XP_013594469.1, XP_013624607.1, XP_013601293.1, XP_013624644.1, XP_013617456.1, XP_013624589.1
OG0000048	Np006G3565700	XP_013634382.1
OG0000049	Np005G3022000	XP_013633223.1, XP_013639258.1, XP_013588964.1, XP_013601587.1, XP_013632693.1
OG0000049	Np002G1103100	XP_013628097.1, XP_013589081.1, XP_013594357.1, XP_013633424.1, XP_013617620.1
OG0000050	Np001G0256300	XP_013594629.1
OG0000050	Np007G3953400	XP_013617828.1
OG0000050	Np006G3570900	XP_013633342.1, XP_013632973.1, XP_013639275.1
OG0000050	Np001G0129000, Np001G0129100, Np001G0128800, Np004G2259400, Np004G2435300, Np001G0374100, Np006G3597400	XP_013617130.1
OG0000050	Np004G1970300, Np005G2648800, Np001G0275100, Np006G3520500, Np001G0383800, Np003G1895000, Np008G4280900	XP_013624813.1
OG0000051	Np004G2552100, Np007G3843500, Np007G3849300, Np004G2593300, Np003G1312800, Np003G1313100, Np003G1316200, Np004G2360300	XP_013609148.1, XP_013623987.1, XP_013601904.1
OG0000051	Np006G3285300, Np006G3285400	XP_013635946.1, XP_013623985.1
OG0000051	Np002G1156400, Np002G1163000, Np002G1166000, Np002G1168200, Np002G1168100, Np002G1156700, Np002G1164000, Np002G1229200, Np002G1168000, Np002G1055900, Np002G1071800, Np002G1164200, Np002G1169900, Np002G1170000, Np002G1162800, Np002G1142800, Np002G1142700, Np002G1156800, Np002G1163400, Np002G1164100	XP_013589464.1, XP_013610001.1
OG0000051	Np006G3285800, Np006G3285900, Np006G3286000	XP_013623984.1
OG0000051	Np006G3284900	XP_013632327.1, XP_013632325.1, XP_013632324.1
OG0000051	Np003G1730300	XP_013610546.1
OG0000052	Np001G0218600	XP_013594927.1, XP_013594267.1
OG0000054	Np008G4269300	XP_013594426.1
OG0000055	Np006G3336100, Np006G3338700, Np003G1875300	XP_013623695.1, XP_013623796.1, XP_013628424.1, XP_013606594.1, XP_013593729.1
OG0000055	Np007G4191600, Np007G4191200, Np005G2851900	XP_013627468.1
OG0000055	Np007G3917300, Np007G3934100	XP_013583310.1, XP_013583313.1
OG0000056	Np002G1191800, Np002G1192300, Np002G1195300	XP_013616526.1
OG0000056	Np002G1194600, Np002G1195000, Np002G1194400, Np002G1189700, Np002G1195200, Np002G1194900, Np002G1189500, Np002G1201000, Np002G1189800, Np002G1194000, Np002G1200900	XP_013625145.1, XP_013601283.1, XP_013631987.1
OG0000056	Np001G0467300	XP_013628196.1
OG0000058	Np004G2334500, Np006G3421900	XP_013595076.1, XP_013611257.1, XP_013589048.1, XP_013617878.1
OG0000058	Np006G3423100, Np006G3422500, Np004G2183000, Np007G3942100	XP_013617146.1, XP_013639508.1, XP_013617228.1, XP_013589295.1
OG0000058	Np006G3504600, Np003G1369700, Np006G3421800, Np002G1073600, Np007G4038100	XP_013623959.1
OG0000059	Np006G3486400, Np005G2888900, Np005G3047300, Np007G3954600, Np003G1666900, Np003G1673900, Np005G2877500	XP_013610732.1, XP_013627758.1, XP_013597073.1
OG0000059	Np003G1667800, Np001G0392300, Np001G0082700	XP_013601178.1, XP_013585552.1, XP_013585426.1, XP_013597521.1, XP_013605214.1, XP_013604150.1, XP_013628178.1, XP_013615848.1, XP_013585461.1
OG0000059	Np004G2334600, Np002G1005000, Np007G3962700	XP_013583425.1, XP_013619334.1, XP_013615788.1, XP_013608198.1, XP_013601480.1
OG0000060	Np003G1523200	XP_013632073.1, XP_013631522.1, XP_013637962.1, XP_013625358.1, XP_013602591.1, XP_013600442.1, XP_013622579.1, XP_013605168.1, XP_013588638.1, XP_013630704.1, XP_013583915.1, XP_013615993.1, XP_013623511.1, XP_013633957.1
OG0000061	Np005G2892000	XP_013615642.1, XP_013615706.1
OG0000061	Np003G1795500	XP_013615702.1
OG0000061	Np006G3280900	XP_013633314.1
OG0000061	Np002G1245500	XP_013635264.1
OG0000061	Np006G3512200	XP_013622240.1
OG0000061	Np002G1245100, Np002G1245200	XP_013639701.1
OG0000062	Np002G1076000, Np003G1765200	XP_013594854.1
OG0000062	Np002G0958500	XP_013607943.1
OG0000062	Np002G0953400	XP_013639544.1
OG0000062	Np002G0935900, Np001G0402000	XP_013614135.1, XP_013608129.1
OG0000062	Np007G4021600	XP_013589201.1, XP_013628127.1, XP_013616946.1
OG0000063	Np006G3435600	XP_013594553.1
OG0000065	Np002G0937300	XP_013620956.1
OG0000065	Np005G3146600	XP_013635767.1
OG0000066	Np004G2505200, Np003G1367100, Np001G0031500, Np004G2500100, Np003G1367200	XP_013606481.1, XP_013621521.1, XP_013609086.1, XP_013631332.1, XP_013599938.1, XP_013637372.1, XP_013618388.1
OG0000066	Np007G3771600	XP_013587978.1, XP_013629194.1, XP_013612748.1, XP_013612488.1, XP_013607869.1
OG0000067	Np005G2826900	XP_013623105.1, XP_013632497.1
OG0000068	Np005G3153500, Np005G3160300, Np005G3160400, Np005G3152300, Np005G3152600	XP_013610551.1, XP_013611652.1, XP_013606907.1, XP_013623793.1, XP_013626885.1
OG0000068	Np001G0604000, Np001G0601600, Np001G0591700, Np001G0569900, Np001G0618200	XP_013635194.1, XP_013630844.1, XP_013633412.1, XP_013633440.1, XP_013588036.1
OG0000068	Np003G1442200, Np003G1442100	XP_013623517.1, XP_013602672.1, XP_013629845.1, XP_013626915.1, XP_013623813.1, XP_013627886.1
OG0000068	Np001G0556100, Np001G0557000, Np001G0558400	XP_013603257.1, XP_013602913.1, XP_013610616.1, XP_013603635.1, XP_013602654.1, XP_013593918.1
OG0000069	Np006G3706900, Np006G3707500	XP_013617969.1, XP_013590488.1, XP_013609088.1
OG0000069	Np006G3679100, Np006G3678800, Np004G1971900	XP_013595072.1, XP_013595074.1, XP_013593308.1, XP_013595679.1, XP_013628142.1, XP_013616556.1, XP_013617153.1, XP_013616555.1, XP_013624438.1, XP_013599129.1
OG0000069	Np005G2913000, Np005G2913300, Np005G2926900, Np005G2926800	XP_013615731.1, XP_013634820.1
OG0000070	Np007G3899300	XP_013620477.1
OG0000070	Np001G0248800	XP_013596659.1, XP_013610618.1
OG0000070	Np004G2353400	XP_013628560.1
OG0000070	Np001G0364300, Np001G0366000, Np001G0526100, Np001G0525900, Np002G0771400	XP_013591920.1, XP_013588434.1, XP_013616229.1
OG0000070	Np004G1989200, Np004G1988600, Np004G2059200, Np001G0355800, Np001G0356100, Np001G0356000	XP_013590715.1, XP_013590802.1, XP_013603439.1
OG0000072	Np007G4034300, Np001G0214400, Np004G2135500, Np006G3592300, Np006G3546700, Np006G3482700	XP_013596572.1, XP_013614874.1
OG0000072	Np002G0772500, Np004G2176900, Np006G3362700, Np002G0796100, Np001G0490300, Np008G4256100, Np001G0651800, Np002G1002300, Np005G3189400, Np007G3836600, Np006G3485300, Np004G2112600	XP_013632615.1
OG0000072	Np003G1588900, Np007G4122700, Np005G2824400	XP_013624988.1
OG0000073	Np005G2938000, Np001G0249200	XP_013633239.1
OG0000073	Np003G1524100	XP_013624080.1, XP_013623944.1, XP_013617425.1
OG0000074	Np001G0425700, Np002G0733000	XP_013601885.1, XP_013632798.1, XP_013613507.1, XP_013624842.1, XP_013624293.1, XP_013627640.1, XP_013617162.1, XP_013625317.1, XP_013588970.1, XP_013589509.1, XP_013632946.1, XP_013589060.1, XP_013608487.1, XP_013595084.1, XP_013624169.1, XP_013632784.1, XP_013617142.1, XP_013613807.1, XP_013633013.1, XP_013615619.1, XP_013623877.1, XP_013639472.1, XP_013615430.1, XP_013607953.1, XP_013601324.1, XP_013601076.1, XP_013589086.1, XP_013639736.1, XP_013639741.1, XP_013639295.1, XP_013624989.1, XP_013624470.1, XP_013639710.1, XP_013623206.1, XP_013601621.1, XP_013632974.1, XP_013589122.1, XP_013601562.1, XP_013632817.1, XP_013608398.1, XP_013624867.1, XP_013631241.1, XP_013624893.1, XP_013633311.1, XP_013639745.1, XP_013601329.1, XP_013601105.1, XP_013639521.1, XP_013633028.1, XP_013632942.1, XP_013632480.1, XP_013607955.1, XP_013624536.1, XP_013616964.1, XP_013601634.1, XP_013617198.1, XP_013594761.1
OG0000075	Np005G2617200	XP_013602439.1
OG0000075	Np006G3607400	XP_013596173.1
OG0000075	Np003G1743500, Np003G1743600, Np003G1743200	XP_013619645.1
OG0000075	Np005G2617300	XP_013596175.1
OG0000076	Np005G2608900	XP_013598018.1
OG0000077	Np001G0386200	XP_013613462.1
OG0000077	Np001G0381300	XP_013623925.1
OG0000077	Np001G0348700	XP_013624423.1
OG0000077	Np002G1121700	XP_013630204.1
OG0000077	Np001G0247700	XP_013619910.1
OG0000077	Np002G1126100	XP_013586946.1
OG0000078	Np003G1455000, Np003G1454200	XP_013621005.1
OG0000078	Np003G1454400	XP_013621464.1, XP_013616580.1
