Orthogroup	Noccaea_praecox	Raphanus_sativus
OG0000007	Np003G1457500	XP_018466154.1, XP_018479922.1, XP_018482702.1, XP_018485455.1, XP_018483196.1, XP_018437596.1, XP_018443492.1, XP_018477728.1, XP_018487830.1, XP_018436238.1, XP_018439630.1, XP_018454081.1, XP_018453629.1, XP_018438060.1, XP_018465863.1, XP_018471975.1, XP_018453972.1, XP_018463970.1, XP_018455359.1, XP_018459674.1, XP_018448282.1, XP_018473323.1, XP_018436427.1, XP_018478071.1, XP_018478058.1, XP_018487797.1, XP_018462285.1, XP_018460028.1, XP_018443641.1, XP_018458760.1, XP_018487899.1, XP_018487674.1, XP_018479784.1, XP_018459734.1, XP_018436126.1, XP_018461127.1, XP_018465497.1, XP_018487572.1, XP_018443685.1, XP_018474163.1, XP_018488171.1, XP_018461527.1, XP_018474045.1, XP_018487746.1, XP_018452687.1, XP_018464104.1, XP_018453152.1, XP_018466855.1, XP_018436374.1, XP_018473843.1, XP_018462108.1, XP_018479202.1, XP_018443248.1, XP_018459130.1, XP_018458777.1
OG0000007	Np005G3131700	XP_018466130.1, XP_018467308.1, XP_018464921.1
OG0000008	Np002G1026800	XP_018465341.1
OG0000008	Np002G1031900, Np005G3077900	XP_018435390.1, XP_018435386.1, XP_018454008.1, XP_018459643.1, XP_018463424.1, XP_018487499.1, XP_018435369.1, XP_018475693.1, XP_018488090.1, XP_018458139.1, XP_018489767.1, XP_018444644.1, XP_018448882.1, XP_018448884.1, XP_018464317.1, XP_018448605.1, XP_018463041.1, XP_018455757.1, XP_018458111.1, XP_018463415.1, XP_018453388.1, XP_018479750.1, XP_018464703.1, XP_018488222.1, XP_018482699.1, XP_018473907.1, XP_018459798.1, XP_018490599.1, XP_018489331.1, XP_018469961.1, XP_018460935.1
OG0000008	Np002G0964800	XP_018487527.1, XP_018467072.1, XP_018467440.1, XP_018464167.1, XP_018487483.1, XP_018436131.1
OG0000008	Np007G4064200	XP_018476077.1
OG0000008	Np001G0535300	XP_018438736.1
OG0000009	Np005G2652900, Np004G2035600	XP_018458816.1
OG0000009	Np004G1970100	XP_018473642.1
OG0000009	Np004G2021700	XP_018435786.1, XP_018461258.1
OG0000009	Np004G1970200	XP_018479430.1
OG0000009	Np001G0683200	XP_018463676.1, XP_018474023.1
OG0000009	Np003G1663900, Np001G0129200, Np003G1783000	XP_018467418.1, XP_018443533.1, XP_018481184.1
OG0000009	Np002G0744000, Np002G0917100, Np003G1736600, Np001G0291400, Np001G0374300, Np001G0414900	XP_018459193.1
OG0000011	Np002G1062300, Np003G1667700	XP_018436176.1, XP_018465398.1, XP_018435783.1
OG0000011	Np007G3831300, Np007G4255400	XP_018436001.1
OG0000011	Np001G0276200	XP_018448643.1, XP_018436024.1
OG0000012	Np005G2960400, Np001G0263300, Np005G2658400	XP_018479747.1, XP_018479745.1, XP_018487564.1, XP_018466969.1, XP_018450842.1, XP_018479316.1, XP_018481586.1, XP_018466155.1, XP_018436044.1, XP_018465050.1, XP_018479889.1, XP_018471963.1, XP_018448880.1, XP_018479604.1, XP_018459024.1, XP_018462958.1
OG0000014	Np001G0275400, Np002G0982600	XP_018443681.1
OG0000015	Np007G4161000	XP_018435929.1
OG0000015	Np001G0295000, Np001G0361200	XP_018475313.1
OG0000016	Np002G0990500	XP_018466545.1, XP_018464905.1, XP_018465409.1, XP_018443351.1
OG0000016	Np008G4282100	XP_018467165.1
OG0000016	Np002G1011300	XP_018459313.1
OG0000016	Np009G4311500	XP_018473920.1, XP_018473934.1, XP_018487853.1
OG0000018	Np003G1756100	XP_018467280.1
OG0000018	Np007G3967900	XP_018458644.1, XP_018474819.1
OG0000018	Np007G4036300, Np002G0985200, Np005G3035000, Np005G2964000, Np002G1076400	XP_018459885.1, XP_018464831.1
OG0000020	Np005G2821900, Np005G2821200	XP_018463663.1, XP_018481037.1, XP_018464215.1, XP_018448670.1, XP_018448669.1
OG0000020	Np003G1713100	XP_018460984.1, XP_018460983.1
OG0000021	Np005G2819900, Np003G1499900, Np004G2262900, Np003G1806100, Np001G0282400	XP_018487788.1, XP_018463527.1, XP_018454070.1, XP_018459374.1, XP_018435524.1, XP_018442989.1, XP_018473760.1, XP_018479172.1, XP_018473906.1, XP_018489333.1, XP_018490274.1, XP_018454217.1, XP_018462470.1, XP_018448885.1, XP_018448606.1, XP_018463040.1, XP_018448883.1, XP_018469035.1, XP_018479751.1, XP_018477832.1, XP_018436350.1, XP_018435707.1, XP_018435708.1, XP_018465161.1, XP_018458112.1, XP_018462856.1, XP_018488201.1, XP_018454208.1, XP_018459042.1, XP_018460929.1, XP_018461247.1, XP_018480047.1, XP_018475052.1, XP_018481163.1, XP_018464713.1, XP_018465008.1, XP_018457861.1, XP_018436132.1, XP_018464922.1, XP_018460936.1, XP_018487902.1, XP_018454082.1, XP_018489964.1, XP_018464618.1, XP_018461870.1, XP_018463351.1
OG0000021	Np002G1064200, Np002G0964900, Np003G1389200, Np005G3017500, Np007G3934300, Np003G1720200	XP_018454009.1, XP_018435368.1, XP_018462063.1, XP_018473966.1, XP_018462293.1, XP_018435614.1, XP_018469340.1, XP_018470860.1, XP_018437387.1, XP_018463883.1, XP_018443708.1, XP_018462647.1, XP_018460228.1, XP_018463561.1, XP_018444645.1, XP_018443745.1, XP_018443744.1, XP_018479594.1, XP_018486634.1, XP_018463665.1, XP_018463095.1, XP_018479103.1, XP_018435392.1
OG0000022	Np004G2449100	XP_018490861.1, XP_018490862.1, XP_018439418.1, XP_018436026.1, XP_018438506.1, XP_018438505.1, XP_018435012.1, XP_018491224.1, XP_018491225.1, XP_018485652.1, XP_018440869.1, XP_018451491.1, XP_018438507.1, XP_018440496.1, XP_018463937.1, XP_018451058.1, XP_018448229.1
OG0000022	Np005G3189900	XP_018478989.1
OG0000023	Np002G1007500, Np002G0951100, Np002G1112500, Np002G1180000	XP_018459711.1
OG0000023	Np007G4015700, Np002G1103400	XP_018459712.1, XP_018466264.1
OG0000023	Np004G2177800	XP_018443761.1
OG0000023	Np006G3543300, Np005G2842200, Np006G3594200, Np004G2178800	XP_018435326.1, XP_018463391.1
OG0000023	Np003G1712400	XP_018453504.1
OG0000023	Np004G2391200, Np010G4349100	XP_018462951.1
OG0000023	Np005G3091400	XP_018480111.1
OG0000024	Np004G1980700, Np004G1980500	XP_018485466.1, XP_018482596.1
OG0000024	Np004G2007800	XP_018458976.1, XP_018467451.1
OG0000024	Np004G2150800	XP_018436387.1
OG0000024	Np001G0579500, Np001G0579400	XP_018487153.1
OG0000024	Np004G2148800, Np004G2148600, Np005G2717400	XP_018448575.1, XP_018448576.1
OG0000026	Np002G0982000, Np002G0982200, Np004G2241900, Np002G1073000, Np002G1127100, Np004G2249100, Np002G1005400, Np001G0243300, Np002G0966100, Np004G2247000, Np001G0260700, Np002G1000900, Np004G2249200, Np006G3466700	XP_018461685.1
OG0000026	Np001G0460600, Np001G0205400, Np002G1009300, Np006G3527300, Np001G0460700, Np003G1715000	XP_018465470.1, XP_018487975.1, XP_018487976.1, XP_018448492.1, XP_018487480.1, XP_018440445.1, XP_018458044.1, XP_018462689.1, XP_018458371.1, XP_018479432.1, XP_018432616.1, XP_018489035.1, XP_018448499.1, XP_018463920.1
OG0000027	Np005G2841300	XP_018448923.1, XP_018448922.1
OG0000027	Np005G2838800	XP_018463400.1, XP_018480408.1
OG0000028	Np003G1643200	XP_018467289.1, XP_018480012.1
OG0000028	Np003G1629200, Np003G1591100, Np003G1628300, Np003G1590500	XP_018455417.1
OG0000028	Np003G1814100, Np006G3583400, Np006G3684500, Np006G3583600, Np006G3583100, Np003G1813800, Np003G1813300	XP_018474189.1, XP_018474190.1, XP_018466632.1, XP_018466593.1, XP_018466641.1, XP_018466603.1, XP_018469501.1, XP_018466579.1, XP_018466613.1, XP_018469209.1, XP_018469254.1, XP_018440554.1, XP_018440555.1, XP_018469276.1, XP_018469113.1, XP_018466902.1, XP_018466824.1, XP_018469469.1
OG0000028	Np006G3533600, Np006G3532900, Np006G3474900, Np006G3473800, Np006G3703700, Np006G3698600, Np003G1462900, Np006G3474200, Np006G3698100, Np006G3696700	XP_018465681.1, XP_018448362.1, XP_018448361.1, XP_018448364.1, XP_018435503.1, XP_018475375.1, XP_018475377.1, XP_018475791.1, XP_018475795.1
OG0000028	Np001G0479800, Np001G0480000	XP_018462813.1
OG0000028	Np003G1832500	XP_018474193.1, XP_018474191.1, XP_018466544.1, XP_018480011.1
OG0000028	Np003G1604900	XP_018455496.1, XP_018454205.1
OG0000029	Np003G1708000, Np003G1897700, Np004G2071400	XP_018435280.1, XP_018435285.1, XP_018460173.1, XP_018478153.1, XP_018462845.1, XP_018462844.1, XP_018473604.1, XP_018443706.1, XP_018443735.1, XP_018480110.1, XP_018480109.1, XP_018443476.1, XP_018443474.1, XP_018448537.1, XP_018443698.1, XP_018475867.1, XP_018448453.1, XP_018433508.1, XP_018488082.1, XP_018487624.1, XP_018443715.1, XP_018464762.1, XP_018453707.1, XP_018454030.1, XP_018473621.1, XP_018466148.1, XP_018466182.1, XP_018474041.1, XP_018448515.1, XP_018436232.1
OG0000029	Np002G1063900	XP_018463159.1
OG0000029	Np006G3568700	XP_018477751.1, XP_018453628.1, XP_018438621.1
OG0000029	Np002G1054100, Np003G1452300	XP_018462266.1
OG0000030	Np001G0090700	XP_018479424.1, XP_018466469.1, XP_018462013.1
OG0000030	Np004G2249500, Np004G2249800	XP_018454017.1
OG0000030	Np004G2250000	XP_018435374.1, XP_018435377.1, XP_018435375.1, XP_018435378.1
OG0000030	Np007G4070000	XP_018482202.1, XP_018471303.1, XP_018481495.1, XP_018480537.1, XP_018481681.1, XP_018479916.1
OG0000031	Np006G3345400	XP_018474461.1
OG0000032	Np008G4283700	XP_018487719.1
OG0000032	Np006G3611700, Np005G3033300, Np004G2084500, Np002G1024100, Np004G2084400, Np005G3033400	XP_018482431.1
OG0000032	Np004G2267700	XP_018487412.1
OG0000034	Np005G2840700	XP_018483350.1
OG0000034	Np005G2840600	XP_018468503.1
OG0000034	Np005G2841400	XP_018468506.1, XP_018468517.1
OG0000034	Np005G2839700, Np005G2840900	XP_018436206.1, XP_018483352.1
OG0000034	Np005G2838300	XP_018463090.1
OG0000034	Np005G2841500	XP_018483344.1
OG0000034	Np005G2841700	XP_018448921.1, XP_018448031.1
OG0000035	Np004G2088100, Np005G3165600	XP_018448429.1, XP_018448430.1, XP_018485080.1, XP_018460632.1
OG0000035	Np002G0894300	XP_018436588.1, XP_018483955.1, XP_018487525.1, XP_018483954.1, XP_018473619.1, XP_018453751.1, XP_018453750.1, XP_018459074.1, XP_018480128.1, XP_018448648.1, XP_018453607.1, XP_018480116.1, XP_018480115.1, XP_018474844.1
OG0000035	Np005G2829500, Np004G2306200, Np004G2311400, Np004G2256500	XP_018480985.1
OG0000035	Np007G3930700	XP_018475133.1, XP_018458651.1, XP_018449099.1
OG0000038	Np007G3978400	XP_018450137.1, XP_018454140.1, XP_018467413.1, XP_018459367.1, XP_018480059.1, XP_018461383.1, XP_018460335.1, XP_018473825.1, XP_018473822.1, XP_018459307.1, XP_018448829.1, XP_018461185.1, XP_018487887.1, XP_018435407.1, XP_018466084.1, XP_018467793.1, XP_018467795.1
OG0000039	Np003G1689500	XP_018459982.1
OG0000040	Np002G0854800	XP_018453898.1
OG0000040	Np006G3694800, Np006G3353400	XP_018458516.1, XP_018436297.1, XP_018448764.1, XP_018454006.1
OG0000040	Np004G1916700, Np002G0779200	XP_018443419.1
OG0000041	Np004G2543000	XP_018464686.1
OG0000042	Np003G1737100	XP_018467598.1, XP_018463824.1
OG0000042	Np006G3478400	XP_018487979.1, XP_018464723.1, XP_018479566.1, XP_018436185.1, XP_018436037.1, XP_018487653.1, XP_018436040.1, XP_018475164.1, XP_018435669.1, XP_018462250.1, XP_018459297.1, XP_018480155.1, XP_018487654.1, XP_018472601.1, XP_018473860.1, XP_018467317.1
OG0000043	Np005G2957000, Np002G0951900	XP_018465687.1
OG0000043	Np006G3382800, Np003G1722000, Np002G0941700, Np003G1677700, Np006G3278600	XP_018460645.1, XP_018474025.1, XP_018435759.1
OG0000046	Np004G2388700, Np001G0160700	XP_018472630.1
OG0000046	Np004G2465800, Np002G1218600, Np005G2606800, Np003G1738800, Np002G0770100	XP_018461269.1
OG0000046	Np002G0812000, Np006G3271700, Np002G0901300, Np007G3942200, Np006G3533700, Np004G2173800, Np007G4037000, Np003G1635500, Np004G2079600, Np005G3093000, Np006G3271600, Np007G4080200, Np005G3032100, Np004G2183100, Np004G2290100, Np002G1005100, Np004G2334400	XP_018461875.1, XP_018453591.1, XP_018463079.1, XP_018479642.1, XP_018462758.1, XP_018464201.1, XP_018439588.1, XP_018487494.1, XP_018458663.1, XP_018453758.1, XP_018453757.1, XP_018473919.1, XP_018463059.1
OG0000047	Np002G1005500	XP_018479427.1, XP_018479426.1, XP_018462781.1, XP_018454077.1, XP_018459807.1, XP_018479622.1, XP_018477313.1, XP_018460720.1, XP_018467566.1, XP_018435405.1, XP_018458916.1, XP_018467233.1, XP_018463074.1, XP_018479492.1, XP_018458501.1, XP_018463664.1, XP_018463678.1, XP_018466684.1, XP_018453678.1
OG0000048	Np006G3565700	XP_018479865.1, XP_018482211.1, XP_018482223.1, XP_018481628.1
OG0000048	Np006G3644800, Np002G0926400	XP_018436322.1
OG0000049	Np005G3022000	XP_018453597.1
OG0000049	Np002G1103100	XP_018479410.1, XP_018435505.1, XP_018463619.1, XP_018435667.1
OG0000050	Np005G2948800, Np006G3520600, Np001G0383900	XP_018479391.1, XP_018460528.1, XP_018479861.1
OG0000050	Np001G0256300	XP_018467601.1, XP_018488190.1
OG0000050	Np007G3953400	XP_018436128.1
OG0000050	Np006G3570900	XP_018487633.1, XP_018443603.1, XP_018443602.1, XP_018459618.1
OG0000050	Np004G1970300, Np005G2648800, Np001G0275100, Np006G3520500, Np001G0383800, Np003G1895000, Np008G4280900	XP_018479406.1
OG0000051	Np004G2552100, Np007G3843500, Np007G3849300, Np004G2593300, Np003G1312800, Np003G1313100, Np003G1316200, Np004G2360300	XP_018493126.1
OG0000051	Np006G3285300, Np006G3285400	XP_018482785.1, XP_018482784.1, XP_018473989.1
OG0000051	Np002G1156400, Np002G1163000, Np002G1166000, Np002G1168200, Np002G1168100, Np002G1156700, Np002G1164000, Np002G1229200, Np002G1168000, Np002G1055900, Np002G1071800, Np002G1164200, Np002G1169900, Np002G1170000, Np002G1162800, Np002G1142800, Np002G1142700, Np002G1156800, Np002G1163400, Np002G1164100	XP_018435533.1, XP_018438374.1, XP_018463100.1, XP_018455750.1, XP_018463099.1
OG0000051	Np006G3285800, Np006G3285900, Np006G3286000	XP_018473990.1, XP_018465828.1
OG0000051	Np006G3284900	XP_018489710.1, XP_018489712.1, XP_018436544.1, XP_018436543.1
OG0000051	Np003G1730300	XP_018436547.1, XP_018436548.1, XP_018436546.1, XP_018436545.1, XP_018436438.1, XP_018436441.1
OG0000052	Np001G0218600	XP_018479392.1, XP_018479394.1, XP_018479395.1, XP_018481202.1
OG0000055	Np006G3336100, Np006G3338700, Np003G1875300	XP_018474315.1, XP_018475877.1, XP_018475876.1, XP_018460442.1, XP_018475208.1, XP_018448356.1, XP_018469080.1, XP_018460063.1
OG0000055	Np007G3923100, Np007G3922500	XP_018491504.1, XP_018488447.1, XP_018488227.1
OG0000055	Np007G4191600, Np007G4191200, Np005G2851900	XP_018489800.1
OG0000055	Np007G3917300, Np007G3934100	XP_018487552.1
OG0000056	Np002G1191800, Np002G1192300, Np002G1195300	XP_018434948.1
OG0000056	Np002G1194600, Np002G1195000, Np002G1194400, Np002G1189700, Np002G1195200, Np002G1194900, Np002G1189500, Np002G1201000, Np002G1189800, Np002G1194000, Np002G1200900	XP_018492713.1, XP_018434510.1, XP_018458631.1
OG0000056	Np001G0467300	XP_018435121.1
OG0000058	Np004G2334500, Np006G3421900	XP_018467931.1, XP_018487493.1
OG0000058	Np006G3423100, Np006G3422500, Np004G2183000, Np007G3942100	XP_018435571.1, XP_018462760.1, XP_018461876.1, XP_018457139.1
OG0000058	Np006G3504600, Np003G1369700, Np006G3421800, Np002G1073600, Np007G4038100	XP_018464202.1, XP_018477823.1, XP_018458662.1
OG0000059	Np006G3486400, Np005G2888900, Np005G3047300, Np007G3954600, Np003G1666900, Np003G1673900, Np005G2877500	XP_018438980.1
OG0000059	Np003G1667800, Np001G0392300, Np001G0082700	XP_018469270.1, XP_018438946.1, XP_018480125.1, XP_018490555.1
OG0000059	Np004G2334600, Np002G1005000, Np007G3962700	XP_018448672.1, XP_018492198.1, XP_018465516.1, XP_018443523.1, XP_018480052.1, XP_018479349.1
OG0000060	Np003G1523200	XP_018490753.1, XP_018450800.1, XP_018478486.1, XP_018489416.1, XP_018474564.1, XP_018436511.1, XP_018437089.1, XP_018465956.1, XP_018439064.1, XP_018465955.1, XP_018434873.1, XP_018486629.1, XP_018466002.1, XP_018463191.1, XP_018473023.1, XP_018450799.1, XP_018450669.1, XP_018478406.1
OG0000061	Np005G2892000	XP_018474093.1, XP_018469004.1, XP_018441440.1
OG0000061	Np004G2504400, Np003G1460800, Np006G3212900, Np006G3217300	XP_018463136.1, XP_018463514.1
OG0000061	Np003G1795500	XP_018464627.1
OG0000061	Np004G2405700, Np006G3280900	XP_018467401.1
OG0000061	Np006G3512200	XP_018478319.1, XP_018440849.1, XP_018462174.1
OG0000061	Np002G1245100, Np002G1245200	XP_018487822.1
OG0000062	Np002G1076000, Np003G1765200	XP_018466668.1
OG0000062	Np002G0958500	XP_018463607.1, XP_018464509.1
OG0000062	Np002G0953400	XP_018453735.1
OG0000062	Np002G0935900, Np001G0402000	XP_018479829.1
OG0000062	Np007G4021600	XP_018467054.1
OG0000065	Np002G0937300	XP_018461774.1
OG0000065	Np005G3146600	XP_018481866.1, XP_018462609.1, XP_018479313.1, XP_018464676.1, XP_018481217.1
OG0000066	Np004G2505200, Np003G1367100, Np001G0031500, Np004G2500100, Np003G1367200	XP_018433979.1, XP_018456938.1, XP_018470662.1, XP_018439713.1, XP_018448989.1, XP_018445234.1, XP_018448990.1, XP_018470661.1, XP_018456939.1
OG0000066	Np007G3771600	XP_018474475.1, XP_018468122.1, XP_018468121.1, XP_018447173.1, XP_018443026.1, XP_018450392.1, XP_018442730.1, XP_018474474.1
OG0000067	Np005G2826900	XP_018448865.1
OG0000068	Np005G3153500, Np005G3160300, Np005G3160400, Np005G3152300, Np005G3152600	XP_018442371.1, XP_018442368.1, XP_018443375.1, XP_018442366.1, XP_018444607.1, XP_018446006.1, XP_018472777.1, XP_018465626.1, XP_018474335.1
OG0000068	Np001G0604000, Np001G0601600, Np001G0591700, Np001G0569900, Np001G0618200	XP_018481460.1, XP_018464891.1, XP_018483168.1, XP_018482126.1, XP_018481938.1, XP_018443542.1, XP_018465698.1, XP_018482079.1, XP_018478114.1, XP_018478695.1, XP_018478694.1
OG0000068	Np003G1442200, Np003G1442100	XP_018474857.1, XP_018475140.1, XP_018472752.1, XP_018472753.1
OG0000068	Np001G0556100, Np001G0557000, Np001G0558400	XP_018479852.1, XP_018451192.1, XP_018451190.1, XP_018433874.1, XP_018433854.1, XP_018433855.1, XP_018433875.1, XP_018452236.1
OG0000069	Np006G3706900, Np006G3707500	XP_018458214.1, XP_018435567.1, XP_018479283.1, XP_018458190.1
OG0000069	Np006G3679100, Np006G3678800, Np004G1971900	XP_018479217.1, XP_018479215.1, XP_018479201.1, XP_018465639.1, XP_018438799.1, XP_018484272.1, XP_018484259.1, XP_018461828.1, XP_018437258.1, XP_018475087.1, XP_018479296.1, XP_018479295.1, XP_018465128.1
OG0000069	Np005G2913000, Np005G2913300, Np005G2926900, Np005G2926800	XP_018475767.1, XP_018479965.1, XP_018479843.1
OG0000070	Np007G3899300	XP_018439895.1
OG0000070	Np001G0248800	XP_018455246.1
OG0000070	Np004G2353400	XP_018435343.1
OG0000070	Np001G0364300, Np001G0366000, Np001G0526100, Np001G0525900, Np002G0771400	XP_018446355.1, XP_018446357.1, XP_018446912.1, XP_018446910.1, XP_018448900.1
OG0000070	Np004G1989200, Np004G1988600, Np004G2059200, Np001G0355800, Np001G0356100, Np001G0356000	XP_018485425.1, XP_018449875.1
OG0000070	Np001G0650300, Np001G0653200, Np007G3856900	XP_018475135.1
OG0000072	Np002G0772500, Np004G2176900, Np006G3362700, Np002G0796100, Np001G0490300, Np008G4256100, Np001G0651800, Np002G1002300, Np005G3189400, Np007G3836600, Np006G3485300, Np004G2112600	XP_018453574.1
OG0000073	Np003G1524100	XP_018448749.1, XP_018436121.1
OG0000074	Np001G0425700, Np002G0733000	XP_018478555.1, XP_018473881.1, XP_018443663.1, XP_018467295.1, XP_018465591.1, XP_018459028.1, XP_018453518.1, XP_018480056.1, XP_018474086.1, XP_018453756.1, XP_018478850.1, XP_018435497.1, XP_018476436.1, XP_018460750.1, XP_018435910.1, XP_018460637.1, XP_018448896.1, XP_018477791.1, XP_018473819.1, XP_018479581.1, XP_018463378.1, XP_018453745.1, XP_018453747.1, XP_018479674.1
OG0000075	Np005G2617200	XP_018468037.1
OG0000075	Np006G3607400	XP_018467919.1, XP_018459482.1
OG0000075	Np003G1743500, Np003G1743600, Np003G1743200	XP_018453598.1
OG0000075	Np005G2617300	XP_018481197.1, XP_018459483.1
OG0000076	Np005G2608900	XP_018480217.1
OG0000077	Np001G0386200	XP_018455183.1
OG0000077	Np001G0381300	XP_018483784.1
OG0000077	Np002G1121700	XP_018438135.1
OG0000077	Np001G0247700	XP_018435698.1
OG0000077	Np002G1126100	XP_018468968.1
OG0000077	Np001G0381400	XP_018455896.1, XP_018472848.1
OG0000078	Np003G1454400	XP_018474944.1
OG0000078	Np003G1454100, Np003G1455600	XP_018444134.1, XP_018446926.1, XP_018468734.1
OG0000079	Np004G2051400	XP_018454571.1, XP_018435964.1, XP_018467728.1, XP_018453714.1, XP_018453700.1, XP_018435546.1, XP_018444405.1, XP_018448694.1, XP_018448697.1, XP_018463788.1, XP_018443589.1, XP_018448758.1, XP_018465298.1, XP_018481702.1, XP_018448633.1, XP_018458820.1, XP_018435507.1
OG0000079	Np004G2152100, Np004G2296400	XP_018482195.1
OG0000080	Np002G1104300	XP_018473795.1
OG0000080	Np004G2051300	XP_018435995.1
OG0000080	Np005G2892700, Np005G3091900, Np003G1699700, Np005G2976700, Np009G4324800, Np002G1006200, Np003G1668800, Np002G1054600	XP_018460588.1, XP_018453873.1, XP_018453871.1, XP_018467627.1, XP_018448696.1, XP_018448699.1, XP_018463789.1, XP_018443591.1, XP_018443590.1, XP_018460226.1, XP_018458400.1, XP_018443639.1, XP_018474808.1, XP_018480097.1, XP_018479851.1
OG0000081	Np004G2188400, Np004G2195900, Np004G2188800, Np007G3988300	XP_018436245.1
OG0000081	Np005G2602400	XP_018463440.1, XP_018467536.1, XP_018436146.1
OG0000082	Np005G2743400	XP_018464493.1, XP_018462716.1
OG0000083	Np010G4344800, Np003G1476800	XP_018476684.1
OG0000084	Np007G3915500	XP_018460216.1
OG0000086	Np005G3022400	XP_018465188.1, XP_018479609.1, XP_018459689.1
OG0000086	Np002G0867100	XP_018456777.1, XP_018456775.1, XP_018475756.1
OG0000089	Np001G0109800	XP_018477697.1, XP_018484582.1
OG0000089	Np005G2870600	XP_018492627.1, XP_018440532.1
OG0000089	Np006G3501600, Np008G4281600	XP_018440871.1
OG0000089	Np003G1391100	XP_018476501.1, XP_018446020.1
OG0000089	Np001G0399300	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1
OG0000089	Np002G0774400	XP_018446239.1, XP_018463490.1
OG0000090	Np005G2971200, Np007G4113900, Np006G3546200, Np003G1792600, Np004G1961100, Np002G0878100, Np007G3883300	XP_018453787.1
OG0000090	Np006G3523700	XP_018464061.1, XP_018464193.1, XP_018479336.1, XP_018479335.1, XP_018435895.1, XP_018463736.1, XP_018448663.1, XP_018460575.1, XP_018460577.1, XP_018477007.1, XP_018463618.1, XP_018462341.1, XP_018487679.1
OG0000090	Np004G2304300	XP_018439216.1
OG0000091	Np001G0389100, Np001G0389700	XP_018436160.1, XP_018442302.1, XP_018442307.1, XP_018476975.1, XP_018460254.1, XP_018475641.1, XP_018443675.1
OG0000091	Np003G1487100	XP_018446823.1
OG0000095	Np006G3650600, Np006G3650500, Np006G3650700	XP_018478409.1, XP_018478874.1
OG0000095	Np006G3649600	XP_018479774.1, XP_018464217.1, XP_018479773.1
OG0000095	Np006G3660300	XP_018458821.1, XP_018482330.1
OG0000095	Np006G3649400	XP_018473675.1
OG0000095	Np006G3650300	XP_018458817.1, XP_018436175.1
OG0000096	Np007G3726500	XP_018466022.1
OG0000098	Np004G2594800	XP_018443647.1, XP_018461538.1, XP_018467732.1
OG0000098	Np001G0116500, Np001G0115500	XP_018477065.1
OG0000098	Np002G0990300, Np002G0990900, Np002G0990400, Np001G0127700	XP_018482705.1
