Orthogroup	Cardamine_amara	Alyssum_gmelinii
OG0000015	evm.model.RL_1.2713, evm.model.RL_1.2714	Ag008G687430
OG0000017	evm.model.RL_7.1888	Ag005G432180, Ag001G042370, Ag001G058750, Ag008G684550
OG0000017	evm.model.RL_3.613	Ag004G336140, Ag001G069670
OG0000018	evm.model.RL_7.1872	Ag007G609170
OG0000019	evm.model.RL_7.2531	Ag006G545360
OG0000020	evm.model.RL_8.674	Ag005G440730
OG0000021	evm.model.RL_7.92, evm.model.RL_2.444	Ag008G685590
OG0000021	evm.model.RL_1.1304	Ag008G725210
OG0000021	evm.model.RL_3.587	Ag005G443540
OG0000021	evm.model.RL_4.3275, evm.model.RL_5.2792	Ag002G201670
OG0000023	evm.model.RL_2.1848, evm.model.RL_2.1849	Ag006G545600, Ag006G549030
OG0000023	evm.model.RL_2.1843, evm.model.RL_2.1842	Ag006G569900, Ag006G545580, Ag006G549040
OG0000023	evm.model.RL_8.636	Ag002G145500
OG0000023	evm.model.RL_2.1829, evm.model.RL_2.1830	Ag006G547270
OG0000023	evm.model.RL_2.1825.3.687c86e4	Ag006G545510, Ag006G549380, Ag006G547220, Ag004G376920
OG0000023	evm.model.RL_2.1826	Ag006G549060, Ag006G543820
OG0000025	evm.model.RL_2.872	Ag003G230310
OG0000026	evm.model.RL_1.193, evm.model.RL_1.2571	Ag002G192470
OG0000028	evm.model.RL_4.1689	Ag005G466640, Ag009G736690, Ag001G053260, Ag004G352900, Ag006G577790, Ag003G259760, Ag002G132790, Ag005G466920, Ag005G466830, Ag005G466750
OG0000029	evm.model.RL_8.656	Ag006G523440
OG0000029	evm.model.RL_4.797	Ag002G168100, Ag004G354120
OG0000030	evm.model.RL_7.2074	Ag002G145320
OG0000030	evm.model.RL_5.2340, evm.model.RL_6.2259	Ag004G349980, Ag003G277490
OG0000030	evm.model.RL_5.2342	Ag007G611240
OG0000031	evm.model.RL_3.205	Ag001G078560, Ag004G386130
OG0000033	evm.model.RL_2.1834, evm.model.RL_2.1824	Ag006G547230, Ag006G549390
OG0000033	evm.model.RL_2.1828	Ag006G543630, Ag006G543880
OG0000033	evm.model.RL_2.1847, evm.model.RL_2.1846	Ag006G547250, Ag006G549400, Ag008G717210
OG0000033	evm.model.RL_2.1820_evm.model.RL_2.1823	Ag006G547380, Ag006G549570
OG0000033	evm.model.RL_8.413	Ag002G130680, Ag002G130760
OG0000034	evm.model.RL_5.2588	Ag007G621770, Ag002G147590, Ag004G329060, Ag002G126640, Ag006G537230, Ag001G041740, Ag004G365370, Ag004G364780, Ag005G434950
OG0000034	evm.model.RL_2.4	Ag002G167050, Ag004G351590, Ag002G161710, Ag008G677580, Ag005G428870
OG0000034	evm.model.RL_4.675	Ag008G692130, Ag002G161700
OG0000034	evm.model.RL_7.2041	Ag005G441910
OG0000035	evm.model.RL_6.1297	Ag007G589990
OG0000036	evm.model.RL_5.2564	Ag003G262470, Ag003G288580, Ag005G424740
OG0000036	evm.model.RL_2.742, evm.model.RL_2.665	Ag004G360850, Ag004G351140, Ag006G523870, Ag004G387130, Ag003G230730
OG0000037	evm.model.RL_5.891	Ag001G080220
OG0000039	evm.model.RL_3.1691	Ag004G347330, Ag007G622120
OG0000039	evm.model.RL_1.3015, evm.model.RL_3.1690	Ag005G448620, Ag004G337020
OG0000040	evm.model.RL_7.2097	Ag005G468330, Ag005G409970, Ag005G409830, Ag005G409790, Ag005G470150, Ag005G469490, Ag005G470890, Ag005G470920, Ag005G470910
OG0000042	evm.model.RL_3.4	Ag007G610350, Ag001G022920
OG0000042	evm.model.RL_6.2221	Ag008G683730, Ag007G637230, Ag001G051650, Ag008G718640, Ag005G442270
OG0000044	evm.model.RL_8.225, evm.model.RL_2.612, evm.model.RL_1.2874, evm.model.RL_8.631, evm.model.RL_8.462, evm.model.RL_6.580, evm.model.RL_4.2682	Ag008G702570
OG0000044	evm.model.RL_2.659	Ag001G054960
OG0000045	evm.model.RL_7.883, evm.model.RL_8.1002, evm.model.RL_1.930, evm.model.RL_6.267	Ag002G197550, Ag008G703200
OG0000046	evm.model.RL_2.1379	Ag006G575430
OG0000046	evm.model.RL_3.1071, evm.model.RL_3.1072, evm.model.RL_3.1077	Ag002G129690, Ag002G129740
OG0000047	evm.model.RL_2.1217	Ag005G457670
OG0000052	evm.model.RL_5.167	Ag004G301370, Ag004G301320
OG0000052	evm.model.RL_6.1412	Ag002G194070, Ag002G194050, Ag002G194040, Ag002G194030, Ag002G194060
OG0000052	evm.model.RL_6.2368	Ag002G194410, Ag002G194400, Ag002G194390
OG0000053	evm.model.RL_1.2655	Ag003G279130
OG0000054	evm.model.RL_1.2395	Ag002G142440, Ag001G038950, Ag008G708750, Ag008G708710, Ag007G634740, Ag006G513370, Ag001G062410, Ag004G350340, Ag004G360080
OG0000055	evm.model.RL_3.282	Ag004G382900
OG0000056	evm.model.RL_2.634	Ag001G076880, Ag002G181330, Ag008G680730
OG0000056	evm.model.RL_1.2423, evm.model.RL_1.2416, evm.model.RL_8.1064, evm.model.RL_7.2479, evm.model.RL_5.3516, evm.model.RL_8.1063, evm.model.RL_7.2480, evm.model.RL_8.880, evm.model.RL_8.260, evm.model.RL_3.1257, evm.model.RL_3.1335	Ag002G121000, Ag006G542770
OG0000058	evm.model.RL_6.526	Ag004G388900
OG0000058	evm.model.RL_6.762	Ag004G332280, Ag001G061500, Ag003G293700, Ag008G700500, Ag005G463800, Ag004G321970, Ag001G027690, Ag007G619950, Ag004G386790
OG0000058	evm.model.RL_2.1104, evm.model.RL_1.2538	Ag006G516660
OG0000059	evm.model.RL_6.844	Ag004G391520
OG0000059	evm.model.RL_6.807	Ag002G103440, Ag002G122810
OG0000061	evm.model.RL_3.1126	Ag004G339650
OG0000061	evm.model.RL_7.2504, evm.model.RL_7.1966, evm.model.RL_8.1041	Ag001G084230, Ag008G700010, Ag004G317040, Ag003G230430, Ag001G038510, Ag002G170370, Ag001G089330, Ag005G461020, Ag003G283680, Ag002G182710, Ag007G637720
OG0000062	evm.model.RL_6.781, evm.model.RL_6.779	Ag002G153690, Ag002G153580
OG0000063	evm.model.RL_8.2072	Ag007G595160, Ag002G172730
OG0000063	evm.model.RL_7.1740	Ag004G307570
OG0000063	evm.model.RL_7.1774, evm.model.RL_6.981	Ag008G710470
OG0000064	evm.model.RL_5.1832	Ag004G324660, Ag004G324700, Ag003G296080, Ag002G109510, Ag002G109380, Ag003G296040, Ag003G296060, Ag002G109520, Ag002G109590, Ag002G109550, Ag003G296070, Ag002G191390, Ag002G109460, Ag002G109500, Ag003G296100, Ag003G296020, Ag002G109470, Ag002G109450, Ag003G283080, Ag003G283090
OG0000065	evm.model.RL_2.692, evm.model.RL_1.2797	Ag009G735570
OG0000066	evm.model.RL_4.2487, evm.model.RL_3.1975	Ag003G225470
OG0000066	evm.model.RL_2.3331	Ag003G293060
OG0000066	evm.model.RL_5.781, evm.model.RL_8.2623	Ag007G604700
OG0000066	evm.model.RL_4.2540, evm.model.RL_8.2622	Ag002G125900
OG0000067	evm.model.RL_7.2627	Ag003G291740, Ag003G293500, Ag005G466230, Ag003G291820
OG0000067	evm.model.RL_3.1500, evm.model.RL_3.1537	Ag004G385490, Ag006G500760, Ag008G714910, Ag008G707340
OG0000069	evm.model.RL_4.1093	Ag002G200250
OG0000071	evm.model.RL_1.2437	Ag006G563870, Ag005G485090, Ag002G107730, Ag002G139550, Ag005G451770, Ag005G451710
OG0000071	evm.model.RL_4.341	Ag004G339910
OG0000072	evm.model.RL_3.925, evm.model.RL_2.737, evm.model.RL_7.1960, evm.model.RL_3.276, evm.model.RL_1.3082, evm.model.RL_3.783	Ag005G487550, Ag005G428140, Ag004G338760, Ag004G343840, Ag004G379550, Ag010G739530, Ag004G328310, Ag004G366340, Ag002G206610, Ag001G061570, Ag005G425640, Ag004G328300, Ag007G617420, Ag004G389340, Ag004G394320
OG0000073	evm.model.RL_4.629	Ag002G118960, Ag002G118950
OG0000073	evm.model.RL_5.2720	Ag002G116850
OG0000073	evm.model.RL_4.175	Ag002G116910
OG0000076	evm.model.RL_6.1653	Ag008G717410, Ag008G717440, Ag008G717430, Ag008G717330, Ag008G717300
OG0000077	evm.model.RL_2.3382	Ag003G286070, Ag003G286090, Ag003G286060
OG0000077	evm.model.RL_6.2241, evm.model.RL_6.145	Ag006G569300
OG0000078	evm.model.RL_7.1903	Ag002G136430
OG0000079	evm.model.RL_2.379	Ag001G089520, Ag001G089530, Ag001G089500, Ag006G550440
OG0000080	evm.model.RL_5.3416	Ag007G610550, Ag007G610520
OG0000080	evm.model.RL_6.1107	Ag007G593170, Ag007G596330, Ag007G593310, Ag007G593270, Ag007G593210
OG0000082	evm.model.RL_7.1932	Ag004G385590
OG0000084	evm.model.RL_6.376	Ag002G111870
OG0000084	evm.model.RL_6.397	Ag002G186630, Ag002G189800, Ag002G189260, Ag002G189740, Ag002G189750, Ag002G189790, Ag002G189770
OG0000084	evm.model.RL_6.313	Ag008G724370
OG0000086	evm.model.RL_3.615, evm.model.RL_4.2411, evm.model.RL_4.2410	Ag008G709530
OG0000087	evm.model.RL_4.1345	Ag008G723440
OG0000087	evm.model.RL_6.1057	Ag007G593840
OG0000087	evm.model.RL_4.2360	Ag007G609260
OG0000087	evm.model.RL_6.1567	Ag002G161340
OG0000087	evm.model.RL_4.428	Ag002G127940
OG0000087	evm.model.RL_2.1599	Ag006G562620
OG0000087	evm.model.RL_3.1990	Ag003G224140
OG0000088	evm.model.RL_7.1629	Ag007G581970
OG0000089	evm.model.RL_4.2603	Ag007G603320
OG0000089	evm.model.RL_1.1790.1.687c87ee	Ag001G021310
OG0000089	evm.model.RL_6.2333	Ag002G193060
OG0000089	evm.model.RL_1.1121	Ag005G471710
OG0000089	evm.model.RL_6.1820	Ag002G172950, Ag001G073120
OG0000089	evm.model.RL_7.1725, evm.model.RL_8.2019	Ag008G712440, Ag008G708620
OG0000090	evm.model.RL_5.1846	Ag004G333760
OG0000090	evm.model.RL_3.2006	Ag003G223190
OG0000090	evm.model.RL_2.2972	Ag005G471750, Ag001G092010, Ag001G091920, Ag001G091930
OG0000090	evm.model.RL_7.2013, evm.model.RL_7.2546	Ag002G185460
OG0000093	evm.model.RL_7.523	Ag001G087540
OG0000093	evm.model.RL_7.525	Ag001G087470
OG0000093	evm.model.RL_7.532	Ag001G086770, Ag001G086780, Ag001G086760, Ag001G086540, Ag001G086510
OG0000096	evm.model.RL_7.2530, evm.model.RL_7.2533	Ag001G024200, Ag001G016650, Ag005G460360
OG0000096	evm.model.RL_4.362	Ag002G102560
OG0000097	evm.model.RL_8.394	Ag002G130220, Ag002G132530, Ag002G129480
OG0000097	evm.model.RL_8.388	Ag002G128740
OG0000097	evm.model.RL_8.395	Ag002G128960
OG0000099	evm.model.RL_3.84, evm.model.RL_3.230, evm.model.RL_3.232	Ag004G395880, Ag004G394290, Ag004G391580
OG0000099	evm.model.RL_3.85	Ag004G396600, Ag004G396870, Ag004G391030
OG0000101	evm.model.RL_3.344	Ag004G389930, Ag004G393600, Ag004G388590, Ag004G390060
OG0000101	evm.model.RL_3.339	Ag004G389820, Ag004G389830
OG0000104	evm.model.RL_6.1001	Ag007G594830
OG0000104	evm.model.RL_6.1005	Ag007G594810
OG0000104	evm.model.RL_5.2109	Ag001G010320
OG0000104	evm.model.RL_1.2055	Ag005G441940
OG0000104	evm.model.RL_8.1054	Ag001G010240
OG0000104	evm.model.RL_5.1892_evm.model.RL_5.1893	Ag001G010180, Ag001G010190
OG0000106	evm.model.RL_7.1393, evm.model.RL_1.1896	Ag005G417510, Ag001G017220
OG0000107	evm.model.RL_1.1928	Ag005G446740, Ag005G446750
OG0000107	evm.model.RL_1.2019, evm.model.RL_1.2021, evm.model.RL_1.1929	Ag005G446670
OG0000108	evm.model.RL_8.499, evm.model.RL_4.164, evm.model.RL_4.166	Ag005G459590, Ag008G727840
OG0000108	evm.model.RL_3.231	Ag005G414040
OG0000108	evm.model.RL_1.3010	Ag008G722170, Ag007G609500, Ag002G145390
OG0000109	evm.model.RL_1.2215, evm.model.RL_4.1270	Ag001G087550, Ag006G493580, Ag002G191920, Ag007G620300, Ag001G037570
OG0000109	evm.model.RL_7.2399, evm.model.RL_3.555, evm.model.RL_1.2753, evm.model.RL_6.342	Ag003G215310, Ag004G367180, Ag004G395250, Ag004G351540, Ag007G578520, Ag003G262230, Ag002G199280, Ag006G563280, Ag007G622830, Ag006G517090, Ag002G104980
OG0000109	evm.model.RL_1.2214	Ag002G124770
OG0000109	evm.model.RL_8.997	Ag002G191910
OG0000110	evm.model.RL_7.1925	Ag001G090120
OG0000110	evm.model.RL_7.432	Ag001G090270, Ag001G090260, Ag001G090170, Ag001G090700
OG0000113	evm.model.RL_2.149	Ag003G210260
OG0000113	evm.model.RL_3.97, evm.model.RL_7.1875	Ag005G453300
OG0000113	evm.model.RL_3.98	Ag003G219180
OG0000113	evm.model.RL_3.159.1.687c84ba	Ag004G396880, Ag004G396660, Ag004G387080, Ag004G389950
OG0000113	evm.model.RL_3.996	Ag002G116610, Ag002G116590, Ag002G138540, Ag002G119250
OG0000113	evm.model.RL_4.346	Ag004G394970
OG0000113	evm.model.RL_4.610, evm.model.RL_4.608	Ag007G655220
OG0000114	evm.model.RL_1.340	Ag005G486540, Ag005G485930
OG0000114	evm.model.RL_3.2232, evm.model.RL_3.2202	Ag006G573480
OG0000114	evm.model.RL_4.609, evm.model.RL_3.630, evm.model.RL_1.339	Ag003G284630
OG0000114	evm.model.RL_3.757	Ag006G555860
OG0000117	evm.model.RL_8.488	Ag003G251430, Ag006G517320
OG0000117	evm.model.RL_3.358	Ag002G174540
OG0000119	evm.model.RL_5.2397	Ag005G433280, Ag007G606060, Ag008G734240, Ag005G486140, Ag002G179560, Ag005G477370, Ag003G228580, Ag003G279350, Ag005G409220
OG0000120	evm.model.RL_3.399, evm.model.RL_3.395	Ag004G373700, Ag001G094910
OG0000120	evm.model.RL_4.896, evm.model.RL_4.944, evm.model.RL_4.881, evm.model.RL_4.932	Ag003G277400, Ag003G279310, Ag003G275890
OG0000120	evm.model.RL_7.2421, evm.model.RL_7.2552, evm.model.RL_6.504	Ag006G498650, Ag006G498600, Ag006G498610
OG0000122	evm.model.RL_5.2721	Ag003G267460
OG0000123	evm.model.RL_5.1210	Ag001G067540
OG0000123	evm.model.RL_5.1211	Ag004G318570
OG0000124	evm.model.RL_3.893	Ag005G441490
OG0000124	evm.model.RL_4.540	Ag003G242000
OG0000124	evm.model.RL_2.1935, evm.model.RL_1.2598	Ag008G669380
OG0000125	evm.model.RL_4.3281	Ag005G477020
OG0000125	evm.model.RL_4.1435	Ag008G713670
OG0000125	evm.model.RL_5.630	Ag004G307540
OG0000125	evm.model.RL_6.979	Ag007G595180
OG0000126	evm.model.RL_6.543, evm.model.RL_3.859	Ag008G691850
OG0000127	evm.model.RL_1.823	Ag005G477940
OG0000127	evm.model.RL_4.3345	Ag008G679900, Ag004G381150
OG0000127	evm.model.RL_4.3346	Ag006G492190
OG0000127	evm.model.RL_4.3347	Ag004G381140
OG0000127	evm.model.RL_4.3343	Ag006G492230
OG0000127	evm.model.RL_1.822	Ag005G477990
OG0000128	evm.model.RL_5.2370	Ag003G264610, Ag003G264920
OG0000135	evm.model.RL_4.523, evm.model.RL_3.1563, evm.model.RL_8.884, evm.model.RL_8.165, evm.model.RL_8.1813, evm.model.RL_2.446, evm.model.RL_5.3235, evm.model.RL_2.3041	Ag007G610770
OG0000136	evm.model.RL_3.1028	Ag008G691470, Ag005G487080, Ag004G358500
OG0000137	evm.model.RL_7.1543	Ag001G020440, Ag001G062280, Ag002G130440, Ag007G624610, Ag004G355240, Ag003G264690, Ag007G648090, Ag004G309670, Ag008G662950, Ag001G102090, Ag004G373870, Ag004G346320, Ag006G521700
OG0000139	evm.model.RL_8.982	Ag002G170320
OG0000140	evm.model.RL_7.1796	Ag008G707960
OG0000142	evm.model.RL_6.1032	Ag007G594470
OG0000142	evm.model.RL_6.1033, evm.model.RL_6.1034	Ag004G307050
OG0000144	evm.model.RL_8.1451	Ag005G434110
OG0000145	evm.model.RL_8.608	Ag006G535320, Ag004G370190
OG0000147	evm.model.RL_2.2536	Ag003G261030
OG0000147	evm.model.RL_8.1812	Ag008G702420
OG0000147	evm.model.RL_3.2406	Ag003G209560
OG0000147	evm.model.RL_2.664	Ag001G041550
OG0000149	evm.model.RL_7.1738	Ag006G570510, Ag006G570440, Ag006G570460
OG0000150	evm.model.RL_8.2095	Ag008G711330, Ag002G133360
OG0000150	evm.model.RL_7.1807	Ag006G518460, Ag007G625710, Ag001G092600
OG0000150	evm.model.RL_7.1810	Ag004G332580
OG0000151	evm.model.RL_8.1422	Ag008G685810
OG0000151	evm.model.RL_2.2307	Ag003G253050
OG0000151	evm.model.RL_1.777	Ag005G478640
OG0000151	evm.model.RL_1.2853	Ag005G417580
OG0000151	evm.model.RL_8.1691	Ag008G698280
OG0000151	evm.model.RL_3.61	Ag004G398050
OG0000152	evm.model.RL_8.687	Ag002G146760, Ag002G120920
OG0000154	evm.model.RL_6.951, evm.model.RL_5.1456	Ag004G324480
OG0000154	evm.model.RL_4.3288	Ag002G177350
OG0000154	evm.model.RL_1.853	Ag005G477170
OG0000154	evm.model.RL_2.489	Ag006G507750, Ag006G508580, Ag006G493020
OG0000156	evm.model.RL_6.2692	Ag002G201900
OG0000156	evm.model.RL_8.1108, evm.model.RL_8.1107, evm.model.RL_6.2691	Ag002G201920, Ag002G201850, Ag002G201820, Ag002G201830, Ag002G201880
OG0000157	evm.model.RL_5.213	Ag003G228360
OG0000158	evm.model.RL_2.2746	Ag006G563590
OG0000158	evm.model.RL_6.58	Ag005G476710
OG0000161	evm.model.RL_3.891	Ag007G588360
OG0000161	evm.model.RL_3.897	Ag007G601560, Ag007G601540, Ag007G601790
OG0000162	evm.model.RL_3.978, evm.model.RL_3.979, evm.model.RL_3.975, evm.model.RL_3.977, evm.model.RL_3.976	Ag008G712070
OG0000162	evm.model.RL_6.2628	Ag002G200850, Ag002G200800
OG0000164	evm.model.RL_4.581	Ag003G293830
OG0000165	evm.model.RL_7.798	Ag004G356120, Ag007G623920, Ag006G522660, Ag001G100400, Ag006G498640, Ag007G624740
OG0000167	evm.model.RL_2.1517	Ag006G570230
OG0000167	evm.model.RL_2.1514	Ag006G570320
OG0000171	evm.model.RL_6.2869	Ag008G670170
OG0000171	evm.model.RL_7.135	Ag002G204880
OG0000171	evm.model.RL_3.1439	Ag004G345150
OG0000171	evm.model.RL_3.461	Ag004G371850
OG0000171	evm.model.RL_4.2162.1.687c86d7	Ag007G614710
OG0000172	evm.model.RL_7.119	Ag001G097470
OG0000172	evm.model.RL_7.1680, evm.model.RL_7.1683	Ag001G089440
OG0000172	evm.model.RL_7.1679	Ag001G071100
OG0000175	evm.model.RL_7.1254	Ag005G414670, Ag001G067410
OG0000176	evm.model.RL_5.2856	Ag007G611080, Ag007G599330, Ag007G599310, Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060, Ag006G501180, Ag006G500850, Ag001G031780
OG0000177	evm.model.RL_2.478	Ag001G004480, Ag005G418600
OG0000177	evm.model.RL_4.357	Ag003G264860
OG0000180	evm.model.RL_4.185	Ag003G207330
OG0000181	evm.model.RL_8.2509, evm.model.RL_3.1261, evm.model.RL_2.1089, evm.model.RL_8.1686, evm.model.RL_2.403, evm.model.RL_6.478, evm.model.RL_6.2564	Ag003G251860
OG0000184	evm.model.RL_8.999, evm.model.RL_1.2918	Ag001G075930
OG0000185	evm.model.RL_1.2420, evm.model.RL_7.527, evm.model.RL_3.588, evm.model.RL_1.1351, evm.model.RL_2.287	Ag002G183070
OG0000187	evm.model.RL_2.2676	Ag003G270250, Ag002G167770
OG0000187	evm.model.RL_1.1017	Ag005G474090, Ag005G474080
OG0000189	evm.model.RL_1.2758	Ag003G296450
OG0000189	evm.model.RL_6.2240, evm.model.RL_6.2193, evm.model.RL_2.3227	Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270
OG0000190	evm.model.RL_8.476, evm.model.RL_8.475	Ag002G140140
OG0000190	evm.model.RL_8.473	Ag002G128880
OG0000190	evm.model.RL_8.474.1.687c8557	Ag002G128820
OG0000190	evm.model.RL_8.472, evm.model.RL_8.916	Ag002G140040, Ag002G139950
OG0000191	evm.model.RL_1.1587	Ag004G324780, Ag007G605570, Ag007G605580, Ag005G460420
OG0000191	evm.model.RL_1.1588	Ag005G457150
OG0000192	evm.model.RL_5.3624	Ag004G336350
OG0000192	evm.model.RL_3.2103	Ag008G727670
OG0000195	evm.model.RL_7.686, evm.model.RL_6.2234	Ag001G082920
OG0000195	evm.model.RL_2.437, evm.model.RL_3.1018	Ag007G646090
OG0000196	evm.model.RL_5.2252	Ag004G304260, Ag004G304230
OG0000196	evm.model.RL_1.1858	Ag004G304250
OG0000197	evm.model.RL_2.70	Ag006G545700
OG0000197	evm.model.RL_2.911	Ag002G146040, Ag006G538160, Ag006G565760, Ag007G581790, Ag002G192030, Ag006G565850, Ag004G326930
OG0000203	evm.model.RL_1.381, evm.model.RL_1.380	Ag006G519280, Ag005G485370, Ag005G485380
OG0000204	evm.model.RL_1.2062	Ag005G471780, Ag005G471790, Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980, Ag006G500950, Ag002G171010, Ag006G500990, Ag006G500820, Ag006G500940, Ag006G500960, Ag006G500830, Ag002G105640, Ag005G437650
OG0000205	evm.model.RL_8.836	Ag005G439370
OG0000209	evm.model.RL_2.469	Ag005G461540
OG0000209	evm.model.RL_3.58, evm.model.RL_3.243, evm.model.RL_6.273	Ag004G398980, Ag004G398780, Ag004G398970
OG0000209	evm.model.RL_3.57	Ag004G399110, Ag004G398940
OG0000209	evm.model.RL_7.2654	Ag004G399460, Ag004G398960
OG0000209	evm.model.RL_2.161	Ag004G312510, Ag004G312520
OG0000210	evm.model.RL_7.2509	Ag006G499160, Ag006G499150, Ag006G499180
OG0000213	evm.model.RL_6.203, evm.model.RL_6.204	Ag003G288980
OG0000214	evm.model.RL_7.216, evm.model.RL_7.215	Ag007G604980
OG0000214	evm.model.RL_8.81, evm.model.RL_8.239	Ag006G510210
OG0000218	evm.model.RL_5.1346, evm.model.RL_5.1347, evm.model.RL_5.1349	Ag004G322150
OG0000218	evm.model.RL_7.2697_evm.model.RL_7.2698	Ag005G439660, Ag008G718790, Ag008G689600, Ag002G177290
OG0000219	evm.model.RL_3.1053	Ag004G357760
OG0000219	evm.model.RL_6.1077	Ag007G593670
OG0000219	evm.model.RL_8.2397	Ag006G565670
OG0000224	evm.model.RL_3.2157, evm.model.RL_3.2156	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000225	evm.model.RL_5.2976, evm.model.RL_5.2985	Ag007G582050, Ag007G581990
OG0000226	evm.model.RL_1.1295, evm.model.RL_1.1199	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000228	evm.model.RL_4.998	Ag004G341460
OG0000228	evm.model.RL_3.1487, evm.model.RL_3.1489, evm.model.RL_3.1484, evm.model.RL_3.1485	Ag004G344170
OG0000228	evm.model.RL_3.1490	Ag004G344160
OG0000229	evm.model.RL_3.1414, evm.model.RL_3.1413, evm.model.RL_2.330, evm.model.RL_7.1066	Ag003G260760
OG0000231	evm.model.RL_2.361	Ag001G058920
OG0000234	evm.model.RL_7.860	Ag001G076970
OG0000234	evm.model.RL_7.861	Ag001G076940
OG0000234	evm.model.RL_7.862	Ag001G076930
OG0000234	evm.model.RL_4.2267	Ag007G612020
OG0000236	evm.model.RL_6.790	Ag008G716730, Ag008G716740, Ag008G716760
OG0000238	evm.model.RL_4.549, evm.model.RL_4.1383	Ag004G343670
OG0000240	evm.model.RL_4.753	Ag006G521840
OG0000242	evm.model.RL_7.2542	Ag005G419410
OG0000244	evm.model.RL_2.1690	Ag006G567480
OG0000246	evm.model.RL_8.1155	Ag003G287650
OG0000248	evm.model.RL_8.548	Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860
OG0000248	evm.model.RL_7.722	Ag001G081600
OG0000249	evm.model.RL_6.1769	Ag002G168370
OG0000249	evm.model.RL_6.1770	Ag002G168420, Ag002G179380
OG0000250	evm.model.RL_3.1397	Ag003G292650
OG0000251	evm.model.RL_8.2352	Ag005G466710
OG0000252	evm.model.RL_3.611	Ag002G201630, Ag002G201600
