Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0000025	jg12583, jg12582	XP_020873006.1
OG0000025	jg8946	XP_020875058.1, XP_020872452.1
OG0000025	jg8944	XP_020873863.1
OG0000025	jg22427, jg22428	XP_020872014.1
OG0000025	jg22259	XP_020877806.1
OG0000025	jg22007	XP_020865879.1
OG0000025	jg22006	XP_020865869.1
OG0000025	jg22262, jg22279, jg22270	XP_020880478.1, XP_020880469.1
OG0000025	jg22269, jg22278	XP_020880460.1
OG0000025	jg22236	XP_002864330.1
OG0000025	jg22237	XP_002864331.1
OG0000025	jg8750	XP_020875061.1
OG0000025	jg23436, jg23431	XP_020867892.1
OG0000025	jg23430	XP_020867900.1
OG0000025	jg23437	XP_020871243.1
OG0000025	jg23433	XP_020880825.1
OG0000027	jg17071	XP_020866667.1
OG0000027	jg31709	XP_020866666.1
OG0000027	jg31713	XP_002890932.2, XP_002890929.1
OG0000027	jg32093, jg31714	XP_002890930.2, XP_002890933.2
OG0000027	jg2233	XP_002888578.2
OG0000027	jg16932	XP_020883506.1
OG0000027	jg16933	XP_020883507.1
OG0000027	jg31705	XP_020866341.1
OG0000027	jg31715	XP_002890934.2
OG0000027	jg31855	XP_002893704.2
OG0000027	jg31856	XP_002893705.2
OG0000027	jg31953, jg31952	XP_020866613.1
OG0000027	jg31701	XP_020870502.1
OG0000027	jg31702, jg31695	XP_020866340.1
OG0000027	jg31700	XP_020870297.1
OG0000027	jg31706	XP_002890925.2
OG0000027	jg31674	XP_020869783.1
OG0000027	jg31676	XP_020869389.1
OG0000027	jg31678	XP_020866486.1
OG0000027	jg31679	XP_020866487.1, XP_002893661.2
OG0000027	jg31677	XP_020869388.1
OG0000027	jg31671	XP_020866092.1
OG0000027	jg31708	XP_002890926.2
OG0000027	jg31857	XP_002893706.2
OG0000027	jg27402	XP_020888987.1
OG0000027	jg14278	XP_002875716.2
OG0000027	jg15770	XP_020879759.1
OG0000027	jg15696	XP_020881113.1
OG0000027	jg15771	XP_020879758.1
OG0000028	jg13951	XP_020871888.1
OG0000028	jg13681, jg3965, jg11165, jg14797, jg11997, jg6737, jg2197, jg17461, jg12004, jg26958, jg13640, jg2465, jg27218, jg11460	XP_020874317.1
OG0000028	jg33138, jg30060, jg20837	XP_020881896.1, XP_020869142.1
OG0000028	jg21311, jg32932, jg1778	XP_020874443.1
OG0000029	jg21060	XP_020889577.1
OG0000029	jg16768	XP_020879586.1
OG0000030	jg11586, jg11588	XP_020876174.1
OG0000030	jg2223	XP_020865828.1
OG0000031	jg612	XP_020865844.1
OG0000031	jg610	XP_020890513.1
OG0000031	jg611	XP_020865987.1
OG0000031	jg663	XP_020891718.1
OG0000031	jg481	XP_020891198.1
OG0000031	jg538	XP_020865792.1
OG0000031	jg645, jg586, jg583	XP_020889844.1
OG0000031	jg642	XP_002886462.1
OG0000031	jg618	XP_002886463.2
OG0000031	jg613	XP_020865982.1
OG0000031	jg617	XP_020890510.1
OG0000031	jg616	XP_020865986.1
OG0000031	jg29724	XP_020869509.1
OG0000031	jg29708, jg29704	XP_020868327.1
OG0000031	jg29712	XP_020870640.1, XP_020868325.1
OG0000031	jg26478	XP_002885504.2
OG0000031	jg29722, jg29734	XP_020869508.1
OG0000031	jg29678, jg29676	XP_020870927.1
OG0000031	jg5495	XP_020878202.1
OG0000031	jg12744	XP_002868609.1
OG0000031	jg25741	XP_002883021.2
OG0000031	jg9770	XP_020873422.1
OG0000031	jg638	XP_020890773.1
OG0000031	jg372	XP_020865918.1
OG0000033	jg10193	XP_002869784.2
OG0000033	jg10186	XP_020873845.1
OG0000033	jg10207	XP_020873368.1
OG0000033	jg10206	XP_020873361.1
OG0000033	jg10426	XP_020873360.1
OG0000033	jg10425	XP_002867849.1
OG0000033	jg10177	XP_020872543.1
OG0000033	jg10208	XP_020873366.1
OG0000033	jg10195, jg10202	XP_020873356.1
OG0000033	jg7784	XP_002874837.2
OG0000034	jg32649, jg13995	XP_020876553.1
OG0000034	jg17413, jg17411	XP_020881424.1
OG0000034	jg32391, jg32356, jg32339, jg32338	XP_020871242.1
OG0000034	jg11749, jg11798	XP_020871959.1
OG0000034	jg17416, jg17385	XP_020872340.1
OG0000035	jg25048	XP_020886243.1
OG0000035	jg740	XP_002886496.1, XP_002886498.2
OG0000035	jg23606	XP_002864982.2
OG0000035	jg18271	XP_002879361.2
OG0000035	jg18309	XP_002881223.2
OG0000035	jg33607	XP_002894465.2
OG0000035	jg16185	XP_020881568.1
OG0000036	jg16618	XP_020868066.1
OG0000036	jg21000, jg17522, jg31083	XP_020877514.1
OG0000038	jg549	XP_020889818.1
OG0000038	jg31063, jg31071, jg31062, jg31070	XP_020866644.1, XP_020869484.1
OG0000038	jg14792	XP_020880739.1
OG0000038	jg18146	XP_002881140.1
OG0000038	jg6336	XP_020875890.1, XP_020878747.1
OG0000038	jg15287	XP_020882397.1
OG0000038	jg21941	XP_020871436.1
OG0000038	jg22515	XP_020881621.1
OG0000038	jg28841	XP_020868786.1
OG0000038	jg20757, jg20756	XP_002863596.2
OG0000038	jg31052	XP_002893374.1
OG0000038	jg11068	XP_020875162.1
OG0000038	jg12601, jg12599	XP_020874174.1
OG0000038	jg25017	XP_020887603.1
OG0000039	jg6819	XP_020866750.1
OG0000040	jg11086	XP_002868173.1
OG0000040	jg30787	XP_002890504.1
OG0000040	jg31202	XP_020866580.1
OG0000040	jg29499	XP_020869589.1
OG0000040	jg10900	XP_020885911.1
OG0000040	jg25272	XP_020888486.1
OG0000040	jg738	XP_002884981.1
OG0000040	jg25360	XP_002884979.1
OG0000040	jg2112	XP_020889857.1
OG0000040	jg14799	XP_020879678.1
OG0000040	jg17824	XP_020881930.1
OG0000040	jg14802	XP_020880910.1
OG0000040	jg25377, jg1071	XP_020890322.1
OG0000040	jg26152	XP_020871677.1, XP_020888510.1
OG0000040	jg26153	XP_020871692.1
OG0000044	jg17523	XP_002883785.1, XP_020880655.1
OG0000044	jg14196	XP_020882740.1, XP_002893924.2, XP_020870337.1
OG0000044	jg1834	XP_020883604.1
OG0000044	jg309	XP_020876127.1
OG0000044	jg1035	XP_020878672.1, XP_020882823.1
OG0000044	jg17283	XP_020877149.1
OG0000044	jg1573	XP_020879796.1, XP_020872313.1
OG0000044	jg20886	XP_020885942.1
OG0000045	jg21124	XP_020890956.1, XP_020882438.1
OG0000046	jg12463	XP_020872918.1
OG0000046	jg12464	XP_020872917.1
OG0000046	jg12337	XP_020873883.1
OG0000046	jg10780	XP_020874378.1
OG0000046	jg2152	XP_020865720.1
OG0000046	jg2195	XP_020865819.1
OG0000046	jg2209, jg2212	XP_020865823.1
OG0000046	jg2188	XP_020865822.1
OG0000046	jg2193	XP_020865825.1
OG0000046	jg12331	XP_002868795.2
OG0000046	jg6601	XP_020876931.1
OG0000046	jg12330	XP_020873881.1
OG0000047	jg6462, jg31439, jg5264	XP_020876559.1
OG0000047	jg24929, jg1126, jg28031, jg17679	XP_020891542.1
OG0000047	jg14037	XP_020865924.1
OG0000047	jg32532	XP_020874420.1
OG0000048	jg24237	XP_020887049.1
OG0000048	jg5635	XP_020877809.1, XP_020877808.1
OG0000048	jg5646	XP_020877811.1
OG0000048	jg16525	XP_020883931.1
OG0000048	jg5643	XP_020877812.1, XP_002873872.1
OG0000048	jg5639	XP_020877813.1
OG0000048	jg5648	XP_002873870.1
OG0000048	jg5634	XP_020877807.1
OG0000048	jg5644	XP_020877805.1
OG0000050	jg21178	XP_020871212.1, XP_020876453.1
OG0000050	jg32622	XP_020886023.1, XP_020874814.1, XP_020871169.1, XP_020878799.1
OG0000052	jg29349	XP_020868191.1
OG0000052	jg19557	XP_020885498.1
OG0000052	jg19555	XP_002881850.2
OG0000052	jg497	XP_002886390.1
OG0000052	jg24823	XP_002882601.1
OG0000052	jg907	XP_020890130.1
OG0000052	jg19551	XP_020884766.1
OG0000052	jg19550	XP_020885237.1
OG0000052	jg19558	XP_020883122.1
OG0000052	jg19564	XP_020883311.1
OG0000052	jg19560	XP_020883307.1
OG0000052	jg19563	XP_020883308.1
OG0000052	jg19562	XP_020883310.1
OG0000052	jg19561	XP_002881853.1
OG0000053	jg32414, jg31675	XP_020889554.1, XP_020890752.1, XP_020876125.1
OG0000053	jg1077	XP_020878851.1
OG0000053	jg4817, jg5943, jg25268, jg33384, jg11480, jg32839	XP_020881512.1, XP_020875242.1, XP_020874679.1, XP_020866756.1, XP_020876759.1, XP_020886057.1
OG0000053	jg27640, jg13837	XP_020875483.1
OG0000055	jg674	XP_002886466.1
OG0000055	jg739	XP_020890707.1
OG0000055	jg14491	XP_020880767.1
OG0000055	jg726	XP_020865627.1
OG0000055	jg721	XP_002886488.1
OG0000055	jg728	XP_020889965.1
OG0000055	jg1420	XP_020868319.1
OG0000055	jg749	XP_002888056.1
OG0000055	jg745	XP_002888053.1
OG0000055	jg746	XP_020891223.1
OG0000055	jg747	XP_020891225.1
OG0000056	jg12110	XP_020891624.1
OG0000056	jg16912	XP_002865523.2
OG0000056	jg12160, jg20957, jg21612, jg13720, jg21424	XP_020891370.1
OG0000056	jg11849, jg7332	XP_020889278.1
OG0000056	jg7100, jg12084, jg27349	XP_020876164.1
OG0000057	jg8147	XP_020876181.1
OG0000057	jg17788	XP_020883674.1
OG0000057	jg28057	XP_020886503.1
OG0000057	jg28058	XP_020887842.1
OG0000057	jg25759, jg25744	XP_020889167.1
OG0000057	jg25830	XP_020889170.1
OG0000057	jg27919	XP_020886512.1
OG0000057	jg1195	XP_002888234.1
OG0000057	jg25647	XP_020887245.1
OG0000057	jg25753	XP_020877906.1
OG0000057	jg25886	XP_020889173.1
OG0000057	jg26785	XP_002883536.1
OG0000057	jg26196, jg26181	XP_020886775.1, XP_020888382.1, XP_020888884.1
OG0000058	jg13853	XP_020880718.1, XP_002879393.2
OG0000061	jg17678	XP_020870247.1
OG0000061	jg5265	XP_020879148.1, XP_020889237.1, XP_020865942.1
OG0000061	jg31440, jg25892, jg12998	XP_002874062.1
OG0000061	jg302, jg26776, jg6463, jg14036	XP_020882894.1
OG0000062	jg7377	XP_020866308.1, XP_020879729.1
OG0000063	jg21249	XP_002862282.2, XP_020868710.1, XP_020880298.1, XP_020868758.1, XP_020880172.1, XP_002866359.2, XP_020884530.1, XP_020879701.1, XP_002864647.1
OG0000064	jg8362	XP_020872718.1
OG0000064	jg18482	XP_020884728.1
OG0000065	jg21206	XP_020877132.1
OG0000066	jg27126	XP_020891414.1, XP_020886001.1
OG0000066	jg7203, jg3219, jg3220	XP_020877536.1, XP_020891413.1
OG0000066	jg30515	XP_020869687.1
OG0000066	jg1404	XP_002877046.2, XP_002873454.1, XP_020876762.1, XP_020867896.1, XP_002894648.1
OG0000067	jg24838	XP_020889441.1
OG0000067	jg24839	XP_020889396.1
OG0000067	jg4261, jg4260	XP_020876026.1
OG0000067	jg4298	XP_020876030.1
OG0000067	jg22052	XP_020871868.1
OG0000067	jg22034	XP_002864221.1
OG0000067	jg32039	XP_020868524.1
OG0000067	jg24035, jg24037	XP_020886482.1
OG0000067	jg24042	XP_020877300.1
OG0000067	jg4089	XP_020879355.1
OG0000067	jg14204, jg14390, jg14389	XP_020881372.1
OG0000067	jg4679	XP_002871317.2
OG0000068	jg13724	XP_020883599.1
OG0000068	jg27423, jg10108, jg1332, jg28701, jg13741, jg17048, jg12739, jg13502	XP_020876425.1, XP_020876202.1, XP_020884365.1
OG0000068	jg32484	XP_020886028.1
OG0000068	jg13873	XP_020891219.1, XP_020882782.1, XP_020872062.1, XP_020889582.1
OG0000069	jg11779, jg1433, jg26607	XP_020866212.1, XP_020881839.1
OG0000071	jg17558	XP_020871478.1
OG0000071	jg25723	XP_020889746.1
OG0000072	jg2002, jg1859, jg13895, jg13896, jg17450, jg17336, jg27058	XP_020866785.1
OG0000072	jg17478	XP_020882660.1, XP_020875736.1, XP_020882612.1, XP_020877271.1, XP_020890904.1, XP_020885842.1
OG0000072	jg16476, jg16484, jg29790, jg9963, jg13945, jg11738, jg2091	XP_020888645.1, XP_020871279.1, XP_020881978.1, XP_020885342.1
OG0000073	jg10924	XP_020875361.1
OG0000073	jg20419	XP_020881036.1
OG0000073	jg20416	XP_002865186.1
OG0000073	jg20443	XP_020878609.1
OG0000073	jg21037	XP_002863747.1
OG0000073	jg1752	XP_020890887.1
OG0000073	jg7157, jg7084	XP_020877446.1
OG0000073	jg20415	XP_020867167.1
OG0000073	jg20412	XP_020880050.1
OG0000073	jg20417	XP_002865187.1
OG0000073	jg13687	XP_020879725.1
OG0000073	jg20420	XP_020881042.1
OG0000074	jg30935	XP_020866884.1
OG0000074	jg30929	XP_002893291.1
OG0000074	jg30938	XP_002893302.1
OG0000074	jg30934	XP_002893298.1
OG0000074	jg17689	XP_020882929.1
OG0000074	jg30936	XP_020866886.1
OG0000074	jg30922	XP_020870031.1
OG0000074	jg30923, jg30924	XP_020869256.1
OG0000074	jg30937	XP_020869910.1
OG0000075	jg1344, jg21051	XP_020869286.1
OG0000075	jg4863	XP_002871416.1
OG0000075	jg29636	XP_002889905.1
OG0000075	jg29550	XP_020869015.1
OG0000075	jg17315	XP_002880773.1
OG0000075	jg29545, jg29543	XP_020869549.1
OG0000075	jg29834, jg21571	XP_020867242.1
OG0000075	jg29335	XP_020868187.1
OG0000076	jg13391	XP_020881410.1, XP_020881406.1
OG0000076	jg13389	XP_020881407.1
OG0000076	jg14731, jg14730	XP_020879878.1
OG0000076	jg14729	XP_020876149.1, XP_020879879.1
OG0000076	jg14732	XP_020879882.1
OG0000076	jg14762	XP_020882208.1
OG0000076	jg14733	XP_020879880.1
OG0000076	jg14734	XP_020879883.1
OG0000076	jg14739	XP_020879991.1
OG0000076	jg15192	XP_020881212.1
OG0000076	jg15191	XP_020881214.1
OG0000076	jg15039	XP_020880077.1
OG0000076	jg15188	XP_020881215.1
OG0000076	jg15190	XP_020881213.1
OG0000076	jg1458, jg1459	XP_002894621.2
OG0000076	jg13393	XP_020881409.1
OG0000076	jg13394	XP_020881195.1
OG0000076	jg13388	XP_020882518.1
OG0000076	jg13373	XP_020882260.1
OG0000077	jg21500	XP_020875017.1, XP_002863944.2
OG0000077	jg8425	XP_002868914.1
OG0000077	jg21503	XP_020875009.1
OG0000077	jg8426	XP_020874617.1
OG0000077	jg7662, jg7663	XP_002874784.1
OG0000077	jg32692	XP_002891316.2
OG0000077	jg32682	XP_002891313.1
OG0000077	jg8427	XP_020875509.1
OG0000077	jg8424, jg8422	XP_002868913.1
OG0000077	jg1000	XP_020890734.1
OG0000077	jg934	XP_020865611.1
OG0000077	jg8428	XP_002868917.2
OG0000078	jg13800, jg25795	XP_002866863.2
OG0000079	jg24131	XP_020887488.1
OG0000079	jg15929	XP_020880521.1
OG0000079	jg15924	XP_020880524.1
OG0000079	jg15925	XP_020880494.1
OG0000079	jg17317, jg17322	XP_020884444.1
OG0000079	jg15921	XP_020880534.1
OG0000079	jg15922	XP_020880533.1
OG0000079	jg15934	XP_020880531.1
OG0000079	jg12362	XP_020874862.1
OG0000079	jg12361	XP_020875150.1
OG0000079	jg12363	XP_020874863.1
OG0000079	jg12370	XP_020872443.1
OG0000079	jg11406	XP_020872200.1
OG0000079	jg12369, jg12364	XP_020874865.1
OG0000079	jg15911	XP_020880546.1
OG0000079	jg15928	XP_020880539.1
OG0000080	jg12190	XP_020874913.1
OG0000080	jg32859, jg32843, jg32550, jg32855, jg32866	XP_020867733.1
OG0000080	jg32915	XP_020868372.1
OG0000080	jg32548, jg32861, jg32845	XP_020870753.1
OG0000080	jg32993	XP_020869081.1, XP_020868711.1
OG0000080	jg5088	XP_002871528.2
OG0000080	jg32551, jg32841, jg32864, jg32857	XP_020879494.1, XP_020878246.1
OG0000080	jg375	XP_020891333.1
OG0000080	jg18014	XP_020884191.1
OG0000080	jg18020, jg18016	XP_020885088.1
OG0000080	jg25262	XP_020886448.1
OG0000081	jg24959	XP_020886427.1
OG0000081	jg32881	XP_020868378.1
OG0000081	jg32883	XP_020868376.1
OG0000081	jg33224	XP_002891599.2
OG0000081	jg461	XP_020889929.1
OG0000081	jg33221	XP_020866202.1
OG0000081	jg5636	XP_020877791.1
OG0000081	jg1069, jg1066, jg1064, jg1068	XP_020890335.1
OG0000081	jg1070, jg1395	XP_020890741.1
OG0000081	jg5657	XP_002871805.1, XP_002873867.1
OG0000083	jg2769	XP_020891687.1
OG0000083	jg2770, jg2771	XP_020889939.1
OG0000083	jg2773	XP_020872871.1, XP_020865931.1
OG0000083	jg26539	XP_020886763.1
OG0000083	jg26553	XP_020886770.1
OG0000083	jg27213	XP_020887913.1
OG0000083	jg32422	XP_020866346.1
OG0000083	jg24440	XP_020888844.1
OG0000083	jg16886, jg16884	XP_020883479.1
OG0000083	jg16885	XP_020882656.1
OG0000084	jg17270, jg17392, jg16998, jg17271	XP_002878788.1
OG0000084	jg16997	XP_020884655.1
OG0000084	jg1743	XP_002880752.2
OG0000084	jg16996	XP_020885162.1
OG0000084	jg16897	XP_002880565.1
OG0000084	jg16899	XP_020884335.1
OG0000084	jg16995, jg17274	XP_002880755.1
OG0000084	jg17286, jg17001, jg16991	XP_002880625.1
OG0000084	jg17290, jg16988	XP_020883521.1
OG0000084	jg17272	XP_002880754.1
OG0000084	jg16984	XP_020885291.1
OG0000084	jg17289	XP_020884025.1
OG0000084	jg16989, jg17288	XP_020884027.1
OG0000086	jg1275, jg1277, jg1270, jg1278, jg1271, jg1274, jg1272, jg1273, jg1280, jg1279, jg1276, jg1269	XP_002894696.1, XP_002862362.1, XP_002886750.1, XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886752.2, XP_002886746.1, XP_020891241.1, XP_002886744.1, XP_002862361.1, XP_002886749.1, XP_002886745.1, XP_020891452.1, XP_002886747.1, XP_002862360.1, XP_002886748.1
OG0000086	jg20985	XP_002862386.1, XP_002863710.1, XP_002862438.1, XP_002862385.1, XP_002863711.1, XP_020879695.1
OG0000086	jg20984, jg20982, jg20983, jg20981	XP_002863799.1
OG0000086	jg20978, jg20980, jg20977, jg20975, jg20976, jg20974, jg20979, jg20973	XP_020885190.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_002865487.1
OG0000087	jg6235	XP_020879374.1
OG0000087	jg17972	XP_020883550.1
OG0000087	jg23223	XP_020871804.1
OG0000087	jg5068	XP_002873559.1
OG0000087	jg18593	XP_002881356.1
OG0000087	jg20749	XP_002863588.1
OG0000087	jg10485	XP_020872103.1
OG0000087	jg30528	XP_020866480.1
OG0000087	jg3235	XP_020890671.1
OG0000088	jg14230, jg14231	XP_020881827.1
OG0000088	jg17633	XP_002880903.1
OG0000088	jg14563	XP_020880709.1
OG0000088	jg27525	XP_020886823.1
OG0000088	jg14558	XP_002875847.2
OG0000088	jg14559, jg14561	XP_002875849.2
OG0000088	jg14507	XP_002877545.1
OG0000088	jg14562	XP_020881863.1
OG0000088	jg5910	XP_020878730.1
OG0000088	jg21695	XP_002864053.1
OG0000089	jg4799	XP_020876820.1
OG0000089	jg26012, jg33022	XP_020867828.1, XP_002883150.1
OG0000089	jg19507	XP_002879966.1
OG0000089	jg19508	XP_002879967.1
OG0000089	jg19509	XP_002879968.1
OG0000089	jg22870, jg14433	XP_020871933.1, XP_020882238.1
OG0000090	jg4483	XP_002887052.2
OG0000090	jg30544, jg16631	XP_020885789.1
OG0000090	jg21183	XP_002863814.1
OG0000090	jg3251	XP_020891141.1
OG0000090	jg16054	XP_002878309.1
OG0000090	jg8905	XP_002867118.1
OG0000090	jg13115	XP_002875194.1
OG0000090	jg28225, jg28226	XP_002883942.1
OG0000090	jg13116	XP_002875195.1
OG0000090	jg29403	XP_020867590.1
OG0000091	jg20821, jg1412	XP_020887529.1
OG0000091	jg14179	XP_002870603.1
OG0000093	jg15862	XP_020880586.1
OG0000093	jg15865	XP_020880589.1
OG0000093	jg15861	XP_020880584.1
OG0000093	jg15846	XP_002878201.2
OG0000093	jg27054	XP_020888995.1
OG0000093	jg27053	XP_002883691.1
OG0000093	jg27051	XP_002883689.2
OG0000093	jg27052	XP_002883690.2
OG0000093	jg15863	XP_020880616.1
OG0000093	jg15851	XP_002878203.1, XP_020880570.1
OG0000093	jg15841	XP_020880581.1
OG0000096	jg1261	XP_020890791.1
OG0000096	jg1247	XP_020891276.1
OG0000096	jg13128	XP_020881188.1, XP_020881582.1
OG0000096	jg1310	XP_002894680.1
OG0000096	jg20644	XP_020884560.1
OG0000096	jg2240	XP_020891534.1
OG0000096	jg902	XP_020890121.1
OG0000097	jg7810	XP_002874842.1
OG0000097	jg7819	XP_002874852.1
OG0000097	jg7820	XP_020876465.1
OG0000097	jg7813, jg7812	XP_002874844.1
OG0000097	jg7814	XP_020877173.1, XP_020876443.1, XP_002874669.1, XP_002862572.1
OG0000097	jg21543	XP_002863972.2
OG0000097	jg7817	XP_002874850.1
OG0000098	jg651, jg658, jg654, jg653	XP_020891049.1
OG0000098	jg650	XP_020888466.1
OG0000098	jg849, jg850	XP_020890037.1
OG0000098	jg29677	XP_020884692.1
OG0000098	jg29672	XP_020869968.1
OG0000098	jg29671	XP_020867361.1
OG0000098	jg11302	XP_020874215.1
OG0000098	jg29664	XP_020867542.1
OG0000098	jg32282, jg12025	XP_002889921.2
OG0000099	jg7296	XP_002874589.2
OG0000099	jg459, jg7310	XP_002886370.2
OG0000099	jg27477	XP_020887787.1
OG0000099	jg456	XP_002872472.2, XP_002886369.2
OG0000099	jg543	XP_020890692.1
OG0000099	jg27475	XP_020886281.1, XP_020891030.1
OG0000099	jg460	XP_002886371.1
OG0000099	jg451	XP_020891397.1
OG0000101	jg2046	XP_020891501.1
OG0000101	jg492	XP_020891283.1
OG0000101	jg11338	XP_020875192.1
OG0000101	jg1381, jg1380	XP_020867629.1
OG0000101	jg1001	XP_002886645.1
OG0000101	jg777	XP_020890033.1
OG0000101	jg27782	XP_002886080.1
OG0000104	jg29111	XP_020870885.1
OG0000104	jg17877, jg17884, jg17896	XP_020883008.1
OG0000104	jg33004	XP_020866497.1
OG0000104	jg26323	XP_020886058.1
OG0000104	jg33349, jg33354	XP_020870266.1
OG0000104	jg33355	XP_020870260.1
OG0000104	jg33352	XP_020870264.1
OG0000104	jg33347	XP_020870262.1
OG0000104	jg17886, jg17879	XP_020882903.1
OG0000105	jg17571	XP_020866184.1
OG0000106	jg25957	XP_020889406.1
OG0000106	jg25959, jg6741	XP_002885251.1
OG0000106	jg26029, jg25961, jg6747	XP_020886661.1
OG0000106	jg25960, jg6746	XP_020889300.1
OG0000106	jg26030	XP_020886742.1
OG0000106	jg26079	XP_002883180.1
OG0000106	jg27891	XP_002884070.2
OG0000106	jg25967, jg25964, jg12059, jg25966	XP_020865803.1
OG0000106	jg6740, jg25958	XP_020888942.1
OG0000106	jg17691	XP_020884689.1
OG0000106	jg26888	XP_002885709.2
OG0000106	jg26886	XP_002885707.1
OG0000107	jg26157	XP_002883226.2
OG0000107	jg26159	XP_002883228.1
OG0000107	jg26161	XP_020887921.1
OG0000107	jg26163	XP_020886789.1
OG0000108	jg27471, jg27452	XP_002883835.2
OG0000108	jg6402, jg6418	XP_002874257.1
OG0000108	jg6403	XP_020879189.1
OG0000108	jg7433	XP_020876145.1
OG0000108	jg17595	XP_002893476.1
OG0000108	jg31284	XP_020869068.1
OG0000108	jg16872	XP_020885549.1
OG0000108	jg27107	XP_020889445.1
OG0000108	jg27264	XP_020887764.1
OG0000108	jg27221	XP_002883751.1
OG0000108	jg27229	XP_002883752.1
OG0000108	jg2306	XP_020865728.1
OG0000110	jg1161	XP_020891638.1
OG0000110	jg13485	XP_020882191.1
OG0000110	jg15960	XP_020880525.1
OG0000110	jg15959	XP_020880511.1
OG0000110	jg15964	XP_020879608.1
OG0000110	jg15966	XP_020879609.1
OG0000110	jg15965	XP_020879607.1
OG0000110	jg15957	XP_020880541.1
OG0000110	jg15956	XP_020880527.1, XP_020880542.1
OG0000110	jg11381	XP_002870336.2
OG0000111	jg12398	XP_020871248.1, XP_020872039.1
OG0000111	jg12393	XP_020873181.1
OG0000111	jg12395	XP_020875462.1
OG0000111	jg11226	XP_020873022.1
OG0000111	jg33739, jg33731	XP_020868873.1
OG0000111	jg23313	XP_020882481.1, XP_020882467.1
OG0000111	jg7387	XP_020878937.1
